1992661.812	566195.885	86	402769	320
1987230.358	541586.964	214	795620	320
1967663.719	572323.062	1	539280	320
1982128.343	561969.06	93	1990124	320
1986463.45	534285.088	227	1074290	320
1974279.737	536716.533	179	2568577	320
1963954.218	549693.649	121	415487	320
1982047.837	562063.389	93	788682	320
1993201.233	567021.737	86	4332388	320
1989141.156	536353.217	239	2949918	320
1990973.667	546719.032	205	1369891	320
1973456.317	556701.317	59	2214796	320
1995810.6	562431.872	116	4134971	320
1983390.015	553302.722	184	2515916	320
1982864.281	536728.046	221	4257402	320
1965518.548	561185.65	34	918675	320
1965320.995	544138.888	129	7598791	320
1984628.031	560466.234	105	4794798	320
1974232.664	543881.637	143	5843166	320
1991081.205	540249.605	232	5883725	320
1974339.49	536765.619	179	6739133	320
1986953.986	543167.022	214	8199598	320
1964779.212	563361.309	27	5324810	320
1976541.799	560543.27	54	3272462	320
1979172.242	560991.557	58	5478680	320
1982166.164	561760.785	96	5854820	320
1982166.164	561760.785	98	5854820	320
1985264.042	541585.546	213	6055199	320
1973404.741	570279.691	13	8077091	320
1984158.893	559179.871	105	8409248	320
1987957.362	550616.541	199	1038047	320
1975681.543	560450.534	48	4018796	320
1970877.542	534273.551	172	4614817	320
1966577.954	561138.292	35	3236444	320
1974032.621	547040.545	143	8535263	320
1993293.692	546565.546	208	5924762	320
1988529.314	560614.776	114	1573303	320
1991562.775	554518.737	117	3700917	320
1965935.391	573462.888	1	7931427	320
1964212.275	563510.231	26	5061516	320
1989237.209	537038.288	239	10386894	320
1984268.693	545425.823	197	8897377	320
1966702.365	544237.775	130	169617	320
1964312.9	549765.253	121	8886389	320
1974223.626	537046.248	179	8062424	320
1989681.368	569823.232	79	2929544	320
1991052.488	551843.52	199	9056184	320
1989213.723	571667.964	74	1436033	320
1973195.997	563220.923	45	4241504	320
1992720.018	562404.277	116	1371544	320
1993276.411	545941.723	210	3920188	320
1973780.555	557095.727	59	4722127	320
1968932.298	571970.425	4	7733494	320
1986666.444	555518.016	111	10490236	320
1976407.284	539543.922	177	2096819	320
1991152.505	571228.875	80	4850910	320
1981024.779	560635.404	101	968482	320
1968674.407	565377.793	11	1239098	320
1966940.029	567031.801	8	9151917	320
1991102.971	572086.354	75	6783619	320
1969294.457	537346.952	166	8289396	320
1975050.332	547242.301	143	4793300	320
1964337.072	564494.197	8	3314234	320
1983757.979	562276.649	100	1016907	320
1981871.033	561774.113	87	2289919	320
1995390.584	539747.422	238	9810047	320
1966765.532	561050.765	35	10748857	320
1982084.842	561816.625	95	3574722	320
1973274.675	562943.055	45	7823891	320
1990981.98	570760.614	80	9617438	320
1972505.654	544441.872	143	13065215	320
1964492.708	563342.546	27	12103624	320
1964492.708	563342.546	29	12103624	320
1974656.639	563605.937	46	11229047	320
1965550.351	553031.185	119	1680190	320
1981446.013	571524.743	64	689797	320
1982855.91	533992.534	223	3379662	320
1981360.59	547877.741	191	2131555	320
1969434.344	554284.898	43	784650	320
1969893.593	548161.83	132	3838614	320
1991156.17	560653.608	115	50584	320
1964206.624	562116.941	31	6325398	320
1986511.997	541007.954	216	11178067	320
1964908.082	544360.624	129	4062086	320
1972060.128	553829.161	135	2281724	320
1981746.436	539540.122	212	2439733	320
1971458.82	554626.313	44	129067	320
1992283.154	543690.513	235	10301831	320
1978340.086	561673.754	53	9755467	320
1976888.362	561852.071	51	10012182	320
1976888.362	561852.071	52	10012182	320
1983824.143	558127.899	107	5942172	320
1986532.643	559574.116	106	7796740	320
1975075.749	564481.316	21	5928507	320
1971457.567	564309.939	12	5429509	320
1985233.235	571443.285	67	13876545	320
1993982.795	542256.782	236	5637671	320
1994749.912	567366.588	86	759787	320
1993130.667	548951.526	202	8940104	320
1985938.623	539865.614	218	612368	320
1975250.707	559171.284	48	6354975	320
1981901.096	561756.75	87	11010627	320
1981901.096	561756.75	97	11010627	320
1981941.18	561764.658	94	7857190	320
1981941.18	561764.658	97	7857190	320
1978213.697	562540.36	53	10242585	320
1986671.914	538894.498	218	14267884	320
1972733.184	560621.341	47	5020095	320
1994739.67	573381.815	82	14596350	320
1964121.646	555056.522	39	14460283	320
1964069.559	537884.794	159	914448	320
1982013.278	561999.675	92	6573753	320
1970662.801	537354.406	167	7658100	320
1995130.791	569477.46	84	9106942	320
1977901.339	547219.556	145	14272085	320
1978064.135	552606.08	140	8517891	320
1982060.431	561844.403	95	10414855	320
1988527.267	534084.092	241	2199886	320
1971388.002	537486.035	167	9021663	320
1964371.966	571676.023	0	14552805	320
1985271.07	536848.604	224	14164398	320
1972403.32	567836.431	18	14754079	320
1975550.017	569400.157	13	4187372	320
1967868.27	571234.971	3	4549282	320
1967868.27	571234.971	6	4549282	320
1986418.405	570160.094	68	4272032	320
1967347.611	540674.574	151	84096	320
1989540.329	535682.217	241	5092566	320
1989639.922	569796.768	79	14550781	320
1964957.908	542462.62	148	410892	320
1993240.716	562450.138	116	10855952	320
1977174.887	561346.218	55	4519050	320
1986633.243	555429.547	111	14048949	320
1985558.347	549792.248	189	14812173	320
1981916.54	561817.395	94	6278934	320
1977003.726	561873.414	52	2409924	320
1966981.516	562535.705	33	7989734	320
1971495.816	552802.278	124	12786719	320
1985864.23	563318.317	103	12623887	320
1981949.096	538818.493	212	2073691	320
1984892.279	551370.42	187	1964510	320
1967488.172	541628.037	149	15029580	320
1964486.273	562770.76	29	12640862	320
1967275.209	544501.184	130	4244659	320
1965213.645	560808.094	34	9824681	320
1992353.517	549834.087	202	6312433	320
1987596.393	544785.636	198	11194198	320
1973489.818	535417.817	180	15167805	320
1966567.474	543226.625	149	1931994	320
1992885.596	546312.832	208	7615909	320
1995791.245	544145.493	211	11749420	320
1994176.465	540831.281	238	8999728	320
1973760.404	557776.854	59	7794133	320
1972273.98	555696.809	61	8131998	320
1965258.913	561480.677	32	10761065	320
1980837.158	547425.237	191	12477689	320
1963909.204	539067.659	150	5400681	320
1964318.29	538130.646	159	9866195	320
1965192.2	543709.425	148	1999075	320
1981798.991	565711.132	69	2362134	320
1981947.861	561924.707	92	10660076	320
1981947.861	561924.707	94	10660076	320
1970614.246	545421.021	134	11214518	320
1989347.539	542361.212	228	14385199	320
1991249.523	540635.796	232	8035750	320
1992441.27	547479.215	208	16344397	320
1979888.224	552612.489	140	5721883	320
1977179.857	561790.231	52	9131532	320
1964218.732	562982.431	28	10060117	320
1995024.007	570060.193	84	3247571	320
1988631.076	551266.259	199	13658263	320
1991030.847	540710.878	232	16523159	320
1972181.734	563168.89	45	7280358	320
1981769.809	536543.438	220	10116594	320
1976694.446	560954.411	54	2141834	320
1995093.758	564162.841	86	8238134	320
1967453.645	543579.66	149	7975263	320
1991750.469	539769.683	234	254185	320
1981858.646	561813.515	87	9815596	320
1976103.143	552586.847	139	12762378	320
1992836.354	536765.607	243	7562984	320
1982511.619	563171.845	88	15128616	320
1993931.478	552356.876	200	16784813	320
1993931.478	552356.876	201	16784813	320
1982871.785	533913.526	223	10442399	320
1991663.118	563774.62	113	15281805	320
1992605.006	571679.834	81	3603650	320
1970174.7	563932.842	36	706484	320
1982037.654	561858.09	95	5808841	320
1993508.91	533614.064	245	478729	320
1986780.839	538889.573	218	9226944	320
1990804.864	534041.408	242	15684662	320
1967868.35	573678.83	1	4409710	320
1967868.35	573678.83	4	4409710	320
1990640.281	559077.343	115	8963795	320
1975370.595	559039.188	48	3325588	320
1967873.834	537561.065	161	316401	320
1967873.834	537561.065	166	316401	320
1981874.727	547904.455	191	13931780	320
1968285.234	566647.746	9	8501324	320
1992738.211	540300.41	237	7703084	320
1969155.99	549258.961	125	6792476	320
1975508.372	537564.68	179	3927711	320
1976346.885	561161.496	54	13229626	320
1980831.557	560696.476	101	16456785	320
1988057.457	565039.753	85	11133931	320
1993085.757	544628.3	210	14651965	320
1992587.068	555332.261	118	11238767	320
1967862.137	536425.561	163	6180046	320
1974681.165	556487.141	60	13537725	320
1985280.035	536956.853	224	6831327	320
1992523.634	573357.714	81	13345063	320
1964696.613	535357.835	164	10370770	320
1991068.054	540526.818	232	1652069	320
1987079.485	538612.951	225	15721674	320
1993440.214	533636.297	245	4832685	320
1994651.218	566782.193	86	1316283	320
1992614.384	549249.53	202	17084533	320
1966918.291	537717.935	161	3514282	320
1971841.843	544635.98	134	15593101	320
1975203.67	563893.635	46	2801402	320
1993887.751	539254.785	237	7262795	320
1964482.206	554006.57	39	25002	320
1982173.076	561994.819	96	16839090	320
1964251.951	562739.381	28	11821998	320
1975678.953	564076.842	21	2661028	320
1967277.16	557887.068	38	7925479	320
1964482.096	563367.766	27	9188174	320
1991957.43	536386.74	243	6742785	320
1969892.536	558782.8	42	18774018	320
1988376.399	540066.461	230	4451049	320
1993784.028	538456.529	243	12333948	320
1966622.164	571160.729	3	16980989	320
1982070.735	561826.08	95	15687434	320
1987489.065	539118.43	219	15469069	320
1966694.402	536275.703	162	4257184	320
1969999.006	541429.251	156	17042154	320
1968985.271	535843.273	169	6174141	320
1995357.558	550883.656	203	2404552	320
1994636.338	569292.714	84	13357038	320
1974284.734	558171.495	60	11221198	320
1966557.933	544457.703	130	15030997	320
1984687.8	549724.536	189	4095475	320
1987945.914	547491.279	204	15755057	320
1975503.803	545315.449	143	17029131	320
1973446.396	566368.203	20	11084873	320
1969204.109	545365.908	133	8313582	320
1966126.315	544423.88	130	18277367	320
1993160.437	546062.271	210	12686822	320
1968275.964	535886.152	168	12805213	320
1967808.415	545453.719	130	10255325	320
1989087.381	549527.539	199	12425526	320
1971870.349	555664.413	44	14039457	320
1970979.0	537707.821	167	17544006	320
1964981.091	544343.821	129	7886770	320
1984965.056	565706.681	72	16017668	320
1964199.983	535311.147	164	5745880	320
1964344.321	550340.941	121	1960046	320
1979184.9	552672.273	140	17082962	320
1971766.629	570599.113	7	3940368	320
1992443.697	547394.023	208	6549099	320
1964127.874	563382.329	26	4630371	320
1982845.37	551903.413	184	10654742	320
1967265.893	539435.605	151	17149000	320
1981990.763	561719.971	97	1497673	320
1974396.038	563296.178	46	1152825	320
1966452.25	537516.721	160	2645756	320
1970579.839	542760.158	156	2802750	320
1982086.606	561773.472	95	2165009	320
1968687.52	567457.672	9	1290388	320
1965087.348	544189.901	129	1232856	320
1993251.086	541501.113	235	913797	320
1992443.929	547110.835	208	682835	320
1979932.056	534409.579	222	432709	320
1970126.288	566326.168	12	2369130	320
1970398.486	551664.857	124	2694450	320
1971507.583	533883.361	172	5029433	320
1991974.5	556671.281	118	1395703	320
1978832.132	552661.091	140	2421397	320
1975697.805	552654.675	136	3950670	320
1973318.589	536631.387	178	5915864	320
1975555.808	541243.826	174	3564729	320
1993382.333	566984.225	86	3313109	320
1990486.51	569690.04	80	3497880	320
1995708.496	548833.064	203	5851497	320
1964369.624	562106.885	31	6980417	320
1973125.543	563308.756	45	1822723	320
1967883.449	536029.039	168	2087080	320
1976687.526	558051.232	63	254876	320
1993811.471	546313.168	208	7493787	320
1985397.932	557063.533	108	3748058	320
1988908.75	545552.349	206	2122802	320
1968181.093	541765.295	154	232838	320
1981736.353	547924.804	191	7253543	320
1985040.577	551570.952	187	7038723	320
1969935.305	572680.464	5	7374052	320
1968708.327	568100.513	9	5190102	320
1964121.372	554100.468	39	1700115	320
1977181.962	558703.12	63	367706	320
1981949.374	561848.057	94	6213609	320
1967184.826	557842.914	38	3099053	320
1969799.176	542918.843	153	2457311	320
1980655.344	551009.565	185	3858968	320
1972258.647	541977.97	173	1985762	320
1963988.437	539022.649	150	9349362	320
1978165.131	562772.081	53	9129648	320
1991164.326	540467.826	232	5198963	320
1973446.273	541147.337	175	1525536	320
1976118.122	562249.13	51	7533696	320
1990616.914	544617.819	207	6366653	320
1970870.653	537929.123	167	3121641	320
