POLYGON ((1967870.7459 533607.913, 1967870.7459 536138.6957, 1969875.0853 536138.6957, 1969875.0853 533607.913, 1967870.7459 533607.913))	69	5072547.673570002	531	1.0468112557457505E-4	529	1.0428684638220378E-4
POLYGON ((1963862.067 569038.8715, 1963862.067 574100.437, 1967870.7459 574100.437, 1967870.7459 569038.8715, 1963862.067 569038.8715))	0	2.0290190694278833E7	638	3.144376559161147E-5	635	3.1295910894472234E-5
POLYGON ((1979896.7825 533607.913, 1979896.7825 538669.4785, 1983905.4614 538669.4785, 1983905.4614 533607.913, 1979896.7825 533607.913))	88	2.0290190694278833E7	948	4.6722084295999486E-5	948	4.6722084295999486E-5
POLYGON ((1975888.1036 569038.8715, 1975888.1036 574100.437, 1979896.7825 574100.437, 1979896.7825 569038.8715, 1975888.1036 569038.8715))	5	2.0290190694278833E7	674	3.321802195728234E-5	671	3.30701672601431E-5
POLYGON ((1963862.067 558915.7405, 1963862.067 561446.5233, 1965866.4064 561446.5233, 1965866.4064 558915.7405, 1963862.067 558915.7405))	10	5072547.673569414	214	4.2187873583731945E-5	216	4.258215277610327E-5
POLYGON ((1967870.7459 543731.044, 1967870.7459 548792.6095, 1971879.4248 548792.6095, 1971879.4248 543731.044, 1967870.7459 543731.044))	56	2.0290190694278833E7	843	4.1547169896126126E-5	836	4.120217560280124E-5
POLYGON ((1982402.2068 561446.5233, 1982402.2068 562079.2189, 1982903.2917 562079.2189, 1982903.2917 561446.5233, 1982402.2068 561446.5233))	42	317034.22959802236	3	9.462700616913808E-6	3	9.462700616913808E-6
POLYGON ((1979896.7825 563977.306, 1979896.7825 569038.8715, 1983905.4614 569038.8715, 1983905.4614 563977.306, 1979896.7825 563977.306))	24	2.0290190694278833E7	410	2.0206808609029316E-5	407	2.0058953911890077E-5
POLYGON ((1981901.1219 561762.8711, 1981901.1219 561921.045, 1982026.3932 561921.045, 1982026.3932 561762.8711, 1981901.1219 561762.8711))	37	19814.639349872752	388	0.019581481809937244	386	0.019480546336690142
POLYGON ((1983905.4614 563977.306, 1983905.4614 569038.8715, 1987914.1402 569038.8715, 1987914.1402 563977.306, 1983905.4614 563977.306))	25	2.0290190694278833E7	529	2.6071711595552456E-5	527	2.5973141797459632E-5
POLYGON ((1991922.8191 553854.175, 1991922.8191 558915.7405, 1995931.498 558915.7405, 1995931.498 553854.175, 1991922.8191 553854.175))	52	2.0290190694278833E7	399	1.966467471951877E-5	396	1.9516820022379533E-5
POLYGON ((1967870.7459 553854.175, 1967870.7459 558915.7405, 1971879.4248 558915.7405, 1971879.4248 553854.175, 1967870.7459 553854.175))	14	2.0290190694278833E7	591	2.9127375336430062E-5	599	2.9521654528801364E-5
POLYGON ((1971879.4248 553854.175, 1971879.4248 558915.7405, 1975888.1036 558915.7405, 1975888.1036 553854.175, 1971879.4248 553854.175))	20	2.0290190694278833E7	1220	6.012757683662381E-5	1209	5.958544294711327E-5
POLYGON ((1983905.4614 558915.7405, 1983905.4614 563977.306, 1987914.1402 563977.306, 1987914.1402 558915.7405, 1983905.4614 558915.7405))	46	2.0290190694278833E7	522	2.5726717302227568E-5	520	2.562814750413474E-5
POLYGON ((1989918.4797 538669.4785, 1989918.4797 541200.2612, 1991922.8191 541200.2612, 1991922.8191 538669.4785, 1989918.4797 538669.4785))	93	5072547.673570002	726	1.4312334683077495E-4	729	1.4371476561933185E-4
POLYGON ((1971879.4248 548792.6095, 1971879.4248 553854.175, 1975888.1036 553854.175, 1975888.1036 548792.6095, 1971879.4248 548792.6095))	57	2.0290190694278833E7	514	2.5332438109856262E-5	517	2.54802928069955E-5
POLYGON ((1983905.4614 543731.044, 1983905.4614 548792.6095, 1987914.1402 548792.6095, 1987914.1402 543731.044, 1983905.4614 543731.044))	78	2.0290190694278833E7	782	3.854079105429494E-5	778	3.834365145810928E-5
POLYGON ((1991922.8191 563977.306, 1991922.8191 569038.8715, 1995931.498 569038.8715, 1995931.498 563977.306, 1991922.8191 563977.306))	29	2.0290190694278833E7	454	2.2375344167071485E-5	451	2.2227489469932246E-5
POLYGON ((1983905.4614 541200.2612, 1983905.4614 543731.044, 1985909.8008 543731.044, 1985909.8008 541200.2612, 1983905.4614 541200.2612))	84	5072547.673570002	190	3.745652327527168E-5	194	3.824508166001424E-5
POLYGON ((1963862.067 538669.4785, 1963862.067 543731.044, 1967870.7459 543731.044, 1967870.7459 538669.4785, 1963862.067 538669.4785))	61	2.0290190694278833E7	1121	5.524837183102893E-5	1117	5.505123223484328E-5
POLYGON ((1983905.4614 533607.913, 1983905.4614 538669.4785, 1987914.1402 538669.4785, 1987914.1402 533607.913, 1983905.4614 533607.913))	89	2.0290190694278833E7	990	4.879205005594883E-5	1007	4.962989333973785E-5
POLYGON ((1967870.7459 569038.8715, 1967870.7459 574100.437, 1971879.4248 574100.437, 1971879.4248 569038.8715, 1967870.7459 569038.8715))	1	2.0290190694278833E7	615	3.0310212913543973E-5	615	3.0310212913543973E-5
POLYGON ((1975888.1036 533607.913, 1975888.1036 538669.4785, 1979896.7825 538669.4785, 1979896.7825 533607.913, 1975888.1036 533607.913))	74	2.0290190694278833E7	251	1.2370509660649653E-5	252	1.2419794559696066E-5
POLYGON ((1971879.4248 563977.306, 1971879.4248 569038.8715, 1975888.1036 569038.8715, 1975888.1036 563977.306, 1971879.4248 563977.306))	6	2.0290190694278833E7	548	2.7008124677434304E-5	543	2.676170018220224E-5
POLYGON ((1975888.1036 543731.044, 1975888.1036 548792.6095, 1979896.7825 548792.6095, 1979896.7825 543731.044, 1975888.1036 543731.044))	60	2.0290190694278833E7	531	2.6170281393645285E-5	532	2.6219566292691695E-5
POLYGON ((1985909.8008 541200.2612, 1985909.8008 543731.044, 1987914.1403 543731.044, 1987914.1403 541200.2612, 1985909.8008 541200.2612))	85	5072547.673570002	277	5.460766814342239E-5	275	5.421338895105111E-5
POLYGON ((1987914.1402 563977.306, 1987914.1402 569038.8715, 1991922.8191 569038.8715, 1991922.8191 563977.306, 1987914.1402 563977.306))	28	2.0290190694278833E7	353	1.7397569363383775E-5	355	1.7496139161476603E-5
POLYGON ((1982026.3932 561762.8711, 1982026.3932 561921.045, 1982151.6644 561921.045, 1982151.6644 561762.8711, 1982026.3932 561762.8711))	38	19814.639349872752	463	0.023366562056703462	464	0.02341702979332701
POLYGON ((1969875.0853 533607.913, 1969875.0853 536138.6957, 1971879.4248 536138.6957, 1971879.4248 533607.913, 1969875.0853 533607.913))	70	5072547.673570002	141	2.77966830621753E-5	145	2.858524144691786E-5
POLYGON ((1975888.1036 553854.175, 1975888.1036 558915.7405, 1979896.7825 558915.7405, 1979896.7825 553854.175, 1975888.1036 553854.175))	21	2.0290190694278833E7	410	2.0206808609029316E-5	407	2.0058953911890077E-5
POLYGON ((1981901.1219 562079.2189, 1981901.1219 562711.9146, 1982402.2068 562711.9146, 1982402.2068 562079.2189, 1981901.1219 562079.2189))	33	317034.22959802236	100	3.1542335389712694E-4	100	3.1542335389712694E-4
POLYGON ((1987914.1402 538669.4785, 1987914.1402 541200.2612, 1989918.4797 541200.2612, 1989918.4797 538669.4785, 1987914.1402 538669.4785))	92	5072547.673569414	164	3.2330893774448776E-5	164	3.2330893774448776E-5
POLYGON ((1963862.067 533607.913, 1963862.067 536138.6957, 1965866.4064 536138.6957, 1965866.4064 533607.913, 1963862.067 533607.913))	65	5072547.673569414	313	6.170469360611261E-5	313	6.170469360611261E-5
POLYGON ((1965866.4064 561446.5233, 1965866.4064 563977.306, 1967870.7459 563977.306, 1967870.7459 561446.5233, 1965866.4064 561446.5233))	9	5072547.673570002	310	6.111327481754853E-5	314	6.190183320229109E-5
POLYGON ((1963862.067 548792.6095, 1963862.067 553854.175, 1967870.7459 553854.175, 1967870.7459 548792.6095, 1963862.067 548792.6095))	53	2.0290190694278833E7	1006	4.958060844069144E-5	1003	4.94327537435522E-5
POLYGON ((1979896.7825 543731.044, 1979896.7825 548792.6095, 1983905.4614 548792.6095, 1983905.4614 543731.044, 1979896.7825 543731.044))	77	2.0290190694278833E7	629	3.1000201500193756E-5	621	3.060592230782245E-5
POLYGON ((1991922.8191 533607.913, 1991922.8191 538669.4785, 1995931.498 538669.4785, 1995931.498 533607.913, 1991922.8191 533607.913))	96	2.0290190694278833E7	1057	5.20941382920585E-5	1057	5.20941382920585E-5
POLYGON ((1963862.067 553854.175, 1963862.067 558915.7405, 1967870.7459 558915.7405, 1967870.7459 553854.175, 1963862.067 553854.175))	13	2.0290190694278833E7	663	3.2675888067771794E-5	664	3.2725172966818205E-5
POLYGON ((1982151.6644 561446.5233, 1982151.6644 561762.8711, 1982402.2068 561762.8711, 1982402.2068 561446.5233, 1982151.6644 561446.5233))	41	79258.55739952017	84	0.0010598224690941515	82	0.001034588600782386
POLYGON ((1971879.4248 533607.913, 1971879.4248 538669.4785, 1975888.1036 538669.4785, 1975888.1036 533607.913, 1971879.4248 533607.913))	73	2.0290190694278833E7	814	4.0117907823780155E-5	814	4.0117907823780155E-5
POLYGON ((1963862.067 563977.306, 1963862.067 569038.8715, 1967870.7459 569038.8715, 1967870.7459 563977.306, 1963862.067 563977.306))	2	2.0290190694278833E7	484	2.3853891138463874E-5	488	2.4051030734649527E-5
POLYGON ((1982903.2917 562711.9146, 1982903.2917 563977.306, 1983905.4614 563977.306, 1983905.4614 562711.9146, 1982903.2917 562711.9146))	32	1268136.9183925006	15	1.1828375771138424E-5	15	1.1828375771138424E-5
POLYGON ((1982402.2068 562079.2189, 1982402.2068 562711.9146, 1982903.2917 562711.9146, 1982903.2917 562079.2189, 1982402.2068 562079.2189))	34	317034.22959802236	4	1.2616934155885078E-5	4	1.2616934155885078E-5
POLYGON ((1981901.1219 558915.7405, 1981901.1219 561446.5233, 1983905.4614 561446.5233, 1983905.4614 558915.7405, 1981901.1219 558915.7405))	45	5072547.673570002	78	1.5376888502479954E-5	80	1.5771167694851232E-5
POLYGON ((1965866.4064 536138.6957, 1965866.4064 538669.4785, 1967870.7459 538669.4785, 1967870.7459 536138.6957, 1965866.4064 536138.6957))	64	5072547.673570002	780	1.5376888502479952E-4	777	1.531774662362426E-4
POLYGON ((1977892.4431 561446.5233, 1977892.4431 563977.306, 1979896.7825 563977.306, 1979896.7825 561446.5233, 1977892.4431 561446.5233))	17	5072547.673570002	380	7.491304655054336E-5	384	7.570160493528592E-5
POLYGON ((1979896.7825 569038.8715, 1979896.7825 574100.437, 1983905.4614 574100.437, 1983905.4614 569038.8715, 1979896.7825 569038.8715))	22	2.0290190694278833E7	284	1.399691132918128E-5	281	1.3849056632042042E-5
POLYGON ((1979896.7825 558915.7405, 1979896.7825 561446.5233, 1981901.1219 561446.5233, 1981901.1219 558915.7405, 1979896.7825 558915.7405))	44	5072547.673569414	170	3.351373135156276E-5	174	3.4302289736305414E-5
POLYGON ((1971879.4248 543731.044, 1971879.4248 548792.6095, 1975888.1036 548792.6095, 1975888.1036 543731.044, 1971879.4248 543731.044))	59	2.0290190694278833E7	487	2.4001745835603112E-5	485	2.3903176037510288E-5
POLYGON ((1991922.8191 569038.8715, 1991922.8191 574100.437, 1995931.498 574100.437, 1995931.498 569038.8715, 1991922.8191 569038.8715))	27	2.0290190694278833E7	634	3.1246625995425817E-5	633	3.1197341096379406E-5
POLYGON ((1971879.4248 538669.4785, 1971879.4248 543731.044, 1975888.1036 543731.044, 1975888.1036 538669.4785, 1971879.4248 538669.4785))	71	2.0290190694278833E7	705	3.474585382772114E-5	699	3.445014443344266E-5
POLYGON ((1967870.7459 558915.7405, 1967870.7459 563977.306, 1971879.4248 563977.306, 1971879.4248 558915.7405, 1967870.7459 558915.7405))	12	2.0290190694278833E7	459	2.262176866230355E-5	455	2.24246290661179E-5
POLYGON ((1967870.7459 548792.6095, 1967870.7459 553854.175, 1971879.4248 553854.175, 1971879.4248 548792.6095, 1967870.7459 548792.6095))	54	2.0290190694278833E7	768	3.7850802467645154E-5	769	3.7900087366691565E-5
POLYGON ((1987914.1402 558915.7405, 1987914.1402 563977.306, 1991922.8191 563977.306, 1991922.8191 558915.7405, 1987914.1402 558915.7405))	49	2.0290190694278833E7	570	2.809239245645539E-5	564	2.7796683062176912E-5
POLYGON ((1983905.4614 538669.4785, 1983905.4614 541200.2612, 1985909.8008 541200.2612, 1985909.8008 538669.4785, 1983905.4614 538669.4785))	86	5072547.673570002	107	2.1093936791863523E-5	104	2.05025180033066E-5
POLYGON ((1987914.1402 543731.044, 1987914.1402 548792.6095, 1991922.8191 548792.6095, 1991922.8191 543731.044, 1987914.1402 543731.044))	81	2.0290190694278833E7	814	4.0117907823780155E-5	805	3.967434373236244E-5
POLYGON ((1983905.4614 548792.6095, 1983905.4614 553854.175, 1987914.1402 553854.175, 1987914.1402 548792.6095, 1983905.4614 548792.6095))	76	2.0290190694278833E7	536	2.6416705888877348E-5	534	2.6318136090784524E-5
POLYGON ((1975888.1036 563977.306, 1975888.1036 569038.8715, 1979896.7825 569038.8715, 1979896.7825 563977.306, 1975888.1036 563977.306))	7	2.0290190694278833E7	526	2.5923856898413218E-5	533	2.626885119173811E-5
POLYGON ((1982151.6644 561762.8711, 1982151.6644 562079.2189, 1982402.2068 562079.2189, 1982402.2068 561762.8711, 1982151.6644 561762.8711))	39	79258.55739952017	201	0.002536003765332434	201	0.002536003765332434
POLYGON ((1989918.4797 541200.2612, 1989918.4797 543731.044, 1991922.8191 543731.044, 1991922.8191 541200.2612, 1989918.4797 541200.2612))	91	5072547.673570002	193	3.80479420638286E-5	192	3.785080246764296E-5
POLYGON ((1965866.4064 533607.913, 1965866.4064 536138.6957, 1967870.7459 536138.6957, 1967870.7459 533607.913, 1965866.4064 533607.913))	66	5072547.673570002	271	5.342483056630855E-5	272	5.362197016249419E-5
POLYGON ((1967870.7459 563977.306, 1967870.7459 569038.8715, 1971879.4248 569038.8715, 1971879.4248 563977.306, 1967870.7459 563977.306))	3	2.0290190694278833E7	1035	5.100987051303742E-5	1038	5.115772521017666E-5
POLYGON ((1991922.8191 548792.6095, 1991922.8191 553854.175, 1995931.498 553854.175, 1995931.498 548792.6095, 1991922.8191 548792.6095))	80	2.0290190694278833E7	757	3.730866857813461E-5	765	3.7702947770505916E-5
POLYGON ((1981901.1219 561921.045, 1981901.1219 562079.2189, 1982026.3932 562079.2189, 1982026.3932 561921.045, 1981901.1219 561921.045))	35	19814.639349872752	153	0.007721563703403088	156	0.007872966913273736
POLYGON ((1983905.4614 553854.175, 1983905.4614 558915.7405, 1987914.1402 558915.7405, 1987914.1402 553854.175, 1983905.4614 553854.175))	48	2.0290190694278833E7	619	3.0507352509729622E-5	614	3.026092801449756E-5
POLYGON ((1963862.067 536138.6957, 1963862.067 538669.4785, 1965866.4064 538669.4785, 1965866.4064 536138.6957, 1963862.067 536138.6957))	63	5072547.673569414	160	3.1542335389706124E-5	158	3.11480561973348E-5
POLYGON ((1975888.1036 558915.7405, 1975888.1036 561446.5233, 1977892.4431 561446.5233, 1977892.4431 558915.7405, 1975888.1036 558915.7405))	18	5072547.673570002	865	1.7052575070057897E-4	859	1.693429131234651E-4
POLYGON ((1987914.1402 533607.913, 1987914.1402 538669.4785, 1991922.8191 538669.4785, 1991922.8191 533607.913, 1987914.1402 533607.913))	95	2.0290190694278833E7	998	4.9186329248320136E-5	994	4.8989189652134486E-5
POLYGON ((1991922.8191 558915.7405, 1991922.8191 563977.306, 1995931.498 563977.306, 1995931.498 558915.7405, 1991922.8191 558915.7405))	50	2.0290190694278833E7	407	2.0058953911890077E-5	413	2.0354663306168555E-5
POLYGON ((1967870.7459 536138.6957, 1967870.7459 538669.4785, 1969875.0853 538669.4785, 1969875.0853 536138.6957, 1967870.7459 536138.6957))	67	5072547.673570002	364	7.175881301157312E-5	367	7.235023180013003E-5
POLYGON ((1975888.1036 561446.5233, 1975888.1036 563977.306, 1977892.4431 563977.306, 1977892.4431 561446.5233, 1975888.1036 561446.5233))	16	5072547.673570002	663	1.307035522710796E-4	666	1.3129497105963652E-4
POLYGON ((1981901.1219 562711.9146, 1981901.1219 563977.306, 1982903.2917 563977.306, 1982903.2917 562711.9146, 1981901.1219 562711.9146))	31	1268136.9183925006	12	9.46270061691074E-6	12	9.46270061691074E-6
POLYGON ((1965866.4064 558915.7405, 1965866.4064 561446.5233, 1967870.7459 561446.5233, 1967870.7459 558915.7405, 1965866.4064 558915.7405))	11	5072547.673570002	112	2.2079634772791727E-5	114	2.2473913965163005E-5
POLYGON ((1975888.1036 538669.4785, 1975888.1036 543731.044, 1979896.7825 543731.044, 1979896.7825 538669.4785, 1975888.1036 538669.4785))	72	2.0290190694278833E7	426	2.099536699377192E-5	425	2.094608209472551E-5
POLYGON ((1982903.2917 561446.5233, 1982903.2917 562711.9146, 1983905.4614 562711.9146, 1983905.4614 561446.5233, 1982903.2917 561446.5233))	43	1268136.9183925006	57	4.494782793032601E-5	55	4.337071116084089E-5
POLYGON ((1985909.8008 538669.4785, 1985909.8008 541200.2612, 1987914.1403 541200.2612, 1987914.1403 538669.4785, 1985909.8008 538669.4785))	87	5072547.673570002	748	1.4746041794685903E-4	751	1.4805183673541596E-4
POLYGON ((1981901.1219 561446.5233, 1981901.1219 561762.8711, 1982151.6644 561762.8711, 1982151.6644 561446.5233, 1981901.1219 561446.5233))	40	79258.55739952017	252	0.0031794674072824543	252	0.0031794674072824543
POLYGON ((1987914.1402 569038.8715, 1987914.1402 574100.437, 1991922.8191 574100.437, 1991922.8191 569038.8715, 1987914.1402 569038.8715))	26	2.0290190694278833E7	894	4.4060699747493186E-5	894	4.4060699747493186E-5
POLYGON ((1963862.067 543731.044, 1963862.067 548792.6095, 1967870.7459 548792.6095, 1967870.7459 543731.044, 1963862.067 543731.044))	55	2.0290190694278833E7	1152	5.6776203701467735E-5	1148	5.657906410528208E-5
POLYGON ((1983905.4614 569038.8715, 1983905.4614 574100.437, 1987914.1402 574100.437, 1987914.1402 569038.8715, 1983905.4614 569038.8715))	23	2.0290190694278833E7	821	4.046290211710504E-5	819	4.0364332319012215E-5
POLYGON ((1963862.067 561446.5233, 1963862.067 563977.306, 1965866.4064 563977.306, 1965866.4064 561446.5233, 1963862.067 561446.5233))	8	5072547.673569414	1017	2.0049096932081957E-4	1015	2.0009669012844823E-4
POLYGON ((1979896.7825 548792.6095, 1979896.7825 553854.175, 1983905.4614 553854.175, 1983905.4614 548792.6095, 1979896.7825 548792.6095))	75	2.0290190694278833E7	600	2.957093942784778E-5	595	2.932451493261571E-5
POLYGON ((1975888.1036 548792.6095, 1975888.1036 553854.175, 1979896.7825 553854.175, 1979896.7825 548792.6095, 1975888.1036 548792.6095))	58	2.0290190694278833E7	789	3.8885785347619826E-5	791	3.8984355145712655E-5
POLYGON ((1991922.8191 543731.044, 1991922.8191 548792.6095, 1995931.498 548792.6095, 1995931.498 543731.044, 1991922.8191 543731.044))	82	2.0290190694278833E7	1004	4.9482038642598614E-5	1008	4.967917823878426E-5
POLYGON ((1982026.3932 561921.045, 1982026.3932 562079.2189, 1982151.6644 562079.2189, 1982151.6644 561921.045, 1982026.3932 561921.045))	36	19814.639349872752	282	0.014231901727840985	279	0.014080498517970337
POLYGON ((1979896.7825 561446.5233, 1979896.7825 563977.306, 1981901.1219 563977.306, 1981901.1219 561446.5233, 1979896.7825 561446.5233))	30	5072547.673569414	415	8.181293241705026E-5	417	8.220721160942159E-5
POLYGON ((1987914.1402 553854.175, 1987914.1402 558915.7405, 1991922.8191 558915.7405, 1991922.8191 553854.175, 1987914.1402 553854.175))	51	2.0290190694278833E7	410	2.0206808609029316E-5	408	2.0108238810936488E-5
POLYGON ((1977892.4431 558915.7405, 1977892.4431 561446.5233, 1979896.7825 561446.5233, 1979896.7825 558915.7405, 1977892.4431 558915.7405))	19	5072547.673570002	222	4.3764990353212174E-5	220	4.337071116084089E-5
POLYGON ((1971879.4248 569038.8715, 1971879.4248 574100.437, 1975888.1036 574100.437, 1975888.1036 569038.8715, 1971879.4248 569038.8715))	4	2.0290190694278833E7	293	1.4440475420598997E-5	296	1.4588330117738236E-5
POLYGON ((1987914.1402 548792.6095, 1987914.1402 553854.175, 1991922.8191 553854.175, 1991922.8191 548792.6095, 1987914.1402 548792.6095))	79	2.0290190694278833E7	343	1.6904720372919647E-5	342	1.6855435473873233E-5
POLYGON ((1991922.8191 538669.4785, 1991922.8191 543731.044, 1995931.498 543731.044, 1995931.498 538669.4785, 1991922.8191 538669.4785))	94	2.0290190694278833E7	954	4.7017793690277964E-5	950	4.6820654094092314E-5
POLYGON ((1979896.7825 553854.175, 1979896.7825 558915.7405, 1983905.4614 558915.7405, 1983905.4614 553854.175, 1979896.7825 553854.175))	47	2.0290190694278833E7	167	8.230578140750965E-6	166	8.181293241704551E-6
POLYGON ((1971879.4248 558915.7405, 1971879.4248 563977.306, 1975888.1036 563977.306, 1975888.1036 558915.7405, 1971879.4248 558915.7405))	15	2.0290190694278833E7	1208	5.9536158048066856E-5	1200	5.914187885569556E-5
POLYGON ((1969875.0853 536138.6957, 1969875.0853 538669.4785, 1971879.4248 538669.4785, 1971879.4248 536138.6957, 1969875.0853 536138.6957))	68	5072547.673570002	388	7.649016332002848E-5	386	7.60958841276572E-5
POLYGON ((1967870.7459 538669.4785, 1967870.7459 543731.044, 1971879.4248 543731.044, 1971879.4248 538669.4785, 1967870.7459 538669.4785))	62	2.0290190694278833E7	1236	6.091613522136642E-5	1231	6.0669710726134356E-5
POLYGON ((1987914.1402 541200.2612, 1987914.1402 543731.044, 1989918.4797 543731.044, 1989918.4797 541200.2612, 1987914.1402 541200.2612))	90	5072547.673569414	235	4.632780510363087E-5	237	4.6722084296002196E-5
POLYGON ((1979896.7825 538669.4785, 1979896.7825 543731.044, 1983905.4614 543731.044, 1983905.4614 538669.4785, 1979896.7825 538669.4785))	83	2.0290190694278833E7	479	2.360746664323181E-5	476	2.345961194609257E-5
