"MergeLast",28,5,3,3,"",0
"MergeLast",28,5,3,5,"",0
"MergeLast",28,5,3,7,"",0
"MergeLast",28,10,3,3,"",0
"MergeLast",28,10,3,5,"",0
"MergeLast",28,10,3,7,"",0
"MergeLast",28,15,3,3,"",0
"MergeLast",28,15,3,5,"",0
"MergeLast",28,20,3,3,"",0
"MergeLast",28,20,3,5,"",0
"MergeLast",28,25,3,3,"",0
"MergeLast",28,25,3,5,"",0
"MergeLast",28,30,3,3,"",0
"MergeLast",28,30,3,5,"",0
"MergeLast",28,5,3,3,"1.Getting disks",154.248333333333
"MergeLast",28,5,3,5,"1.Getting disks",173.55
"MergeLast",28,5,3,7,"1.Getting disks",2023.49
"MergeLast",28,10,3,3,"1.Getting disks",155.29
"MergeLast",28,10,3,5,"1.Getting disks",181.2375
"MergeLast",28,10,3,7,"1.Getting disks",2048.5
"MergeLast",28,15,3,3,"1.Getting disks",159.716666666667
"MergeLast",28,15,3,5,"1.Getting disks",232.695
"MergeLast",28,20,3,3,"1.Getting disks",164.13
"MergeLast",28,20,3,5,"1.Getting disks",344.14
"MergeLast",28,25,3,3,"1.Getting disks",171.328333333333
"MergeLast",28,25,3,5,"1.Getting disks",943.68
"MergeLast",28,30,3,3,"1.Getting disks",181.208333333333
"MergeLast",28,30,3,5,"1.Getting disks",521.02
"MergeLast",28,5,3,3,"2.Joining timestams",2.13666666666667
"MergeLast",28,5,3,5,"2.Joining timestams",5.015
"MergeLast",28,5,3,7,"2.Joining timestams",4.525
"MergeLast",28,10,3,3,"2.Joining timestams",2.51
"MergeLast",28,10,3,5,"2.Joining timestams",4.54
"MergeLast",28,10,3,7,"2.Joining timestams",4.05
"MergeLast",28,15,3,3,"2.Joining timestams",3.49166666666667
"MergeLast",28,15,3,5,"2.Joining timestams",4.62
"MergeLast",28,20,3,3,"2.Joining timestams",4.625
"MergeLast",28,20,3,5,"2.Joining timestams",4.69
"MergeLast",28,25,3,3,"2.Joining timestams",6.84333333333333
"MergeLast",28,25,3,5,"2.Joining timestams",24.15
"MergeLast",28,30,3,3,"2.Joining timestams",7.91666666666667
"MergeLast",28,30,3,5,"2.Joining timestams",10.3275
"MergeLast",28,5,3,3,"3.Checking internal timestamps",3.81
"MergeLast",28,5,3,5,"3.Checking internal timestamps",19.3725
"MergeLast",28,5,3,7,"3.Checking internal timestamps",77.05
"MergeLast",28,10,3,3,"3.Checking internal timestamps",4.71166666666667
"MergeLast",28,10,3,5,"3.Checking internal timestamps",21.375
"MergeLast",28,10,3,7,"3.Checking internal timestamps",1831.67
