"MergeLast",28,5,3,3,968.524
"MergeLast",28,5,3,5,811.499
"MergeLast",28,5,3,7,4323.028
"MergeLast",28,10,3,3,985.807
"MergeLast",28,10,3,5,850.523
"MergeLast",28,10,3,7,7944.771
"MergeLast",28,15,3,3,1048.45
"MergeLast",28,15,3,5,1079.372
"MergeLast",28,20,3,3,1095.051
"MergeLast",28,20,3,5,1893.348
"MergeLast",28,25,3,3,1191.989
"MergeLast",28,25,3,5,4633.209
"MergeLast",28,30,3,3,1379.543
"MergeLast",28,30,3,5,2774.587
"SpatialJoin",28,5,3,3,291.951
"SpatialJoin",28,5,3,5,535.135
"SpatialJoin",28,5,3,7,3556.478
"SpatialJoin",28,10,3,3,359.639
"SpatialJoin",28,10,3,5,495.38
"SpatialJoin",28,15,3,3,424.057
"SpatialJoin",28,15,3,5,429.021
"SpatialJoin",28,20,3,3,475.602
"SpatialJoin",28,20,3,5,564.121
"SpatialJoin",28,25,3,3,542.26
"SpatialJoin",28,25,3,5,1705.603
"SpatialJoin",28,30,3,3,747.215
"SpatialJoin",28,30,3,5,8183.646
