spark-submit --class FF /home/acald013/Research/GeoSpark/target/scala-2.11/pflock_2.11-0.1.jar --input /home/acald013/Research/Datasets/Berlin/SideBySide/B3.tsv --epsilon 110 --mu 3 --delta 3 --distance 100 --master 169.235.27.138 --cores 4 --executors 3 --spatial CUSTOM --customymf 30 --customxmf 90 --customy 30 --customx 90 --fftimestamp 5
2019-05-17 08:18:52,072|MF|app-20190517080852-0279|3|4|  END|601.05|H.Maximal disks prunned                           | 15.58| 41956|4
2019-05-17 08:18:52,656|FF|app-20190517080852-0279|3|4|  END|601.64|1.Maximal disks found                             | 62.95| 41956|4
2019-05-17 08:18:52,656|FF|app-20190517080852-0279|3|4|START|601.64|2.Join done                                       |  0.00|     0|4
2019-05-17 08:19:42,728|FF|app-20190517080852-0279|3|4|  END|651.71|2.Join done                                       | 50.07|266230|4
2019-05-17 08:19:42,728|FF|app-20190517080852-0279|3|4|START|651.71|3.Flocks to report                                |  0.00|     0|4
2019-05-17 08:19:44,653|FF|app-20190517080852-0279|3|4|  END|653.63|3.Flocks to report                                |  1.93|214864|4
2019-05-17 08:19:44,653|FF|app-20190517080852-0279|3|4|START|653.63|4.Flocks prunned by expansion                     |  0.00|     0|4
2019-05-17 08:19:44,721|FF|app-20190517080852-0279|3|4|START|653.70|4a.Making expansions                              |  0.00|     0|4
2019-05-17 08:19:50,281|FF|app-20190517080852-0279|3|4|  END|659.26|4a.Making expansions                              |  5.56|256476|4
2019-05-17 08:19:50,281|FF|app-20190517080852-0279|3|4|START|659.26|4b.Finding maximals                               |  0.00|     0|4
2019-05-17 08:20:33,098|FF|app-20190517080852-0279|3|4|  END|702.08|4b.Finding maximals                               | 42.82| 59141|4
2019-05-17 08:20:33,098|FF|app-20190517080852-0279|3|4|START|702.08|4c.Selecting and mapping                          |  0.00|     0|4
2019-05-17 08:20:36,767|FF|app-20190517080852-0279|3|4|  END|705.75|4c.Selecting and mapping                          |  3.67| 59141|4
2019-05-17 08:20:36,768|FF|app-20190517080852-0279|3|4|START|705.75|4d.Filtering and distinc                          |  0.00|     0|4
2019-05-17 08:20:36,948|FF|app-20190517080852-0279|3|4|  END|705.93|4d.Filtering and distinc                          |  0.18| 59141|4
2019-05-17 08:20:37,752|FF|app-20190517080852-0279|3|4|  END|706.73|4.Flocks prunned by expansion                     | 53.10| 40732|4
2019-05-17 08:20:37,752|FF|app-20190517080852-0279|3|4|START|706.73|5.Flocks reported                                 |  0.00|     0|4
2019-05-17 08:20:38,240|FF|app-20190517080852-0279|3|4|  END|707.22|5.Flocks reported                                 |  0.49| 40732|4
2019-05-17 08:20:38,241|FF|app-20190517080852-0279|3|4|START|707.22|6.Candidates indexed                              |  0.00|     0|4
2019-05-17 08:20:41,114|FF|app-20190517080852-0279|3|4|  END|710.10|6.Candidates indexed                              |  2.87| 94330|4
2019-05-17 08:20:43,628|Number of flocks: 120360
2019-05-17 08:20:43,875|PFLOCK|app-20190517080852-0279|4|3|110.0|3|3|698.23|120360
2019-05-17 08:20:44,119|FF|app-20190517080852-0279|3|4|  END|713.10|Flock Finder run                                  |698.72|120360|4
2019-05-17 08:20:44,119|FF|app-20190517080852-0279|3|4|START|713.10|Session closed                                    |  0.00|     0|4
2019-05-17 08:20:49,653|FF|app-20190517080852-0279|3|4|  END|718.63|Session closed                                    |  5.53|     0|4
spark-submit --class FF /home/acald013/Research/GeoSpark/target/scala-2.11/pflock_2.11-0.1.jar --input /home/acald013/Research/Datasets/Berlin/SideBySide/B1.tsv --epsilon 110 --mu 3 --delta 3 --distance 100 --master 169.235.27.138 --cores 4 --executors 1 --spatial CUSTOM --customymf 30 --customxmf 30 --customy 30 --customx 30 --fftimestamp 5
2019-05-17 08:20:52,498|FF|app-00000000000000-0000|1|4|START|  0.23|Session start                                     |  0.00|     0|-1
2019-05-17 08:20:54,995|FF|app-20190517082054-0280|1|4|  END|  2.47|Session start                                     |  2.50|     0|-1
2019-05-17 08:20:54,996|FF|app-20190517082054-0280|1|4|START|  2.47|Data read                                         |  0.00|     0|-1
2019-05-17 08:21:02,346|FF|app-20190517082054-0280|1|4|  END|  9.82|Data read                                         |  7.35|220824|-1
2019-05-17 08:21:02,346|FF|app-20190517082054-0280|1|4|START|  9.82|Flock Finder run                                  |  0.00|     0|-1
2019-05-17 08:21:02,382|FF|app-20190517082054-0280|1|4|START|  9.86|1.Maximal disks found                             |  0.00|     0|0
2019-05-17 08:21:02,393|MF|app-20190517082054-0280|1|4|START|  9.87|A.Points indexed                                  |  0.00|     0|0
2019-05-17 08:21:02,793|MF|app-20190517082054-0280|1|4|  END| 10.27|A.Points indexed                                  |  0.40| 36198|0
2019-05-17 08:21:02,794|MF|app-20190517082054-0280|1|4|START| 10.27|B.Pairs found                                     |  0.00|     0|0
2019-05-17 08:21:04,364|MF|app-20190517082054-0280|1|4|  END| 11.84|B.Pairs found                                     |  1.57| 78820|0
2019-05-17 08:21:04,364|MF|app-20190517082054-0280|1|4|START| 11.84|C.Centers found                                   |  0.00|     0|0
2019-05-17 08:21:04,715|MF|app-20190517082054-0280|1|4|  END| 12.19|C.Centers found                                   |  0.35|157640|0
2019-05-17 08:21:04,716|MF|app-20190517082054-0280|1|4|START| 12.19|D.Disks found                                     |  0.00|     0|0
2019-05-17 08:21:08,969|MF|app-20190517082054-0280|1|4|  END| 16.44|D.Disks found                                     |  4.25| 70462|0
2019-05-17 08:21:08,969|MF|app-20190517082054-0280|1|4|START| 16.44|E.Disks indexed                                   |  0.00|     0|0
2019-05-17 08:21:09,690|MF|app-20190517082054-0280|1|4|  END| 17.16|E.Disks indexed                                   |  0.72| 70462|0
2019-05-17 08:21:09,690|MF|app-20190517082054-0280|1|4|START| 17.16|F.Expansions gotten                               |  0.00|     0|0
2019-05-17 08:21:16,714|MF|app-20190517082054-0280|1|4|  END| 24.19|F.Expansions gotten                               |  7.02| 99513|0
2019-05-17 08:21:16,714|MF|app-20190517082054-0280|1|4|START| 24.19|G.Maximal disks found                             |  0.00|     0|0
2019-05-17 08:21:40,739|MF|app-20190517082054-0280|1|4|  END| 48.21|G.Maximal disks found                             | 24.03| 19597|0
2019-05-17 08:21:40,739|MF|app-20190517082054-0280|1|4|START| 48.21|H.Maximal disks prunned                           |  0.00|     0|0
2019-05-17 08:21:58,142|MF|app-20190517082054-0280|1|4|  END| 65.62|H.Maximal disks prunned                           | 17.40| 13298|0
2019-05-17 08:21:58,971|FF|app-20190517082054-0280|1|4|  END| 66.44|1.Maximal disks found                             | 56.59| 13298|0
2019-05-17 08:21:58,971|FF|app-20190517082054-0280|1|4|START| 66.44|1.Maximal disks found                             |  0.00|     0|1
2019-05-17 08:21:58,971|MF|app-20190517082054-0280|1|4|START| 66.44|A.Points indexed                                  |  0.00|     0|1
2019-05-17 08:21:59,121|MF|app-20190517082054-0280|1|4|  END| 66.59|A.Points indexed                                  |  0.15| 36502|1
2019-05-17 08:21:59,121|MF|app-20190517082054-0280|1|4|START| 66.59|B.Pairs found                                     |  0.00|     0|1
2019-05-17 08:21:59,865|MF|app-20190517082054-0280|1|4|  END| 67.34|B.Pairs found                                     |  0.74| 80010|1
2019-05-17 08:21:59,865|MF|app-20190517082054-0280|1|4|START| 67.34|C.Centers found                                   |  0.00|     0|1
2019-05-17 08:22:00,065|MF|app-20190517082054-0280|1|4|  END| 67.54|C.Centers found                                   |  0.20|160020|1
2019-05-17 08:22:00,065|MF|app-20190517082054-0280|1|4|START| 67.54|D.Disks found                                     |  0.00|     0|1
2019-05-17 08:22:02,811|MF|app-20190517082054-0280|1|4|  END| 70.28|D.Disks found                                     |  2.75| 71702|1
2019-05-17 08:22:02,811|MF|app-20190517082054-0280|1|4|START| 70.28|E.Disks indexed                                   |  0.00|     0|1
2019-05-17 08:22:03,219|MF|app-20190517082054-0280|1|4|  END| 70.69|E.Disks indexed                                   |  0.41| 71702|1
2019-05-17 08:22:03,220|MF|app-20190517082054-0280|1|4|START| 70.69|F.Expansions gotten                               |  0.00|     0|1
2019-05-17 08:22:08,179|MF|app-20190517082054-0280|1|4|  END| 75.65|F.Expansions gotten                               |  4.96|101191|1
2019-05-17 08:22:08,180|MF|app-20190517082054-0280|1|4|START| 75.65|G.Maximal disks found                             |  0.00|     0|1
2019-05-17 08:22:32,026|MF|app-20190517082054-0280|1|4|  END| 99.50|G.Maximal disks found                             | 23.85| 19819|1
2019-05-17 08:22:32,026|MF|app-20190517082054-0280|1|4|START| 99.50|H.Maximal disks prunned                           |  0.00|     0|1
2019-05-17 08:22:40,519|MF|app-20190517082054-0280|1|4|  END|107.99|H.Maximal disks prunned                           |  8.49| 13446|1
