spark-submit --class FF /home/ubuntu/Research/GeoSpark/target/scala-2.11/pflock_2.11-0.1.jar --input /home/ubuntu/Research/Datasets/Berlin/SideBySide/B1.tsv --epsilon 110 --mu 3 --delta 3 --distance 100 --master driver --cores 5 --executors 4 --spatial CUSTOM --mfcustomy 30 --mfcustomx 30 --ffcustomy 35 --ffcustomx 35 --dcustomy 40 --dcustomx 40 --fftimestamp 6 --portui 4040
2019-05-18 04:27:18,766 -> FF|app-00000000000000-0000|4|5|START|  0.09|Session start                                     |  0.00|     0|-1
2019-05-18 04:27:19,635 -> FF|app-20190518042719-0004|4|5|  END|  0.85|Session start                                     |  0.87|     0|-1
2019-05-18 04:27:19,635 -> FF|app-20190518042719-0004|4|5|START|  0.86|Data read                                         |  0.00|     0|-1
2019-05-18 04:27:23,610 -> FF|app-20190518042719-0004|4|5|  END|  4.83|Data read                                         |  3.98|220824|-1
2019-05-18 04:27:23,610 -> FF|app-20190518042719-0004|4|5|START|  4.83|Flock Finder run                                  |  0.00|     0|-1
2019-05-18 04:27:23,627 -> FF|app-20190518042719-0004|4|5|START|  4.85|1.Maximal disks found                             |  0.00|     0|0
2019-05-18 04:27:23,631 -> MF|app-20190518042719-0004|4|5|START|  4.85|A.Points indexed                                  |  0.00|     0|0
2019-05-18 04:27:23,982 -> MF|app-20190518042719-0004|4|5|  END|  5.20|A.Points indexed                                  |  0.35| 36198|0
2019-05-18 04:27:23,983 -> MF|app-20190518042719-0004|4|5|START|  5.20|B.Pairs found                                     |  0.00|     0|0
2019-05-18 04:27:24,829 -> MF|app-20190518042719-0004|4|5|  END|  6.05|B.Pairs found                                     |  0.85| 78820|0
2019-05-18 04:27:24,829 -> MF|app-20190518042719-0004|4|5|START|  6.05|C.Centers found                                   |  0.00|     0|0
2019-05-18 04:27:24,997 -> MF|app-20190518042719-0004|4|5|  END|  6.22|C.Centers found                                   |  0.17|157640|0
2019-05-18 04:27:24,997 -> MF|app-20190518042719-0004|4|5|START|  6.22|D.Disks found                                     |  0.00|     0|0
2019-05-18 04:27:26,841 -> MF|app-20190518042719-0004|4|5|  END|  8.06|D.Disks found                                     |  1.84| 70462|0
2019-05-18 04:27:26,841 -> MF|app-20190518042719-0004|4|5|START|  8.06|E.Disks indexed                                   |  0.00|     0|0
2019-05-18 04:27:27,242 -> MF|app-20190518042719-0004|4|5|  END|  8.46|E.Disks indexed                                   |  0.40| 70462|0
2019-05-18 04:27:27,243 -> MF|app-20190518042719-0004|4|5|START|  8.46|F.Expansions gotten                               |  0.00|     0|0
2019-05-18 04:27:29,522 -> MF|app-20190518042719-0004|4|5|  END| 10.74|F.Expansions gotten                               |  2.28| 99513|0
2019-05-18 04:27:29,522 -> MF|app-20190518042719-0004|4|5|START| 10.74|G.Maximal disks found                             |  0.00|     0|0
2019-05-18 04:27:51,096 -> MF|app-20190518042719-0004|4|5|  END| 32.32|G.Maximal disks found                             | 21.57| 19597|0
2019-05-18 04:27:51,096 -> MF|app-20190518042719-0004|4|5|START| 32.32|H.Maximal disks prunned                           |  0.00|     0|0
2019-05-18 04:27:58,563 -> MF|app-20190518042719-0004|4|5|  END| 39.78|H.Maximal disks prunned                           |  7.47| 13298|0
2019-05-18 04:27:58,860 -> FF|app-20190518042719-0004|4|5|  END| 40.08|1.Maximal disks found                             | 35.23| 13298|0
2019-05-18 04:27:58,861 -> FF|app-20190518042719-0004|4|5|START| 40.08|1.Maximal disks found                             |  0.00|     0|1
2019-05-18 04:27:58,861 -> MF|app-20190518042719-0004|4|5|START| 40.08|A.Points indexed                                  |  0.00|     0|1
2019-05-18 04:27:58,971 -> MF|app-20190518042719-0004|4|5|  END| 40.19|A.Points indexed                                  |  0.11| 36502|1
2019-05-18 04:27:58,972 -> MF|app-20190518042719-0004|4|5|START| 40.19|B.Pairs found                                     |  0.00|     0|1
2019-05-18 04:27:59,439 -> MF|app-20190518042719-0004|4|5|  END| 40.66|B.Pairs found                                     |  0.47| 80010|1
2019-05-18 04:27:59,439 -> MF|app-20190518042719-0004|4|5|START| 40.66|C.Centers found                                   |  0.00|     0|1
2019-05-18 04:27:59,522 -> MF|app-20190518042719-0004|4|5|  END| 40.74|C.Centers found                                   |  0.08|160020|1
2019-05-18 04:27:59,522 -> MF|app-20190518042719-0004|4|5|START| 40.74|D.Disks found                                     |  0.00|     0|1
2019-05-18 04:28:01,005 -> MF|app-20190518042719-0004|4|5|  END| 42.23|D.Disks found                                     |  1.48| 71702|1
2019-05-18 04:28:01,006 -> MF|app-20190518042719-0004|4|5|START| 42.23|E.Disks indexed                                   |  0.00|     0|1
2019-05-18 04:28:01,298 -> MF|app-20190518042719-0004|4|5|  END| 42.52|E.Disks indexed                                   |  0.29| 71702|1
2019-05-18 04:28:01,298 -> MF|app-20190518042719-0004|4|5|START| 42.52|F.Expansions gotten                               |  0.00|     0|1
2019-05-18 04:28:02,694 -> MF|app-20190518042719-0004|4|5|  END| 43.91|F.Expansions gotten                               |  1.40|101191|1
2019-05-18 04:28:02,694 -> MF|app-20190518042719-0004|4|5|START| 43.91|G.Maximal disks found                             |  0.00|     0|1
2019-05-18 04:28:25,294 -> MF|app-20190518042719-0004|4|5|  END| 66.51|G.Maximal disks found                             | 22.60| 19819|1
2019-05-18 04:28:25,294 -> MF|app-20190518042719-0004|4|5|START| 66.51|H.Maximal disks prunned                           |  0.00|     0|1
2019-05-18 04:28:29,805 -> MF|app-20190518042719-0004|4|5|  END| 71.03|H.Maximal disks prunned                           |  4.51| 13446|1
2019-05-18 04:28:30,344 -> FF|app-20190518042719-0004|4|5|  END| 71.56|1.Maximal disks found                             | 31.48| 13446|1
2019-05-18 04:28:30,344 -> FF|app-20190518042719-0004|4|5|START| 71.56|2.Join done                                       |  0.00|     0|1
2019-05-18 04:28:35,015 -> FF|app-20190518042719-0004|4|5|  END| 76.23|2.Join done                                       |  4.67| 42916|1
2019-05-18 04:28:35,015 -> FF|app-20190518042719-0004|4|5|START| 76.24|3.Flocks to report                                |  0.00|     0|1
2019-05-18 04:28:35,567 -> FF|app-20190518042719-0004|4|5|  END| 76.79|3.Flocks to report                                |  0.55|     0|1
2019-05-18 04:28:35,567 -> FF|app-20190518042719-0004|4|5|START| 76.79|4.Flocks prunned by expansion                     |  0.00|     0|1
2019-05-18 04:28:35,596 -> FF|app-20190518042719-0004|4|5|  END| 76.82|4.Flocks prunned by expansion                     |  0.03|     0|1
2019-05-18 04:28:35,596 -> FF|app-20190518042719-0004|4|5|START| 76.82|5.Flocks reported                                 |  0.00|     0|1
2019-05-18 04:28:35,600 -> FF|app-20190518042719-0004|4|5|  END| 76.82|5.Flocks reported                                 |  0.00|     0|1
2019-05-18 04:28:35,600 -> FF|app-20190518042719-0004|4|5|START| 76.82|6.Candidates indexed                              |  0.00|     0|1
2019-05-18 04:28:37,576 -> FF|app-20190518042719-0004|4|5|  END| 78.80|6.Candidates indexed                              |  1.98| 44120|1
2019-05-18 04:28:37,576 -> FF|app-20190518042719-0004|4|5|START| 78.80|1.Maximal disks found                             |  0.00|     0|2
2019-05-18 04:28:37,576 -> MF|app-20190518042719-0004|4|5|START| 78.80|A.Points indexed                                  |  0.00|     0|2
2019-05-18 04:28:37,696 -> MF|app-20190518042719-0004|4|5|  END| 78.92|A.Points indexed                                  |  0.12| 36800|2
2019-05-18 04:28:37,696 -> MF|app-20190518042719-0004|4|5|START| 78.92|B.Pairs found                                     |  0.00|     0|2
2019-05-18 04:28:38,145 -> MF|app-20190518042719-0004|4|5|  END| 79.37|B.Pairs found                                     |  0.45| 81144|2
2019-05-18 04:28:38,145 -> MF|app-20190518042719-0004|4|5|START| 79.37|C.Centers found                                   |  0.00|     0|2
2019-05-18 04:28:38,216 -> MF|app-20190518042719-0004|4|5|  END| 79.44|C.Centers found                                   |  0.07|162288|2
2019-05-18 04:28:38,216 -> MF|app-20190518042719-0004|4|5|START| 79.44|D.Disks found                                     |  0.00|     0|2
2019-05-18 04:28:39,729 -> MF|app-20190518042719-0004|4|5|  END| 80.95|D.Disks found                                     |  1.51| 72710|2
2019-05-18 04:28:39,729 -> MF|app-20190518042719-0004|4|5|START| 80.95|E.Disks indexed                                   |  0.00|     0|2
2019-05-18 04:28:39,996 -> MF|app-20190518042719-0004|4|5|  END| 81.22|E.Disks indexed                                   |  0.27| 72710|2
2019-05-18 04:28:39,996 -> MF|app-20190518042719-0004|4|5|START| 81.22|F.Expansions gotten                               |  0.00|     0|2
2019-05-18 04:28:41,210 -> MF|app-20190518042719-0004|4|5|  END| 82.43|F.Expansions gotten                               |  1.21|102731|2
2019-05-18 04:28:41,210 -> MF|app-20190518042719-0004|4|5|START| 82.43|G.Maximal disks found                             |  0.00|     0|2
2019-05-18 04:29:03,963 -> MF|app-20190518042719-0004|4|5|  END|105.18|G.Maximal disks found                             | 22.75| 20250|2
2019-05-18 04:29:03,963 -> MF|app-20190518042719-0004|4|5|START|105.18|H.Maximal disks prunned                           |  0.00|     0|2
2019-05-18 04:29:06,190 -> MF|app-20190518042719-0004|4|5|  END|107.41|H.Maximal disks prunned                           |  2.23| 13744|2
2019-05-18 04:29:06,392 -> FF|app-20190518042719-0004|4|5|  END|107.61|1.Maximal disks found                             | 28.82| 13744|2
2019-05-18 04:29:06,392 -> FF|app-20190518042719-0004|4|5|START|107.61|2.Join done                                       |  0.00|     0|2
2019-05-18 04:29:31,169 -> FF|app-20190518042719-0004|4|5|  END|132.39|2.Join done                                       | 24.78| 88166|2
2019-05-18 04:29:31,169 -> FF|app-20190518042719-0004|4|5|START|132.39|3.Flocks to report                                |  0.00|     0|2
2019-05-18 04:29:32,053 -> FF|app-20190518042719-0004|4|5|  END|133.27|3.Flocks to report                                |  0.88| 75440|2
2019-05-18 04:29:32,053 -> FF|app-20190518042719-0004|4|5|START|133.27|4.Flocks prunned by expansion                     |  0.00|     0|2
2019-05-18 04:29:32,082 -> FF|app-20190518042719-0004|4|5|START|133.30|4a.Making expansions                              |  0.00|     0|2
2019-05-18 04:29:33,304 -> FF|app-20190518042719-0004|4|5|  END|134.52|4a.Making expansions                              |  1.22|127606|2
2019-05-18 04:29:33,304 -> FF|app-20190518042719-0004|4|5|START|134.52|4b.Finding maximals                               |  0.00|     0|2
2019-05-18 04:30:09,029 -> FF|app-20190518042719-0004|4|5|  END|170.25|4b.Finding maximals                               | 35.73| 21179|2
2019-05-18 04:30:09,029 -> FF|app-20190518042719-0004|4|5|START|170.25|4c.Selecting and mapping                          |  0.00|     0|2
2019-05-18 04:30:10,334 -> FF|app-20190518042719-0004|4|5|  END|171.55|4c.Selecting and mapping                          |  1.31| 21179|2
2019-05-18 04:30:10,334 -> FF|app-20190518042719-0004|4|5|START|171.55|4d.Filtering and distinc                          |  0.00|     0|2
2019-05-18 04:30:10,407 -> FF|app-20190518042719-0004|4|5|  END|171.63|4d.Filtering and distinc                          |  0.07| 21179|2
2019-05-18 04:30:10,673 -> FF|app-20190518042719-0004|4|5|  END|171.89|4.Flocks prunned by expansion                     | 38.62| 13206|2
2019-05-18 04:30:10,673 -> FF|app-20190518042719-0004|4|5|START|171.89|5.Flocks reported                                 |  0.00|     0|2
2019-05-18 04:30:10,768 -> FF|app-20190518042719-0004|4|5|  END|171.99|5.Flocks reported                                 |  0.10| 13206|2
2019-05-18 04:30:10,768 -> FF|app-20190518042719-0004|4|5|START|171.99|6.Candidates indexed                              |  0.00|     0|2
2019-05-18 04:30:11,939 -> FF|app-20190518042719-0004|4|5|  END|173.16|6.Candidates indexed                              |  1.17| 27016|2
2019-05-18 04:30:11,939 -> FF|app-20190518042719-0004|4|5|START|173.16|1.Maximal disks found                             |  0.00|     0|3
2019-05-18 04:30:11,939 -> MF|app-20190518042719-0004|4|5|START|173.16|A.Points indexed                                  |  0.00|     0|3
2019-05-18 04:30:12,027 -> MF|app-20190518042719-0004|4|5|  END|173.25|A.Points indexed                                  |  0.09| 37108|3
2019-05-18 04:30:12,027 -> MF|app-20190518042719-0004|4|5|START|173.25|B.Pairs found                                     |  0.00|     0|3
2019-05-18 04:30:12,753 -> MF|app-20190518042719-0004|4|5|  END|173.97|B.Pairs found                                     |  0.73| 82526|3
2019-05-18 04:30:12,753 -> MF|app-20190518042719-0004|4|5|START|173.97|C.Centers found                                   |  0.00|     0|3
2019-05-18 04:30:12,822 -> MF|app-20190518042719-0004|4|5|  END|174.04|C.Centers found                                   |  0.07|165052|3
2019-05-18 04:30:12,822 -> MF|app-20190518042719-0004|4|5|START|174.04|D.Disks found                                     |  0.00|     0|3
2019-05-18 04:30:14,818 -> MF|app-20190518042719-0004|4|5|  END|176.04|D.Disks found                                     |  2.00| 74178|3
2019-05-18 04:30:14,818 -> MF|app-20190518042719-0004|4|5|START|176.04|E.Disks indexed                                   |  0.00|     0|3
2019-05-18 04:30:15,079 -> MF|app-20190518042719-0004|4|5|  END|176.30|E.Disks indexed                                   |  0.26| 74178|3
2019-05-18 04:30:15,079 -> MF|app-20190518042719-0004|4|5|START|176.30|F.Expansions gotten                               |  0.00|     0|3
2019-05-18 04:30:16,256 -> MF|app-20190518042719-0004|4|5|  END|177.48|F.Expansions gotten                               |  1.18|104658|3
2019-05-18 04:30:16,256 -> MF|app-20190518042719-0004|4|5|START|177.48|G.Maximal disks found                             |  0.00|     0|3
2019-05-18 04:30:45,345 -> MF|app-20190518042719-0004|4|5|  END|206.57|G.Maximal disks found                             | 29.09| 20581|3
2019-05-18 04:30:45,346 -> MF|app-20190518042719-0004|4|5|START|206.57|H.Maximal disks prunned                           |  0.00|     0|3
2019-05-18 04:30:49,758 -> MF|app-20190518042719-0004|4|5|  END|210.98|H.Maximal disks prunned                           |  4.41| 13992|3
2019-05-18 04:30:50,248 -> FF|app-20190518042719-0004|4|5|  END|211.47|1.Maximal disks found                             | 38.31| 13992|3
2019-05-18 04:30:50,248 -> FF|app-20190518042719-0004|4|5|START|211.47|2.Join done                                       |  0.00|     0|3
2019-05-18 04:31:04,518 -> FF|app-20190518042719-0004|4|5|  END|225.74|2.Join done                                       | 14.27| 87758|3
2019-05-18 04:31:04,518 -> FF|app-20190518042719-0004|4|5|START|225.74|3.Flocks to report                                |  0.00|     0|3
2019-05-18 04:31:05,383 -> FF|app-20190518042719-0004|4|5|  END|226.60|3.Flocks to report                                |  0.87| 75402|3
2019-05-18 04:31:05,383 -> FF|app-20190518042719-0004|4|5|START|226.60|4.Flocks prunned by expansion                     |  0.00|     0|3
2019-05-18 04:31:05,422 -> FF|app-20190518042719-0004|4|5|START|226.64|4a.Making expansions                              |  0.00|     0|3
2019-05-18 04:31:06,538 -> FF|app-20190518042719-0004|4|5|  END|227.76|4a.Making expansions                              |  1.12|127321|3
2019-05-18 04:31:06,538 -> FF|app-20190518042719-0004|4|5|START|227.76|4b.Finding maximals                               |  0.00|     0|3
2019-05-18 04:31:57,158 -> FF|app-20190518042719-0004|4|5|  END|278.38|4b.Finding maximals                               | 50.62| 21470|3
2019-05-18 04:31:57,158 -> FF|app-20190518042719-0004|4|5|START|278.38|4c.Selecting and mapping                          |  0.00|     0|3
2019-05-18 04:31:58,262 -> FF|app-20190518042719-0004|4|5|  END|279.48|4c.Selecting and mapping                          |  1.10| 21470|3
2019-05-18 04:31:58,262 -> FF|app-20190518042719-0004|4|5|START|279.48|4d.Filtering and distinc                          |  0.00|     0|3
2019-05-18 04:31:58,335 -> FF|app-20190518042719-0004|4|5|  END|279.56|4d.Filtering and distinc                          |  0.07| 21470|3
2019-05-18 04:31:58,585 -> FF|app-20190518042719-0004|4|5|  END|279.81|4.Flocks prunned by expansion                     | 53.20| 13342|3
