spark-submit --class FF /home/ubuntu/Research/GeoSpark/target/scala-2.11/pflock_2.11-0.1.jar --input /home/ubuntu/Research/Datasets/Berlin/SideBySide/B1.tsv --epsilon 110 --mu 3 --delta 3 --distance 100 --master driver --cores 5 --executors 4 --spatial CUSTOM --mfcustomy 30 --mfcustomx 30 --ffcustomy 35 --ffcustomx 35 --dcustomy 40 --dcustomx 40 --fftimestamp 6 --portui 4040
2019-05-18 04:31:58,585 -> FF|app-20190518042719-0004|4|5|START|279.81|5.Flocks reported                                 |  0.00|     0|3
2019-05-18 04:31:58,667 -> FF|app-20190518042719-0004|4|5|  END|279.89|5.Flocks reported                                 |  0.08| 13342|3
2019-05-18 04:31:58,667 -> FF|app-20190518042719-0004|4|5|START|279.89|6.Candidates indexed                              |  0.00|     0|3
2019-05-18 04:32:01,920 -> FF|app-20190518042719-0004|4|5|  END|283.14|6.Candidates indexed                              |  3.25| 26972|3
2019-05-18 04:32:01,920 -> FF|app-20190518042719-0004|4|5|START|283.14|1.Maximal disks found                             |  0.00|     0|4
2019-05-18 04:32:01,920 -> MF|app-20190518042719-0004|4|5|START|283.14|A.Points indexed                                  |  0.00|     0|4
2019-05-18 04:32:02,026 -> MF|app-20190518042719-0004|4|5|  END|283.25|A.Points indexed                                  |  0.11| 37108|4
2019-05-18 04:32:02,026 -> MF|app-20190518042719-0004|4|5|START|283.25|B.Pairs found                                     |  0.00|     0|4
2019-05-18 04:32:02,510 -> MF|app-20190518042719-0004|4|5|  END|283.73|B.Pairs found                                     |  0.48| 82498|4
2019-05-18 04:32:02,510 -> MF|app-20190518042719-0004|4|5|START|283.73|C.Centers found                                   |  0.00|     0|4
2019-05-18 04:32:02,604 -> MF|app-20190518042719-0004|4|5|  END|283.82|C.Centers found                                   |  0.09|164996|4
2019-05-18 04:32:02,604 -> MF|app-20190518042719-0004|4|5|START|283.82|D.Disks found                                     |  0.00|     0|4
2019-05-18 04:32:04,105 -> MF|app-20190518042719-0004|4|5|  END|285.33|D.Disks found                                     |  1.50| 74062|4
2019-05-18 04:32:04,105 -> MF|app-20190518042719-0004|4|5|START|285.33|E.Disks indexed                                   |  0.00|     0|4
2019-05-18 04:32:04,402 -> MF|app-20190518042719-0004|4|5|  END|285.62|E.Disks indexed                                   |  0.30| 74062|4
2019-05-18 04:32:04,402 -> MF|app-20190518042719-0004|4|5|START|285.62|F.Expansions gotten                               |  0.00|     0|4
2019-05-18 04:32:05,540 -> MF|app-20190518042719-0004|4|5|  END|286.76|F.Expansions gotten                               |  1.14|104500|4
2019-05-18 04:32:05,540 -> MF|app-20190518042719-0004|4|5|START|286.76|G.Maximal disks found                             |  0.00|     0|4
2019-05-18 04:32:34,599 -> MF|app-20190518042719-0004|4|5|  END|315.82|G.Maximal disks found                             | 29.06| 20576|4
2019-05-18 04:32:34,599 -> MF|app-20190518042719-0004|4|5|START|315.82|H.Maximal disks prunned                           |  0.00|     0|4
2019-05-18 04:32:37,307 -> MF|app-20190518042719-0004|4|5|  END|318.53|H.Maximal disks prunned                           |  2.71| 13988|4
2019-05-18 04:32:37,503 -> FF|app-20190518042719-0004|4|5|  END|318.72|1.Maximal disks found                             | 35.58| 13988|4
2019-05-18 04:32:37,503 -> FF|app-20190518042719-0004|4|5|START|318.72|2.Join done                                       |  0.00|     0|4
2019-05-18 04:32:51,473 -> FF|app-20190518042719-0004|4|5|  END|332.69|2.Join done                                       | 13.97| 88746|4
2019-05-18 04:32:51,474 -> FF|app-20190518042719-0004|4|5|START|332.69|3.Flocks to report                                |  0.00|     0|4
2019-05-18 04:32:52,390 -> FF|app-20190518042719-0004|4|5|  END|333.61|3.Flocks to report                                |  0.92| 71624|4
2019-05-18 04:32:52,390 -> FF|app-20190518042719-0004|4|5|START|333.61|4.Flocks prunned by expansion                     |  0.00|     0|4
2019-05-18 04:32:52,422 -> FF|app-20190518042719-0004|4|5|START|333.64|4a.Making expansions                              |  0.00|     0|4
2019-05-18 04:32:53,510 -> FF|app-20190518042719-0004|4|5|  END|334.73|4a.Making expansions                              |  1.09|122630|4
2019-05-18 04:32:53,510 -> FF|app-20190518042719-0004|4|5|START|334.73|4b.Finding maximals                               |  0.00|     0|4
2019-05-18 04:33:35,136 -> FF|app-20190518042719-0004|4|5|  END|376.36|4b.Finding maximals                               | 41.63| 21940|4
2019-05-18 04:33:35,136 -> FF|app-20190518042719-0004|4|5|START|376.36|4c.Selecting and mapping                          |  0.00|     0|4
2019-05-18 04:33:36,180 -> FF|app-20190518042719-0004|4|5|  END|377.40|4c.Selecting and mapping                          |  1.04| 21940|4
2019-05-18 04:33:36,180 -> FF|app-20190518042719-0004|4|5|START|377.40|4d.Filtering and distinc                          |  0.00|     0|4
2019-05-18 04:33:36,250 -> FF|app-20190518042719-0004|4|5|  END|377.47|4d.Filtering and distinc                          |  0.07| 21940|4
2019-05-18 04:33:36,495 -> FF|app-20190518042719-0004|4|5|  END|377.72|4.Flocks prunned by expansion                     | 44.11| 13580|4
2019-05-18 04:33:36,495 -> FF|app-20190518042719-0004|4|5|START|377.72|5.Flocks reported                                 |  0.00|     0|4
2019-05-18 04:33:36,586 -> FF|app-20190518042719-0004|4|5|  END|377.81|5.Flocks reported                                 |  0.09| 13580|4
2019-05-18 04:33:36,586 -> FF|app-20190518042719-0004|4|5|START|377.81|6.Candidates indexed                              |  0.00|     0|4
2019-05-18 04:33:37,882 -> FF|app-20190518042719-0004|4|5|  END|379.10|6.Candidates indexed                              |  1.30| 31446|4
2019-05-18 04:33:37,882 -> FF|app-20190518042719-0004|4|5|START|379.10|1.Maximal disks found                             |  0.00|     0|5
2019-05-18 04:33:37,882 -> MF|app-20190518042719-0004|4|5|START|379.10|A.Points indexed                                  |  0.00|     0|5
2019-05-18 04:33:37,970 -> MF|app-20190518042719-0004|4|5|  END|379.19|A.Points indexed                                  |  0.09| 37108|5
2019-05-18 04:33:37,970 -> MF|app-20190518042719-0004|4|5|START|379.19|B.Pairs found                                     |  0.00|     0|5
2019-05-18 04:33:38,429 -> MF|app-20190518042719-0004|4|5|  END|379.65|B.Pairs found                                     |  0.46| 82438|5
2019-05-18 04:33:38,429 -> MF|app-20190518042719-0004|4|5|START|379.65|C.Centers found                                   |  0.00|     0|5
2019-05-18 04:33:38,508 -> MF|app-20190518042719-0004|4|5|  END|379.73|C.Centers found                                   |  0.08|164876|5
2019-05-18 04:33:38,508 -> MF|app-20190518042719-0004|4|5|START|379.73|D.Disks found                                     |  0.00|     0|5
2019-05-18 04:33:39,931 -> MF|app-20190518042719-0004|4|5|  END|381.15|D.Disks found                                     |  1.42| 73972|5
2019-05-18 04:33:39,932 -> MF|app-20190518042719-0004|4|5|START|381.15|E.Disks indexed                                   |  0.00|     0|5
2019-05-18 04:33:40,217 -> MF|app-20190518042719-0004|4|5|  END|381.44|E.Disks indexed                                   |  0.29| 73972|5
2019-05-18 04:33:40,217 -> MF|app-20190518042719-0004|4|5|START|381.44|F.Expansions gotten                               |  0.00|     0|5
2019-05-18 04:33:41,364 -> MF|app-20190518042719-0004|4|5|  END|382.58|F.Expansions gotten                               |  1.15|104430|5
2019-05-18 04:33:41,364 -> MF|app-20190518042719-0004|4|5|START|382.58|G.Maximal disks found                             |  0.00|     0|5
2019-05-18 04:34:07,154 -> MF|app-20190518042719-0004|4|5|  END|408.37|G.Maximal disks found                             | 25.79| 20580|5
2019-05-18 04:34:07,154 -> MF|app-20190518042719-0004|4|5|START|408.37|H.Maximal disks prunned                           |  0.00|     0|5
2019-05-18 04:34:11,358 -> MF|app-20190518042719-0004|4|5|  END|412.58|H.Maximal disks prunned                           |  4.20| 14026|5
2019-05-18 04:34:11,840 -> FF|app-20190518042719-0004|4|5|  END|413.06|1.Maximal disks found                             | 33.96| 14026|5
2019-05-18 04:34:11,840 -> FF|app-20190518042719-0004|4|5|START|413.06|2.Join done                                       |  0.00|     0|5
2019-05-18 04:34:33,005 -> FF|app-20190518042719-0004|4|5|  END|434.23|2.Join done                                       | 21.17| 99824|5
2019-05-18 04:34:33,005 -> FF|app-20190518042719-0004|4|5|START|434.23|3.Flocks to report                                |  0.00|     0|5
2019-05-18 04:34:33,905 -> FF|app-20190518042719-0004|4|5|  END|435.13|3.Flocks to report                                |  0.90| 88372|5
2019-05-18 04:34:33,905 -> FF|app-20190518042719-0004|4|5|START|435.13|4.Flocks prunned by expansion                     |  0.00|     0|5
2019-05-18 04:34:33,950 -> FF|app-20190518042719-0004|4|5|START|435.17|4a.Making expansions                              |  0.00|     0|5
2019-05-18 04:34:35,097 -> FF|app-20190518042719-0004|4|5|  END|436.32|4a.Making expansions                              |  1.15|147149|5
2019-05-18 04:34:35,097 -> FF|app-20190518042719-0004|4|5|START|436.32|4b.Finding maximals                               |  0.00|     0|5
2019-05-18 04:35:57,517 -> FF|app-20190518042719-0004|4|5|  END|518.74|4b.Finding maximals                               | 82.42| 22378|5
2019-05-18 04:35:57,517 -> FF|app-20190518042719-0004|4|5|START|518.74|4c.Selecting and mapping                          |  0.00|     0|5
2019-05-18 04:35:58,613 -> FF|app-20190518042719-0004|4|5|  END|519.83|4c.Selecting and mapping                          |  1.10| 22378|5
2019-05-18 04:35:58,613 -> FF|app-20190518042719-0004|4|5|START|519.83|4d.Filtering and distinc                          |  0.00|     0|5
2019-05-18 04:35:58,681 -> FF|app-20190518042719-0004|4|5|  END|519.90|4d.Filtering and distinc                          |  0.07| 22378|5
2019-05-18 04:35:59,351 -> FF|app-20190518042719-0004|4|5|  END|520.57|4.Flocks prunned by expansion                     | 85.45| 13838|5
2019-05-18 04:35:59,351 -> FF|app-20190518042719-0004|4|5|START|520.57|5.Flocks reported                                 |  0.00|     0|5
2019-05-18 04:35:59,445 -> FF|app-20190518042719-0004|4|5|  END|520.67|5.Flocks reported                                 |  0.09| 13838|5
2019-05-18 04:35:59,445 -> FF|app-20190518042719-0004|4|5|START|520.67|6.Candidates indexed                              |  0.00|     0|5
2019-05-18 04:36:02,897 -> FF|app-20190518042719-0004|4|5|  END|524.12|6.Candidates indexed                              |  3.45| 25916|5
2019-05-18 04:36:03,432 -> Number of flocks: 53966
2019-05-18 04:36:03,635 -> PFLOCK|app-20190518042719-0004|5|4|110.0|3|3|519.82|53966
2019-05-18 04:36:03,834 -> FF|app-20190518042719-0004|4|5|  END|525.05|Flock Finder run                                  |520.22| 53966|5
2019-05-18 04:36:03,835 -> FF|app-20190518042719-0004|4|5|START|525.06|Session closed                                    |  0.00|     0|5
2019-05-18 04:39:33,879 -> FF|app-20190518042719-0004|4|5|  END|735.10|Session closed                                    |210.04|     0|5
spark-submit --class FF /home/ubuntu/Research/GeoSpark/target/scala-2.11/pflock_2.11-0.1.jar --input /home/ubuntu/Research/Datasets/Berlin/SideBySide/B2.tsv --epsilon 110 --mu 3 --delta 3 --distance 100 --master driver --cores 5 --executors 8 --spatial CUSTOM --mfcustomy 30 --mfcustomx 60 --ffcustomy 35 --ffcustomx 70 --dcustomy 40 --dcustomx 80 --fftimestamp 6 --portui 4040
2019-05-18 04:39:35,503 -> FF|app-00000000000000-0000|8|5|START|  0.09|Session start                                     |  0.00|     0|-1
2019-05-18 04:39:36,376 -> FF|app-20190518043936-0005|8|5|  END|  0.86|Session start                                     |  0.88|     0|-1
2019-05-18 04:39:36,376 -> FF|app-20190518043936-0005|8|5|START|  0.86|Data read                                         |  0.00|     0|-1
2019-05-18 04:39:40,643 -> FF|app-20190518043936-0005|8|5|  END|  5.13|Data read                                         |  4.27|441576|-1
2019-05-18 04:39:40,643 -> FF|app-20190518043936-0005|8|5|START|  5.13|Flock Finder run                                  |  0.00|     0|-1
2019-05-18 04:39:40,660 -> FF|app-20190518043936-0005|8|5|START|  5.14|1.Maximal disks found                             |  0.00|     0|0
2019-05-18 04:39:40,666 -> MF|app-20190518043936-0005|8|5|START|  5.15|A.Points indexed                                  |  0.00|     0|0
2019-05-18 04:39:40,936 -> MF|app-20190518043936-0005|8|5|  END|  5.42|A.Points indexed                                  |  0.27| 72384|0
2019-05-18 04:39:40,936 -> MF|app-20190518043936-0005|8|5|START|  5.42|B.Pairs found                                     |  0.00|     0|0
