jobId	jobGroup	stageId	index	launchTime	finishTime	duration	schedulerDelay	executorId	host	taskLocality	speculative	gettingResultTime	successful	executorRunTime	executorCpuTime	executorDeserializeTime	executorDeserializeCpuTime	resultSerializationTime	jvmGCTime	resultSize	numUpdatedBlockStatuses	diskBytesSpilled	memoryBytesSpilled	peakExecutionMemory	recordsRead	bytesRead	recordsWritten	bytesWritten	shuffleFetchWaitTime	shuffleTotalBytesRead	shuffleTotalBlocksFetched	shuffleLocalBlocksFetched	shuffleRemoteBlocksFetched	shuffleWriteTime	shuffleBytesWritten	shuffleRecordsWritten	appId	phaseName
12		27	9665	1596049627561	1596049628012	451	25	11	mr-11	0	false	0	true	340	27	85	16	1	178	1653	0	0	0	0	0	0	0	0	0	3272	36	2	34	0	0	0	0779	Disks phase
12		27	9666	1596049627561	1596049628015	454	26	4	mr-01	0	false	0	true	344	16	84	16	0	158	1610	0	0	0	0	0	0	0	0	6	892	10	2	8	0	0	0	0779	Disks phase
12		27	9664	1596049627561	1596049627808	247	28	2	mr-03	0	false	0	true	141	34	78	18	0	0	1567	0	0	0	0	0	0	0	0	0	3096	34	4	30	0	0	0	0779	Disks phase
12		27	9663	1596049627561	1596049627799	238	26	7	mr-07	0	false	0	true	129	39	83	16	0	0	1567	0	0	0	0	0	0	0	0	0	2278	24	0	24	0	0	0	0779	Disks phase
12		27	9667	1596049627562	1596049627823	261	25	12	mr-06	0	false	0	true	146	89	90	28	0	0	1567	0	0	0	0	0	0	0	0	0	10228	104	8	96	0	0	0	0779	Disks phase
12		27	9669	1596049627562	1596049627783	221	24	6	mr-05	0	false	0	true	115	22	82	16	0	0	1567	0	0	0	0	0	0	0	0	0	534	6	0	6	0	0	0	0779	Disks phase
12		27	9670	1596049627562	1596049627807	245	31	1	mr-09	0	false	0	true	133	47	81	26	0	0	1567	0	0	0	0	0	0	0	0	0	9716	96	6	90	0	0	0	0779	Disks phase
12		27	9668	1596049627562	1596049627799	237	25	3	mr-10	0	false	0	true	136	21	76	15	0	0	1567	0	0	0	0	0	0	0	0	0	248	2	2	0	0	0	0	0779	Disks phase
12		27	9672	1596049627563	1596049627819	256	45	8	mr-08	0	false	0	true	129	40	82	15	0	0	1567	0	0	0	0	0	0	0	0	0	358	4	2	2	0	0	0	0779	Disks phase
12		27	9673	1596049627563	1596049627778	215	19	5	mr-12	0	false	0	true	112	36	84	16	0	0	1567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0779	Disks phase
12		27	9671	1596049627563	1596049627814	251	29	10	mr-02	0	false	0	true	144	83	78	34	0	0	1567	0	0	0	0	0	0	0	0	0	10116	102	8	94	0	0	0	0779	Disks phase
12		27	9674	1596049627563	1596049628058	495	21	9	mr-04	0	false	0	true	386	63	88	17	0	215	1610	0	0	0	0	0	0	0	0	0	6056	64	4	60	0	0	0	0779	Disks phase
12		27	9676	1596049627563	1596049627797	234	22	2	mr-03	0	false	0	true	133	28	78	24	1	0	1610	0	0	0	0	0	0	0	0	0	534	6	0	6	0	0	0	0779	Disks phase
12		27	9675	1596049627563	1596049627798	235	22	7	mr-07	0	false	0	true	131	58	82	66	0	0	1567	0	0	0	0	0	0	0	0	0	4322	46	6	40	0	0	0	0779	Disks phase
12		27	9694	1596049627566	1596049627790	224	20	1	mr-09	0	false	0	true	123	21	81	15	0	0	1567	0	0	0	0	0	0	0	0	0	356	4	0	4	0	0	0	0779	Disks phase
12		27	9695	1596049627566	1596049627791	225	16	10	mr-02	0	false	0	true	131	44	78	15	0	0	1567	0	0	0	0	0	0	0	0	0	1250	14	0	14	0	0	0	0779	Disks phase
12		27	9693	1596049627566	1596049627801	235	23	6	mr-05	0	false	0	true	130	36	82	15	0	0	1567	0	0	0	0	0	0	0	0	0	2494	28	0	28	0	0	0	0779	Disks phase
12		27	9691	1596049627566	1596049627820	254	24	12	mr-06	0	false	0	true	140	46	90	17	0	0	1567	0	0	0	0	0	0	0	0	0	2108	22	4	18	0	0	0	0779	Disks phase
12		27	9692	1596049627566	1596049627809	243	25	3	mr-10	0	false	0	true	144	37	74	24	0	0	1567	0	0	0	0	0	0	0	0	0	3928	44	2	42	0	0	0	0779	Disks phase
12		27	9690	1596049627566	1596049628015	449	21	4	mr-01	0	false	0	true	344	31	84	16	0	158	1610	0	0	0	0	0	0	0	0	0	2682	30	2	28	0	0	0	0779	Disks phase
12		27	9699	1596049627567	1596049627798	231	18	7	mr-07	0	false	0	true	131	47	82	24	0	0	1567	0	0	0	0	0	0	0	0	0	4710	50	6	44	0	0	0	0779	Disks phase
12		27	9696	1596049627567	1596049627821	254	18	8	mr-08	0	false	0	true	155	33	81	15	0	0	1567	0	0	0	0	0	0	0	0	0	2994	32	0	32	0	0	0	0779	Disks phase
12		27	9701	1596049627567	1596049628011	444	19	11	mr-11	0	false	0	true	340	56	85	15	0	178	1610	0	0	0	0	0	0	0	0	0	12100	116	14	102	0	0	0	0779	Disks phase
12		27	9700	1596049627567	1596049627809	242	24	2	mr-03	0	false	0	true	140	41	78	16	0	0	1567	0	0	0	0	0	0	0	0	0	4236	46	0	46	0	0	0	0779	Disks phase
12		27	9698	1596049627567	1596049628057	490	17	9	mr-04	0	false	0	true	388	46	85	16	0	215	1610	0	0	0	0	0	0	0	0	0	424	4	0	4	0	0	0	0779	Disks phase
12		27	9697	1596049627567	1596049627779	212	15	5	mr-12	0	false	0	true	114	31	83	16	0	0	1567	0	0	0	0	0	0	0	0	0	1136	12	4	8	0	0	0	0779	Disks phase
12		27	9705	1596049627568	1596049627800	232	21	6	mr-05	0	false	0	true	130	38	81	15	0	0	1567	0	0	0	0	0	0	0	0	0	1252	14	2	12	0	0	0	0779	Disks phase
12		27	9706	1596049627568	1596049627802	234	22	1	mr-09	0	false	0	true	131	39	81	15	0	0	1567	0	0	0	0	0	0	0	0	0	4824	50	0	50	0	0	0	0779	Disks phase
12		27	9708	1596049627568	1596049627817	249	18	8	mr-08	0	false	0	true	130	38	81	15	20	0	1610	0	0	0	0	0	0	0	0	0	536	6	0	6	0	0	0	0779	Disks phase
12		27	9703	1596049627568	1596049627818	250	21	12	mr-06	0	false	0	true	140	67	89	67	0	0	1567	0	0	0	0	0	0	0	0	0	6460	68	8	60	0	0	0	0779	Disks phase
12		27	9702	1596049627568	1596049628012	444	15	4	mr-01	0	false	0	true	346	48	83	16	0	158	1610	0	0	0	0	0	0	0	0	0	5350	56	0	56	0	0	0	0779	Disks phase
12		27	9704	1596049627568	1596049627809	241	24	3	mr-10	0	false	0	true	143	47	74	15	0	0	1567	0	0	0	0	0	0	0	0	0	5034	54	6	48	0	0	0	0779	Disks phase
12		27	9707	1596049627568	1596049627811	243	21	10	mr-02	0	false	0	true	143	35	79	51	0	0	1567	0	0	0	0	0	0	0	0	0	1960	22	0	22	0	0	0	0779	Disks phase
12		27	9709	1596049627569	1596049627779	210	16	5	mr-12	0	false	0	true	111	28	83	17	0	0	1567	0	0	0	0	0	0	0	0	0	1498	16	4	12	0	0	0	0779	Disks phase
12		27	9713	1596049627569	1596049628010	441	16	11	mr-11	0	false	0	true	341	41	84	18	0	178	1610	0	0	0	0	0	0	0	0	0	2702	30	4	26	0	0	0	0779	Disks phase
12		27	9714	1596049627569	1596049628013	444	14	4	mr-01	0	false	0	true	347	27	83	61	0	158	1610	0	0	0	0	0	0	0	0	0	1080	12	4	8	0	0	0	0779	Disks phase
12		27	9710	1596049627569	1596049628055	486	14	9	mr-04	0	false	0	true	385	15	87	17	0	215	1610	0	0	0	0	0	0	0	0	0	538	6	0	6	0	0	0	0779	Disks phase
12		27	9711	1596049627569	1596049627792	223	16	7	mr-07	0	false	0	true	125	35	82	16	0	0	1567	0	0	0	0	0	0	0	0	0	1260	14	0	14	0	0	0	0779	Disks phase
12		27	9712	1596049627569	1596049627797	228	17	2	mr-03	0	false	0	true	133	14	78	15	0	0	1567	0	0	0	0	0	0	0	0	0	538	6	2	4	0	0	0	0779	Disks phase
12		27	9715	1596049627570	1596049627822	252	18	12	mr-06	0	false	0	true	145	54	89	16	0	0	1567	0	0	0	0	0	0	0	0	0	4618	48	2	46	0	0	0	0779	Disks phase
12		27	9720	1596049627570	1596049627823	253	15	8	mr-08	0	false	0	true	156	79	81	15	1	0	1610	0	0	0	0	0	0	0	0	0	7232	74	6	68	0	0	0	0779	Disks phase
12		27	9716	1596049627570	1596049627808	238	22	3	mr-10	0	false	0	true	141	28	75	15	0	0	1567	0	0	0	0	0	0	0	0	0	1440	16	2	14	0	0	0	0779	Disks phase
12		27	9719	1596049627570	1596049627810	240	18	10	mr-02	0	false	0	true	144	62	78	14	0	0	1567	0	0	0	0	0	0	0	0	0	7504	76	4	72	0	0	0	0779	Disks phase
12		27	9717	1596049627570	1596049627788	218	17	6	mr-05	0	false	0	true	120	28	81	15	0	0	1567	0	0	0	0	0	0	0	0	0	904	10	2	8	0	0	0	0779	Disks phase
12		27	9718	1596049627570	1596049627794	224	16	1	mr-09	0	false	0	true	127	54	81	16	0	0	1567	0	0	0	0	0	0	0	0	0	1698	18	0	18	0	0	0	0779	Disks phase
12		27	10087	1596049628183	1596049628367	184	16	1	mr-09	0	false	0	true	158	19	10	10	0	0	1567	0	0	0	0	0	0	0	0	135	3926	42	4	38	0	0	0	0779	Disks phase
12		27	10086	1596049628183	1596049628367	184	16	3	mr-10	0	false	0	true	156	30	12	11	0	0	1567	0	0	0	0	0	0	0	0	124	4478	48	2	46	0	0	0	0779	Disks phase
