23121.9605	20276.364999999998	329 825 1604 3640 3658 4202 7338 7741 8105 9416 10153 10521 11764 11838 14549 17434 17544 17624 18995	2	4
18301.472	17657.8785	5852 13860 18592	2	4
22611.4485	22094.964	387 1906 2003 2783 3020 3215 7415 8741 9805 15033 16325 16641 16849 19387	2	4
22646.8095	22075.083	387 2003 2783 3020 3215 5434 5733 7415 8741 9805 14264 15033 16325 16641 16790 16849 19387	2	4
23080.858500000002	20275.3465	329 825 1604 3640 3658 7741 8105 9614 10153 10521 10902 11509 11764 11800 13746 14130 14549 14772 16791 17129 17624 17726 18995	2	4
22639.557	22145.256	2003 2095 3020 3078 5733 6766 7929 8895 9054 13044 13231 13814 16325 16340 17166	2	4
22643.680500000002	22079.7155	387 1906 2003 2783 3020 7415 9805 13044 15033 16325 16641 16790 16849 19387	2	4
18464.7635	27374.0695	4524 8763 9028 12085 13053 14588 14638 16219	2	4
23111.824	20319.237	329 825 1604 3640 3658 4202 7338 7741 8105 9416 10153 10521 11764 11800 11838 14168 16791 17544 17624 18995 19277	2	4
22611.4485	22094.964	387 621 1906 2003 2783 3020 3215 4441 5434 5733 6904 7415 8741 9805 9873 11068 13044 13814 14650 15033 16325 16340 16641 16790 16849 19387	2	4
22611.4485	22094.964	2003 3020 13044 13814 16340	2	4
23856.4525	21487.6325	297 2122 2224 9191 11492 12178 13909	2	4
22613.7915	22094.964	387 2783 3215 5434 8741 9081 9805 14188 14264 14650 15033 16641 16790 16849 19387	2	4
22614.430500000002	22093.4185	387 1906 2003 2783 3020 3215 4441 4751 5434 5733 7415 8741 9081 9805 10475 14188 14264 14650 15033 16240 16325 16641 16790 16849 19387	2	4
22607.85	22022.387000000002	2783 8741 9805 14650 15033 16240 16641 19387	2	4
22636.228	22138.084499999997	3020 3078 5733 6766 7929 9054 13044 16340	2	4
25437.374	18501.0175	7765 9207 10256 10602 12606 13854 15999	2	4
22607.165500000003	22101.362	387 1906 2003 2783 3020 4441 6904 7415 9805 11068 11730 14650 15033 16849 19387	2	4
22640.1985	22065.696	387 2783 3215 5434 7415 7783 8741 9805 14650 15033 16240 16641 16714 16849 19387	2	4
22635.7905	22103.797	3215 5434 8741 10475 14188 14264	2	4
22635.7905	22103.797	3215 5434 8741 14188	2	4
20081.449	19991.254999999997	9637 11154 11845 13716 15034 15921 16409 17785 18766	2	4
23841.431	21485.243000000002	2224 4786 8941 9191 9390 10130 10639 11492 12759 14286 17607	2	4
22611.4485	22101.362	621 1906 2003 3020 4441 5733 6766 6904 7009 7415 7929 9873 11068 12283 13044 13814 16325 16340 18496	2	4
22638.667	22062.629999999997	387 2003 2783 3020 3078 3215 5434 5733 7415 7783 8741 9081 9805 10475 13044 13759 14188 14264 14650 15033 16044 16240 16325 16641 16714 16790 16849 19387	2	4
35764.873999999996	22347.8445	13508 16382 17185 17404	2	4
22608.41	22101.362	387 621 1906 2003 2783 3020 4441 6904 7415 9805 9873 11068 13814 15033 16325 16340 16849 19387	2	4
23081.182500000003	20276.47	329 825 1604 3640 3658 4202 7338 7741 8105 9614 10153 10521 10902 11764 11800 14549 16791 17434 17544 17624 18995 19562	2	4
22689.732	21901.5955	4574 5437 7530 15601	2	4
22667.0215	22015.985500000003	3512 6337 7783 8741 12427 14404 16044 16240 16641 16714 16724	2	4
19731.055	21424.15	4607 5086 11447 17640	2	4
22591.781499999997	22018.9805	2783 8741 9081 9805 15033 16240 16641 16849 19387	2	4
20121.641000000003	20063.373	7185 9658 10752 11154 14569 15306 15921 17785 17805	2	4
23117.781499999997	20265.524	1604 3640 3658 4202 7338 8105 10521 17544	2	4
22611.4485	22084.029	387 1906 2003 2783 3020 3215 4441 5733 7415 8741 9805 11068 12283 13044 15033 16325 16641 16790 16849 19387	2	4
22631.4365	22010.5445	2127 2579 3158 5032 6691 12197 12868 13759 19360	2	4
19788.546000000002	20055.014499999997	6251 6574 10398	2	4
18487.4405	27495.2035	2272 6498 7249 8386 9707 10935 14445 15521 16616 16699 17622 18104 18343 19548	2	4
25889.621	22373.6025	3167 5592 18894 19025	2	4
22613.7915	22094.964	387 1906 2003 2783 3020 3078 3215 4441 5434 5733 7415 8741 9805 14650 15033 16325 16641 16790 16849 19387	2	4
22636.228	22138.084499999997	621 1906 2003 3020 3078 5733 6766 7929 13044 13814 16325 16340 16790 17166	2	4
22635.7905	22103.797	387 1906 2003 2783 3020 3215 4441 5434 5733 7415 8741 9805 13044 14188 15033 16325 16790 16849 19387	2	4
26680.786500000002	14772.247500000001	6410 11090 18514	2	4
22318.841	16519.506	11633 11990 17927 18770	2	4
32811.73	26796.833	375 2629 6191 8816 15814 18892	2	4
22635.7905	22116.9505	621 1906 4441 6766 7415 7929 13814 16340 17166	2	4
22619.396	22065.8515	3512 6337 7783 8741 12427 13759 16044 16240 16714	2	4
23133.9295	20312.433	329 3640 4202 7338 7355 7741 8105 11838 14168 17544	2	4
22640.2535	21983.875	1842 2127 2579 3158 3728 4574 5032 6691 7530 8014 12197 12868 19360	2	4
22636.228	22138.084499999997	2514 3020 3078 6766 7929 9054 13044 13814 16340 17166	2	4
19261.867	21613.774	5281 8667 15606	2	4
22643.680500000002	22105.5345	3215 5434 9805 10475 14124 14188 14264 16325 16790	2	4
22608.41	22101.362	387 621 1906 2003 2783 3020 4441 6904 7415 9805 9873 11068 13814 15033 16325 16849 19387	2	4
22614.430500000002	22059.0645	387 2003 2783 3215 5434 7415 9805 10475 14188 14264 15033 16325 16790 16849 19387	2	4
22625.4	22006.714	2127 2579 3158 3512 5032 6337 7783 12197 12427 12868 13537 14404 16044 16724	2	4
31285.0855	19221.983999999997	4746 12667 17453	2	4
29023.022	20887.0235	4797 7737 10858 11220 12986 19749	2	4
23844.04	21508.6915	2224 4786 9191 9390 11492 12759 13909	2	4
23186.269500000002	20291.7235	329 9416 11764 19769	2	4
22646.8095	22075.083	387 2003 2783 3078 3215 5434 5733 7783 8741 9805 10475 13044 14188 14264 15033 16240 16325 16641 16714 16790 16849 19387	2	4
18473.1165	27775.879500000003	268 3015 13420	2	4
23513.0835	19706.002	6544 9428 17051 17264 17612 18014 18720	2	4
22608.41	22101.362	387 621 1906 2003 3020 4441 6904 7415 9873 11068 13814 16325 16849	2	4
20081.449	19991.254999999997	5844 9637 11154 11179 11845 12500 13716 15034 15921 16409 18766	2	4
23823.575	21479.297	7362 8941 9191 9390 10130 10639 11462 11492 12178 12759 13361 14255 14286 16367 17537 17607 18140 18602	2	4
18522.47	27518.6	2272 6498 15521 17622 18343	2	4
22635.7905	22105.5395	387 3020 9805 16849	2	4
22611.4485	22094.964	387 621 1906 2003 3020 4441 6904 7009 7415 9873 11068 12283 13814 16325 16849 18496	2	4
23894.591	21395.656000000003	538 1765 2798 2861 3422 7227 10697 12137 14865 17672	2	4
23094.646	20242.8655	329 1604 3640 3658 9416 10153 10521 11764 17434 17624	2	4
19535.891499999998	20752.68	3295 7448 15193	2	4
19447.278	21606.786500000002	1831 2271 11014 16704 16854 18790	2	4
23841.431	21477.4715	2122 2224 8941 9191 9390 10130 10639 11492 12759 13909 14286 17607	2	4
23067.811999999998	20266.686999999998	1604 3658 9614 10153 12541 14549 17434 17624 18995 19471 19562	2	4
22611.4485	22094.964	387 1906 2003 2783 3020 3215 4441 5434 7415 8741 9805 14650 15033 16325 16641 16790 16849 19387	2	4
22638.667	22054.479	387 2003 2783 5733 9805 14650 15033 16325 16641 16790 16849 19387	2	4
22635.7905	22102.295	387 1906 2003 2783 3215 5434 7415 8741 9805 14188 15033 16325 16641 16790 16849 19387	2	4
32086.441	18309.1575	1873 11763 13182 13481	2	4
22611.4485	22094.964	387 1906 2003 3020 5733 7415 13044 13814 16325 16340	2	4
22620.0595	21995.222	2127 2579 3158 8014 12197 12868 13537	2	4
15724.981	13511.7385	5481 10336 12802 13076	2	4
19747.679	21416.667	4607 11447 11865 17640	2	4
23124.167999999998	20309.039	329 1604 3640 3658 4202 7338 7355 7741 8105 9416 10153 10521 11764 11838 14168 17544 19277 19397 19769	2	4
