0	6,8,9,10,11	0011010110101101	1001111000001010
0	5,6,8,9,10	0011011100001101	1001111000011010
0	5,6,8,9,10,11	0011011110101101	1001111000011010
0	6,7,8,9,10,11	0011011111101101	1001111000001010
0	5,6,7,8,9,10,11	0011011111101101	1001111000011010
0	5,6,7,8,9,10	0011011101001101	1001111000011010
0	5,6,7,8,9	0011011101000101	1001110000011010
0	6,7,8,9,10	0011011101001101	1001111000001010
0	9,10,11,12,13	0011001010101101	1000011011001110
0	10,11,12,13,14	0101101010101100	1011011011001100
0	8,9,10,11,12	0011001110101101	1001011001001110
0	9,10,11,12,13,14	0111101010101101	1011011011001110
0	7,8,9,10,11,12	0011001111101101	1001011001001110
0	7,8,9,11,12	0011001111101001	1001010001001110
0	7,8,9,10,12	0011001101001101	1001011001001110
1	6,8,9,10,11	0011010110101101	1001111000001010
1	5,6,8,9,10	0011011100001101	1001111000011010
1	5,6,8,9,10,11	0011011110101101	1001111000011010
1	6,7,8,9,10,11	0011011111101101	1001111000001010
1	5,6,7,8,9,10,11	0011011111101101	1001111000011010
1	5,6,7,8,9,10	0011011101001101	1001111000011010
1	5,6,7,8,9	0011011101000101	1001110000011010
1	6,7,8,9,10	0011011101001101	1001111000001010
1	9,10,11,12,13	0011001010101101	1000011011001110
1	10,11,12,13,14	0101101010101100	1011011011001100
1	8,9,10,11,12	0011001110101101	1001011001001110
1	9,10,11,12,13,14	0111101010101101	1011011011001110
1	7,8,9,10,11,12	0011001111101101	1001011001001110
1	7,8,9,11,12	0011001111101001	1001010001001110
1	7,8,9,10,12	0011001101001101	1001011001001110
2	6,8,9,10,11	0011010110101101	1001111000001010
2	5,6,8,9,10	0011011100001101	1001111000011010
2	5,6,8,9,10,11	0011011110101101	1001111000011010
2	6,7,8,9,10,11	0011011111101101	1001111000001010
2	5,6,7,8,9,10,11	0011011111101101	1001111000011010
2	5,6,7,8,9,10	0011011101001101	1001111000011010
2	5,6,7,8,9	0011011101000101	1001110000011010
2	6,7,8,9,10	0011011101001101	1001111000001010
2	9,10,11,12,13	0011001010101101	1000011011001110
2	10,11,12,13,14	0101101010101100	1011011011001100
2	8,9,10,11,12	0011001110101101	1001011001001110
2	9,10,11,12,13,14	0111101010101101	1011011011001110
2	7,8,9,10,11,12	0011001111101101	1001011001001110
2	7,8,9,11,12	0011001111101001	1001010001001110
2	7,8,9,10,12	0011001101001101	1001011001001110
