2019-02-01 12:51:52,905 -> FF,Less_Than_Mu,80.0,5,12206
2019-02-01 12:51:56,904 -> FF,Flocks_being_reported,80.0,5,4266
2019-02-01 12:51:59,814 -> FF,New_set_of_candidates,80.0,5,5848
2019-02-01 12:52:37,784 -> FF,Candidates_after_Join,90.0,1,35487
2019-02-01 12:52:38,747 -> FF,Less_Than_Mu,90.0,1,12552
2019-02-01 12:52:40,614 -> FF,Flocks_being_reported,90.0,1,0
2019-02-01 12:52:43,807 -> FF,New_set_of_candidates,90.0,1,12954
2019-02-01 12:52:57,362 -> FF,Candidates_after_Join,90.0,2,380976
2019-02-01 12:52:59,480 -> FF,Less_Than_Mu,90.0,2,20116
2019-02-01 12:53:06,287 -> FF,Flocks_being_reported,90.0,2,4864
2019-02-01 12:53:08,755 -> FF,New_set_of_candidates,90.0,2,7910
2019-02-01 12:53:19,258 -> FF,Candidates_after_Join,90.0,3,164731
2019-02-01 12:53:20,681 -> FF,Less_Than_Mu,90.0,3,18728
2019-02-01 12:53:26,557 -> FF,Flocks_being_reported,90.0,3,4949
2019-02-01 12:53:28,825 -> FF,New_set_of_candidates,90.0,3,8146
2019-02-01 12:53:40,674 -> FF,Candidates_after_Join,90.0,4,174928
2019-02-01 12:53:42,471 -> FF,Less_Than_Mu,90.0,4,19823
2019-02-01 12:53:47,946 -> FF,Flocks_being_reported,90.0,4,5033
2019-02-01 12:53:50,269 -> FF,New_set_of_candidates,90.0,4,9118
2019-02-01 12:54:00,758 -> FF,Candidates_after_Join,90.0,5,253993
2019-02-01 12:54:02,679 -> FF,Less_Than_Mu,90.0,5,20269
2019-02-01 12:54:11,972 -> FF,Flocks_being_reported,90.0,5,5107
2019-02-01 12:54:14,189 -> FF,New_set_of_candidates,90.0,5,7736
2019-02-01 12:55:11,588 -> FF,Candidates_after_Join,100.0,1,41723
2019-02-01 12:55:13,246 -> FF,Less_Than_Mu,100.0,1,16881
2019-02-01 12:55:15,616 -> FF,Flocks_being_reported,100.0,1,0
2019-02-01 12:55:21,017 -> FF,New_set_of_candidates,100.0,1,17372
2019-02-01 12:55:43,870 -> FF,Candidates_after_Join,100.0,2,679833
2019-02-01 12:55:48,882 -> FF,Less_Than_Mu,100.0,2,32288
2019-02-01 12:56:23,346 -> FF,Flocks_being_reported,100.0,2,5697
2019-02-01 12:56:28,255 -> FF,New_set_of_candidates,100.0,2,10920
2019-02-01 12:56:52,592 -> FF,Candidates_after_Join,100.0,3,337107
2019-02-01 12:56:56,115 -> FF,Less_Than_Mu,100.0,3,29595
2019-02-01 12:57:21,662 -> FF,Flocks_being_reported,100.0,3,5767
2019-02-01 12:57:25,845 -> FF,New_set_of_candidates,100.0,3,10836
2019-02-01 12:57:45,917 -> FF,Candidates_after_Join,100.0,4,317355
2019-02-01 12:57:49,035 -> FF,Less_Than_Mu,100.0,4,30274
2019-02-01 12:58:13,921 -> FF,Flocks_being_reported,100.0,4,5867
2019-02-01 12:58:18,314 -> FF,New_set_of_candidates,100.0,4,12377
2019-02-01 12:58:41,910 -> FF,Candidates_after_Join,100.0,5,521780
2019-02-01 12:58:46,687 -> FF,Less_Than_Mu,100.0,5,32369
2019-02-01 12:59:35,689 -> FF,Flocks_being_reported,100.0,5,5951
2019-02-01 12:59:39,983 -> FF,New_set_of_candidates,100.0,5,10125
