2019-02-01 12:46:35,115 -> FF,Candidates_after_Join,50.0,1,5500
2019-02-01 12:46:35,484 -> FF,Less_Than_Mu,50.0,1,2869
2019-02-01 12:46:36,938 -> FF,Flocks_being_reported,50.0,1,0
2019-02-01 12:46:39,438 -> FF,New_set_of_candidates,50.0,1,3038
2019-02-01 12:46:45,758 -> FF,Candidates_after_Join,50.0,2,17597
2019-02-01 12:46:46,284 -> FF,Less_Than_Mu,50.0,2,3606
2019-02-01 12:46:47,917 -> FF,Flocks_being_reported,50.0,2,1859
2019-02-01 12:46:50,473 -> FF,New_set_of_candidates,50.0,2,2450
2019-02-01 12:46:55,859 -> FF,Candidates_after_Join,50.0,3,9717
2019-02-01 12:46:56,279 -> FF,Less_Than_Mu,50.0,3,3664
2019-02-01 12:46:57,982 -> FF,Flocks_being_reported,50.0,3,1889
2019-02-01 12:47:00,148 -> FF,New_set_of_candidates,50.0,3,2494
2019-02-01 12:47:05,616 -> FF,Candidates_after_Join,50.0,4,10491
2019-02-01 12:47:06,035 -> FF,Less_Than_Mu,50.0,4,3658
2019-02-01 12:47:07,878 -> FF,Flocks_being_reported,50.0,4,1925
2019-02-01 12:47:10,369 -> FF,New_set_of_candidates,50.0,4,2454
2019-02-01 12:47:15,574 -> FF,Candidates_after_Join,50.0,5,10892
2019-02-01 12:47:16,059 -> FF,Less_Than_Mu,50.0,5,3581
2019-02-01 12:47:18,092 -> FF,Flocks_being_reported,50.0,5,1957
2019-02-01 12:47:20,521 -> FF,New_set_of_candidates,50.0,5,2415
2019-02-01 12:47:50,992 -> FF,Candidates_after_Join,60.0,1,11627
2019-02-01 12:47:51,536 -> FF,Less_Than_Mu,60.0,1,4532
2019-02-01 12:47:53,117 -> FF,Flocks_being_reported,60.0,1,0
2019-02-01 12:47:55,310 -> FF,New_set_of_candidates,60.0,1,4746
2019-02-01 12:48:02,371 -> FF,Candidates_after_Join,60.0,2,59021
2019-02-01 12:48:03,144 -> FF,Less_Than_Mu,60.0,2,5940
2019-02-01 12:48:05,178 -> FF,Flocks_being_reported,60.0,2,2554
2019-02-01 12:48:07,107 -> FF,New_set_of_candidates,60.0,2,3510
2019-02-01 12:48:13,638 -> FF,Candidates_after_Join,60.0,3,29190
2019-02-01 12:48:14,294 -> FF,Less_Than_Mu,60.0,3,5996
2019-02-01 12:48:16,461 -> FF,Flocks_being_reported,60.0,3,2591
2019-02-01 12:48:18,808 -> FF,New_set_of_candidates,60.0,3,3645
2019-02-01 12:48:25,199 -> FF,Candidates_after_Join,60.0,4,36435
2019-02-01 12:48:25,988 -> FF,Less_Than_Mu,60.0,4,6071
2019-02-01 12:48:28,182 -> FF,Flocks_being_reported,60.0,4,2660
2019-02-01 12:48:30,431 -> FF,New_set_of_candidates,60.0,4,3701
2019-02-01 12:48:36,138 -> FF,Candidates_after_Join,60.0,5,37662
2019-02-01 12:48:37,007 -> FF,Less_Than_Mu,60.0,5,5924
2019-02-01 12:48:39,579 -> FF,Flocks_being_reported,60.0,5,2692
2019-02-01 12:48:41,945 -> FF,New_set_of_candidates,60.0,5,3471
2019-02-01 12:49:16,863 -> FF,Candidates_after_Join,70.0,1,15544
2019-02-01 12:49:17,477 -> FF,Less_Than_Mu,70.0,1,6872
2019-02-01 12:49:18,966 -> FF,Flocks_being_reported,70.0,1,0
2019-02-01 12:49:21,843 -> FF,New_set_of_candidates,70.0,1,7170
2019-02-01 12:49:30,241 -> FF,Candidates_after_Join,70.0,2,92314
2019-02-01 12:49:31,237 -> FF,Less_Than_Mu,70.0,2,9380
2019-02-01 12:49:33,750 -> FF,Flocks_being_reported,70.0,2,3407
2019-02-01 12:49:35,716 -> FF,New_set_of_candidates,70.0,2,4958
2019-02-01 12:49:43,263 -> FF,Candidates_after_Join,70.0,3,41017
2019-02-01 12:49:44,126 -> FF,Less_Than_Mu,70.0,3,8629
2019-02-01 12:49:46,481 -> FF,Flocks_being_reported,70.0,3,3429
2019-02-01 12:49:48,887 -> FF,New_set_of_candidates,70.0,3,4852
2019-02-01 12:49:55,541 -> FF,Candidates_after_Join,70.0,4,37974
2019-02-01 12:49:56,333 -> FF,Less_Than_Mu,70.0,4,8851
2019-02-01 12:49:58,838 -> FF,Flocks_being_reported,70.0,4,3471
2019-02-01 12:50:01,381 -> FF,New_set_of_candidates,70.0,4,4995
2019-02-01 12:50:08,791 -> FF,Candidates_after_Join,70.0,5,48873
2019-02-01 12:50:09,768 -> FF,Less_Than_Mu,70.0,5,8611
2019-02-01 12:50:12,607 -> FF,Flocks_being_reported,70.0,5,3559
2019-02-01 12:50:14,852 -> FF,New_set_of_candidates,70.0,5,4570
2019-02-01 12:50:46,777 -> FF,Candidates_after_Join,80.0,1,27333
2019-02-01 12:50:47,552 -> FF,Less_Than_Mu,80.0,1,8930
2019-02-01 12:50:49,262 -> FF,Flocks_being_reported,80.0,1,0
2019-02-01 12:50:51,635 -> FF,New_set_of_candidates,80.0,1,9284
2019-02-01 12:51:03,340 -> FF,Candidates_after_Join,80.0,2,206165
2019-02-01 12:51:04,774 -> FF,Less_Than_Mu,80.0,2,12695
2019-02-01 12:51:08,223 -> FF,Flocks_being_reported,80.0,2,4075
2019-02-01 12:51:10,930 -> FF,New_set_of_candidates,80.0,2,6148
2019-02-01 12:51:19,260 -> FF,Candidates_after_Join,80.0,3,90981
2019-02-01 12:51:20,541 -> FF,Less_Than_Mu,80.0,3,12198
2019-02-01 12:51:23,447 -> FF,Flocks_being_reported,80.0,3,4128
2019-02-01 12:51:25,794 -> FF,New_set_of_candidates,80.0,3,6401
2019-02-01 12:51:34,353 -> FF,Candidates_after_Join,80.0,4,100950
2019-02-01 12:51:35,631 -> FF,Less_Than_Mu,80.0,4,12587
2019-02-01 12:51:38,784 -> FF,Flocks_being_reported,80.0,4,4189
2019-02-01 12:51:41,436 -> FF,New_set_of_candidates,80.0,4,6491
2019-02-01 12:51:51,595 -> FF,Candidates_after_Join,80.0,5,117487
