EXECUTORS|2|3|4|23563|42912|530.24s|3677.39MB|169.235.27.134:45703|app-20190517110201-0289
EXECUTORS|1|3|4|24539|44636|502.63s|3768.58MB|169.235.27.137:45168|app-20190517110201-0289
EXECUTORS|0|3|4|23338|41184|506.47s|3576.27MB|169.235.27.135:34679|app-20190517110201-0289
STAGES|4836|count at FF.scala:499                |3|4|2019-05-17T18:13:44.572GMT|2019-05-17T18:13:44.820GMT| 600|137|124931186|44446520|120360|0|0|app-20190517110201-0289
STAGES|4739|count at FF.scala:273                |3|4|2019-05-17T18:13:44.317GMT|2019-05-17T18:13:44.559GMT| 600|128|125988850|44446520|120360|0|0|app-20190517110201-0289
STAGES|4642|count at FF.scala:270                |3|4|2019-05-17T18:13:41.750GMT|2019-05-17T18:13:44.305GMT| 600|27359|25572400913|44446520|120360|0|0|app-20190517110201-0289
STAGES|4545|count at FF.scala:265                |3|4|2019-05-17T18:13:41.702GMT|2019-05-17T18:13:41.733GMT|  36|19|14382855|26535904|94330|0|0|app-20190517110201-0289
STAGES|4446|aggregate at SpatialRDD.java:515     |3|4|2019-05-17T18:13:40.782GMT|2019-05-17T18:13:41.693GMT|  36|9450|9054568922|0|0|4796346|94330|app-20190517110201-0289
STAGES|4445|distinct at FF.scala:258             |3|4|2019-05-17T18:13:40.076GMT|2019-05-17T18:13:40.780GMT|  36|7224|6885827393|0|0|8448906|134054|app-20190517110201-0289
STAGES|4444|map at FF.scala:255                  |3|4|2019-05-17T18:13:38.900GMT|2019-05-17T18:13:40.069GMT| 436|10678|10327659310|58113464|134054|0|0|app-20190517110201-0289
STAGES|4347|count at FF.scala:242                |3|4|2019-05-17T18:13:38.379GMT|2019-05-17T18:13:38.858GMT| 200|4743|4511220286|6833352|40732|0|0|app-20190517110201-0289
STAGES|4250|count at FF.scala:225                |3|4|2019-05-17T18:13:37.955GMT|2019-05-17T18:13:38.357GMT| 200|3907|2639261740|0|0|3617024|40732|app-20190517110201-0289
STAGES|4249|distinct at FF.scala:415             |3|4|2019-05-17T18:13:37.569GMT|2019-05-17T18:13:37.940GMT| 200|1819|1567048598|23098192|59142|0|0|app-20190517110201-0289
STAGES|4153|count at FF.scala:416                |3|4|2019-05-17T18:13:37.379GMT|2019-05-17T18:13:37.556GMT| 200|51|55268982|23098192|59142|0|0|app-20190517110201-0289
STAGES|4057|count at FF.scala:403                |3|4|2019-05-17T18:13:35.111GMT|2019-05-17T18:13:37.361GMT| 200|24658|6261323584|0|0|19599764|274006|app-20190517110201-0289
STAGES|4056|rdd at FF.scala:402                  |3|4|2019-05-17T18:13:32.448GMT|2019-05-17T18:13:35.101GMT|2700|14874|13772736929|14684720|59142|0|0|app-20190517110201-0289
STAGES|4053|rdd at FF.scala:402                  |3|4|2019-05-17T18:13:32.407GMT|2019-05-17T18:13:32.719GMT|  36|2407|2158819757|63613424|214864|0|0|app-20190517110201-0289
STAGES|3961|count at FF.scala:373                |3|4|2019-05-17T18:12:47.123GMT|2019-05-17T18:13:32.042GMT|2700|271694|267025476556|84178280|256440|0|0|app-20190517110201-0289
STAGES|3867|count at FF.scala:353                |3|4|2019-05-17T18:12:44.756GMT|2019-05-17T18:12:47.044GMT|2700|17384|9172560801|0|0|8121299|256440|app-20190517110201-0289
