EXECUTORS|2|3|4|23491|43306|543.31s|3398.31MB|169.235.27.134:42399|app-20190517094546-0285
EXECUTORS|1|3|4|23801|43515|546.05s|3759.24MB|169.235.27.137:33649|app-20190517094546-0285
EXECUTORS|0|3|4|24133|41878|458.77s|3862.94MB|169.235.27.135:38230|app-20190517094546-0285
STAGES|4836|count at FF.scala:499                |3|4|2019-05-17T16:58:10.666GMT|2019-05-17T16:58:10.907GMT| 600|117|124875945|44446480|120360|0|0|app-20190517094546-0285
STAGES|4739|count at FF.scala:273                |3|4|2019-05-17T16:58:10.406GMT|2019-05-17T16:58:10.654GMT| 600|110|133015968|44446480|120360|0|0|app-20190517094546-0285
STAGES|4642|count at FF.scala:270                |3|4|2019-05-17T16:58:07.844GMT|2019-05-17T16:58:10.393GMT| 600|26635|25220707471|44446480|120360|0|0|app-20190517094546-0285
STAGES|4545|count at FF.scala:265                |3|4|2019-05-17T16:58:07.794GMT|2019-05-17T16:58:07.827GMT|  36|19|16320722|26617632|94330|0|0|app-20190517094546-0285
STAGES|4446|aggregate at SpatialRDD.java:515     |3|4|2019-05-17T16:58:06.973GMT|2019-05-17T16:58:07.784GMT|  36|8786|8651492755|0|0|4796498|94330|app-20190517094546-0285
STAGES|4445|distinct at FF.scala:258             |3|4|2019-05-17T16:58:06.269GMT|2019-05-17T16:58:06.970GMT|  36|7238|6780130001|0|0|8448750|134054|app-20190517094546-0285
STAGES|4444|map at FF.scala:255                  |3|4|2019-05-17T16:58:04.968GMT|2019-05-17T16:58:06.253GMT| 436|10618|10579169197|58180408|134054|0|0|app-20190517094546-0285
STAGES|4347|count at FF.scala:242                |3|4|2019-05-17T16:58:04.384GMT|2019-05-17T16:58:04.927GMT| 200|5295|4775762748|6833240|40732|0|0|app-20190517094546-0285
STAGES|4250|count at FF.scala:225                |3|4|2019-05-17T16:58:04.042GMT|2019-05-17T16:58:04.370GMT| 200|3115|2613039280|0|0|3617071|40732|app-20190517094546-0285
STAGES|4249|distinct at FF.scala:415             |3|4|2019-05-17T16:58:03.666GMT|2019-05-17T16:58:04.015GMT| 200|1582|1482259781|23099368|59145|0|0|app-20190517094546-0285
STAGES|4153|count at FF.scala:416                |3|4|2019-05-17T16:58:03.488GMT|2019-05-17T16:58:03.653GMT| 200|57|53346580|23099368|59145|0|0|app-20190517094546-0285
STAGES|4057|count at FF.scala:403                |3|4|2019-05-17T16:58:00.917GMT|2019-05-17T16:58:03.471GMT| 200|26572|6408489809|0|0|19600609|274009|app-20190517094546-0285
STAGES|4056|rdd at FF.scala:402                  |3|4|2019-05-17T16:57:58.724GMT|2019-05-17T16:58:00.904GMT|2700|14625|13850948251|14685936|59145|0|0|app-20190517094546-0285
STAGES|4053|rdd at FF.scala:402                  |3|4|2019-05-17T16:57:58.685GMT|2019-05-17T16:57:58.941GMT|  36|2011|1902464014|63725832|214864|0|0|app-20190517094546-0285
