EXECUTORS|2|3|4|23347|41965|519.91s|3461.66MB|169.235.27.134:36008|app-20190517085152-0281
EXECUTORS|1|3|4|23733|43429|504.26s|3654.69MB|169.235.27.137:36176|app-20190517085152-0281
EXECUTORS|0|3|4|24477|43437|496.49s|3900.68MB|169.235.27.135:34256|app-20190517085152-0281
STAGES|4836|count at FF.scala:499                |3|4|2019-05-17T16:03:28.539GMT|2019-05-17T16:03:28.829GMT| 600|146|131975880|44446464|120360|0|0|app-20190517085152-0281
STAGES|4739|count at FF.scala:273                |3|4|2019-05-17T16:03:28.295GMT|2019-05-17T16:03:28.527GMT| 600|133|132346375|44446464|120360|0|0|app-20190517085152-0281
STAGES|4642|count at FF.scala:270                |3|4|2019-05-17T16:03:25.732GMT|2019-05-17T16:03:28.283GMT| 600|25967|24713251424|44446464|120360|0|0|app-20190517085152-0281
STAGES|4545|count at FF.scala:265                |3|4|2019-05-17T16:03:25.684GMT|2019-05-17T16:03:25.715GMT|  36|18|16332523|26629392|94330|0|0|app-20190517085152-0281
STAGES|4446|aggregate at SpatialRDD.java:515     |3|4|2019-05-17T16:03:24.688GMT|2019-05-17T16:03:25.674GMT|  36|9753|9059038873|0|0|4796801|94330|app-20190517085152-0281
STAGES|4445|distinct at FF.scala:258             |3|4|2019-05-17T16:03:24.020GMT|2019-05-17T16:03:24.685GMT|  36|6621|6537088405|0|0|8449324|134054|app-20190517085152-0281
STAGES|4444|map at FF.scala:255                  |3|4|2019-05-17T16:03:22.743GMT|2019-05-17T16:03:24.005GMT| 436|10471|10412717754|58135720|134054|0|0|app-20190517085152-0281
STAGES|4347|count at FF.scala:242                |3|4|2019-05-17T16:03:22.192GMT|2019-05-17T16:03:22.705GMT| 200|4760|4329399286|6833296|40732|0|0|app-20190517085152-0281
STAGES|4250|count at FF.scala:225                |3|4|2019-05-17T16:03:21.683GMT|2019-05-17T16:03:22.178GMT| 200|5138|2822517432|0|0|3617220|40732|app-20190517085152-0281
STAGES|4249|distinct at FF.scala:415             |3|4|2019-05-17T16:03:21.332GMT|2019-05-17T16:03:21.655GMT| 200|1586|1447258062|23098064|59142|0|0|app-20190517085152-0281
STAGES|4153|count at FF.scala:416                |3|4|2019-05-17T16:03:21.139GMT|2019-05-17T16:03:21.319GMT| 200|69|54216251|23098064|59142|0|0|app-20190517085152-0281
STAGES|4057|count at FF.scala:403                |3|4|2019-05-17T16:03:20.062GMT|2019-05-17T16:03:21.122GMT| 200|10273|6020245362|0|0|19600701|274006|app-20190517085152-0281
STAGES|4056|rdd at FF.scala:402                  |3|4|2019-05-17T16:03:17.828GMT|2019-05-17T16:03:20.049GMT|  36|1661|1614137897|63818080|214864|0|0|app-20190517085152-0281
STAGES|4055|rdd at FF.scala:402                  |3|4|2019-05-17T16:03:17.808GMT|2019-05-17T16:03:19.885GMT|2700|14266|13337026937|14684560|59142|0|0|app-20190517085152-0281
STAGES|3961|count at FF.scala:373                |3|4|2019-05-17T16:02:34.378GMT|2019-05-17T16:03:17.411GMT|2700|269729|265653817579|84388816|256414|0|0|app-20190517085152-0281
STAGES|3867|count at FF.scala:353                |3|4|2019-05-17T16:02:32.424GMT|2019-05-17T16:02:34.333GMT|2700|14979|9389050562|0|0|8121318|256414|app-20190517085152-0281
