EXECUTORS|0|1|4|26372|51072|484.59s|3652.35MB|169.235.27.135:43456|app-20190517093515-0284
STAGES|4836|count at FF.scala:499                |1|4|2019-05-17T16:45:18.202GMT|2019-05-17T16:45:18.592GMT| 600|118|111885853|14901768|40128|0|0|app-20190517093515-0284
STAGES|4739|count at FF.scala:273                |1|4|2019-05-17T16:45:17.830GMT|2019-05-17T16:45:18.189GMT| 600|112|105845339|14901768|40128|0|0|app-20190517093515-0284
STAGES|4642|count at FF.scala:270                |1|4|2019-05-17T16:45:16.168GMT|2019-05-17T16:45:17.819GMT| 600|4868|3508272188|14901768|40128|0|0|app-20190517093515-0284
STAGES|4545|count at FF.scala:265                |1|4|2019-05-17T16:45:16.127GMT|2019-05-17T16:45:16.151GMT|  12|8|3452383|8581976|31446|0|0|app-20190517093515-0284
STAGES|4446|aggregate at SpatialRDD.java:515     |1|4|2019-05-17T16:45:15.345GMT|2019-05-17T16:45:16.117GMT|  12|2827|2783028857|0|0|1277422|31446|app-20190517093515-0284
STAGES|4445|distinct at FF.scala:258             |1|4|2019-05-17T16:45:14.832GMT|2019-05-17T16:45:15.343GMT|  12|1934|1907294236|0|0|2508558|44690|app-20190517093515-0284
STAGES|4444|map at FF.scala:255                  |1|4|2019-05-17T16:45:13.596GMT|2019-05-17T16:45:14.829GMT| 412|3636|3454121098|19462856|44690|0|0|app-20190517093515-0284
STAGES|4347|count at FF.scala:242                |1|4|2019-05-17T16:45:13.201GMT|2019-05-17T16:45:13.557GMT| 200|895|670090959|2233032|13580|0|0|app-20190517093515-0284
STAGES|4250|count at FF.scala:225                |1|4|2019-05-17T16:45:12.699GMT|2019-05-17T16:45:13.187GMT| 200|1422|1138236710|0|0|1310695|13580|app-20190517093515-0284
STAGES|4249|distinct at FF.scala:415             |1|4|2019-05-17T16:45:12.194GMT|2019-05-17T16:45:12.690GMT| 200|968|594336183|7559736|19751|0|0|app-20190517093515-0284
STAGES|4153|count at FF.scala:416                |1|4|2019-05-17T16:45:11.918GMT|2019-05-17T16:45:12.182GMT| 200|47|44882321|7559736|19751|0|0|app-20190517093515-0284
STAGES|4057|count at FF.scala:403                |1|4|2019-05-17T16:45:10.785GMT|2019-05-17T16:45:11.901GMT| 200|3298|2272109258|0|0|6111060|91375|app-20190517093515-0284
STAGES|4056|rdd at FF.scala:402                  |1|4|2019-05-17T16:45:08.554GMT|2019-05-17T16:45:10.778GMT| 900|5674|5045993786|4898104|19751|0|0|app-20190517093515-0284
STAGES|4053|rdd at FF.scala:402                  |1|4|2019-05-17T16:45:08.535GMT|2019-05-17T16:45:08.746GMT|  12|650|639771816|20660440|71624|0|0|app-20190517093515-0284
STAGES|3961|count at FF.scala:373                |1|4|2019-05-17T16:44:27.922GMT|2019-05-17T16:45:08.171GMT| 900|90420|89099298753|27418504|85477|0|0|app-20190517093515-0284
STAGES|3867|count at FF.scala:353                |1|4|2019-05-17T16:44:26.437GMT|2019-05-17T16:44:27.897GMT| 900|3789|2650461781|0|0|2668124|85477|app-20190517093515-0284
STAGES|3866|flatMap at FF.scala:348              |1|4|2019-05-17T16:44:24.426GMT|2019-05-17T16:44:26.404GMT| 901|4477|3291664628|0|0|2855554|71624|app-20190517093515-0284
STAGES|3865|flatMapToPair at SpatialRDD.java:347 |1|4|2019-05-17T16:44:24.215GMT|2019-05-17T16:44:24.412GMT|  12|659|652574338|20660440|71624|0|0|app-20190517093515-0284
STAGES|3773|aggregate at SpatialRDD.java:515     |1|4|2019-05-17T16:44:24.167GMT|2019-05-17T16:44:24.196GMT|  12|6|11512864|20660440|71624|0|0|app-20190517093515-0284
STAGES|3681|collect at SpatialRDD.java:247       |1|4|2019-05-17T16:44:24.121GMT|2019-05-17T16:44:24.147GMT|  12|3|7718065|20660440|71624|0|0|app-20190517093515-0284
STAGES|3589|aggregate at SpatialRDD.java:515     |1|4|2019-05-17T16:44:24.081GMT|2019-05-17T16:44:24.107GMT|  12|13|12744456|20660440|71624|0|0|app-20190517093515-0284
STAGES|3497|aggregate at SpatialRDD.java:515     |1|4|2019-05-17T16:44:24.043GMT|2019-05-17T16:44:24.069GMT|  12|12|11221490|20660440|71624|0|0|app-20190517093515-0284
STAGES|3405|aggregate at SpatialRDD.java:515     |1|4|2019-05-17T16:44:23.649GMT|2019-05-17T16:44:24.029GMT|  12|1169|1021725764|40237200|71624|0|0|app-20190517093515-0284
STAGES|3313|count at FF.scala:155                |1|4|2019-05-17T16:44:23.201GMT|2019-05-17T16:44:23.633GMT|  12|1628|1610714422|52212704|88746|0|0|app-20190517093515-0284
STAGES|3221|count at FF.scala:152                |1|4|2019-05-17T16:44:22.586GMT|2019-05-17T16:44:23.175GMT|  12|2239|2222974040|52212704|88746|0|0|app-20190517093515-0284
STAGES|3129|count at FF.scala:141                |1|4|2019-05-17T16:44:21.583GMT|2019-05-17T16:44:22.560GMT|  12|3804|3775709130|0|0|12697468|172889|app-20190517093515-0284
STAGES|3128|map at FF.scala:138                  |1|4|2019-05-17T16:44:09.238GMT|2019-05-17T16:44:21.581GMT|  12|38483|30655056411|0|0|40568443|136439|app-20190517093515-0284
STAGES|3127|mapToPair at JoinQuery.java:429      |1|4|2019-05-17T16:43:41.035GMT|2019-05-17T16:44:09.235GMT| 901|109775|108508946869|0|0|48609599|1212042|app-20190517093515-0284
STAGES|3126|distinct at JoinQuery.java:508       |1|4|2019-05-17T16:43:37.252GMT|2019-05-17T16:43:40.974GMT| 901|11822|11301788663|0|0|3612136|51394|app-20190517093515-0284
