Variant	epsilon	time
COLLECT	20	0.20743146988992
EACH	20	0.2142369954672995
HASH_3	20	0.1884718325059356
HASH_4	20	0.191925318368228
HASH_5	20	0.183364990287071
HASH_6	20	0.1964580185624863
HASH_7	20	0.1937599827325707
HASH_8	20	0.196242175696093
