0;bfe;80.0;5;6;162.080
1;bfe;90.0;5;6;320.030
2;bfe;100.0;5;6;696.550
3;bfe;110.0;5;6;1153.910
4;bfe;120.0;5;6;1553.630
15;bfe;80.0;5;6;161.510
16;bfe;90.0;5;6;332.700
17;bfe;100.0;5;6;697.720
18;bfe;110.0;5;6;1190.170
19;bfe;120.0;5;6;1553.150
30;bfe;80.0;5;6;157.430
31;bfe;90.0;5;6;320.010
32;bfe;100.0;5;6;726.450
33;bfe;110.0;5;6;1158.640
34;bfe;120.0;5;6;1574.930
