POLYGON ((1963863.907 569038.8681, 1963863.907 574100.433, 1967872.3557 574100.433, 1967872.3557 569038.8681, 1963863.907 569038.8681))	0	639	1291
POLYGON ((1967872.3557 569038.8681, 1967872.3557 574100.433, 1971880.8045 574100.433, 1971880.8045 569038.8681, 1967872.3557 569038.8681))	1	614	1291
POLYGON ((1963863.907 563977.3032, 1963863.907 569038.8681, 1967872.3557 569038.8681, 1967872.3557 563977.3032, 1963863.907 563977.3032))	2	484	1291
POLYGON ((1967872.3557 566508.0857, 1967872.3557 569038.8681, 1969876.5801 569038.8681, 1969876.5801 566508.0857, 1967872.3557 566508.0857))	3	330	1291
POLYGON ((1969876.5801 566508.0857, 1969876.5801 569038.8681, 1971880.8045 569038.8681, 1971880.8045 566508.0857, 1969876.5801 566508.0857))	4	130	1291
POLYGON ((1967872.3557 563977.3032, 1967872.3557 566508.0857, 1969876.5801 566508.0857, 1969876.5801 563977.3032, 1967872.3557 563977.3032))	5	244	1291
POLYGON ((1969876.5801 563977.3032, 1969876.5801 566508.0857, 1971880.8045 566508.0857, 1971880.8045 563977.3032, 1969876.5801 563977.3032))	6	331	1291
POLYGON ((1971880.8045 569038.8681, 1971880.8045 574100.433, 1975889.2532 574100.433, 1975889.2532 569038.8681, 1971880.8045 569038.8681))	7	293	1291
POLYGON ((1975889.2532 569038.8681, 1975889.2532 574100.433, 1979897.702 574100.433, 1979897.702 569038.8681, 1975889.2532 569038.8681))	8	674	1291
POLYGON ((1971880.8045 563977.3032, 1971880.8045 569038.8681, 1975889.2532 569038.8681, 1975889.2532 563977.3032, 1971880.8045 563977.3032))	9	548	1291
POLYGON ((1975889.2532 563977.3032, 1975889.2532 569038.8681, 1979897.702 569038.8681, 1979897.702 563977.3032, 1975889.2532 563977.3032))	10	526	1291
POLYGON ((1963863.907 562711.912, 1963863.907 563977.3033, 1964866.0192 563977.3033, 1964866.0192 562711.912, 1963863.907 562711.912))	11	557	1291
POLYGON ((1964866.0192 562711.912, 1964866.0192 563977.3033, 1965868.1314 563977.3033, 1965868.1314 562711.912, 1964866.0192 562711.912))	12	177	1291
POLYGON ((1963863.907 561446.5208, 1963863.907 562711.912, 1964866.0192 562711.912, 1964866.0192 561446.5208, 1963863.907 561446.5208))	13	221	1291
POLYGON ((1964866.0192 561446.5208, 1964866.0192 562711.912, 1965868.1314 562711.912, 1965868.1314 561446.5208, 1964866.0192 561446.5208))	14	62	1291
POLYGON ((1965868.1314 561446.5208, 1965868.1314 563977.3032, 1967872.3557 563977.3032, 1967872.3557 561446.5208, 1965868.1314 561446.5208))	15	312	1291
POLYGON ((1963863.907 558915.7384, 1963863.907 561446.5208, 1965868.1314 561446.5208, 1965868.1314 558915.7384, 1963863.907 558915.7384))	16	214	1291
POLYGON ((1965868.1314 558915.7384, 1965868.1314 561446.5208, 1967872.3557 561446.5208, 1967872.3557 558915.7384, 1965868.1314 558915.7384))	17	112	1291
POLYGON ((1967872.3557 558915.7384, 1967872.3557 563977.3033, 1971880.8045 563977.3033, 1971880.8045 558915.7384, 1967872.3557 558915.7384))	18	457	1291
POLYGON ((1963863.907 553854.1735, 1963863.907 558915.7384, 1967872.3557 558915.7384, 1967872.3557 553854.1735, 1963863.907 553854.1735))	19	663	1291
POLYGON ((1967872.3557 553854.1735, 1967872.3557 558915.7384, 1971880.8045 558915.7384, 1971880.8045 553854.1735, 1967872.3557 553854.1735))	20	591	1291
POLYGON ((1971880.8045 558915.7384, 1971880.8045 563977.3033, 1975889.2532 563977.3033, 1975889.2532 558915.7384, 1971880.8045 558915.7384))	21	1208	1291
POLYGON ((1975889.2532 561446.5208, 1975889.2532 563977.3032, 1977893.4776 563977.3032, 1977893.4776 561446.5208, 1975889.2532 561446.5208))	22	663	1291
POLYGON ((1977893.4776 561446.5208, 1977893.4776 563977.3032, 1979897.702 563977.3032, 1979897.702 561446.5208, 1977893.4776 561446.5208))	23	380	1291
POLYGON ((1975889.2532 558915.7384, 1975889.2532 561446.5208, 1977893.4776 561446.5208, 1977893.4776 558915.7384, 1975889.2532 558915.7384))	24	865	1291
POLYGON ((1977893.4776 558915.7384, 1977893.4776 561446.5208, 1979897.702 561446.5208, 1979897.702 558915.7384, 1977893.4776 558915.7384))	25	222	1291
POLYGON ((1971880.8045 556384.9559, 1971880.8045 558915.7384, 1973885.0289 558915.7384, 1973885.0289 556384.9559, 1971880.8045 556384.9559))	26	485	1291
POLYGON ((1973885.0289 556384.9559, 1973885.0289 558915.7384, 1975889.2532 558915.7384, 1975889.2532 556384.9559, 1973885.0289 556384.9559))	27	414	1291
POLYGON ((1971880.8045 553854.1735, 1971880.8045 556384.9559, 1973885.0289 556384.9559, 1973885.0289 553854.1735, 1971880.8045 553854.1735))	28	212	1291
POLYGON ((1973885.0289 553854.1735, 1973885.0289 556384.9559, 1975889.2532 556384.9559, 1975889.2532 553854.1735, 1973885.0289 553854.1735))	29	110	1291
POLYGON ((1975889.2532 553854.1735, 1975889.2532 558915.7384, 1979897.702 558915.7384, 1979897.702 553854.1735, 1975889.2532 553854.1735))	30	409	1291
POLYGON ((1979897.702 569038.8681, 1979897.702 574100.433, 1983906.1508 574100.433, 1983906.1508 569038.8681, 1979897.702 569038.8681))	31	284	1291
POLYGON ((1983906.1508 569038.8681, 1983906.1508 574100.433, 1987914.5995 574100.433, 1987914.5995 569038.8681, 1983906.1508 569038.8681))	32	821	1291
POLYGON ((1979897.702 563977.3032, 1979897.702 569038.8681, 1983906.1508 569038.8681, 1983906.1508 563977.3032, 1979897.702 563977.3032))	33	410	1291
POLYGON ((1983906.1508 563977.3032, 1983906.1508 569038.8681, 1987914.5995 569038.8681, 1987914.5995 563977.3032, 1983906.1508 563977.3032))	34	529	1291
POLYGON ((1987914.5995 569038.8681, 1987914.5995 574100.433, 1991923.0482 574100.433, 1991923.0482 569038.8681, 1987914.5995 569038.8681))	35	894	1291
POLYGON ((1991923.0482 569038.8681, 1991923.0482 574100.433, 1995931.497 574100.433, 1995931.497 569038.8681, 1991923.0482 569038.8681))	36	634	1291
POLYGON ((1987914.5995 563977.3032, 1987914.5995 569038.8681, 1991923.0482 569038.8681, 1991923.0482 563977.3032, 1987914.5995 563977.3032))	37	353	1291
POLYGON ((1991923.0482 563977.3032, 1991923.0482 569038.8681, 1995931.497 569038.8681, 1995931.497 563977.3032, 1991923.0482 563977.3032))	38	453	1291
POLYGON ((1979897.702 561446.5208, 1979897.702 563977.3032, 1981901.9264 563977.3032, 1981901.9264 561446.5208, 1979897.702 561446.5208))	39	416	1291
POLYGON ((1981901.9264 562711.912, 1981901.9264 563977.3033, 1982904.0386 563977.3033, 1982904.0386 562711.912, 1981901.9264 562711.912))	40	12	1291
POLYGON ((1982904.0386 562711.912, 1982904.0386 563977.3033, 1983906.1508 563977.3033, 1983906.1508 562711.912, 1982904.0386 562711.912))	41	15	1291
POLYGON ((1981901.9264 562079.2164, 1981901.9264 562711.912, 1982402.9825 562711.912, 1982402.9825 562079.2164, 1981901.9264 562079.2164))	42	100	1291
POLYGON ((1982402.9825 562079.2164, 1982402.9825 562711.912, 1982904.0386 562711.912, 1982904.0386 562079.2164, 1982402.9825 562079.2164))	43	4	1291
POLYGON ((1981901.9264 561921.0425, 1981901.9264 562079.2164, 1982027.1904 562079.2164, 1982027.1904 561921.0425, 1981901.9264 561921.0425))	44	154	1291
POLYGON ((1982027.1904 561921.0425, 1982027.1904 562079.2164, 1982152.4544 562079.2164, 1982152.4544 561921.0425, 1982027.1904 561921.0425))	45	283	1291
POLYGON ((1981901.9264 561762.8686, 1981901.9264 561921.0425, 1982027.1904 561921.0425, 1982027.1904 561762.8686, 1981901.9264 561762.8686))	46	396	1291
POLYGON ((1982027.1904 561762.8686, 1982027.1904 561921.0425, 1982152.4544 561921.0425, 1982152.4544 561762.8686, 1982027.1904 561762.8686))	47	454	1291
POLYGON ((1982152.4544 561762.8686, 1982152.4544 562079.2164, 1982402.9825 562079.2164, 1982402.9825 561762.8686, 1982152.4544 561762.8686))	48	199	1291
POLYGON ((1981901.9264 561446.5208, 1981901.9264 561762.8686, 1982152.4544 561762.8686, 1982152.4544 561446.5208, 1981901.9264 561446.5208))	49	254	1291
POLYGON ((1982152.4544 561446.5208, 1982152.4544 561762.8686, 1982402.9825 561762.8686, 1982402.9825 561446.5208, 1982152.4544 561446.5208))	50	82	1291
