0;21;0;A.Indexing points...;80.0;5;6;8.116;18093;  0
0;22;0;B.Getting pairs...;80.0;5;6;8.102;23893;  0
0;23;0;C.Computing centers...;80.0;5;6;2.725;47786;  0
0;24;0;D.Indexing centers...;80.0;5;6;1.981;47786;  0
0;25;0;E.Getting disks...;80.0;5;6;6.923;47786;  0
0;26;0;F.Filtering less-than-mu disks...;80.0;5;6;0.698;11946;  0
0;27;0;G.Prunning duplicate candidates...;80.0;5;6;3.592;6972;  0
0;28;0;H.Indexing candidates...;80.0;5;6;4.122;6972;  0
0;29;0;I.Getting expansions...;80.0;5;6;0.365;23760;  0
0;30;0;J.Finding maximal disks...;80.0;5;6;4.325;1177;  0
0;31;0;K.Prunning duplicates and subsets...;80.0;5;6;2.312;1153;  0
1;38;0;A.Indexing points...;80.0;5;6;8.177;18548;  5
1;39;0;B.Getting pairs...;80.0;5;6;11.366;24880;  5
1;40;0;C.Computing centers...;80.0;5;6;1.671;49760;  5
1;41;0;D.Indexing centers...;80.0;5;6;1.525;49760;  5
1;42;0;E.Getting disks...;80.0;5;6;9.003;49760;  5
1;43;0;F.Filtering less-than-mu disks...;80.0;5;6;0.935;12528;  5
1;44;0;G.Prunning duplicate candidates...;80.0;5;6;3.494;7318;  5
1;45;0;H.Indexing candidates...;80.0;5;6;3.878;7318;  5
1;46;0;I.Getting expansions...;80.0;5;6;0.457;24903;  5
1;47;0;J.Finding maximal disks...;80.0;5;6;0.851;1226;  5
1;48;0;K.Prunning duplicates and subsets...;80.0;5;6;2.316;1206;  5
2;61;0;A.Indexing points...;80.0;5;6;4.683;18245;  1
2;62;0;B.Getting pairs...;80.0;5;6;5.369;24243;  1
2;63;0;C.Computing centers...;80.0;5;6;1.66;48486;  1
2;64;0;D.Indexing centers...;80.0;5;6;1.474;48486;  1
2;65;0;E.Getting disks...;80.0;5;6;5.706;48486;  1
2;66;0;F.Filtering less-than-mu disks...;80.0;5;6;0.472;12241;  1
2;67;0;G.Prunning duplicate candidates...;80.0;5;6;2.267;7147;  1
2;68;0;H.Indexing candidates...;80.0;5;6;2.685;7147;  1
2;69;0;I.Getting expansions...;80.0;5;6;0.284;23632;  1
2;70;0;J.Finding maximal disks...;80.0;5;6;0.836;1197;  1
2;71;0;K.Prunning duplicates and subsets...;80.0;5;6;1.521;1173;  1
3;78;0;A.Indexing points...;80.0;5;6;7.358;18546;  6
3;79;0;B.Getting pairs...;80.0;5;6;11.11;24845;  6
3;80;0;C.Computing centers...;80.0;5;6;1.579;49690;  6
3;81;0;D.Indexing centers...;80.0;5;6;1.4;49690;  6
3;82;0;E.Getting disks...;80.0;5;6;8.928;49690;  6
3;83;0;F.Filtering less-than-mu disks...;80.0;5;6;0.458;12474;  6
3;84;0;G.Prunning duplicate candidates...;80.0;5;6;3.208;7266;  6
3;85;0;H.Indexing candidates...;80.0;5;6;3.602;7266;  6
3;86;0;I.Getting expansions...;80.0;5;6;0.541;24964;  6
3;87;0;J.Finding maximal disks...;80.0;5;6;1.018;1233;  6
3;88;0;K.Prunning duplicates and subsets...;80.0;5;6;2.275;1207;  6
4;101;0;A.Indexing points...;80.0;5;6;4.376;18394;  2
4;102;0;B.Getting pairs...;80.0;5;6;5.35;24570;  2
4;103;0;C.Computing centers...;80.0;5;6;1.655;49140;  2
4;104;0;D.Indexing centers...;80.0;5;6;1.399;49140;  2
4;105;0;E.Getting disks...;80.0;5;6;5.712;49140;  2
4;106;0;F.Filtering less-than-mu disks...;80.0;5;6;0.466;12396;  2
4;107;0;G.Prunning duplicate candidates...;80.0;5;6;1.77;7233;  2
4;108;0;H.Indexing candidates...;80.0;5;6;2.121;7233;  2
4;109;0;I.Getting expansions...;80.0;5;6;0.297;23679;  2
4;110;0;J.Finding maximal disks...;80.0;5;6;0.484;1219;  2
4;111;0;K.Prunning duplicates and subsets...;80.0;5;6;1.46;1197;  2
5;118;0;A.Indexing points...;80.0;5;6;7.635;18546;  7
5;119;0;B.Getting pairs...;80.0;5;6;11.354;24821;  7
5;120;0;C.Computing centers...;80.0;5;6;1.591;49642;  7
5;121;0;D.Indexing centers...;80.0;5;6;1.335;49642;  7
5;122;0;E.Getting disks...;80.0;5;6;8.517;49642;  7
5;123;0;F.Filtering less-than-mu disks...;80.0;5;6;0.376;12396;  7
5;124;0;G.Prunning duplicate candidates...;80.0;5;6;3.052;7210;  7
5;125;0;H.Indexing candidates...;80.0;5;6;3.404;7210;  7
5;126;0;I.Getting expansions...;80.0;5;6;0.272;24187;  7
5;127;0;J.Finding maximal disks...;80.0;5;6;0.539;1223;  7
5;128;0;K.Prunning duplicates and subsets...;80.0;5;6;2.252;1206;  7
6;141;0;A.Indexing points...;80.0;5;6;7.471;18548;  3
6;142;0;B.Getting pairs...;80.0;5;6;10.746;24957;  3
6;143;0;C.Computing centers...;80.0;5;6;1.61;49914;  3
6;144;0;D.Indexing centers...;80.0;5;6;1.396;49914;  3
6;145;0;E.Getting disks...;80.0;5;6;8.068;49914;  3
6;146;0;F.Filtering less-than-mu disks...;80.0;5;6;0.394;12639;  3
6;147;0;G.Prunning duplicate candidates...;80.0;5;6;2.859;7369;  3
6;148;0;H.Indexing candidates...;80.0;5;6;3.222;7369;  3
6;149;0;I.Getting expansions...;80.0;5;6;0.262;25612;  3
6;150;0;J.Finding maximal disks...;80.0;5;6;0.639;1260;  3
6;151;0;K.Prunning duplicates and subsets...;80.0;5;6;2.256;1237;  3
7;158;0;A.Indexing points...;80.0;5;6;5.694;18546;  8
