4;MergeLast;30;3;5;L.Prunning duplicates and subsets...;2.345;788;170.75
5;MergeLast;30;3;5;B.Indexing points...;150.028;18548;178.22
5;MergeLast;30;3;5;C.Getting pairs...;10.367;5765;178.22
5;MergeLast;30;3;5;D.Computing centers...;1.386;11530;178.22
5;MergeLast;30;3;5;E.Indexing centers...;1.065;11530;178.22
5;MergeLast;30;3;5;F.Getting disks...;7.214;11530;178.22
5;MergeLast;30;3;5;G.Filtering less-than-mu disks...;0.292;3620;178.22
5;MergeLast;30;3;5;H.Prunning duplicate candidates...;5.039;1858;178.22
5;MergeLast;30;3;5;I.Indexing candidates...;5.532;1858;178.22
5;MergeLast;30;3;5;J.Getting expansions...;0.212;2980;178.22
5;MergeLast;30;3;5;K.Finding maximal disks...;0.175;788;178.22
5;MergeLast;30;3;5;L.Prunning duplicates and subsets...;1.951;785;178.22
6;MergeLast;30;3;5;B.Indexing points...;155.852;18546;183.82
6;MergeLast;30;3;5;C.Getting pairs...;10.419;5758;183.82
6;MergeLast;30;3;5;D.Computing centers...;1.474;11516;183.82
6;MergeLast;30;3;5;E.Indexing centers...;0.999;11516;183.82
6;MergeLast;30;3;5;F.Getting disks...;6.987;11516;183.82
6;MergeLast;30;3;5;G.Filtering less-than-mu disks...;0.268;3615;183.82
6;MergeLast;30;3;5;H.Prunning duplicate candidates...;5.09;1861;183.82
6;MergeLast;30;3;5;I.Indexing candidates...;5.451;1861;183.82
6;MergeLast;30;3;5;J.Getting expansions...;0.207;3020;183.82
6;MergeLast;30;3;5;K.Finding maximal disks...;0.164;782;183.82
6;MergeLast;30;3;5;L.Prunning duplicates and subsets...;1.997;776;183.82
7;MergeLast;30;3;5;B.Indexing points...;162.32;18546;191.2
7;MergeLast;30;3;5;C.Getting pairs...;10.739;5788;191.2
7;MergeLast;30;3;5;D.Computing centers...;1.363;11576;191.2
7;MergeLast;30;3;5;E.Indexing centers...;1.019;11576;191.2
7;MergeLast;30;3;5;F.Getting disks...;7.317;11576;191.2
7;MergeLast;30;3;5;G.Filtering less-than-mu disks...;0.265;3654;191.2
7;MergeLast;30;3;5;H.Prunning duplicate candidates...;5.249;1872;191.2
7;MergeLast;30;3;5;I.Indexing candidates...;5.617;1872;191.2
7;MergeLast;30;3;5;J.Getting expansions...;0.212;2960;191.2
7;MergeLast;30;3;5;K.Finding maximal disks...;0.199;786;191.2
7;MergeLast;30;3;5;L.Prunning duplicates and subsets...;2.149;782;191.2
8;MergeLast;30;3;5;B.Indexing points...;168.844;18546;190.66
8;MergeLast;30;3;5;C.Getting pairs...;6.935;5791;190.66
8;MergeLast;30;3;5;D.Computing centers...;1.484;11582;190.66
8;MergeLast;30;3;5;E.Indexing centers...;1.026;11582;190.66
8;MergeLast;30;3;5;F.Getting disks...;5.632;11582;190.66
8;MergeLast;30;3;5;G.Filtering less-than-mu disks...;0.336;3639;190.66
8;MergeLast;30;3;5;H.Prunning duplicate candidates...;3.439;1848;190.66
8;MergeLast;30;3;5;I.Indexing candidates...;3.782;1848;190.66
8;MergeLast;30;3;5;J.Getting expansions...;0.185;2887;190.66
8;MergeLast;30;3;5;K.Finding maximal disks...;0.162;790;190.66
8;MergeLast;30;3;5;L.Prunning duplicates and subsets...;2.274;785;190.66
9;MergeLast;30;3;5;B.Indexing points...;175.366;18546;204.99
9;MergeLast;30;3;5;C.Getting pairs...;10.81;5802;204.99
9;MergeLast;30;3;5;D.Computing centers...;1.433;11604;204.99
9;MergeLast;30;3;5;E.Indexing centers...;1.016;11604;204.99
