0;21;0;A.Indexing points...;100.0;5;3;8.869;18093;  0
0;22;0;B.Getting pairs...;100.0;5;3;8.56;33957;  0
0;23;0;C.Computing centers...;100.0;5;3;2.602;67914;  0
0;24;0;D.Indexing centers...;100.0;5;3;2.186;67914;  0
0;25;0;E.Getting disks...;100.0;5;3;8.118;67914;  0
0;26;0;F.Filtering less-than-mu disks...;100.0;5;3;1.183;22371;  0
0;27;0;G.Prunning duplicate candidates...;100.0;5;3;3.593;13241;  0
0;28;0;H.Indexing candidates...;100.0;5;3;4.188;13241;  0
0;29;0;I.Getting expansions...;100.0;5;3;0.489;39014;  0
0;30;0;J.Finding maximal disks...;100.0;5;3;19.615;2060;  0
0;31;0;K.Prunning duplicates and subsets...;100.0;5;3;2.185;2026;  0
1;38;0;A.Indexing points...;100.0;5;3;4.872;18394;  2
1;39;0;B.Getting pairs...;100.0;5;3;5.902;34918;  2
1;40;0;C.Computing centers...;100.0;5;3;1.773;69836;  2
1;41;0;D.Indexing centers...;100.0;5;3;1.484;69836;  2
1;42;0;E.Getting disks...;100.0;5;3;6.878;69836;  2
1;43;0;F.Filtering less-than-mu disks...;100.0;5;3;0.593;23121;  2
1;44;0;G.Prunning duplicate candidates...;100.0;5;3;2.936;13638;  2
1;45;0;H.Indexing candidates...;100.0;5;3;3.364;13638;  2
1;46;0;I.Getting expansions...;100.0;5;3;0.322;38445;  2
1;47;0;J.Finding maximal disks...;100.0;5;3;20.612;2142;  2
1;48;0;K.Prunning duplicates and subsets...;100.0;5;3;1.572;2117;  2
2;167;0;A.Indexing points...;100.0;5;3;4.622;18245;  1
2;168;0;B.Getting pairs...;100.0;5;3;5.561;34462;  1
2;169;0;C.Computing centers...;100.0;5;3;1.833;68924;  1
2;170;0;D.Indexing centers...;100.0;5;3;1.526;68924;  1
2;171;0;E.Getting disks...;100.0;5;3;6.354;68924;  1
2;172;0;F.Filtering less-than-mu disks...;100.0;5;3;0.49;22795;  1
2;173;0;G.Prunning duplicate candidates...;100.0;5;3;2.572;13477;  1
2;174;0;H.Indexing candidates...;100.0;5;3;2.996;13477;  1
2;175;0;I.Getting expansions...;100.0;5;3;0.475;38945;  1
2;176;0;J.Finding maximal disks...;100.0;5;3;10.034;2081;  1
2;177;0;K.Prunning duplicates and subsets...;100.0;5;3;2.176;2049;  1
3;184;0;A.Indexing points...;100.0;5;3;7.166;18548;  3
3;185;0;B.Getting pairs...;100.0;5;3;10.618;35515;  3
3;186;0;C.Computing centers...;100.0;5;3;1.701;71030;  3
3;187;0;D.Indexing centers...;100.0;5;3;1.489;71030;  3
3;188;0;E.Getting disks...;100.0;5;3;9.226;71030;  3
3;189;0;F.Filtering less-than-mu disks...;100.0;5;3;0.815;23573;  3
3;190;0;G.Prunning duplicate candidates...;100.0;5;3;3.902;13906;  3
3;191;0;H.Indexing candidates...;100.0;5;3;4.429;13906;  3
3;192;0;I.Getting expansions...;100.0;5;3;0.432;40580;  3
3;193;0;J.Finding maximal disks...;100.0;5;3;10.796;2197;  3
3;194;0;K.Prunning duplicates and subsets...;100.0;5;3;2.225;2166;  3
4;315;0;A.Indexing points...;100.0;5;3;7.1;18548;  4
4;316;0;B.Getting pairs...;100.0;5;3;10.754;35479;  4
4;317;0;C.Computing centers...;100.0;5;3;1.687;70958;  4
4;318;0;D.Indexing centers...;100.0;5;3;1.429;70958;  4
4;319;0;E.Getting disks...;100.0;5;3;9.4;70958;  4
4;320;0;F.Filtering less-than-mu disks...;100.0;5;3;0.766;23470;  4
4;321;0;G.Prunning duplicate candidates...;100.0;5;3;3.453;13777;  4
4;322;0;H.Indexing candidates...;100.0;5;3;3.881;13777;  4
4;323;0;I.Getting expansions...;100.0;5;3;0.587;40283;  4
4;324;0;J.Finding maximal disks...;100.0;5;3;18.16;2198;  4
4;325;0;K.Prunning duplicates and subsets...;100.0;5;3;2.351;2168;  4
5;446;0;A.Indexing points...;100.0;5;3;7.184;18548;  5
5;447;0;B.Getting pairs...;100.0;5;3;10.842;35452;  5
5;448;0;C.Computing centers...;100.0;5;3;1.68;70904;  5
5;449;0;D.Indexing centers...;100.0;5;3;1.528;70904;  5
5;450;0;E.Getting disks...;100.0;5;3;9.466;70904;  5
5;451;0;F.Filtering less-than-mu disks...;100.0;5;3;0.663;23317;  5
5;452;0;G.Prunning duplicate candidates...;100.0;5;3;3.829;13699;  5
5;453;0;H.Indexing candidates...;100.0;5;3;4.289;13699;  5
5;454;0;I.Getting expansions...;100.0;5;3;0.57;39039;  5
5;455;0;J.Finding maximal disks...;100.0;5;3;10.154;2175;  5
5;456;0;K.Prunning duplicates and subsets...;100.0;5;3;2.399;2144;  5
6;577;0;A.Indexing points...;100.0;5;3;6.951;18546;  6
6;578;0;B.Getting pairs...;100.0;5;3;10.839;35447;  6
6;579;0;C.Computing centers...;100.0;5;3;1.782;70894;  6
6;580;0;D.Indexing centers...;100.0;5;3;1.594;70894;  6
6;581;0;E.Getting disks...;100.0;5;3;8.792;70894;  6
6;582;0;F.Filtering less-than-mu disks...;100.0;5;3;0.715;23307;  6
6;583;0;G.Prunning duplicate candidates...;100.0;5;3;3.66;13651;  6
6;584;0;H.Indexing candidates...;100.0;5;3;4.026;13651;  6
6;585;0;I.Getting expansions...;100.0;5;3;0.294;38421;  6
6;586;0;J.Finding maximal disks...;100.0;5;3;5.91;2200;  6
6;587;0;K.Prunning duplicates and subsets...;100.0;5;3;2.325;2168;  6
7;708;0;A.Indexing points...;100.0;5;3;7.35;18546;  7
7;709;0;B.Getting pairs...;100.0;5;3;11.03;35397;  7
7;710;0;C.Computing centers...;100.0;5;3;2.03;70794;  7
7;711;0;D.Indexing centers...;100.0;5;3;1.903;70794;  7
7;712;0;E.Getting disks...;100.0;5;3;10.845;70794;  7
7;713;0;F.Filtering less-than-mu disks...;100.0;5;3;0.817;23206;  7
7;714;0;G.Prunning duplicate candidates...;100.0;5;3;3.56;13577;  7
7;715;0;H.Indexing candidates...;100.0;5;3;3.991;13577;  7
7;716;0;I.Getting expansions...;100.0;5;3;0.401;39128;  7
7;717;0;J.Finding maximal disks...;100.0;5;3;23.822;2214;  7
7;718;0;K.Prunning duplicates and subsets...;100.0;5;3;2.298;2173;  7
8;839;0;A.Indexing points...;100.0;5;3;5.458;18546;  8
8;840;0;B.Getting pairs...;100.0;5;3;6.291;35328;  8
8;841;0;C.Computing centers...;100.0;5;3;1.691;70656;  8
8;842;0;D.Indexing centers...;100.0;5;3;1.514;70656;  8
8;843;0;E.Getting disks...;100.0;5;3;6.398;70656;  8
8;844;0;F.Filtering less-than-mu disks...;100.0;5;3;0.631;23115;  8
8;845;0;G.Prunning duplicate candidates...;100.0;5;3;2.736;13563;  8
8;846;0;H.Indexing candidates...;100.0;5;3;3.142;13563;  8
8;847;0;I.Getting expansions...;100.0;5;3;0.293;39316;  8
8;848;0;J.Finding maximal disks...;100.0;5;3;36.11;2186;  8
8;849;0;K.Prunning duplicates and subsets...;100.0;5;3;1.567;2154;  8
9;970;0;A.Indexing points...;100.0;5;3;8.883;18546;  9
9;971;0;B.Getting pairs...;100.0;5;3;11.051;35243;  9
9;972;0;C.Computing centers...;100.0;5;3;1.797;70486;  9
9;973;0;D.Indexing centers...;100.0;5;3;1.507;70486;  9
9;974;0;E.Getting disks...;100.0;5;3;8.688;70486;  9
9;975;0;F.Filtering less-than-mu disks...;100.0;5;3;0.596;23034;  9
9;976;0;G.Prunning duplicate candidates...;100.0;5;3;3.805;13505;  9
9;977;0;H.Indexing candidates...;100.0;5;3;4.343;13505;  9
9;978;0;I.Getting expansions...;100.0;5;3;0.267;39133;  9
9;979;0;J.Finding maximal disks...;100.0;5;3;13.941;2166;  9
9;980;0;K.Prunning duplicates and subsets...;100.0;5;3;2.122;2133;  9
10;1101;0;A.Indexing points...;100.0;5;3;8.463;18546; 10
10;1102;0;B.Getting pairs...;100.0;5;3;11.189;35224; 10
10;1103;0;C.Computing centers...;100.0;5;3;1.861;70448; 10
10;1104;0;D.Indexing centers...;100.0;5;3;1.471;70448; 10
10;1105;0;E.Getting disks...;100.0;5;3;10.431;70448; 10
10;1106;0;F.Filtering less-than-mu disks...;100.0;5;3;0.749;23005; 10
