6573753	1982013.278	561999.675	320	1	0
5322099	1982015.219	562000.67	320	1	0
3676976	1982013.834	562000.783	320	1	0
2633554	1982015.016	561991.242	320	1	0
4053623	1982014.943	562001.558	320	1	0
6209288	1982014.094	561992.02	320	1	0
2382646	1982015.199	561990.687	320	1	0
5643042	1982015.562	561987.247	320	1	0
2722990	1982018.961	561978.811	320	1	0
9841700	1981975.408	562037.795	320	1	0
3079989	1982012.63	561998.789	320	1	0
1418848	1982015.216	561999.339	320	1	0
5841111	1982016.392	561986.802	320	1	0
2238430	1982006.468	562010.781	320	1	0
1303935	1982015.933	561988.134	320	1	0
2098855	1982014.938	561998.674	320	1	0
10169705	1982014.724	561983.589	320	1	0
9058458	1981954.475	562049.816	320	1	0
3524674	1982016.212	561989.465	320	1	0
5210857	1982016.121	561990.019	320	1	0
9334570	1982017.816	562007.209	320	1	0
8622242	1982019.149	561980.141	320	1	0
11458456	1982015.0	561983.033	320	1	0
3199532	1982014.019	562001.116	320	1	0
5612230	1982018.957	561976.481	320	1	0
2565954	1982015.195	561988.468	320	1	0
12866437	1982017.44	562003.55	320	1	0
3096978	1982013.921	561998.121	320	1	0
830653	1982013.0	561999.121	320	1	0
1708932	1982019.691	561974.151	320	1	0
7178302	1982014.553	561990.466	320	1	0
17095295	1981930.403	562061.953	320	1	0
14978630	1982016.429	562005.881	320	1	0
12548903	1982014.297	562001.67	320	1	0
13439858	1982019.273	561996.891	320	1	0
6708474	1982014.92	561989.356	320	1	0
5881256	1982019.236	561977.701	320	1	0
11166690	1981991.635	561979.196	320	1	0
2945268	1982019.141	561976.037	320	1	0
1416950	1982009.193	561987.704	320	1	0
9589564	1982017.518	561996.339	320	1	0
16619708	1982017.535	562005.102	320	1	0
5476633	1982012.722	561998.567	320	1	0
892666	1982016.396	561989.021	320	1	0
4098651	1982015.57	561991.684	320	1	0
9523304	1981841.268	561896.963	320	2	0
1835703	1981855.068	561872.533	320	2	0
9808562	1981852.749	561866.769	320	2	0
1737721	1981856.175	561871.865	320	2	0
11127217	1981852.017	561870.209	320	2	0
11448063	1981857.383	561875.634	320	2	0
11086164	1981840.937	561916.597	320	2	0
14037872	1981858.197	561867.202	320	2	0
8644527	1981852.005	561863.998	320	2	0
13044329	1981858.492	561876.297	320	2	0
7313565	1981852.202	561870.098	320	2	0
13452730	1981840.346	561897.519	320	2	0
11997668	1981858.104	561866.648	320	2	0
7227052	1981857.009	561873.416	320	2	0
2098395	1981851.637	561864.664	320	2	0
3257732	1981851.64	561865.995	320	2	0
647207	1981852.839	561865.549	320	2	0
84525	1981843.486	561898.068	320	2	0
5397362	1981853.302	561866.435	320	2	0
3853885	1981855.9	561872.753	320	2	0
3466516	1981855.254	561872.976	320	2	0
6996959	1981852.283	561864.441	320	2	0
1688288	1981876.946	561871.048	320	3	0
2588978	1981878.42	561869.603	320	3	0
2203728	1981872.348	561880.596	320	3	0
1944612	1981870.396	561873.612	320	3	0
11463028	1981889.328	561876.459	320	3	0
