Dataset=sample96 Epsilon=6 Mu=4
2023-02-16 16:01:15,870|0|EACH|6|4|1676592075769|1676592075867|98|COMMAND|scala.tools.nsc.MainGenericRunner -cp /home/acald013/Spark/2.4/jars/geospark-1.3.1.jar:/home/acald013/Spark/2.4/jars/commons-numbers-fraction-1.0-beta1.jar:/home/acald013/Spark/2.4/jars/commons-numbers-core-1.0-beta1.jar:/home/acald013/Spark/2.4/jars/scallop_2.11-4.0.1.jar:/home/acald013/Spark/2.4/jars/spark-core_2.11-2.4.0.jar:/home/acald013/Spark/2.4/jars/jgrapht-core-1.4.0.jar:/home/acald013/Spark/2.4/jars/commons-geometry-core-1.0-beta1.jar:/home/acald013/Spark/2.4/jars/commons-geometry-enclosing-1.0-beta1.jar:/home/acald013/Spark/2.4/jars/commons-geometry-euclidean-1.0-beta1.jar:/home/acald013/Spark/2.4/jars/commons-numbers-fraction-1.0-beta1.jar:/home/acald013/Spark/2.4/jars/commons-numbers-core-1.0-beta1.jar:/home/acald013/Spark/2.4/jars/commons-numbers-arrays-1.0-beta1.jar:/home/acald013/Spark/2.4/jars/slf4j-api-1.7.25.jar:/home/acald013/Spark/2.4/jars/slf4j-log4j12-1.7.25.jar:/home/acald013/Spark/2.4/jars/log4j-1.2.17.jar:/home/acald013/Research/Scripts/Scala/PFlocks/target/scala-2.11/pflocks_2.11-0.1.jar -Dlog4j.configuration=file:/home/acald013/Spark/2.4/conf/log4j.properties edu.ucr.dblab.pflock.MF_CMBC_EACH --tolerance 0.001 --input /home/acald013/Research/Meetings/next/figures/datasets/sample96.tsv --epsilon 6 --mu 4 --tag EACH --threshold 5
2023-02-16 16:01:15,876|6|EACH|6|4|1676592075769|1676592075876|107|INFO|Start
2023-02-16 16:01:15,911|41|EACH|6|4|1676592075769|1676592075911|142|INFO|points=327
2023-02-16 16:01:15,911|41|EACH|6|4|1676592075769|1676592075911|142|TIME|Read
2023-02-16 16:01:15,982|112|EACH|6|4|1676592075769|1676592075981|212|TIME|Graph
2023-02-16 16:01:16,254|384|EACH|6|4|1676592075769|1676592076253|484|TIME|Cliques
2023-02-16 16:01:16,260|390|EACH|6|4|1676592075769|1676592076260|491|TIME|MBC
2023-02-16 16:01:16,381|511|EACH|6|4|1676592075769|1676592076380|611|INFO|mode=1;min=4;max=13;avg=6.88;sd=2.44;ncliques=78;uniquePoints=226;replicatedPoints=537
2023-02-16 16:01:16,384|514|EACH|6|4|1676592075769|1676592076383|614|INFO|mode=2;min=4;max=8;avg=6.5;sd=1.28;ncliques=10;uniquePoints=34;replicatedPoints=65
2023-02-16 16:01:16,384|514|EACH|6|4|1676592075769|1676592076384|615|TIME|Stats
2023-02-16 16:01:16,387|517|EACH|6|4|1676592075769|1676592076386|617|TIME|EnclosedByMBC
2023-02-16 16:01:16,388|518|EACH|6|4|1676592075769|1676592076388|619|INFO2|n=8
2023-02-16 16:01:16,389|519|EACH|6|4|1676592076388|1676592076388|0|TIME2|pairs
2023-02-16 16:01:16,389|519|EACH|6|4|1676592075769|1676592076389|620|INFO2|npairs=28
2023-02-16 16:01:16,392|522|EACH|6|4|1676592076388|1676592076391|3|TIME2|centers
2023-02-16 16:01:16,392|522|EACH|6|4|1676592075769|1676592076392|623|INFO2|ncenters=56
2023-02-16 16:01:16,403|533|EACH|6|4|1676592076391|1676592076403|12|TIME2|disks
2023-02-16 16:01:16,404|534|EACH|6|4|1676592075769|1676592076404|635|INFO2|ndisks=39
2023-02-16 16:01:16,442|572|EACH|6|4|1676592076403|1676592076442|39|TIME2|prune
2023-02-16 16:01:16,443|573|EACH|6|4|1676592075769|1676592076443|674|INFO2|nmaximals=3
2023-02-16 16:01:16,443|573|EACH|6|4|1676592075769|1676592076443|674|INFO2|n=7
2023-02-16 16:01:16,444|574|EACH|6|4|1676592076443|1676592076443|0|TIME2|pairs
2023-02-16 16:01:16,444|574|EACH|6|4|1676592075769|1676592076444|675|INFO2|npairs=21
2023-02-16 16:01:16,445|575|EACH|6|4|1676592076443|1676592076444|1|TIME2|centers
2023-02-16 16:01:16,445|575|EACH|6|4|1676592075769|1676592076445|676|INFO2|ncenters=42
2023-02-16 16:01:16,447|577|EACH|6|4|1676592076444|1676592076447|3|TIME2|disks
2023-02-16 16:01:16,447|577|EACH|6|4|1676592075769|1676592076447|678|INFO2|ndisks=24
2023-02-16 16:01:16,472|602|EACH|6|4|1676592076447|1676592076471|24|TIME2|prune
2023-02-16 16:01:16,472|602|EACH|6|4|1676592075769|1676592076472|703|INFO2|nmaximals=3
2023-02-16 16:01:16,473|603|EACH|6|4|1676592075769|1676592076472|703|INFO2|n=7
2023-02-16 16:01:16,473|603|EACH|6|4|1676592076473|1676592076473|0|TIME2|pairs
2023-02-16 16:01:16,473|603|EACH|6|4|1676592075769|1676592076473|704|INFO2|npairs=21
2023-02-16 16:01:16,474|604|EACH|6|4|1676592076473|1676592076474|1|TIME2|centers
2023-02-16 16:01:16,474|604|EACH|6|4|1676592075769|1676592076474|705|INFO2|ncenters=42
2023-02-16 16:01:16,481|611|EACH|6|4|1676592076474|1676592076476|2|TIME2|disks
2023-02-16 16:01:16,482|612|EACH|6|4|1676592075769|1676592076482|713|INFO2|ndisks=27
2023-02-16 16:01:16,507|637|EACH|6|4|1676592076476|1676592076506|30|TIME2|prune
2023-02-16 16:01:16,507|637|EACH|6|4|1676592075769|1676592076507|738|INFO2|nmaximals=4
2023-02-16 16:01:16,508|638|EACH|6|4|1676592075769|1676592076508|739|INFO2|n=7
2023-02-16 16:01:16,508|638|EACH|6|4|1676592076508|1676592076508|0|TIME2|pairs
2023-02-16 16:01:16,508|638|EACH|6|4|1676592075769|1676592076508|739|INFO2|npairs=21
2023-02-16 16:01:16,509|639|EACH|6|4|1676592076508|1676592076509|1|TIME2|centers
2023-02-16 16:01:16,509|639|EACH|6|4|1676592075769|1676592076509|740|INFO2|ncenters=42
2023-02-16 16:01:16,511|641|EACH|6|4|1676592076509|1676592076511|2|TIME2|disks
2023-02-16 16:01:16,511|641|EACH|6|4|1676592075769|1676592076511|742|INFO2|ndisks=24
2023-02-16 16:01:16,535|665|EACH|6|4|1676592076511|1676592076535|24|TIME2|prune
2023-02-16 16:01:16,536|666|EACH|6|4|1676592075769|1676592076535|766|INFO2|nmaximals=3
2023-02-16 16:01:16,536|666|EACH|6|4|1676592075769|1676592076536|767|INFO2|n=7
2023-02-16 16:01:16,536|666|EACH|6|4|1676592076536|1676592076536|0|TIME2|pairs
2023-02-16 16:01:16,537|667|EACH|6|4|1676592075769|1676592076537|768|INFO2|npairs=21
2023-02-16 16:01:16,537|667|EACH|6|4|1676592076536|1676592076537|1|TIME2|centers
2023-02-16 16:01:16,537|667|EACH|6|4|1676592075769|1676592076537|768|INFO2|ncenters=42
2023-02-16 16:01:16,539|669|EACH|6|4|1676592076537|1676592076539|2|TIME2|disks
2023-02-16 16:01:16,539|669|EACH|6|4|1676592075769|1676592076539|770|INFO2|ndisks=26
2023-02-16 16:01:16,563|693|EACH|6|4|1676592076539|1676592076563|24|TIME2|prune
2023-02-16 16:01:16,563|693|EACH|6|4|1676592075769|1676592076563|794|INFO2|nmaximals=6
2023-02-16 16:01:16,564|694|EACH|6|4|1676592075769|1676592076564|795|INFO2|n=4
2023-02-16 16:01:16,564|694|EACH|6|4|1676592076564|1676592076564|0|TIME2|pairs
2023-02-16 16:01:16,564|694|EACH|6|4|1676592075769|1676592076564|795|INFO2|npairs=6
2023-02-16 16:01:16,565|695|EACH|6|4|1676592076564|1676592076565|1|TIME2|centers
2023-02-16 16:01:16,565|695|EACH|6|4|1676592075769|1676592076565|796|INFO2|ncenters=12
2023-02-16 16:01:16,566|696|EACH|6|4|1676592076565|1676592076566|1|TIME2|disks
2023-02-16 16:01:16,566|696|EACH|6|4|1676592075769|1676592076566|797|INFO2|ndisks=0
2023-02-16 16:01:16,566|696|EACH|6|4|1676592076566|1676592076566|0|TIME2|prune
2023-02-16 16:01:16,567|697|EACH|6|4|1676592075769|1676592076567|798|INFO2|nmaximals=0
2023-02-16 16:01:16,567|697|EACH|6|4|1676592075769|1676592076567|798|INFO2|n=4
2023-02-16 16:01:16,567|697|EACH|6|4|1676592076567|1676592076567|0|TIME2|pairs
2023-02-16 16:01:16,568|698|EACH|6|4|1676592075769|1676592076568|799|INFO2|npairs=6
2023-02-16 16:01:16,568|698|EACH|6|4|1676592076567|1676592076568|1|TIME2|centers
2023-02-16 16:01:16,568|698|EACH|6|4|1676592075769|1676592076568|799|INFO2|ncenters=12
2023-02-16 16:01:16,569|699|EACH|6|4|1676592076568|1676592076569|1|TIME2|disks
2023-02-16 16:01:16,569|699|EACH|6|4|1676592075769|1676592076569|800|INFO2|ndisks=0
2023-02-16 16:01:16,570|700|EACH|6|4|1676592076569|1676592076569|0|TIME2|prune
2023-02-16 16:01:16,570|700|EACH|6|4|1676592075769|1676592076570|801|INFO2|nmaximals=0
2023-02-16 16:01:16,570|700|EACH|6|4|1676592075769|1676592076570|801|INFO2|n=7
2023-02-16 16:01:16,571|701|EACH|6|4|1676592076570|1676592076571|1|TIME2|pairs
2023-02-16 16:01:16,571|701|EACH|6|4|1676592075769|1676592076571|802|INFO2|npairs=21
2023-02-16 16:01:16,571|701|EACH|6|4|1676592076571|1676592076571|0|TIME2|centers
