2024-05-29 17:39:34,604|97543|mr-hn|TIME|0|application_1713583699042_1294|1|LA_25K|20.0|3|3|PSI|400|2554|10.0|1|Safe|3.872034895
2024-05-29 17:39:58,960|121899|mr-hn|TIME|0|application_1713583699042_1294|1|LA_25K|20.0|3|3|PSI|400|2554|10.0|1|Partial|24.347000262
2024-05-29 17:39:58,961|121900|mr-hn|TIME|0|application_1713583699042_1294|1|LA_25K|20.0|3|3|PSI|400|2554|10.0|1|Total|28.219035157
2024-05-29 17:41:46,872|101892|mr-hn|TIME|0|application_1713583699042_1297|1|LA_25K|25.0|3|3|PSI|400|2563|12.5|1|Safe|3.045517365
2024-05-29 17:43:32,308|207328|mr-hn|TIME|0|application_1713583699042_1297|1|LA_25K|25.0|3|3|PSI|400|2563|12.5|1|Partial|105.420818701
2024-05-29 17:43:32,310|207330|mr-hn|TIME|0|application_1713583699042_1297|1|LA_25K|25.0|3|3|PSI|400|2563|12.5|1|Total|108.466336066
2024-05-29 17:49:33,219|354542|mr-hn|TIME|0|application_1713583699042_1299|1|LA_25K|30.0|3|3|PSI|400|2554|15.0|1|Safe|3.757584147
2024-05-29 17:54:19,321|640644|mr-hn|TIME|0|application_1713583699042_1299|1|LA_25K|30.0|3|3|PSI|400|2554|15.0|1|Partial|286.066295604
2024-05-29 17:54:19,323|640646|mr-hn|TIME|0|application_1713583699042_1299|1|LA_25K|30.0|3|3|PSI|400|2554|15.0|1|Total|289.823879751
2024-05-29 17:55:43,162|77616|mr-hn|TIME|0|application_1713583699042_1301|1|LA_25K|20.0|3|3|PSI|500|2032|10.0|1|Safe|2.382190151
2024-05-29 17:56:07,230|101684|mr-hn|TIME|0|application_1713583699042_1301|1|LA_25K|20.0|3|3|PSI|500|2032|10.0|1|Partial|24.034439237
2024-05-29 17:56:07,232|101686|mr-hn|TIME|0|application_1713583699042_1301|1|LA_25K|20.0|3|3|PSI|500|2032|10.0|1|Total|26.416629388
2024-05-29 17:57:47,780|94329|mr-hn|TIME|0|application_1713583699042_1303|1|LA_25K|25.0|3|3|PSI|500|2017|12.5|1|Safe|2.612384591
2024-05-29 17:59:08,076|174625|mr-hn|TIME|0|application_1713583699042_1303|1|LA_25K|25.0|3|3|PSI|500|2017|12.5|1|Partial|80.281907294
2024-05-29 17:59:08,078|174627|mr-hn|TIME|0|application_1713583699042_1303|1|LA_25K|25.0|3|3|PSI|500|2017|12.5|1|Total|82.894291885
2024-05-29 18:04:47,965|333481|mr-hn|TIME|0|application_1713583699042_1305|1|LA_25K|30.0|3|3|PSI|500|2011|15.0|1|Safe|3.586858905
2024-05-29 18:08:39,579|565095|mr-hn|TIME|0|application_1713583699042_1305|1|LA_25K|30.0|3|3|PSI|500|2011|15.0|1|Partial|231.576338632
2024-05-29 18:08:39,581|565097|mr-hn|TIME|0|application_1713583699042_1305|1|LA_25K|30.0|3|3|PSI|500|2011|15.0|1|Total|235.163197537
2024-05-29 18:10:01,199|74606|mr-hn|TIME|0|application_1713583699042_1307|1|LA_25K|20.0|3|3|PSI|700|1480|10.0|1|Safe|2.508030722
2024-05-29 18:10:18,211|91618|mr-hn|TIME|0|application_1713583699042_1307|1|LA_25K|20.0|3|3|PSI|700|1480|10.0|1|Partial|16.99234607
2024-05-29 18:10:18,212|91619|mr-hn|TIME|0|application_1713583699042_1307|1|LA_25K|20.0|3|3|PSI|700|1480|10.0|1|Total|19.500376792
2024-05-29 18:11:53,596|89489|mr-hn|TIME|0|application_1713583699042_1309|1|LA_25K|25.0|3|3|PSI|700|1483|12.5|1|Safe|2.993835704
2024-05-29 18:12:42,854|138747|mr-hn|TIME|0|application_1713583699042_1309|1|LA_25K|25.0|3|3|PSI|700|1483|12.5|1|Partial|49.244177062
2024-05-29 18:12:42,855|138748|mr-hn|TIME|0|application_1713583699042_1309|1|LA_25K|25.0|3|3|PSI|700|1483|12.5|1|Total|52.238012766
2024-05-29 18:16:06,523|197686|mr-hn|TIME|0|application_1713583699042_1311|1|LA_25K|30.0|3|3|PSI|700|1489|15.0|1|Safe|3.09300344
2024-05-29 18:18:36,784|347947|mr-hn|TIME|0|application_1713583699042_1311|1|LA_25K|30.0|3|3|PSI|700|1489|15.0|1|Partial|149.782125955
2024-05-29 18:18:36,789|347952|mr-hn|TIME|0|application_1713583699042_1311|1|LA_25K|30.0|3|3|PSI|700|1489|15.0|1|Total|152.875129395
2024-05-29 18:19:57,174|72549|mr-hn|TIME|0|application_1713583699042_1313|1|LA_25K|20.0|3|3|PSI|1000|1000|10.0|1|Safe|1.971178511
2024-05-29 18:20:09,146|84521|mr-hn|TIME|0|application_1713583699042_1313|1|LA_25K|20.0|3|3|PSI|1000|1000|10.0|1|Partial|11.964333479
2024-05-29 18:20:09,148|84523|mr-hn|TIME|0|application_1713583699042_1313|1|LA_25K|20.0|3|3|PSI|1000|1000|10.0|1|Total|13.93551199
2024-05-29 18:21:41,701|86959|mr-hn|TIME|0|application_1713583699042_1315|1|LA_25K|25.0|3|3|PSI|1000|1006|12.5|1|Safe|2.629976407
2024-05-29 18:22:16,432|121690|mr-hn|TIME|0|application_1713583699042_1315|1|LA_25K|25.0|3|3|PSI|1000|1006|12.5|1|Partial|34.713717168
2024-05-29 18:22:16,434|121692|mr-hn|TIME|0|application_1713583699042_1315|1|LA_25K|25.0|3|3|PSI|1000|1006|12.5|1|Total|37.343693575
2024-05-29 18:25:35,591|193281|mr-hn|TIME|0|application_1713583699042_1317|1|LA_25K|30.0|3|3|PSI|1000|1009|15.0|1|Safe|4.067635403
2024-05-29 18:27:27,112|304802|mr-hn|TIME|0|application_1713583699042_1317|1|LA_25K|30.0|3|3|PSI|1000|1009|15.0|1|Partial|111.505080782
2024-05-29 18:27:27,114|304804|mr-hn|TIME|0|application_1713583699042_1317|1|LA_25K|30.0|3|3|PSI|1000|1009|15.0|1|Total|115.57271618499999
2024-05-29 18:28:42,003|68488|mr-hn|TIME|0|application_1713583699042_1319|1|LA_25K|20.0|3|3|PSI|1300|721|10.0|1|Safe|2.40092368
2024-05-29 18:28:53,070|79555|mr-hn|TIME|0|application_1713583699042_1319|1|LA_25K|20.0|3|3|PSI|1300|721|10.0|1|Partial|11.058829791
2024-05-29 18:28:53,071|79556|mr-hn|TIME|0|application_1713583699042_1319|1|LA_25K|20.0|3|3|PSI|1300|721|10.0|1|Total|13.459753471
2024-05-29 18:30:24,991|85932|mr-hn|TIME|0|application_1713583699042_1321|1|LA_25K|25.0|3|3|PSI|1300|721|12.5|1|Safe|2.591416022
2024-05-29 18:30:56,559|117500|mr-hn|TIME|0|application_1713583699042_1321|1|LA_25K|25.0|3|3|PSI|1300|721|12.5|1|Partial|31.531385489
2024-05-29 18:30:56,561|117502|mr-hn|TIME|0|application_1713583699042_1321|1|LA_25K|25.0|3|3|PSI|1300|721|12.5|1|Total|34.122801511
2024-05-29 18:34:10,387|188045|mr-hn|TIME|0|application_1713583699042_1323|1|LA_25K|30.0|3|3|PSI|1300|727|15.0|1|Safe|4.168500869
2024-05-29 18:35:41,868|279526|mr-hn|TIME|0|application_1713583699042_1323|1|LA_25K|30.0|3|3|PSI|1300|727|15.0|1|Partial|91.439012391
2024-05-29 18:35:41,870|279528|mr-hn|TIME|0|application_1713583699042_1323|1|LA_25K|30.0|3|3|PSI|1300|727|15.0|1|Total|95.60751326
2024-05-29 18:37:17,875|89754|mr-hn|TIME|0|application_1713583699042_1325|1|LA_25K|20.0|3|3|PSI|2000|466|10.0|1|Safe|2.70537933
2024-05-29 18:37:23,485|95364|mr-hn|TIME|0|application_1713583699042_1325|1|LA_25K|20.0|3|3|PSI|2000|466|10.0|1|Partial|5.601545185
2024-05-29 18:37:23,487|95366|mr-hn|TIME|0|application_1713583699042_1325|1|LA_25K|20.0|3|3|PSI|2000|466|10.0|1|Total|8.306924515
2024-05-29 18:39:16,327|85000|mr-hn|TIME|0|application_1713583699042_1327|1|LA_25K|25.0|3|3|PSI|2000|466|12.5|1|Safe|3.926131545
2024-05-29 18:39:34,346|103019|mr-hn|TIME|0|application_1713583699042_1327|1|LA_25K|25.0|3|3|PSI|2000|466|12.5|1|Partial|17.974237666
2024-05-29 18:39:34,347|103020|mr-hn|TIME|0|application_1713583699042_1327|1|LA_25K|25.0|3|3|PSI|2000|466|12.5|1|Total|21.900369211
2024-05-29 18:42:41,365|181213|mr-hn|TIME|0|application_1713583699042_1329|1|LA_25K|30.0|3|3|PSI|2000|457|15.0|1|Safe|7.623069705
2024-05-29 18:43:34,583|234431|mr-hn|TIME|0|application_1713583699042_1329|1|LA_25K|30.0|3|3|PSI|2000|457|15.0|1|Partial|53.200707939
2024-05-29 18:43:34,584|234432|mr-hn|TIME|0|application_1713583699042_1329|1|LA_25K|30.0|3|3|PSI|2000|457|15.0|1|Total|60.823777643999996
2024-05-29 18:44:58,224|77393|mr-hn|TIME|0|application_1713583699042_1331|1|LA_25K|20.0|3|3|PSI|2300|391|10.0|1|Safe|2.73408428
2024-05-29 18:45:04,354|83523|mr-hn|TIME|0|application_1713583699042_1331|1|LA_25K|20.0|3|3|PSI|2300|391|10.0|1|Partial|6.122239761
2024-05-29 18:45:04,355|83524|mr-hn|TIME|0|application_1713583699042_1331|1|LA_25K|20.0|3|3|PSI|2300|391|10.0|1|Total|8.856324041
2024-05-29 18:47:02,394|111657|mr-hn|TIME|0|application_1713583699042_1333|1|LA_25K|25.0|3|3|PSI|2300|391|12.5|1|Safe|3.937568406
2024-05-29 18:47:20,038|129301|mr-hn|TIME|0|application_1713583699042_1333|1|LA_25K|25.0|3|3|PSI|2300|391|12.5|1|Partial|17.623930806
2024-05-29 18:47:20,039|129302|mr-hn|TIME|0|application_1713583699042_1333|1|LA_25K|25.0|3|3|PSI|2300|391|12.5|1|Total|21.561499212
2024-05-29 18:51:50,529|264639|mr-hn|TIME|0|application_1713583699042_1335|1|LA_25K|30.0|3|3|PSI|2300|391|15.0|1|Safe|7.431369204
2024-05-29 18:52:41,233|315343|mr-hn|TIME|0|application_1713583699042_1335|1|LA_25K|30.0|3|3|PSI|2300|391|15.0|1|Partial|50.688233999
2024-05-29 18:52:41,234|315344|mr-hn|TIME|0|application_1713583699042_1335|1|LA_25K|30.0|3|3|PSI|2300|391|15.0|1|Total|58.119603203
2024-05-29 18:54:21,904|94598|mr-hn|TIME|0|application_1713583699042_1337|1|LA_25K|20.0|3|3|PSI|3000|313|10.0|1|Safe|2.551617572
2024-05-29 18:54:28,110|100804|mr-hn|TIME|0|application_1713583699042_1337|1|LA_25K|20.0|3|3|PSI|3000|313|10.0|1|Partial|6.197267577
2024-05-29 18:54:28,112|100806|mr-hn|TIME|0|application_1713583699042_1337|1|LA_25K|20.0|3|3|PSI|3000|313|10.0|1|Total|8.748885149
2024-05-29 18:56:56,689|141646|mr-hn|TIME|0|application_1713583699042_1339|1|LA_25K|25.0|3|3|PSI|3000|313|12.5|1|Safe|3.812426543
2024-05-29 18:57:11,629|156586|mr-hn|TIME|0|application_1713583699042_1339|1|LA_25K|25.0|3|3|PSI|3000|313|12.5|1|Partial|14.912285703
2024-05-29 18:57:11,630|156587|mr-hn|TIME|0|application_1713583699042_1339|1|LA_25K|25.0|3|3|PSI|3000|313|12.5|1|Total|18.724712246
2024-05-29 19:03:14,133|357013|mr-hn|TIME|0|application_1713583699042_1341|1|LA_25K|30.0|3|3|PSI|3000|313|15.0|1|Safe|7.338656463
2024-05-29 19:04:05,149|408029|mr-hn|TIME|0|application_1713583699042_1341|1|LA_25K|30.0|3|3|PSI|3000|313|15.0|1|Partial|50.935131206
2024-05-29 19:04:05,151|408031|mr-hn|TIME|0|application_1713583699042_1341|1|LA_25K|30.0|3|3|PSI|3000|313|15.0|1|Total|58.273787669
2024-05-29 19:05:28,987|77671|mr-hn|TIME|0|application_1713583699042_1343|1|LA_25K|20.0|3|3|PSI|5000|190|10.0|1|Safe|2.721527833
2024-05-29 19:05:35,263|83947|mr-hn|TIME|0|application_1713583699042_1343|1|LA_25K|20.0|3|3|PSI|5000|190|10.0|1|Partial|6.268278926
2024-05-29 19:05:35,265|83949|mr-hn|TIME|0|application_1713583699042_1343|1|LA_25K|20.0|3|3|PSI|5000|190|10.0|1|Total|8.989806759
2024-05-29 19:07:21,712|100438|mr-hn|TIME|0|application_1713583699042_1345|1|LA_25K|25.0|3|3|PSI|5000|187|12.5|1|Safe|3.757672638
2024-05-29 19:07:35,417|114143|mr-hn|TIME|0|application_1713583699042_1345|1|LA_25K|25.0|3|3|PSI|5000|187|12.5|1|Partial|13.695689356
2024-05-29 19:07:35,418|114144|mr-hn|TIME|0|application_1713583699042_1345|1|LA_25K|25.0|3|3|PSI|5000|187|12.5|1|Total|17.453361994
2024-05-29 19:13:32,200|350992|mr-hn|TIME|0|application_1713583699042_1347|1|LA_25K|30.0|3|3|PSI|5000|187|15.0|1|Safe|7.502063968
2024-05-29 19:14:16,182|394974|mr-hn|TIME|0|application_1713583699042_1347|1|LA_25K|30.0|3|3|PSI|5000|187|15.0|1|Partial|43.968769268
2024-05-29 19:14:16,183|394975|mr-hn|TIME|0|application_1713583699042_1347|1|LA_25K|30.0|3|3|PSI|5000|187|15.0|1|Total|51.470833236000004
2024-05-29 19:15:41,324|79256|mr-hn|TIME|0|application_1713583699042_1349|1|LA_25K|20.0|3|3|PSI|10000|85|10.0|1|Safe|9.037109787
2024-05-29 19:15:41,948|79880|mr-hn|TIME|0|application_1713583699042_1349|1|LA_25K|20.0|3|3|PSI|10000|85|10.0|1|Partial|0.614755189
2024-05-29 19:15:41,950|79882|mr-hn|TIME|0|application_1713583699042_1349|1|LA_25K|20.0|3|3|PSI|10000|85|10.0|1|Total|9.651864976
2024-05-29 19:17:38,656|110106|mr-hn|TIME|0|application_1713583699042_1351|1|LA_25K|25.0|3|3|PSI|10000|85|12.5|1|Safe|21.543509066
2024-05-29 19:17:40,685|112135|mr-hn|TIME|0|application_1713583699042_1351|1|LA_25K|25.0|3|3|PSI|10000|85|12.5|1|Partial|2.019525042
2024-05-29 19:17:40,686|112136|mr-hn|TIME|0|application_1713583699042_1351|1|LA_25K|25.0|3|3|PSI|10000|85|12.5|1|Total|23.563034108
2024-05-29 19:23:50,907|364451|mr-hn|TIME|0|application_1713583699042_1353|1|LA_25K|30.0|3|3|PSI|10000|85|15.0|1|Safe|51.602650801
2024-05-29 19:23:56,266|369810|mr-hn|TIME|0|application_1713583699042_1353|1|LA_25K|30.0|3|3|PSI|10000|85|15.0|1|Partial|5.313511251
2024-05-29 19:23:56,268|369812|mr-hn|TIME|0|application_1713583699042_1353|1|LA_25K|30.0|3|3|PSI|10000|85|15.0|1|Total|56.916162052000004
2024-05-29 19:25:19,758|77431|mr-hn|TIME|0|application_1713583699042_1355|1|LA_25K|20.0|3|3|PSI|20000|46|10.0|1|Safe|11.262174439
2024-05-29 19:25:20,101|77774|mr-hn|TIME|0|application_1713583699042_1355|1|LA_25K|20.0|3|3|PSI|20000|46|10.0|1|Partial|0.326936689
2024-05-29 19:25:20,103|77776|mr-hn|TIME|0|application_1713583699042_1355|1|LA_25K|20.0|3|3|PSI|20000|46|10.0|1|Total|11.589111128
