partitionId	taskId	grid_id	wkt	jobId	jobGroup	stageId	index	launchTime	finishTime	duration	schedulerDelay	executorId	host	taskLocality	speculative	gettingResultTime	successful	executorRunTime	executorCpuTime	executorDeserializeTime	executorDeserializeCpuTime	resultSerializationTime	jvmGCTime	resultSize	numUpdatedBlockStatuses	diskBytesSpilled	memoryBytesSpilled	peakExecutionMemory	recordsRead	bytesRead	recordsWritten	bytesWritten	shuffleFetchWaitTime	shuffleTotalBytesRead	shuffleTotalBlocksFetched	shuffleLocalBlocksFetched	shuffleRemoteBlocksFetched	shuffleWriteTime	shuffleBytesWritten	shuffleRecordsWritten	appId	phaseName
1321	24695	1321	POLYGON ((1988922.3451 571261.9067, 1988922.3451 571420.1587, 1989047.6873 571420.1587, 1989047.6873 571261.9067, 1988922.3451 571261.9067))	12		41	24695	1594744777433	1594744777483	50	5	11	mr-06	0	false	0	true	26	23	19	18	0	0	967	0	0	0	0	0	0	0	0	0	3434	38	2	36	0	0	0	0626	Disks phase
1574	24948	1574	POLYGON ((1981950.1854 561885.4713, 1981950.1854 561905.2528, 1981965.8532 561905.2528, 1981965.8532 561885.4713, 1981950.1854 561885.4713))	12		41	24948	1594744777628	1594744777868	240	5	3	mr-01	0	false	0	true	211	200	24	16	0	0	967	0	0	0	0	0	0	0	0	0	12180	132	16	116	0	0	0	0626	Disks phase
3459	26833	3459	POLYGON ((1993936.0329 546258.0789, 1993936.0329 546891.0872, 1994437.4017 546891.0872, 1994437.4017 546258.0789, 1993936.0329 546258.0789))	12		41	26833	1594744782460	1594744782520	60	3	4	mr-12	0	false	0	true	42	15	15	13	0	0	967	0	0	0	0	0	0	0	0	25	4472	48	8	40	0	0	0	0626	Disks phase
3921	27295	3921	POLYGON ((1990426.4514 539611.4918, 1990426.4514 539927.996, 1990677.1358 539927.996, 1990677.1358 539611.4918, 1990426.4514 539611.4918))	12		41	27295	1594744783079	1594744783120	41	9	9	mr-02	0	false	0	true	19	16	13	14	0	0	967	0	0	0	0	0	0	0	0	0	3784	42	2	40	0	0	0	0626	Disks phase
47	23421	47	POLYGON ((1966360.7499 570945.4025, 1966360.7499 571103.6546, 1966486.0921 571103.6546, 1966486.0921 570945.4025, 1966360.7499 570945.4025))	12		41	23421	1594744775523	1594744775812	289	19	5	mr-05	0	false	0	true	177	51	93	20	0	0	967	0	0	0	0	0	0	0	0	0	1780	20	6	14	0	0	0	0626	Disks phase
2906	26280	2906	POLYGON ((1973379.9128 541035.7605, 1973379.9128 541114.8865, 1973442.5839 541114.8865, 1973442.5839 541035.7605, 1973379.9128 541035.7605))	12		41	26280	1594744781713	1594744781940	227	9	12	mr-09	0	false	0	true	201	21	17	15	0	0	967	0	0	0	0	0	0	0	0	179	1804	20	2	18	0	0	0	0626	Disks phase
1731	25105	1731	POLYGON ((1985914.1324 559551.2532, 1985914.1324 560184.2615, 1986415.5012 560184.2615, 1986415.5012 559551.2532, 1985914.1324 559551.2532))	12		41	25105	1594744778970	1594744779320	350	3	8	mr-04	0	false	0	true	332	17	15	14	0	0	967	0	0	0	0	0	0	0	0	314	2164	24	2	22	0	0	0	0626	Disks phase
601	23975	601	POLYGON ((1965358.0123 557652.2283, 1965358.0123 557968.7324, 1965608.6967 557968.7324, 1965608.6967 557652.2283, 1965358.0123 557652.2283))	12		41	23975	1594744776363	1594744776417	54	10	11	mr-06	0	false	0	true	30	18	14	14	0	0	967	0	0	0	0	0	0	0	0	0	3250	36	0	36	0	0	0	0626	Disks phase
977	24351	977	POLYGON ((1973755.9394 558126.9845, 1973755.9394 558285.2366, 1973881.2816 558285.2366, 1973881.2816 558126.9845, 1973755.9394 558126.9845))	12		41	24351	1594744776563	1594744776971	408	6	10	mr-11	0	false	0	true	388	36	14	14	0	0	967	0	0	0	0	0	0	0	0	349	3430	38	2	36	0	0	0	0626	Disks phase
57	23431	57	POLYGON ((1966611.4343 570945.4025, 1966611.4343 571103.6546, 1966736.7765 571103.6546, 1966736.7765 570945.4025, 1966611.4343 570945.4025))	12		41	23431	1594744775524	1594744775783	259	14	4	mr-12	0	false	0	true	155	38	90	20	0	0	967	0	0	0	0	0	0	0	0	8	2144	24	0	24	0	0	0	0626	Disks phase
1392	24766	1392	POLYGON ((1994688.086 569362.8818, 1994688.086 569679.3859, 1994938.7704 569679.3859, 1994938.7704 569362.8818, 1994688.086 569362.8818))	12		41	24766	1594744777464	1594744777606	142	16	6	mr-07	0	false	0	true	110	27	16	16	0	0	967	0	0	0	0	0	0	0	0	0	4472	48	0	48	0	0	0	0626	Disks phase
2168	25542	2168	POLYGON ((1965107.328 543726.0457, 1965107.328 544042.5499, 1965358.0123 544042.5499, 1965358.0123 543726.0457, 1965107.328 543726.0457))	12		41	25542	1594744780193	1594744780681	488	13	6	mr-07	0	false	0	true	461	26	14	15	0	0	967	0	0	0	0	0	0	0	0	432	8610	94	6	88	0	0	0	0626	Disks phase
1982	25356	1982	POLYGON ((1965859.3811 551322.1453, 1965859.3811 552588.1619, 1966862.1187 552588.1619, 1966862.1187 551322.1453, 1965859.3811 551322.1453))	12		41	25356	1594744779967	1594744780191	224	9	2	mr-10	0	false	0	true	177	29	38	21	0	0	967	0	0	0	0	0	0	0	0	146	3792	42	4	38	0	0	0	0626	Disks phase
2283	25657	2283	POLYGON ((1972377.1753 550689.137, 1972377.1753 551322.1453, 1972878.5441 551322.1453, 1972878.5441 550689.137, 1972377.1753 550689.137))	12		41	25657	1594744780669	1594744780716	47	3	4	mr-12	0	false	0	true	26	23	18	17	0	0	967	0	0	0	0	0	0	0	0	0	904	10	2	8	0	0	0	0626	Disks phase
842	24216	842	POLYGON ((1978894.9694 563507.555, 1978894.9694 563665.8071, 1979020.3116 563665.8071, 1979020.3116 563507.555, 1978894.9694 563507.555))	12		41	24216	1594744776474	1594744776518	44	8	7	mr-08	0	false	0	true	19	17	17	14	0	0	967	0	0	0	0	0	0	0	0	0	2718	30	4	26	0	0	0	0626	Disks phase
817	24191	817	POLYGON ((1976826.8232 561766.7822, 1976826.8232 561845.9082, 1976889.4943 561845.9082, 1976889.4943 561766.7822, 1976826.8232 561766.7822))	12		41	24191	1594744776458	1594744776667	209	5	10	mr-11	0	false	0	true	189	172	15	14	0	0	967	0	0	0	0	0	0	0	0	0	12290	134	10	124	0	0	0	0626	Disks phase
3615	26989	3615	POLYGON ((1986415.5012 539927.996, 1986415.5012 540561.0043, 1986916.8699 540561.0043, 1986916.8699 539927.996, 1986415.5012 539927.996))	12		41	26989	1594744782540	1594744782693	153	11	3	mr-01	0	false	0	true	126	33	16	15	0	0	967	0	0	0	0	0	0	0	0	93	6814	74	4	70	0	0	0	0626	Disks phase
266	23640	266	POLYGON ((1974884.0192 571578.4108, 1974884.0192 572844.4274, 1975886.7567 572844.4274, 1975886.7567 571578.4108, 1974884.0192 571578.4108))	12		41	23640	1594744776045	1594744776293	248	8	11	mr-06	0	false	0	true	222	23	18	14	0	0	967	0	0	0	0	0	0	0	0	194	4510	50	2	48	0	0	0	0626	Disks phase
142	23516	142	POLYGON ((1963853.906 565248.3278, 1963853.906 566514.3444, 1964856.6436 566514.3444, 1964856.6436 565248.3278, 1963853.906 565248.3278))	12		41	23516	1594744775808	1594744776102	294	4	8	mr-04	0	false	0	true	275	53	15	14	0	16	1010	0	0	0	0	0	0	0	0	196	6510	72	8	64	0	0	0	0626	Disks phase
150	23524	150	POLYGON ((1963853.906 564615.3195, 1963853.906 565248.3278, 1964355.2748 565248.3278, 1964355.2748 564615.3195, 1963853.906 564615.3195))	12		41	23524	1594744775811	1594744776070	259	4	7	mr-08	0	false	0	true	239	40	16	15	0	0	967	0	0	0	0	0	0	0	0	197	4156	46	6	40	0	0	0	0626	Disks phase
2342	25716	2342	POLYGON ((1978644.285 551955.1536, 1978644.285 552271.6578, 1978894.9694 552271.6578, 1978894.9694 551955.1536, 1978644.285 551955.1536))	12		41	25716	1594744780700	1594744780724	24	3	10	mr-11	0	false	0	true	7	6	14	13	0	0	967	0	0	0	0	0	0	0	0	0	540	6	0	6	0	0	0	0626	Disks phase
1669	25043	1669	POLYGON ((1982122.531 561747.0007, 1982122.531 561766.7822, 1982138.1987 561766.7822, 1982138.1987 561747.0007, 1982122.531 561747.0007))	12		41	25043	1594744778463	1594744779645	1182	4	10	mr-11	0	false	0	true	1164	373	14	13	0	488	1010	0	0	0	0	0	0	0	0	287	14372	156	6	150	0	0	0	0626	Disks phase
936	24310	936	POLYGON ((1976889.4943 560184.2615, 1976889.4943 560817.2698, 1977390.8631 560817.2698, 1977390.8631 560184.2615, 1976889.4943 560184.2615))	12		41	24310	1594744776523	1594744776572	49	5	7	mr-08	0	false	0	true	28	22	16	15	0	0	967	0	0	0	0	0	0	0	0	1	6018	66	6	60	0	0	0	0626	Disks phase
2841	26215	2841	POLYGON ((1969619.647 535813.442, 1969619.647 536129.9462, 1969870.3314 536129.9462, 1969870.3314 535813.442, 1969619.647 535813.442))	12		41	26215	1594744781676	1594744781865	189	4	12	mr-09	0	false	0	true	165	16	20	18	0	0	967	0	0	0	0	0	0	0	0	149	1266	14	2	12	0	0	0	0626	Disks phase
2031	25405	2031	POLYGON ((1967363.4875 550056.1287, 1967363.4875 550689.137, 1967864.8562 550689.137, 1967864.8562 550056.1287, 1967363.4875 550056.1287))	12		41	25405	1594744779988	1594744780181	193	4	5	mr-05	0	false	0	true	174	23	15	15	0	0	967	0	0	0	0	0	0	0	0	145	5132	56	4	52	0	0	0	0626	Disks phase
1551	24925	1551	POLYGON ((1982028.5243 562043.7233, 1982028.5243 562083.2864, 1982059.8599 562083.2864, 1982059.8599 562043.7233, 1982028.5243 562043.7233))	12		41	24925	1594744777612	1594744778970	1358	3	8	mr-04	0	false	0	true	1335	896	20	17	0	411	1010	0	0	0	0	0	0	0	0	3	12462	136	14	122	0	0	0	0626	Disks phase
4036	27410	4036	POLYGON ((1988295.6341 538503.7273, 1988295.6341 538661.9794, 1988420.9763 538661.9794, 1988420.9763 538503.7273, 1988295.6341 538503.7273))	12		41	27410	1594744783332	1594744783387	55	14	11	mr-06	0	false	0	true	24	20	17	17	0	0	967	0	0	0	0	0	0	0	0	0	1798	20	0	20	0	0	0	0626	Disks phase
617	23991	617	POLYGON ((1966862.1187 557968.7324, 1966862.1187 558285.2366, 1967112.8031 558285.2366, 1967112.8031 557968.7324, 1966862.1187 557968.7324))	12		41	23991	1594744776369	1594744776419	50	11	11	mr-06	0	false	0	true	23	20	16	15	0	0	967	0	0	0	0	0	0	0	0	0	1080	12	0	12	0	0	0	0626	Disks phase
2523	25897	2523	POLYGON ((1967112.8031 541035.7605, 1967112.8031 541194.0126, 1967238.1453 541194.0126, 1967238.1453 541035.7605, 1967112.8031 541035.7605))	12		41	25897	1594744781281	1594744781324	43	3	2	mr-10	0	false	0	true	20	19	20	19	0	0	967	0	0	0	0	0	0	0	0	0	3966	44	4	40	0	0	0	0626	Disks phase
111	23485	111	POLYGON ((1968867.5938 571894.915, 1968867.5938 572211.4191, 1969118.2782 572211.4191, 1969118.2782 571894.915, 1968867.5938 571894.915))	12		41	23485	1594744775783	1594744776046	263	8	4	mr-12	0	false	0	true	239	24	16	14	0	21	1010	0	0	0	0	0	0	0	0	172	4760	52	12	40	0	0	0	0626	Disks phase
3531	26905	3531	POLYGON ((1982404.5509 540561.0043, 1982404.5509 541194.0126, 1982905.9197 541194.0126, 1982905.9197 540561.0043, 1982404.5509 540561.0043))	12		41	26905	1594744782490	1594744782676	186	6	7	mr-08	0	false	0	true	165	12	15	14	0	0	967	0	0	0	0	0	0	0	0	152	3250	36	2	34	0	0	0	0626	Disks phase
2165	25539	2165	POLYGON ((1964981.9858 544042.5499, 1964981.9858 544200.802, 1965107.328 544200.802, 1965107.328 544042.5499, 1964981.9858 544042.5499))	12		41	25539	1594744780192	1594744780665	473	7	5	mr-05	0	false	0	true	451	19	15	14	0	0	967	0	0	0	0	0	0	0	0	429	4502	50	6	44	0	0	0	0626	Disks phase
3534	26908	3534	POLYGON ((1982905.9197 539927.996, 1982905.9197 541194.0126, 1983908.6572 541194.0126, 1983908.6572 539927.996, 1982905.9197 539927.996))	12		41	26908	1594744782492	1594744782698	206	4	12	mr-09	0	false	0	true	188	37	14	14	0	0	967	0	0	0	0	0	0	0	0	148	5960	66	10	56	0	0	0	0626	Disks phase
3923	27297	3923	POLYGON ((1990802.478 539769.7439, 1990802.478 539927.996, 1990927.8202 539927.996, 1990927.8202 539769.7439, 1990802.478 539769.7439))	12		41	27297	1594744783084	1594744783342	258	4	9	mr-02	0	false	0	true	240	21	14	14	0	0	967	0	0	0	0	0	0	0	0	214	4472	48	6	42	0	0	0	0626	Disks phase
3993	27367	3993	POLYGON ((1992181.2421 540402.7522, 1992181.2421 540561.0043, 1992306.5843 540561.0043, 1992306.5843 540402.7522, 1992181.2421 540402.7522))	12		41	27367	1594744783122	1594744783376	254	13	6	mr-07	0	false	0	true	225	22	16	15	0	0	967	0	0	0	0	0	0	0	0	198	3972	44	0	44	0	0	0	0626	Disks phase
3316	26690	3316	POLYGON ((1992933.2953 549423.1204, 1992933.2953 550056.1287, 1993434.6641 550056.1287, 1993434.6641 549423.1204, 1992933.2953 549423.1204))	12		41	26690	1594744782397	1594744782440	43	4	10	mr-11	0	false	0	true	20	18	19	17	0	0	967	0	0	0	0	0	0	0	0	0	2162	24	2	22	0	0	0	0626	Disks phase
1017	24391	1017	POLYGON ((1973881.2816 558601.7407, 1973881.2816 558918.2449, 1974131.966 558918.2449, 1974131.966 558601.7407, 1973881.2816 558601.7407))	12		41	24391	1594744776650	1594744776990	340	5	3	mr-01	0	false	0	true	320	54	15	14	0	0	967	0	0	0	0	0	0	0	0	259	1444	16	0	16	0	0	0	0626	Disks phase
700	24074	700	POLYGON ((1973379.9128 563349.303, 1973379.9128 563665.8071, 1973630.5972 563665.8071, 1973630.5972 563349.303, 1973379.9128 563349.303))	12		41	24074	1594744776406	1594744776453	47	6	1	mr-03	0	false	0	true	26	20	15	13	0	0	967	0	0	0	0	0	0	0	0	0	1632	18	0	18	0	0	0	0626	Disks phase
976	24350	976	POLYGON ((1973630.5972 558126.9845, 1973630.5972 558285.2366, 1973755.9394 558285.2366, 1973755.9394 558126.9845, 1973630.5972 558126.9845))	12		41	24350	1594744776563	1594744776766	203	6	5	mr-05	0	false	0	true	183	17	14	13	0	0	967	0	0	0	0	0	0	0	0	163	1808	20	6	14	0	0	0	0626	Disks phase
1036	24410	1036	POLYGON ((1974257.3082 558126.9845, 1974257.3082 558285.2366, 1974382.6504 558285.2366, 1974382.6504 558126.9845, 1974257.3082 558126.9845))	12		41	24410	1594744776766	1594744776958	192	3	5	mr-05	0	false	0	true	172	24	17	16	0	0	967	0	0	0	0	0	0	0	0	146	5864	64	2	62	0	0	0	0626	Disks phase
1307	24681	1307	POLYGON ((1988420.9763 571261.9067, 1988420.9763 571578.4108, 1988671.6607 571578.4108, 1988671.6607 571261.9067, 1988420.9763 571261.9067))	12		41	24681	1594744777306	1594744777344	38	3	7	mr-08	0	false	0	true	20	19	15	13	0	0	967	0	0	0	0	0	0	0	0	0	4510	50	6	44	0	0	0	0626	Disks phase
804	24178	804	POLYGON ((1977641.5475 563349.303, 1977641.5475 563665.8071, 1977892.2319 563665.8071, 1977892.2319 563349.303, 1977641.5475 563349.303))	12		41	24178	1594744776451	1594744776493	42	6	12	mr-09	0	false	0	true	21	17	14	14	1	0	1010	0	0	0	0	0	0	0	0	0	3436	38	6	32	0	0	0	0626	Disks phase
156	23530	156	POLYGON ((1964355.2748 563982.3112, 1964355.2748 564615.3195, 1964856.6436 564615.3195, 1964856.6436 563982.3112, 1964355.2748 563982.3112))	12		41	23530	1594744775814	1594744776061	247	9	2	mr-10	0	false	0	true	220	25	18	16	0	0	967	0	0	0	0	0	0	0	0	187	4148	46	4	42	0	0	0	0626	Disks phase
2197	25571	2197	POLYGON ((1969368.9626 548157.1038, 1969368.9626 548790.1121, 1969870.3314 548790.1121, 1969870.3314 548157.1038, 1969368.9626 548157.1038))	12		41	25571	1594744780205	1594744780669	464	8	4	mr-12	0	false	0	true	442	16	14	13	0	0	967	0	0	0	0	0	0	0	0	423	2166	24	4	20	0	0	0	0626	Disks phase
939	24313	939	POLYGON ((1976137.4411 560105.1354, 1976137.4411 560184.2615, 1976200.1122 560184.2615, 1976200.1122 560105.1354, 1976137.4411 560105.1354))	12		41	24313	1594744776524	1594744776769	245	5	2	mr-10	0	false	0	true	225	22	15	15	0	190	1010	0	0	0	0	0	0	0	0	0	2886	32	8	24	0	0	0	0626	Disks phase
1909	25283	1909	POLYGON ((1991429.189 555753.2034, 1991429.189 556069.7075, 1991679.8734 556069.7075, 1991679.8734 555753.2034, 1991429.189 555753.2034))	12		41	25283	1594744779735	1594744779983	248	14	6	mr-07	0	false	0	true	218	24	16	15	0	0	967	0	0	0	0	0	0	0	0	192	3252	36	4	32	0	0	0	0626	Disks phase
3321	26695	3321	POLYGON ((1993183.9797 548790.1121, 1993183.9797 549106.6163, 1993434.6641 549106.6163, 1993434.6641 548790.1121, 1993183.9797 548790.1121))	12		41	26695	1594744782399	1594744782451	52	3	11	mr-06	0	false	0	true	33	28	16	16	0	0	967	0	0	0	0	0	0	0	0	0	8302	92	10	82	0	0	0	0626	Disks phase
3779	27153	3779	POLYGON ((1987167.5543 538503.7273, 1987167.5543 538661.9794, 1987292.8965 538661.9794, 1987292.8965 538503.7273, 1987167.5543 538503.7273))	12		41	27153	1594744782939	1594744783112	173	7	8	mr-04	0	false	0	true	148	19	18	16	0	0	967	0	0	0	0	0	0	0	0	127	4332	48	4	44	0	0	0	0626	Disks phase
2395	25769	2395	POLYGON ((1971875.8065 546258.0789, 1971875.8065 547524.0955, 1972878.5441 547524.0955, 1972878.5441 546258.0789, 1971875.8065 546258.0789))	12		41	25769	1594744780750	1594744781290	540	4	5	mr-05	0	false	0	true	522	18	14	14	0	343	1010	0	0	0	0	0	0	0	0	153	3254	36	0	36	0	0	0	0626	Disks phase
1010	24384	1010	POLYGON ((1973442.5839 556702.7158, 1973442.5839 556722.4973, 1973458.2517 556722.4973, 1973458.2517 556702.7158, 1973442.5839 556702.7158))	12		41	24384	1594744776587	1594744776988	401	4	5	mr-05	0	false	0	true	382	53	15	15	0	0	967	0	0	0	0	0	0	0	0	324	5764	64	10	54	0	0	0	0626	Disks phase
2097	25471	2097	POLYGON ((1965483.3545 547365.8435, 1965483.3545 547524.0955, 1965608.6967 547524.0955, 1965608.6967 547365.8435, 1965483.3545 547365.8435))	12		41	25471	1594744780051	1594744780200	149	5	9	mr-02	0	false	0	true	130	23	14	14	0	0	967	0	0	0	0	0	0	0	0	94	6142	68	4	64	0	0	0	0626	Disks phase
3024	26398	3024	POLYGON ((1973881.2816 533597.913, 1973881.2816 534863.9296, 1974884.0192 534863.9296, 1974884.0192 533597.913, 1973881.2816 533597.913))	12		41	26398	1594744781946	1594744781991	45	4	11	mr-06	0	false	0	true	23	20	18	16	0	0	967	0	0	0	0	0	0	0	0	0	6744	74	6	68	0	0	0	0626	Disks phase
2481	25855	2481	POLYGON ((1966862.1187 543093.0375, 1966862.1187 543726.0458, 1967363.4875 543726.0458, 1967363.4875 543093.0375, 1966862.1187 543093.0375))	12		41	25855	1594744780963	1594744781206	243	3	1	mr-03	0	false	0	true	20	19	220	15	0	203	1010	0	0	0	0	0	0	0	0	0	3138	34	0	34	0	0	0	0626	Disks phase
3227	26601	3227	POLYGON ((1983908.6572 545625.0706, 1983908.6572 546258.0789, 1984410.026 546258.0789, 1984410.026 545625.0706, 1983908.6572 545625.0706))	12		41	26601	1594744782227	1594744782416	189	13	5	mr-05	0	false	0	true	159	20	17	15	0	0	967	0	0	0	0	0	0	0	0	138	3074	34	2	32	0	0	0	0626	Disks phase
1250	24624	1250	POLYGON ((1985663.448 567780.361, 1985663.448 568096.8652, 1985914.1324 568096.8652, 1985914.1324 567780.361, 1985663.448 567780.361))	12		41	24624	1594744777253	1594744777281	28	4	1	mr-03	0	false	0	true	11	9	13	13	0	0	967	0	0	0	0	0	0	0	0	0	1260	14	2	12	0	0	0	0626	Disks phase
840	24214	840	POLYGON ((1978894.9694 563665.8071, 1978894.9694 563982.3113, 1979145.6538 563982.3113, 1979145.6538 563665.8071, 1978894.9694 563665.8071))	12		41	24214	1594744776473	1594744776513	40	11	12	mr-09	0	false	0	true	14	10	15	15	0	0	967	0	0	0	0	0	0	0	0	0	1626	18	0	18	0	0	0	0626	Disks phase
