partitionId	taskId	grid_id	wkt	area	perimeter	jobId	jobGroup	stageId	index	launchTime	finishTime	duration	schedulerDelay	executorId	host	taskLocality	speculative	gettingResultTime	successful	executorRunTime	executorCpuTime	executorDeserializeTime	executorDeserializeCpuTime	resultSerializationTime	jvmGCTime	resultSize	numUpdatedBlockStatuses	diskBytesSpilled	memoryBytesSpilled	peakExecutionMemory	recordsRead	bytesRead	recordsWritten	bytesWritten	shuffleFetchWaitTime	shuffleTotalBytesRead	shuffleTotalBlocksFetched	shuffleLocalBlocksFetched	shuffleRemoteBlocksFetched	shuffleWriteTime	shuffleBytesWritten	shuffleRecordsWritten	appId	phaseName	epsilon
195	20977	195	POLYGON ((1968366.225 565881.3361, 1968366.225 566514.3444, 1968867.5938 566514.3444, 1968867.5938 565881.3361, 1968366.225 565881.3361))	317370.5983253633	2268.754156250041	12		41	20977	1594773025001	1594773025322	321	7	10	mr-09	0	false	0	true	297	33	17	16	0	185	1010	0	0	0	0	0	0	0	0	260	7582	84	8	76	0	0	0	0627	Disks phase	10.0
427	21209	427	POLYGON ((1964355.2748 562716.2947, 1964355.2748 563032.7988, 1964605.9592 563032.7988, 1964605.9592 562716.2947, 1964355.2748 562716.2947))	79342.64958134083	1134.3770781250205	12		41	21209	1594773025299	1594773025493	194	2	7	mr-02	0	false	0	true	175	52	17	16	0	0	967	0	0	0	0	0	0	0	0	115	15934	174	12	162	0	0	0	0627	Disks phase	10.0
2350	23132	2350	POLYGON ((1967238.1453 536288.1983, 1967238.1453 536446.4503, 1967363.4875 536446.4503, 1967363.4875 536288.1983, 1967238.1453 536288.1983))	19835.66239532791	567.1885390623938	12		41	23132	1594773030517	1594773030799	282	9	3	mr-05	0	false	0	true	258	26	15	14	0	0	967	0	0	0	0	0	0	0	0	225	4512	50	2	48	0	0	0	0627	Disks phase	10.0
1110	21892	1110	POLYGON ((1988671.6607 571261.9067, 1988671.6607 571578.4108, 1988922.3451 571578.4108, 1988922.3451 571261.9067, 1988671.6607 571261.9067))	79342.64958134083	1134.3770781250205	12		41	21892	1594773026475	1594773026625	150	2	4	mr-07	0	false	0	true	136	35	12	11	0	0	967	0	0	0	0	0	0	0	0	100	15774	174	14	160	0	0	0	0627	Disks phase	10.0
3129	23911	3129	POLYGON ((1980399.0758 538345.4752, 1980399.0758 538424.6013, 1980461.7469 538424.6013, 1980461.7469 538345.4752, 1980399.0758 538345.4752))	4958.915598835625	283.59426953131333	12		41	23911	1594773031824	1594773031852	28	5	7	mr-02	0	false	0	true	10	8	13	13	0	0	967	0	0	0	0	0	0	0	0	0	1266	14	0	14	0	0	0	0627	Disks phase	10.0
3348	24130	3348	POLYGON ((1993183.9797 541352.2646, 1993183.9797 541510.5167, 1993309.3219 541510.5167, 1993309.3219 541352.2646, 1993183.9797 541352.2646))	19835.66239532791	567.1885390623938	12		41	24130	1594773032203	1594773032610	407	6	7	mr-02	0	false	0	true	388	27	13	12	0	249	1010	0	0	0	0	0	0	0	0	80	2706	30	4	26	0	0	0	0627	Disks phase	10.0
3023	23805	3023	POLYGON ((1979897.707 542460.0292, 1979897.707 543726.0457, 1980900.4446 543726.0457, 1980900.4446 542460.0292, 1979897.707 542460.0292))	1269482.3933013363	4537.508312499849	12		41	23805	1594773031763	1594773031822	59	20	6	mr-04	0	false	0	true	27	23	12	12	0	0	967	0	0	0	0	0	0	0	0	0	8126	90	4	86	0	0	0	0627	Disks phase	10.0
260	21042	260	POLYGON ((1973881.2816 572844.4274, 1973881.2816 574110.444, 1974884.0192 574110.444, 1974884.0192 572844.4274, 1973881.2816 572844.4274))	1269482.3933013363	4537.508312499849	12		41	21042	1594773025076	1594773025464	388	4	9	mr-06	0	false	0	true	370	33	14	14	0	132	1010	0	0	0	0	0	0	0	0	185	5048	56	4	52	0	0	0	0627	Disks phase	10.0
1889	22671	1889	POLYGON ((1965358.0123 545625.0706, 1965358.0123 546258.0789, 1965859.3811 546258.0789, 1965859.3811 545625.0706, 1965358.0123 545625.0706))	317370.5983253633	2268.754156250041	12		41	22671	1594773029416	1594773029447	31	3	2	mr-12	0	false	0	true	16	14	12	11	0	0	967	0	0	0	0	0	0	0	0	0	3596	40	8	32	0	0	0	0627	Disks phase	10.0
3306	24088	3306	POLYGON ((1991053.1624 540561.0043, 1991053.1624 540719.2563, 1991178.5046 540719.2563, 1991178.5046 540561.0043, 1991053.1624 540561.0043))	19835.66239532791	567.1885390623938	12		41	24088	1594773032168	1594773032333	165	5	1	mr-01	0	false	0	true	148	30	12	11	0	0	967	0	0	0	0	0	0	0	0	105	7296	80	4	76	0	0	0	0627	Disks phase	10.0
1487	22269	1487	POLYGON ((1983908.6572 558918.2449, 1983908.6572 560184.2615, 1984911.3948 560184.2615, 1984911.3948 558918.2449, 1983908.6572 558918.2449))	1269482.3933013363	4537.508312499849	12		41	22269	1594773028206	1594773028611	405	3	4	mr-07	0	false	0	true	390	20	12	12	0	0	967	0	0	0	0	0	0	0	0	367	2888	32	2	30	0	0	0	0627	Disks phase	10.0
1683	22465	1683	POLYGON ((1992933.2953 553854.1785, 1992933.2953 555120.1951, 1993936.0329 555120.1951, 1993936.0329 553854.1785, 1992933.2953 553854.1785))	1269482.3933013363	4537.508312499849	12		41	22465	1594773029071	1594773029144	73	7	12	mr-10	0	false	0	true	54	17	12	12	0	0	967	0	0	0	0	0	0	0	0	32	2964	32	4	28	0	0	0	0627	Disks phase	10.0
3038	23820	3038	POLYGON ((1982905.9197 538661.9794, 1982905.9197 539927.996, 1983908.6572 539927.996, 1983908.6572 538661.9794, 1982905.9197 538661.9794))	1269482.3933013363	4537.508312499849	12		41	23820	1594773031770	1594773032130	360	22	5	mr-08	0	false	0	true	323	23	15	14	0	0	967	0	0	0	0	0	0	0	0	296	5238	58	6	52	0	0	0	0627	Disks phase	10.0
2441	23223	2441	POLYGON ((1970371.7002 537712.4669, 1970371.7002 538028.9711, 1970622.3845 538028.9711, 1970622.3845 537712.4669, 1970371.7002 537712.4669))	79342.64958134083	1134.3770781250205	12		41	23223	1594773030564	1594773030632	68	3	10	mr-09	0	false	0	true	51	49	14	15	0	0	967	0	0	0	0	0	0	0	0	0	4332	48	8	40	0	0	0	0627	Disks phase	10.0
862	21644	862	POLYGON ((1974507.9926 558443.4887, 1974507.9926 558601.7407, 1974633.3348 558601.7407, 1974633.3348 558443.4887, 1974507.9926 558443.4887))	19835.66239532791	567.1885390623938	12		41	21644	1594773025985	1594773026241	256	4	12	mr-10	0	false	0	true	237	21	15	13	0	0	967	0	0	0	0	0	0	0	0	214	3780	42	8	34	0	0	0	0627	Disks phase	10.0
3390	24172	3390	POLYGON ((1994186.7173 539294.9877, 1994186.7173 539611.4918, 1994437.4017 539611.4918, 1994437.4017 539294.9877, 1994186.7173 539294.9877))	79342.64958134083	1134.3770781250205	12		41	24172	1594773032313	1594773032636	323	16	5	mr-08	0	false	0	true	291	19	16	15	0	0	967	0	0	0	0	0	0	0	0	271	1084	12	2	10	0	0	0	0627	Disks phase	10.0
3105	23887	3105	POLYGON ((1986916.8699 538661.9794, 1986916.8699 538820.2314, 1987042.2121 538820.2314, 1987042.2121 538661.9794, 1986916.8699 538661.9794))	19835.66239532791	567.1885390623938	12		41	23887	1594773031812	1594773032147	335	23	8	mr-11	0	false	0	true	300	30	12	12	0	0	967	0	0	0	0	0	0	0	0	265	3428	38	0	38	0	0	0	0627	Disks phase	10.0
2526	23308	2526	POLYGON ((1973379.9128 540561.0043, 1973379.9128 541194.0126, 1973881.2816 541194.0126, 1973881.2816 540561.0043, 1973379.9128 540561.0043))	317370.5983253633	2268.754156250041	12		41	23308	1594773030806	1594773031088	282	3	3	mr-05	0	false	0	true	262	24	17	15	0	0	967	0	0	0	0	0	0	0	0	226	5726	62	2	60	0	0	0	0627	Disks phase	10.0
2465	23247	2465	POLYGON ((1969368.9626 535496.9379, 1969368.9626 536129.9462, 1969870.3314 536129.9462, 1969870.3314 535496.9379, 1969368.9626 535496.9379))	317370.5983253633	2268.754156250041	12		41	23247	1594773030600	1594773030802	202	9	11	mr-03	0	false	0	true	179	19	14	13	0	0	967	0	0	0	0	0	0	0	0	156	4684	52	0	52	0	0	0	0627	Disks phase	10.0
982	21764	982	POLYGON ((1986666.1855 571578.4108, 1986666.1855 571736.6629, 1986791.5277 571736.6629, 1986791.5277 571578.4108, 1986666.1855 571578.4108))	19835.66239532791	567.1885390623938	12		41	21764	1594773026251	1594773026590	339	3	7	mr-02	0	false	0	true	322	23	14	14	0	121	1010	0	0	0	0	0	0	0	0	290	3256	36	6	30	0	0	0	0627	Disks phase	10.0
2968	23750	2968	POLYGON ((1993246.6508 546495.457, 1993246.6508 546574.5831, 1993309.3219 546574.5831, 1993309.3219 546495.457, 1993246.6508 546495.457))	4958.915598835625	283.59426953131333	12		41	23750	1594773031735	1594773031784	49	9	6	mr-04	0	false	0	true	25	19	15	14	0	0	967	0	0	0	0	0	0	0	0	2	2166	24	2	22	0	0	0	0627	Disks phase	10.0
943	21725	943	POLYGON ((1981903.1821 570312.3942, 1981903.1821 571578.4108, 1982905.9197 571578.4108, 1982905.9197 570312.3942, 1981903.1821 570312.3942))	1269482.3933013363	4537.508312499849	12		41	21725	1594773026228	1594773026497	269	4	2	mr-12	0	false	0	true	248	30	17	16	0	182	1010	0	0	0	0	0	0	0	0	203	11324	124	16	108	0	0	0	0627	Disks phase	10.0
3471	24253	3471	POLYGON ((1991930.5577 537395.9628, 1991930.5577 538661.9794, 1992933.2953 538661.9794, 1992933.2953 537395.9628, 1991930.5577 537395.9628))	1269482.3933013363	4537.508312499849	12		41	24253	1594773032543	1594773032664	121	4	4	mr-07	0	false	0	true	101	64	16	15	0	0	967	0	0	0	0	0	0	0	0	36	9034	100	6	94	0	0	0	0627	Disks phase	10.0
1323	22105	1323	POLYGON ((1982091.1954 561964.5973, 1982091.1954 562004.1603, 1982122.531 562004.1603, 1982122.531 561964.5973, 1982091.1954 561964.5973))	1239.7288997089063	141.79713476565666	12		41	22105	1594773026788	1594773027651	863	4	5	mr-08	0	false	0	true	835	792	24	17	0	0	967	0	0	0	0	0	0	0	0	0	12754	140	20	120	0	0	0	0627	Disks phase	10.0
1666	22448	1666	POLYGON ((1992431.9265 557019.22, 1992431.9265 557652.2283, 1992933.2953 557652.2283, 1992933.2953 557019.22, 1992431.9265 557019.22))	317370.5983253633	2268.754156250041	12		41	22448	1594773029047	1594773029143	96	9	12	mr-10	0	false	0	true	74	17	13	12	0	0	967	0	0	0	0	0	0	0	0	53	3238	36	4	32	0	0	0	0627	Disks phase	10.0
421	21203	421	POLYGON ((1964104.5904 562874.5467, 1964104.5904 563032.7988, 1964229.9326 563032.7988, 1964229.9326 562874.5467, 1964104.5904 562874.5467))	19835.66239532791	567.1885390623938	12		41	21203	1594773025297	1594773025479	182	8	6	mr-04	0	false	0	true	159	31	15	13	0	0	967	0	0	0	0	0	0	0	0	126	6316	70	4	66	0	0	0	0627	Disks phase	10.0
3177	23959	3177	POLYGON ((1982655.2353 533914.4171, 1982655.2353 534072.6692, 1982780.5775 534072.6692, 1982780.5775 533914.4171, 1982655.2353 533914.4171))	19835.66239532791	567.1885390623938	12		41	23959	1594773031869	1594773032123	254	7	7	mr-02	0	false	0	true	234	17	13	12	0	0	967	0	0	0	0	0	0	0	0	215	3792	42	0	42	0	0	0	0627	Disks phase	10.0
1746	22528	1746	POLYGON ((1964104.5904 550214.3808, 1964104.5904 550372.6329, 1964229.9326 550372.6329, 1964229.9326 550214.3808, 1964104.5904 550214.3808))	19835.66239532791	567.1885390623938	12		41	22528	1594773029150	1594773029381	231	8	4	mr-07	0	false	0	true	211	26	12	11	0	0	967	0	0	0	0	0	0	0	0	180	5406	60	4	56	0	0	0	0627	Disks phase	10.0
973	21755	973	POLYGON ((1986039.4746 571736.6629, 1986039.4746 571894.915, 1986164.8168 571894.915, 1986164.8168 571736.6629, 1986039.4746 571736.6629))	19835.66239532791	567.1885390623938	12		41	21755	1594773026245	1594773026420	175	3	3	mr-05	0	false	0	true	156	26	16	14	0	0	967	0	0	0	0	0	0	0	0	127	1698	18	0	18	0	0	0	0627	Disks phase	10.0
2370	23152	2370	POLYGON ((1967614.1719 536129.9462, 1967614.1719 536288.1983, 1967739.5141 536288.1983, 1967739.5141 536129.9462, 1967614.1719 536129.9462))	19835.66239532791	567.1885390623938	12		41	23152	1594773030526	1594773030825	299	3	10	mr-09	0	false	0	true	282	18	14	13	0	42	1010	0	0	0	0	0	0	0	0	262	2708	30	2	28	0	0	0	0627	Disks phase	10.0
2328	23110	2328	POLYGON ((1967112.8031 537395.9628, 1967112.8031 537554.2149, 1967238.1453 537554.2149, 1967238.1453 537395.9628, 1967112.8031 537395.9628))	19835.66239532791	567.1885390623938	12		41	23110	1594773030503	1594773030558	55	5	11	mr-03	0	false	0	true	32	24	18	16	0	0	967	0	0	0	0	0	0	0	0	0	6922	76	6	70	0	0	0	0627	Disks phase	10.0
528	21310	528	POLYGON ((1965608.6967 557968.7324, 1965608.6967 558285.2366, 1965859.3811 558285.2366, 1965859.3811 557968.7324, 1965608.6967 557968.7324))	79342.64958134083	1134.3770781250205	12		41	21310	1594773025457	1594773025496	39	4	3	mr-05	0	false	0	true	18	15	17	16	0	0	967	0	0	0	0	0	0	0	0	0	1440	16	2	14	0	0	0	0627	Disks phase	10.0
2800	23582	2800	POLYGON ((1986415.5012 546891.0872, 1986415.5012 547524.0955, 1986916.8699 547524.0955, 1986916.8699 546891.0872, 1986415.5012 546891.0872))	317370.5983253633	2268.754156250041	12		41	23582	1594773031351	1594773031377	26	3	2	mr-12	0	false	0	true	10	9	12	11	1	0	1010	0	0	0	0	0	0	0	0	0	2892	32	10	22	0	0	0	0627	Disks phase	10.0
1701	22483	1701	POLYGON ((1965640.0323 553112.3719, 1965640.0323 553122.2627, 1965647.8662 553122.2627, 1965647.8662 553112.3719, 1965640.0323 553112.3719))	77.48305623261035	35.44928369158879	12		41	22483	1594773029125	1594773029161	36	3	6	mr-04	0	false	0	true	21	17	12	12	0	0	967	0	0	0	0	0	0	0	0	0	1266	14	2	12	0	0	0	0627	Disks phase	10.0
1743	22525	1743	POLYGON ((1964041.9193 550135.2548, 1964041.9193 550214.3808, 1964104.5904 550214.3808, 1964104.5904 550135.2548, 1964041.9193 550135.2548))	4958.915598835625	283.59426953131333	12		41	22525	1594773029149	1594773029380	231	8	5	mr-08	0	false	0	true	208	23	15	14	0	0	967	0	0	0	0	0	0	0	0	183	3246	36	2	34	0	0	0	0627	Disks phase	10.0
1667	22449	1667	POLYGON ((1991930.5577 556386.2117, 1991930.5577 557019.22, 1992431.9265 557019.22, 1992431.9265 556386.2117, 1991930.5577 556386.2117))	317370.5983253633	2268.754156250041	12		41	22449	1594773029048	1594773029365	317	4	2	mr-12	0	false	0	true	299	17	14	13	0	226	1010	0	0	0	0	0	0	0	0	52	4514	50	6	44	0	0	0	0627	Disks phase	10.0
2576	23358	2576	POLYGON ((1975886.7567 540561.0043, 1975886.7567 541194.0126, 1976388.1255 541194.0126, 1976388.1255 540561.0043, 1975886.7567 540561.0043))	317370.5983253633	2268.754156250041	12		41	23358	1594773030838	1594773030873	35	3	8	mr-11	0	false	0	true	19	18	13	11	0	0	967	0	0	0	0	0	0	0	0	0	5048	56	4	52	0	0	0	0627	Disks phase	10.0
1477	22259	1477	POLYGON ((1987668.9231 562399.7905, 1987668.9231 562716.2947, 1987919.6075 562716.2947, 1987919.6075 562399.7905, 1987668.9231 562399.7905))	79342.64958134083	1134.3770781250205	12		41	22259	1594773028087	1594773028614	527	3	8	mr-11	0	false	0	true	511	22	13	12	0	442	1010	0	0	0	0	0	0	0	0	488	3964	44	2	42	0	0	0	0627	Disks phase	10.0
244	21026	244	POLYGON ((1970622.3845 564931.8237, 1970622.3845 565248.3278, 1970873.0689 565248.3278, 1970873.0689 564931.8237, 1970622.3845 564931.8237))	79342.64958134083	1134.3770781250205	12		41	21026	1594773025051	1594773025102	51	8	6	mr-04	0	false	0	true	31	26	12	12	0	0	967	0	0	0	0	0	0	0	0	0	3254	36	6	30	0	0	0	0627	Disks phase	10.0
734	21516	734	POLYGON ((1978393.6007 561608.5301, 1978393.6007 561687.6562, 1978456.2718 561687.6562, 1978456.2718 561608.5301, 1978393.6007 561608.5301))	4958.915598835625	283.59426953131333	12		41	21516	1594773025721	1594773026039	318	3	9	mr-06	0	false	0	true	302	94	13	12	0	0	967	0	0	0	0	0	0	0	0	203	7464	82	6	76	0	0	0	0627	Disks phase	10.0
2550	23332	2550	POLYGON ((1975385.388 539927.996, 1975385.388 540561.0043, 1975886.7567 540561.0043, 1975886.7567 539927.996, 1975385.388 539927.996))	317370.5983253633	2268.754156250041	12		41	23332	1594773030818	1594773031083	265	10	1	mr-01	0	false	0	true	243	18	12	12	0	0	967	0	0	0	0	0	0	0	0	221	3252	36	4	32	0	0	0	0627	Disks phase	10.0
3431	24213	3431	POLYGON ((1991742.5445 536683.8284, 1991742.5445 536762.9545, 1991805.2156 536762.9545, 1991805.2156 536683.8284, 1991742.5445 536683.8284))	4958.915598835625	283.59426953131333	12		41	24213	1594773032331	1594773032640	309	8	11	mr-03	0	false	0	true	286	34	15	15	0	0	967	0	0	0	0	0	0	0	0	250	2344	26	0	26	0	0	0	0627	Disks phase	10.0
630	21412	630	POLYGON ((1974884.0192 561766.7822, 1974884.0192 562083.2864, 1975134.7036 562083.2864, 1975134.7036 561766.7822, 1974884.0192 561766.7822))	79342.64958134083	1134.3770781250205	12		41	21412	1594773025629	1594773025713	84	13	11	mr-03	0	false	0	true	56	30	15	13	0	0	967	0	0	0	0	0	0	0	0	19	7482	82	8	74	0	0	0	0627	Disks phase	10.0
2470	23252	2470	POLYGON ((1967864.8562 534230.9213, 1967864.8562 534547.4254, 1968115.5406 534547.4254, 1968115.5406 534230.9213, 1967864.8562 534230.9213))	79342.64958134083	1134.3770781250205	12		41	23252	1594773030611	1594773030803	192	10	3	mr-05	0	false	0	true	170	18	12	12	0	0	967	0	0	0	0	0	0	0	0	148	2164	24	0	24	0	0	0	0627	Disks phase	10.0
2917	23699	2917	POLYGON ((1988044.9497 546653.7091, 1988044.9497 546732.8352, 1988107.6208 546732.8352, 1988107.6208 546653.7091, 1988044.9497 546653.7091))	4958.915598835625	283.59426953131333	12		41	23699	1594773031608	1594773031642	34	4	6	mr-04	0	false	0	true	18	16	12	12	0	0	967	0	0	0	0	0	0	0	0	0	2716	30	0	30	0	0	0	0627	Disks phase	10.0
958	21740	958	POLYGON ((1984410.026 572211.4191, 1984410.026 572527.9233, 1984660.7104 572527.9233, 1984660.7104 572211.4191, 1984410.026 572211.4191))	79342.64958134083	1134.3770781250205	12		41	21740	1594773026239	1594773026274	35	3	6	mr-04	0	false	0	true	19	17	13	12	0	0	967	0	0	0	0	0	0	0	0	0	1990	22	4	18	0	0	0	0627	Disks phase	10.0
397	21179	397	POLYGON ((1963853.906 563349.303, 1963853.906 563665.8071, 1964104.5904 563665.8071, 1964104.5904 563349.303, 1963853.906 563349.303))	79342.64958134083	1134.3770781250205	12		41	21179	1594773025210	1594773025360	150	4	8	mr-11	0	false	0	true	131	91	15	14	0	0	967	0	0	0	0	0	0	0	0	36	8126	90	6	84	0	0	0	0627	Disks phase	10.0
480	21262	480	POLYGON ((1964981.9858 560184.2615, 1964981.9858 560342.5135, 1965107.328 560342.5135, 1965107.328 560184.2615, 1964981.9858 560184.2615))	19835.66239532791	567.1885390623938	12		41	21262	1594773025329	1594773025473	144	6	12	mr-10	0	false	0	true	125	23	13	12	0	0	967	0	0	0	0	0	0	0	0	99	1266	14	2	12	0	0	0	0627	Disks phase	10.0
545	21327	545	POLYGON ((1966862.1187 556386.2117, 1966862.1187 557652.2283, 1967864.8562 557652.2283, 1967864.8562 556386.2117, 1966862.1187 556386.2117))	1269482.3933013363	4537.508312499849	12		41	21327	1594773025469	1594773025724	255	12	2	mr-12	0	false	0	true	227	28	16	14	0	0	967	0	0	0	0	0	0	0	0	194	8116	90	12	78	0	0	0	0627	Disks phase	10.0
1234	22016	1234	POLYGON ((1992933.2953 563982.3112, 1992933.2953 565248.3278, 1993936.0329 565248.3278, 1993936.0329 563982.3112, 1992933.2953 563982.3112))	1269482.3933013363	4537.508312499849	12		41	22016	1594773026614	1594773026799	185	4	10	mr-09	0	false	0	true	168	27	13	13	0	0	967	0	0	0	0	0	0	0	0	136	7182	78	10	68	0	0	0	0627	Disks phase	10.0
1600	22382	1600	POLYGON ((1990927.8202 559551.2532, 1990927.8202 560184.2615, 1991429.189 560184.2615, 1991429.189 559551.2532, 1990927.8202 559551.2532))	317370.5983253633	2268.754156250041	12		41	22382	1594773028723	1594773029027	304	3	6	mr-04	0	false	0	true	288	21	13	12	0	0	967	0	0	0	0	0	0	0	0	265	3248	36	2	34	0	0	0	0627	Disks phase	10.0
713	21495	713	POLYGON ((1977892.2319 563824.0592, 1977892.2319 563982.3112, 1978017.5741 563982.3112, 1978017.5741 563824.0592, 1977892.2319 563824.0592))	19835.66239532791	567.1885390623938	12		41	21495	1594773025709	1594773025988	279	7	2	mr-12	0	false	0	true	258	32	14	13	0	0	967	0	0	0	0	0	0	0	0	219	6024	66	6	60	0	0	0	0627	Disks phase	10.0
2404	23186	2404	POLYGON ((1967426.1586 535655.19, 1967426.1586 535734.316, 1967488.8297 535734.316, 1967488.8297 535655.19, 1967426.1586 535655.19))	4958.915598835625	283.59426953131333	12		41	23186	1594773030539	1594773030571	32	3	1	mr-01	0	false	0	true	17	14	12	12	0	0	967	0	0	0	0	0	0	0	0	0	1262	14	2	12	0	0	0	0627	Disks phase	10.0
742	21524	742	POLYGON ((1976137.4411 561133.7739, 1976137.4411 561450.2781, 1976388.1255 561450.2781, 1976388.1255 561133.7739, 1976137.4411 561133.7739))	79342.64958134083	1134.3770781250205	12		41	21524	1594773025724	1594773025989	265	7	7	mr-02	0	false	0	true	243	36	15	14	0	0	967	0	0	0	0	0	0	0	0	202	3786	42	0	42	0	0	0	0627	Disks phase	10.0
3273	24055	3273	POLYGON ((1988420.9763 540561.0043, 1988420.9763 541194.0126, 1988922.3451 541194.0126, 1988922.3451 540561.0043, 1988420.9763 540561.0043))	317370.5983253633	2268.754156250041	12		41	24055	1594773032152	1594773032224	72	3	10	mr-09	0	false	0	true	45	43	24	13	0	0	967	0	0	0	0	0	0	0	0	0	1444	16	0	16	0	0	0	0627	Disks phase	10.0
1334	22116	1334	POLYGON ((1981997.1888 561885.4713, 1981997.1888 561905.2528, 1982012.8565 561905.2528, 1982012.8565 561885.4713, 1981997.1888 561885.4713))	309.9322249286175	70.89856738294475	12		41	22116	1594773026792	1594773029259	2467	4	4	mr-07	0	false	0	true	2444	1988	19	15	0	425	1010	0	0	0	0	0	0	0	0	1	26924	290	22	268	0	0	0	0627	Disks phase	10.0
2123	22905	2123	POLYGON ((1978894.9694 547524.0955, 1978894.9694 548790.1121, 1979897.707 548790.1121, 1979897.707 547524.0955, 1978894.9694 547524.0955))	1269482.3933013363	4537.508312499849	12		41	22905	1594773029863	1594773030085	222	10	1	mr-01	0	false	0	true	198	17	14	13	0	0	967	0	0	0	0	0	0	0	0	179	6666	74	14	60	0	0	0	0627	Disks phase	10.0
2556	23338	2556	POLYGON ((1976889.4943 541194.0126, 1976889.4943 542460.0292, 1977892.2319 542460.0292, 1977892.2319 541194.0126, 1976889.4943 541194.0126))	1269482.3933013363	4537.508312499849	12		41	23338	1594773030824	1594773031278	454	3	11	mr-03	0	false	0	true	435	28	15	14	1	171	1053	0	0	0	0	0	0	0	0	210	2880	32	2	30	0	0	0	0627	Disks phase	10.0
1963	22745	1963	POLYGON ((1968115.5406 544675.5582, 1968115.5406 544992.0623, 1968366.225 544992.0623, 1968366.225 544675.5582, 1968115.5406 544675.5582))	79342.64958134083	1134.3770781250205	12		41	22745	1594773029591	1594773029640	49	5	2	mr-12	0	false	0	true	31	18	13	13	0	0	967	0	0	0	0	0	0	0	0	0	4686	52	2	50	0	0	0	0627	Disks phase	10.0
705	21487	705	POLYGON ((1977014.8365 561608.5301, 1977014.8365 561766.7822, 1977140.1787 561766.7822, 1977140.1787 561608.5301, 1977014.8365 561608.5301))	19835.66239532791	567.1885390623938	12		41	21487	1594773025703	1594773025743	40	6	1	mr-01	0	false	0	true	21	16	13	12	0	0	967	0	0	0	0	0	0	0	0	0	2884	32	2	30	0	0	0	0627	Disks phase	10.0
2073	22855	2073	POLYGON ((1979396.3382 550689.137, 1979396.3382 551322.1453, 1979897.707 551322.1453, 1979897.707 550689.137, 1979396.3382 550689.137))	317370.5983253633	2268.754156250041	12		41	22855	1594773029813	1594773029853	40	3	9	mr-06	0	false	0	true	24	11	13	13	0	0	967	0	0	0	0	0	0	0	0	11	2162	24	4	20	0	0	0	0627	Disks phase	10.0
2487	23269	2487	POLYGON ((1969368.9626 533914.4171, 1969368.9626 534230.9213, 1969619.647 534230.9213, 1969619.647 533914.4171, 1969368.9626 533914.4171))	79342.64958134083	1134.3770781250205	12		41	23269	1594773030783	1594773031142	359	4	2	mr-12	0	false	0	true	339	13	16	15	0	68	1010	0	0	0	0	0	0	0	0	254	1976	22	0	22	0	0	0	0627	Disks phase	10.0
3448	24230	3448	POLYGON ((1988420.9763 534230.9213, 1988420.9763 534863.9296, 1988922.3451 534863.9296, 1988922.3451 534230.9213, 1988420.9763 534230.9213))	317370.5983253633	2268.754156250041	12		41	24230	1594773032367	1594773032639	272	16	12	mr-10	0	false	0	true	245	21	11	11	0	0	967	0	0	0	0	0	0	0	0	220	7996	88	6	82	0	0	0	0627	Disks phase	10.0
579	21361	579	POLYGON ((1970873.0689 555753.2034, 1970873.0689 556386.2117, 1971374.4377 556386.2117, 1971374.4377 555753.2034, 1970873.0689 555753.2034))	317370.5983253633	2268.754156250041	12		41	21361	1594773025485	1594773025633	148	4	10	mr-09	0	false	0	true	131	11	13	13	0	0	967	0	0	0	0	0	0	0	0	113	1810	20	0	20	0	0	0	0627	Disks phase	10.0
3274	24056	3274	POLYGON ((1987919.6075 539927.996, 1987919.6075 540561.0043, 1988420.9763 540561.0043, 1988420.9763 539927.996, 1987919.6075 539927.996))	317370.5983253633	2268.754156250041	12		41	24056	1594773032153	1594773032322	169	8	11	mr-03	0	false	0	true	148	22	13	12	0	0	967	0	0	0	0	0	0	0	0	122	5560	60	8	52	0	0	0	0627	Disks phase	10.0
431	21213	431	POLYGON ((1964856.6436 563032.7988, 1964856.6436 563349.303, 1965107.328 563349.303, 1965107.328 563032.7988, 1964856.6436 563032.7988))	79342.64958134083	1134.3770781250205	12		41	21213	1594773025302	1594773025478	176	8	12	mr-10	0	false	0	true	153	34	15	14	0	0	967	0	0	0	0	0	0	0	0	117	5588	62	2	60	0	0	0	0627	Disks phase	10.0
2577	23359	2577	POLYGON ((1976388.1255 540877.5084, 1976388.1255 541194.0126, 1976638.8099 541194.0126, 1976638.8099 540877.5084, 1976388.1255 540877.5084))	79342.64958134083	1134.3770781250205	12		41	23359	1594773030838	1594773031081	243	9	3	mr-05	0	false	0	true	222	15	12	12	0	0	967	0	0	0	0	0	0	0	0	203	1802	20	0	20	0	0	0	0627	Disks phase	10.0
2680	23462	2680	POLYGON ((1983908.6572 552588.1619, 1983908.6572 553854.1785, 1984911.3948 553854.1785, 1984911.3948 552588.1619, 1983908.6572 552588.1619))	1269482.3933013363	4537.508312499849	12		41	23462	1594773031153	1594773031310	157	14	2	mr-12	0	false	0	true	131	17	12	12	0	0	967	0	0	0	0	0	0	0	0	112	4150	46	6	40	0	0	0	0627	Disks phase	10.0
