0;SpatialJoin;30.0;4;3;618.666
1;MergeLast;30.0;4;3;592.782
2;SpatialJoin;30.0;4;3;612.987
3;MergeLast;30.0;4;3;584.446
4;SpatialJoin;30.0;4;3;618.297
5;MergeLast;30.0;4;3;593.125
6;SpatialJoin;30.0;4;3;608.698
7;MergeLast;30.0;4;3;577.23
8;SpatialJoin;30.0;4;3;610.611
9;MergeLast;30.0;4;3;585.75
10;SpatialJoin;30.0;3;5;907.601
11;MergeLast;30.0;3;5;689.323
12;SpatialJoin;30.0;2;5;8919.589
13;SpatialJoin;30.0;7;5;475.959
14;MergeLast;30.0;7;5;500.869
15;SpatialJoin;30.0;3;5;769.301
16;MergeLast;30.0;3;5;668.433
17;SpatialJoin;30.0;7;5;485.899
18;MergeLast;30.0;7;5;480.42
19;SpatialJoin;30.0;3;5;788.405
20;MergeLast;30.0;3;5;681.964
21;SpatialJoin;30.0;7;5;477.494
22;MergeLast;30.0;7;5;504.306
23;SpatialJoin;30.0;3;5;777.269
24;MergeLast;30.0;3;5;689.051
25;SpatialJoin;30.0;7;5;482.272
26;MergeLast;30.0;7;5;498.512
27;SpatialJoin;30.0;3;5;788.987
28;MergeLast;30.0;3;5;687.891
