0	2	8896 13782 15282
0	2	3062 15908 18028
0	2	4153 10421 16403
0	2	2783 15033 19387
0	2	3512 6337 12427 16044
0	2	6768 10361 11201
0	2	9191 9390 12759
0	2	14723 14747 17829
0	2	2087 3749 5424
0	2	4485 7403 16520
0	2	8856 9862 10233
0	2	578 3081 6681
0	2	1891 8502 18347
1	3	8896 13782 15282
1	3	2895 8858 9801
1	3	4153 10421 16403
1	3	2783 15033 19387
1	3	3512 6337 12427 16044
1	3	6768 10361 17055
1	3	4202 11838 14168
1	3	297 2122 13909
1	3	14723 14747 17829
1	3	2450 3749 5424
1	3	578 3081 6681
1	3	578 3081 9624
1	3	2332 12308 16666
2	4	8896 13782 15282
2	4	10553 13112 13493
2	4	1851 10883 19624
2	4	2895 8858 9801
2	4	4153 10421 16403
2	4	2783 15033 19387
2	4	3512 6337 12427
2	4	6337 12427 16044
2	4	4202 11838 14168
2	4	14723 14747 17829
2	4	578 3081 6681 9624
2	4	2332 12308 16666
3	5	8896 13782 15282
3	5	10553 13112 13493
3	5	2895 8858 9801
3	5	4153 10421 16403
3	5	2783 15033 19387
3	5	3512 6337 12427
3	5	6337 12427 16044
3	5	3078 5733 13044
3	5	837 11361 12557
3	5	578 3081 6681 9624
4	6	8896 13782 15282
4	6	2895 8858 9801
4	6	4153 10421 16403
4	6	2783 15033 19387
4	6	3512 6337 12427
4	6	6337 12427 16044
4	6	5733 13044 19895
4	6	837 11361 12557
4	6	12063 12271 17465
4	6	2087 2450 3749
4	6	578 3081 6681 9624
5	7	8896 13782 15282
5	7	3607 11379 19685
5	7	2895 8858 9801
5	7	4153 10421 16403
5	7	2783 15033 19387
5	7	3512 6337 12427
5	7	6337 12427 16044
5	7	5733 13044 19895
5	7	11797 13110 19769
5	7	837 11361 12557
5	7	2087 2450 3749
5	7	578 3081 6681 9624
6	8	8896 13782 15282
6	8	11379 19685 19951
6	8	2895 8858 9801
6	8	4153 10421 16403
6	8	2783 15033 19387
6	8	3512 6337 12427
6	8	6337 12427 16044
6	8	837 11361 12557
6	8	11774 12271 17465
6	8	2087 2450 3749
6	8	6082 7507 11191
6	8	578 3081 6681 9624
