"","appId","taskId","Time.x","P","stageId","Stage","nTasks","Host","Locality","Time.y","rRead","bRead","rWritten","bWritten","rShuffleRead","rShuffleWritten","jobId"
"465","1552",6,0.193,5,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.193,0,0,0,0,111,0,0
"466","1552",12,0.189,6,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.189,0,0,0,0,508,0,0
"467","1552",8,0.177,7,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.177,0,0,0,0,52,0,0
"468","1552",10,0.134,8,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.134,0,0,0,0,278,0,0
"469","1552",13,0.132,9,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.132,0,0,0,0,1006,0,0
"470","1552",70,0.111,10,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.111,0,0,0,0,384,0,0
"471","1552",21,0.105,11,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.105,0,0,0,0,954,0,0
"472","1552",64,0.092,12,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.092,0,0,0,0,361,0,0
"473","1552",32,0.088,13,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.088,0,0,0,0,616,0,0
"474","1552",116,0.08,14,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.08,0,0,0,0,638,0,0
"475","1552",33,0.071,15,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.071,0,0,0,0,355,0,0
"476","1552",34,0.07,16,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.07,0,0,0,0,429,0,0
"477","1552",71,0.07,17,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.07,0,0,0,0,193,0,0
"478","1552",179,0.066,18,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.066,0,0,0,0,1032,0,0
"479","1552",121,0.058,19,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.058,0,0,0,0,764,0,0
"480","1552",171,0.058,20,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.058,0,0,0,0,731,0,0
"481","1552",53,0.056,21,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.056,0,0,0,0,562,0,0
"482","1552",156,0.055,22,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.055,0,0,0,0,707,0,0
"483","1552",26,0.053,23,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.053,0,0,0,0,632,0,0
"484","1552",19,0.052,24,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.052,0,0,0,0,624,0,0
"485","1552",20,0.052,25,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.052,0,0,0,0,580,0,0
"486","1552",27,0.049,26,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.049,0,0,0,0,589,0,0
"487","1552",90,0.047,27,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.047,0,0,0,0,719,0,0
"488","1552",67,0.046,28,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.046,0,0,0,0,138,0,0
"489","1552",39,0.045,29,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.045,0,0,0,0,460,0,0
"490","1552",72,0.045,30,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.045,0,0,0,0,86,0,0
"491","1552",151,0.045,31,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.045,0,0,0,0,1007,0,0
"492","1552",146,0.043,32,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.043,0,0,0,0,742,0,0
"493","1552",40,0.042,33,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.042,0,0,0,0,428,0,0
"494","1552",78,0.042,34,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.042,0,0,0,0,623,0,0
"495","1552",93,0.041,35,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.041,0,0,0,0,480,0,0
"496","1552",119,0.04,36,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.04,0,0,0,0,151,0,0
"497","1552",136,0.04,37,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.04,0,0,0,0,661,0,0
"498","1552",22,0.039,38,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.039,0,0,0,0,306,0,0
"499","1552",79,0.039,39,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.039,0,0,0,0,542,0,0
"500","1552",88,0.039,40,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.039,0,0,0,0,426,0,0
"501","1552",28,0.038,41,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.038,0,0,0,0,358,0,0
"502","1552",50,0.038,42,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.038,0,0,0,0,523,0,0
"503","1552",99,0.038,43,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.038,0,0,0,0,189,0,0
"504","1552",14,0.037,44,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.037,0,0,0,0,325,0,0
"505","1552",25,0.037,45,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.037,0,0,0,0,491,0,0
"506","1552",31,0.037,46,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.037,0,0,0,0,367,0,0
"507","1552",76,0.037,47,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.037,0,0,0,0,532,0,0
"508","1552",102,0.037,48,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.037,0,0,0,0,575,0,0
"509","1552",120,0.037,49,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.037,0,0,0,0,131,0,0
"510","1552",139,0.037,50,6,"count at GeoTesterRDD.scala:101",178,"mr-11:9","NODE_LOCAL",0.037,0,0,0,0,564,0,0
