35,0 638 2034 3809 5447 13165
35,638 2034 3809 5447 6358 6773 11059 12220 18531 18553
36,638 3809 5338 5447 11525 13165
36,8560 11261 15149 17174 18785
37,3809 6358 6773 11059 12220 18531
37,638 2034 5447 8243 13165
38,1435 5338 8560 11525 13165 17174
38,638 2034 3809 5447 6358 12220 18553
39,0 638 1399 2034 3809 5447 6773 12220
39,0 638 2034 3809 5447 6773 11059 12220
40,0 638 2034 3809 5447 6358 6773 11059 12220 18531
40,638 2034 5447 6358 12220 18531 18553
41,0 638 1399 2034 3809 5447 6773 11059 12220
41,6358 12220 15785 17240 18553
42,0 638 1399 2034 3809 5447 5910
42,0 638 1399 2034 3809 5447 5910 6773 11059
43,0 1399 5338 5910 11525
43,0 638 1399 3809 5910 11525
44,452 2494 11641 13443 14302
44,638 3809 5447 8243 11525 13165
45,0 638 1399 2034 3809 5447 5910 6773
45,1399 5338 5910 8560 11525
46,0 638 2034 3809 6358 6773 11059 12220 18531 18553
46,1399 5338 5910 8560 16046
47,1435 5338 8560 15149 17174
47,3809 6358 6773 11059 12220 18531 18553
47,5338 5447 6002 11525 13165
48,0 638 2034 3809 6773 11059 12220 18531
48,6358 15785 17240 18531 18553
48,638 2034 5447 8243 11525 13165
49,0 1399 3809 5338 5910 11525 13165
49,0 638 1399 3809 5447 5910 11525
49,0 638 2034 3809 5447 6358 6773 12220
50,1435 5338 8560 11261 15149 17174
50,558 9106 9449 14911 16064
50,638 2034 3809 5447 8243 13165
51,0 1399 5338 5910 11525 13165
51,638 2034 3809 5447 6358 12220 18531 18553
51,638 2034 5447 6358 8243 12220
52,1435 5338 8560 11525 15149 17174
52,15785 16587 17240 18531 18553
52,5338 6002 8243 11525 13165
53,0 638 1399 3809 6773 11059
53,0 638 2034 3809 5447 8243 12220
53,2034 6358 6773 12220 18531 18553
54,0 638 3809 6773 11059 18531
54,10070 10336 10749 12802 13076
54,638 2034 5447 6358 6773 11059 12220 18531 18553
55,2034 6358 12220 18531 18553
55,638 1399 3809 5338 5447 11525 13165
55,638 1399 5338 5447 11525 13165
56,0 638 1399 3809 5910 6773 11059
56,0 638 2034 3809 5447 6773 11059 12220 18531
56,9106 9449 14181 14911 16064
57,0 3809 6358 6773 11059 12220 18531
57,638 2034 3809 5447 6358 6773 12220 18531 18553
57,638 2034 3809 5447 8243 11525 13165
58,0 638 1399 3809 5447 5910 6773 11059
58,1399 5338 5910 11525 13165
58,5338 5447 6002 8243 11525 13165
59,2034 6358 6773 11059 12220 18531 18553
59,5338 5910 8560 15149 16046
59,638 5447 6002 8243 13165
60,0 2034 3809 6358 6773 11059 12220 18531
60,1435 5338 8560 11525 17174
60,2085 4770 6002 8243 11137 13165
61,0 638 2034 3809 5447 8243
61,2034 3809 6358 6773 11059 12220 18531 18553
61,638 2034 5447 6358 12220 18553
62,0 1399 3809 5338 5910
62,638 2034 5447 6358 6773 12220 18531 18553
62,638 2034 6358 6773 11059 12220 18531 18553
63,0 638 1399 3809 5338 5447 11525 13165
63,0 638 1399 3809 5447 5910 6773
63,2034 4668 5447 6358 12220 18553
