MergeLast;10.0;4;5;  0
MergeLast;10.0;4;5;  4
MergeLast;10.0;4;5; -1
MergeLast;10.0;4;5; -1
MergeLast;10.0;4;5; -1
MergeLast;10.0;4;5;  1
MergeLast;10.0;4;5;  5
MergeLast;10.0;4;5; -1
MergeLast;10.0;4;5; -1
MergeLast;10.0;4;5; -1
MergeLast;10.0;4;5;  2
MergeLast;10.0;4;5;  6
MergeLast;10.0;4;5; -1
MergeLast;10.0;4;5; -1
MergeLast;10.0;4;5; -1
MergeLast;10.0;4;5;  3
MergeLast;10.0;4;5;  7
MergeLast;10.0;4;5; -1
MergeLast;10.0;4;5; -1
MergeLast;10.0;4;5; -1
MergeLast;10.0;4;5;  8
MergeLast;10.0;4;5; -1
MergeLast;10.0;4;5; -1
MergeLast;10.0;4;5; -1
MergeLast;10.0;4;5;  9
MergeLast;10.0;4;5; -1
MergeLast;10.0;4;5; -1
MergeLast;10.0;4;5; -1
MergeLast;10.0;4;5; 10
MergeLast;10.0;4;5; -1
MergeLast;10.0;4;5; -1
MergeLast;10.0;4;5; -1
MergeLast;15.0;4;5;  0
MergeLast;15.0;4;5;  4
MergeLast;15.0;4;5; -1
MergeLast;15.0;4;5; -1
MergeLast;15.0;4;5; -1
MergeLast;15.0;4;5;  1
MergeLast;15.0;4;5;  5
MergeLast;15.0;4;5; -1
MergeLast;15.0;4;5; -1
MergeLast;15.0;4;5; -1
MergeLast;15.0;4;5;  2
MergeLast;15.0;4;5;  6
MergeLast;15.0;4;5; -1
MergeLast;15.0;4;5; -1
MergeLast;15.0;4;5; -1
MergeLast;15.0;4;5;  3
MergeLast;15.0;4;5;  7
MergeLast;15.0;4;5; -1
MergeLast;15.0;4;5; -1
MergeLast;15.0;4;5; -1
MergeLast;15.0;4;5;  8
MergeLast;15.0;4;5; -1
MergeLast;15.0;4;5; -1
MergeLast;15.0;4;5; -1
MergeLast;15.0;4;5;  9
MergeLast;15.0;4;5; -1
MergeLast;15.0;4;5; -1
MergeLast;15.0;4;5; -1
MergeLast;15.0;4;5; 10
MergeLast;15.0;4;5; -1
MergeLast;15.0;4;5; -1
MergeLast;15.0;4;5; -1
MergeLast;20.0;4;5;  0
MergeLast;20.0;4;5;  4
MergeLast;20.0;4;5; -1
MergeLast;20.0;4;5; -1
MergeLast;20.0;4;5; -1
MergeLast;20.0;4;5;  1
MergeLast;20.0;4;5;  5
MergeLast;20.0;4;5; -1
MergeLast;20.0;4;5; -1
MergeLast;20.0;4;5; -1
MergeLast;20.0;4;5;  2
MergeLast;20.0;4;5;  6
MergeLast;20.0;4;5; -1
MergeLast;20.0;4;5; -1
MergeLast;20.0;4;5; -1
MergeLast;20.0;4;5;  3
MergeLast;20.0;4;5;  7
MergeLast;20.0;4;5; -1
MergeLast;20.0;4;5; -1
MergeLast;20.0;4;5; -1
MergeLast;20.0;4;5;  8
MergeLast;20.0;4;5; -1
MergeLast;20.0;4;5; -1
MergeLast;20.0;4;5; -1
MergeLast;20.0;4;5;  9
MergeLast;20.0;4;5; -1
MergeLast;20.0;4;5; -1
MergeLast;20.0;4;5; -1
MergeLast;20.0;4;5; 10
MergeLast;20.0;4;5; -1
MergeLast;20.0;4;5; -1
MergeLast;20.0;4;5; -1
MergeLast;25.0;4;5;  0
MergeLast;25.0;4;5;  4
MergeLast;25.0;4;5; -1
MergeLast;25.0;4;5; -1
MergeLast;25.0;4;5; -1
MergeLast;25.0;4;5;  1
MergeLast;25.0;4;5;  5
MergeLast;25.0;4;5; -1
MergeLast;25.0;4;5; -1
MergeLast;25.0;4;5; -1
MergeLast;25.0;4;5;  2
