2018-05-04 21:33:39,115 -> 

Iteration Epsilon=30, Mu=3 and Delta=3 has started...
0, 2, 647 10404 13002
0, 2, 647 10404 16112
0, 2, 13121 13771 16176
0, 2, 1142 1530 3413
0, 2, 2750 3388 6298
0, 2, 12857 14600 16915
0, 2, 8377 12007 12473
0, 2, 4091 5397 11847
0, 2, 3407 7810 8461
0, 2, 5981 7911 11869
0, 2, 2841 6964 7636
0, 2, 10168 12261 14545
0, 2, 3597 3963 4114
0, 2, 4341 15484 18094
0, 2, 6568 15484 18094
0, 2, 1245 9599 17130
0, 2, 11121 11246 12647
0, 2, 6846 11246 12647
0, 2, 17573 17859 19048
0, 2, 778 6592 16525
0, 2, 2510 5395 16091
0, 2, 2510 5395 16881
0, 2, 1696 5381 6563 16706
0, 2, 452 13443 14302
0, 2, 6027 10195 13885 16727
0, 2, 148 1123 10880
0, 2, 963 2897 15715
0, 2, 2111 13200 13663
0, 2, 6257 9497 12342 14227
0, 2, 3638 6257 12342 14227
0, 2, 3638 6257 9497
0, 2, 1610 12560 14165 18344
0, 2, 4505 11264 17662
0, 2, 1175 2613 15761
0, 2, 11030 13025 15656
0, 2, 2116 11030 13025
0, 2, 2116 11030 15656
0, 2, 530 6147 10702
0, 2, 530 10702 11497
0, 2, 14946 16223 18913
0, 2, 853 8894 11670
0, 2, 2029 12976 13667
0, 2, 9170 9898 11163 12643
0, 2, 8896 13782 15282 18199
0, 2, 102 7006 8740 14556
0, 2, 3936 9429 9487
0, 2, 7446 10461 16256 17419
0, 2, 7446 14980 16256 17419
0, 2, 8917 10461 19081
0, 2, 8917 10461 16256 17419
0, 2, 638 2034 5447
0, 2, 2244 9904 15582
0, 2, 6869 12020 13788
0, 2, 5674 7619 12270 12869
0, 2, 2085 4770 11137
0, 2, 3675 4656 10501 10984
0, 2, 15529 15642 16060 16066
0, 2, 1642 9351 17917
0, 2, 9447 13453 18273
0, 2, 2856 8369 19317
0, 2, 8958 9605 12640
0, 2, 1141 3803 6776
0, 2, 1141 3803 11738
0, 2, 10227 17671 17857
0, 2, 2109 6736 10499 14335 17191
0, 2, 7639 8219 16765
0, 2, 7983 9988 18224
0, 2, 1587 2151 2874 18967
0, 2, 859 3796 5453 7240
0, 2, 3015 3796 5453 13420
0, 2, 268 6703 16463
0, 2, 3620 5750 8219 8609 18063 18265
0, 2, 3620 5750 8219 16463
0, 2, 9028 12085 14638 16219
0, 2, 10156 16616 18844
0, 2, 5750 6703 11720
0, 2, 3620 5750 6703 18265
0, 2, 3620 5750 6703 16463
0, 2, 3620 5750 8134 8609 18063 18265
0, 2, 3620 8219 16765
0, 2, 2699 7628 11834
0, 2, 1400 7249 16699
0, 2, 7249 9707 16699
0, 2, 17622 18104 18343
0, 2, 3062 13551 15908 18028
0, 2, 196 1111 15188
0, 2, 10935 18104 18343
0, 2, 1809 11706 16690
0, 2, 3062 3216 15908 18028
0, 2, 5208 9470 9925
0, 2, 14221 16846 18903
0, 2, 14757 15048 19210
0, 2, 12806 13059 19108
0, 2, 13612 15048 19210
0, 2, 11900 13560 15138
0, 2, 804 2644 3528
0, 2, 5374 16632 18535
0, 2, 742 5035 6745
0, 2, 763 10142 19106
0, 2, 13381 14342 17941
0, 2, 8383 13543 16926
0, 2, 1187 3525 5281 8667 15606
0, 2, 2840 3514 17893
0, 2, 5033 8054 9812
0, 2, 3514 13069 17893
0, 2, 1985 2531 4739 12334
0, 2, 1756 15706 18336
0, 2, 2069 7288 10553 13112 13493
0, 2, 440 6968 14834
0, 2, 6393 8179 19295
0, 2, 8179 8328 19295
0, 2, 8328 9373 19295
0, 2, 782 10847 10969
0, 2, 704 3295 7448
0, 2, 491 4983 10737
0, 2, 466 1049 3006
0, 2, 1438 4437 13974
0, 2, 10290 12474 19087
0, 2, 8051 9581 12991 13475
0, 2, 880 3664 10448
0, 2, 6794 8042 12517
0, 2, 6794 8042 15804
0, 2, 7903 8090 10967 13296
0, 2, 7903 8090 11380 13296
0, 2, 5086 13806 17640
0, 2, 3780 6044 7495
0, 2, 8408 9630 13094
0, 2, 1061 7516 10952
0, 2, 9632 13521 16650
0, 2, 11898 12992 13948
0, 2, 11235 13884 14886
0, 2, 897 2476 11630
0, 2, 6948 9771 13832
0, 2, 1911 4288 11907
0, 2, 5595 13884 16507
0, 2, 7515 10812 12106
0, 2, 1702 3499 15184
0, 2, 9157 10359 10988
0, 2, 11179 12500 14981
0, 2, 11179 12500 13716 15034
0, 2, 4897 5019 5844
0, 2, 4897 5844 11179 12500 13716
0, 2, 5019 5844 11845 13716 15034
0, 2, 5019 9637 11845 13716 15034
0, 2, 9658 10752 11154 12906 15306
0, 2, 9658 10752 14569
0, 2, 7185 9658 14569
0, 2, 153 2062 12811
0, 2, 12141 16192 19496
0, 2, 513 8315 9426
0, 2, 2984 8248 14554
0, 2, 4836 6366 7392
0, 2, 4268 4563 9897 11112 13891 19309
0, 2, 5472 7919 10715
0, 2, 3101 5559 19007
0, 2, 3726 9997 13931
0, 2, 1851 4105 10883 18354
0, 2, 5627 10922 18966
0, 2, 1046 10917 19436
0, 2, 142 1204 2778 9945
0, 2, 1046 2096 19436
0, 2, 142 824 2778
0, 2, 13949 15157 18422
0, 2, 7165 11115 13715
0, 2, 14197 15380 15913
0, 2, 2740 4325 18518
0, 2, 5926 15380 15913
0, 2, 8529 13541 18012 18518
0, 2, 2895 8858 9801
0, 2, 3962 4404 4676 12378
0, 2, 3054 4404 4676 12378
0, 2, 6525 12512 12835 14044
0, 2, 3223 4684 12512 12835 14044
0, 2, 167 881 9173
0, 2, 5936 6364 11050
0, 2, 1646 6364 7062 12245
0, 2, 1646 7062 12245 13504
0, 2, 7544 9249 18865
0, 2, 3058 7544 18865
0, 2, 6179 7879 13985
0, 2, 1536 2801 4659
0, 2, 2801 4659 8296
0, 2, 9746 11782 15615
0, 2, 7897 14316 18660
0, 2, 1384 18088 19160
0, 2, 6464 11008 14997
0, 2, 11008 14349 14997
0, 2, 2033 4736 7171
0, 2, 4118 10845 15666
0, 2, 974 4115 18637
0, 2, 974 4115 5652
0, 2, 974 4335 12287 18637
0, 2, 4335 7038 12287 18637
0, 2, 4115 5652 17916
0, 2, 4335 7038 8514
0, 2, 5311 15961 18803
0, 2, 347 3509 16797
0, 2, 9315 16643 18541
0, 2, 3509 16797 18465
0, 2, 12824 15123 18786
0, 2, 8867 9243 9789
0, 2, 632 4463 9472
0, 2, 4737 16672 17168
0, 2, 1691 6031 14491
0, 2, 11297 12712 19032
0, 2, 11297 15162 19032
0, 2, 8058 13706 18161
0, 2, 4958 11598 15828
0, 2, 4958 11204 15828
0, 2, 5526 7954 10245
0, 2, 4172 6874 10409
0, 2, 2196 2307 4313
0, 2, 2360 9829 10822 17039
0, 2, 10319 12211 14529 16605
0, 2, 1101 4066 14622
0, 2, 1575 7520 9310 11714
0, 2, 16651 17826 18257
0, 2, 348 9344 14201
0, 2, 3272 14434 15363 17046
0, 2, 3271 4284 18778
0, 2, 1059 14434 15363
0, 2, 6414 7489 13016
0, 2, 1890 6414 12845 13016
0, 2, 6602 12307 17358
0, 2, 2948 5240 6554 17094
0, 2, 5401 19123 19243
0, 2, 9841 15497 17456
0, 2, 1602 4926 11502
0, 2, 2843 4977 5709
0, 2, 1506 2781 4889
0, 2, 3833 14143 16887
