2579 3512 6337 7783 8014 8741 12427 12868 13537 13759 14404 16044 16240 16641 16714 16724 19360	22625.4	22017.866
621 1906 2003 3020 7415 13044 13814 16340 19895	22616.688000000002	22101.807
387 2003 3215 5434 7415 9805 14188 16325 16790 16849 19387	22646.132	22082.163
387 2003 2783 3020 3078 5733 7415 13044 16325 16790 16849 19387 19895	22642.324	22072.0925
387 1906 2003 2783 3020 4441 5733 7415 11068 15033 16325 16849 19387	22611.9925	22105.550000000003
387 1906 2003 3020 7415 13044 16325 16790 19895	22627.7915	22070.3785
1906 4441 6766 7415 7929 13814 16340	22611.9925	22105.550000000003
387 1906 2003 3020 4441 5733 7415 13044 13814 16325 16790 19895	22614.617	22101.807
387 2003 2783 3020 3215 5434 5733 8741 9805 10475 13044 14188 14264 15033 16325 16641 16790 16849 19387 19895	22639.161	22081.8455
2934 4111 12214	19620.453999999998	20655.987
17849 18670 18881 19619	23687.2235	20201.578999999998
9637 11845 15034 15921 16409	20095.677499999998	20007.1625
329 1604 3640 3658 11764 14549 19562	23107.048000000003	20240.597999999998
387 1906 2003 3020 3078 3215 5434 5733 7415 7929 10475 13044 14188 14264 16325 16790 19895	22624.796499999997	22109.989
2127 2579 3158 5032 6691 8014 12197 12868 19421	22643.975	21999.3375
1953 5382 11375	30136.7325	21283.299
9637 11154 13716 15034 15184 15921 16409 18766	20081.351000000002	20000.858500000002
8999 12403 18818	24157.3635	25384.6
621 6766 7929 13814 16340 17166	22611.9925	22135.781000000003
9658 10752 11154 14569 15921 16455 17785	20135.175000000003	20043.2635
2397 4934 6606 9813 12570	29387.555999999997	22556.201500000003
8941 9191 9390 10130 10639 12759 13361 14255 14286 16367 18140 18602	23804.731	21493.9825
2003 7415 14264 16325 16790	22636.408	22078.9
8949 16456 18352	20542.266000000003	18511.2275
10937 12958 19765	23870.4465	18499.826
329 825 1604 3640 3658 7741 8105 10153 10521 11764 17434 17624 18995	23086.190000000002	20275.678
2294 3688 5584 8184 8658 9782 13077 19739	27046.538	20471.0475
1604 3640 3658 7741 8105 10153 10521 14549 17624 18995	23085.432	20276.432
2783 7783 8741 9081 9805 12427 13759 14650 15033 16044 16240 16641 16714 16849 19387	22630.515	22023.259
621 1906 2003 3020 3078 4441 5733 6766 6904 7009 7415 7929 9873 13044 13814 16340 17166 18496	22616.361	22140.8085
3020 16340 19895	22624.796499999997	22101.807
