1	"LINESTRING(22634.733 22050.553,22634.262 22051.667,22633.859 22052.67,22633.32 22053.896,22632.849 22055.122)"
1	"LINESTRING(22636.277 22045.54,22635.054 22045.21,22633.627 22044.77,22632.471 22044.218,22631.588 22043.887)"
1	"LINESTRING(22631.76 22054.235,22632.231 22053.121,22632.703 22052.118,22633.174 22050.892,22633.645 22049.778)"
