1	"LINESTRING(23071.445 20316.527,23072.667 20316.412,23073.821 20316.408,23074.636 20316.405,23074.703 20316.405)"
1	"LINESTRING(23060.265 20303.547,23061.624 20303.764,23062.982 20303.871,23064.204 20303.978,23065.563 20304.196)"
1	"LINESTRING(23056.118 20321.477,23056.525 20321.364,23056.929 20320.472,23056.927 20320.027,23056.859 20320.028)"
