1	"LINESTRING(23071.44 20316.53,23072.67 20316.41,23073.82 20316.41,23074.64 20316.41,23074.7 20316.4)"
1	"LINESTRING(23060.26 20303.55,23061.62 20303.76,23062.98 20303.87,23064.2 20303.98,23065.56 20304.2)"
1	"LINESTRING(23056.12 20321.48,23056.52 20321.36,23056.93 20320.47,23056.93 20320.03,23056.86 20320.03)"
2	"LINESTRING(22634.73 22050.55,22634.26 22051.67,22633.86 22052.67,22633.32 22053.9,22632.85 22055.12)"
2	"LINESTRING(22636.28 22045.54,22635.05 22045.21,22633.63 22044.77,22632.47 22044.22,22631.59 22043.89)"
2	"LINESTRING(22631.76 22054.24,22632.23 22053.12,22632.7 22052.12,22633.17 22050.89,22633.64 22049.78)"
