1400 7249 9707 10156 12085 16699 18844	18503.781499999997	27440.0605
387 621 1906 2003 3020 3078 3215 4441 5733 7415 13044 13814 16325 16340 16790 16849	22625.9075	22106.040999999997
621 1906 2003 3020 3078 4441 5733 6766 6904 7415 7929 9873 13044 13814 16325 16340 16849	22610.939	22118.1205
335 2181 6408	31277.278	21712.711499999998
3629 4116 12083 14796	23870.5445	24739.534
7173 11929 14879	32418.433	19492.534
329 825 1604 3640 3658 10153 10521 11764 16791 18995	23088.278	20267.2045
387 2003 2783 3020 3078 3215 5434 5733 9805 14188 15033 16325 16641 16790 16849 19387	22639.082000000002	22079.073
2003 3020 3215 5733 9805 16325 16790 16849	22625.9075	22106.040999999997
2223 3215 3512 5434 6337 7783 8741 10475 12427 14124 14188 14264 14404 16044 16240 16714	22681.65	22051.7835
3158 5032 6691	22640.870499999997	21972.466
2783 4159 4751 9081 9805 11730 13759 14650 15033 19387	22580.355499999998	22030.035
3215 5434 7783 8741 10475 14124 14188 14264 16240 16641 16714 16790	22681.65	22061.406499999997
1604 3640 3658 8105 10153 10521 17624	23123.017	20299.4125
297 538 1765 2122 2224 10697 11451 11492 12178 13909 14865 15411	23877.6215	21443.8115
1587 4524 7568 8763 10472 16956	18498.5375	27303.023999999998
387 2783 7415 9805 15033 16849 19387	22639.082000000002	22079.073
1498 1604 3658 14549 17434	23091.6705	20237.972999999998
7362 8941 9191 9390 10130 10639 11462 12759 13361 14255 14286 18140	23800.386	21463.9075
8941 9191 9390 10130 11462 12759 13361 14255 18140	23800.545	21490.4355
329 825 1604 3640 3658 7338 7741 8105 9416 10153 10521 11764 11800 18995	23088.278	20293.554
2272 6498 8386 9707 14445 17622 18343	18484.1335	27495.8105
651 2134 7716 8946 15504 15834 16497	23235.970999999998	22459.290999999997
329 825 3640 4202 5572 7338 7355 7741 8105 11800 11838 14168 17544	23115.782	20335.5345
2842 2904 8220 10213 19016	26826.0205	19172.578500000003
621 1906 2003 3020 4441 7415 7929 9873 13814 16325 16340	22610.643	22133.705
2127 2579 3512 6337 9081 12427 12868 13537 13759 14404 14650 16044 19360	22631.470999999998	22020.495499999997
651 2134 4583 5596 7716 8946 10103 12641 14278 15266 15504 15834 16497	23175.5415	22480.358500000002
1088 1346 2725 4290 5661 5891 7319	28374.059999999998	23944.4355
4202 4916 5572 7338 7355 7741 8105 11838 14168 17544	23115.782	20335.5345
387 2783 3215 7783 8741 9805 16044 16240 16641 16714 16849 19387	22648.387000000002	22064.97
374 2393 5581 7492 16105	34447.8205	22127.4515
387 2003 2783 3020 3215 3512 5434 5733 6337 7783 8741 9805 10475 12427 14188 14264 16044 16240 16325 16641 16714 16790 16849 19387	22648.387000000002	22064.97
387 2783 3215 5434 6337 7783 8741 9081 9805 10475 12427 13759 14188 15033 16044 16240 16325 16641 16714 16849 19387	22621.025	22063.468999999997
1906 4441 4751 7415 11068 11730 12283	22591.6465	22096.482
7009 10486 11068 12283	22538.8495	22139.775
329 825 3640 4202 5572 7338 7355 7741 8105 11800 11838 13110 14168 17544	23115.782	20335.5345
132 10761 11239	25980.976000000002	14902.451000000001
825 1604 3658 7741 8105 10153 10521 11800 16791 17129 17624 17726 18995	23086.1515	20280.214500000002
6544 9428 13615 17187 17612	23510.408000000003	19672.68
2595 3816 7190 11206 13227	31909.074500000002	22171.5115
387 2783 3215 4159 5434 6337 7415 7783 8741 9081 9805 10475 11730 12427 13759 14188 14650 15033 16044 16240 16325 16641 16714 16849 19387	22613.588	22060.405
12729 18498 19231	27741.612500000003	21423.1575
387 2003 2783 3020 3078 3215 3512 5434 5733 6337 7415 7783 8741 9081 9805 10475 12427 14188 14264 14404 14650 15033 16044 16240 16325 16641 16714 16790 16849 19387	22630.349000000002	22064.97
