329 1604 3640 3658 7741 10153 10521 10902 14549 17624 18995	23086.1155	20278.852
387 2003 3020 3078 5733 14264 16325 16790 16849	22653.927499999998	22076.028
2595 3338 3816 7190 8655	31875.347	22213.2615
621 1906 2003 3020 4441 6904 7009 7415 9873	22616.3295	22139.6385
7359 8482 11579 13419	21433.9715	17179.131500000003
3987 4697 5140 9532 11578 11774 12063 12271 14290 17465 17693 17731	25473.654000000002	21594.8525
1765 2798 7227 10697 14865 14966 16000	23881.6765	21426.181
3215 5434 5733 7783 8741 10475 14188 14264 16044 16240 16325 16641 16714 16790	22647.436999999998	22056.791
2942 7222 15049	31670.6905	21007.300000000003
6124 14406 16073	16229.486	18186.5715
5380 5513 8695 13132 13861	23989.864	16427.8105
387 2783 3215 9805 15033 16849 19387	22607.36	22068.582000000002
387 621 1906 2003 3020 4441 6766 6904 7009 7415 7929 9873 11068 12283 13044 13814 16325 16340 16849 18496	22609.962	22105.5595
8941 9191 9390 10130 11492 12759 14255 14286 17607 18602	23830.0545	21478.743000000002
495 1504 14781 16241	36281.368	21418.226000000002
329 825 1604 3640 3658 7338 7741 8105 10153 10521 11800 16791 17544 18995	23105.199	20319.784
1203 2316 5174 10529 16037	22571.071	21951.005
9614 10153 10521 10902 14130 14549 16791 17624 17726 18995 19562	23067.8455	20273.619
4952 12504 18307	23602.8875	17720.511
8895 9054 17166	22621.2575	22148.375500000002
329 1604 3640 3658 7741 10153 10521 17544 17624 18995	23093.2985	20319.404000000002
638 2034 3809 5447 12220	18008.878	14298.1515
189 4116 9787 14294 18001	23825.8835	24751.447500000002
824 11413 16431	20517.552	27195.838
1203 2316 2501 5174 10529 16037	22553.501	21951.005
1809 8386 9769 9797 10935 11706 14934 16690 19548	18487.910499999998	27563.318
387 621 1906 2003 3020 3078 4441 5733 7415 7929 9873 13044 13814 14264 16325 16340 16790	22623.0855	22119.744
2294 3688 5584 7847 8184 8658 9782 13077 15638	27054.552499999998	20465.875
329 1604 3640 3658 9416 9614 10153 11764 14549 17544 17624	23105.045	20260.3165
4779 6405 15722 17318	25912.057500000003	20406.6675
387 2783 4751 9805 14650 15033 16849 19387	22607.905	22095.218999999997
825 1604 3640 3658 7741 9614 10153 10521 10902 11800 14130 16791 17624 17726 18995	23086.1155	20278.852
