1	"LINESTRING(20471.832 27192.704,20472.987 27193.255,20474.21 27193.918)"
1	"LINESTRING(20481.072 27197.452,20482.159 27198.004,20483.247 27198.667)"
1	"LINESTRING(20470.747 27209.511,20470.548 27210.625,20470.349 27211.738)"
