2019-07-29 18:03:58,794|TRAJS|91|611
2019-07-29 18:04:01,171|TRAJS|92|569
2019-07-29 18:04:03,464|TRAJS|93|577
2019-07-29 18:04:05,775|TRAJS|94|588
2019-07-29 18:04:08,025|TRAJS|95|597
2019-07-29 18:04:10,359|TRAJS|96|578
2019-07-29 18:04:12,830|TRAJS|97|608
2019-07-29 18:04:15,087|TRAJS|98|607
2019-07-29 18:04:17,349|TRAJS|99|580
2019-07-29 18:04:19,673|TRAJS|100|622
2019-07-29 18:04:21,898|TRAJS|101|589
2019-07-29 18:04:24,144|TRAJS|102|597
2019-07-29 18:04:26,361|TRAJS|103|579
2019-07-29 18:04:28,695|TRAJS|104|667
2019-07-29 18:04:30,903|TRAJS|105|625
2019-07-29 18:04:33,274|TRAJS|106|655
2019-07-29 18:04:35,619|TRAJS|107|617
2019-07-29 18:04:37,873|TRAJS|108|576
2019-07-29 18:04:40,232|TRAJS|109|593
2019-07-29 18:04:42,508|TRAJS|110|593
2019-07-29 18:04:44,689|TRAJS|111|616
2019-07-29 18:04:47,005|TRAJS|112|641
2019-07-29 18:04:49,274|TRAJS|113|639
2019-07-29 18:04:51,643|TRAJS|114|623
2019-07-29 18:04:54,011|TRAJS|115|605
2019-07-29 18:04:56,221|TRAJS|116|646
2019-07-29 18:04:58,523|TRAJS|117|596
2019-07-29 18:05:00,883|TRAJS|118|627
2019-07-29 18:05:03,946|TRAJS|119|675
2019-07-29 18:05:06,216|TRAJS|120|615
2019-07-29 18:05:08,543|TRAJS|121|668
2019-07-29 18:05:10,730|TRAJS|122|634
2019-07-29 18:05:13,046|TRAJS|123|624
2019-07-29 18:05:15,355|TRAJS|124|654
2019-07-29 18:05:17,702|TRAJS|125|660
2019-07-29 18:05:20,058|TRAJS|126|622
2019-07-29 18:05:22,372|TRAJS|127|634
2019-07-29 18:05:24,607|TRAJS|128|651
2019-07-29 18:05:26,906|TRAJS|129|665
2019-07-29 18:05:29,221|TRAJS|130|629
2019-07-29 18:05:31,564|TRAJS|131|644
2019-07-29 18:05:33,885|TRAJS|132|652
2019-07-29 18:05:36,250|TRAJS|133|658
2019-07-29 18:05:38,589|TRAJS|134|674
2019-07-29 18:05:40,905|TRAJS|135|662
2019-07-29 18:05:43,179|TRAJS|136|634
2019-07-29 18:05:45,380|TRAJS|137|636
2019-07-29 18:05:47,584|TRAJS|138|635
2019-07-29 18:05:49,889|TRAJS|139|625
2019-07-29 18:05:52,175|TRAJS|140|723
2019-07-29 18:05:54,399|TRAJS|141|663
2019-07-29 18:05:56,727|TRAJS|142|649
2019-07-29 18:05:58,937|TRAJS|143|648
2019-07-29 18:06:01,219|TRAJS|144|619
2019-07-29 18:06:03,468|TRAJS|145|646
2019-07-29 18:06:05,753|TRAJS|146|611
2019-07-29 18:06:07,974|TRAJS|147|677
2019-07-29 18:06:10,202|TRAJS|148|738
2019-07-29 18:06:12,524|TRAJS|149|700
2019-07-29 18:06:14,769|TRAJS|150|667
2019-07-29 18:06:17,119|TRAJS|151|658
2019-07-29 18:06:19,345|TRAJS|152|606
2019-07-29 18:06:21,642|TRAJS|153|712
2019-07-29 18:06:23,922|TRAJS|154|683
2019-07-29 18:06:26,192|TRAJS|155|679
2019-07-29 18:06:28,479|TRAJS|156|626
2019-07-29 18:06:30,859|TRAJS|157|655
2019-07-29 18:06:33,225|TRAJS|158|682
2019-07-29 18:06:35,549|TRAJS|159|705
2019-07-29 18:06:37,875|TRAJS|160|668
2019-07-29 18:06:40,199|TRAJS|161|654
2019-07-29 18:06:42,503|TRAJS|162|681
2019-07-29 18:06:44,826|TRAJS|163|657
2019-07-29 18:06:47,079|TRAJS|164|711
2019-07-29 18:06:49,360|TRAJS|165|681
2019-07-29 18:06:51,677|TRAJS|166|644
2019-07-29 18:06:53,960|TRAJS|167|709
2019-07-29 18:06:56,165|TRAJS|168|698
2019-07-29 18:06:58,503|TRAJS|169|620
2019-07-29 18:07:00,833|TRAJS|170|662
2019-07-29 18:07:03,179|TRAJS|171|713
2019-07-29 18:07:05,498|TRAJS|172|687
2019-07-29 18:07:07,932|TRAJS|173|740
2019-07-29 18:07:10,241|TRAJS|174|728
2019-07-29 18:07:12,441|TRAJS|175|696
2019-07-29 18:07:14,690|TRAJS|176|700
2019-07-29 18:07:17,019|TRAJS|177|667
2019-07-29 18:07:19,331|TRAJS|178|692
2019-07-29 18:07:21,608|TRAJS|179|667
2019-07-29 18:07:23,900|TRAJS|180|670
2019-07-29 18:07:26,330|TRAJS|181|668
2019-07-29 18:07:28,629|TRAJS|182|701
2019-07-29 18:07:31,063|TRAJS|183|682
2019-07-29 18:07:33,472|TRAJS|184|659
2019-07-29 18:07:35,741|TRAJS|185|614
2019-07-29 18:07:38,046|TRAJS|186|690
2019-07-29 18:07:40,388|TRAJS|187|675
2019-07-29 18:07:42,752|TRAJS|188|652
2019-07-29 18:07:45,016|TRAJS|189|724
2019-07-29 18:07:47,393|TRAJS|190|609
2019-07-29 18:07:49,745|TRAJS|191|666
2019-07-29 18:07:52,054|TRAJS|192|624
2019-07-29 18:07:54,196|TRAJS|193|687
2019-07-29 18:07:56,492|TRAJS|194|699
2019-07-29 18:07:58,790|TRAJS|195|707
2019-07-29 18:08:01,089|TRAJS|196|716
2019-07-29 18:08:03,362|TRAJS|197|663
2019-07-29 18:08:05,581|TRAJS|198|693
2019-07-29 18:08:07,838|TRAJS|199|705
2019-07-29 18:08:10,145|TRAJS|200|646
2019-07-29 18:08:12,565|TRAJS|201|600
2019-07-29 18:08:14,806|TRAJS|202|616
2019-07-29 18:08:17,155|TRAJS|203|638
2019-07-29 18:08:19,451|TRAJS|204|621
2019-07-29 18:08:21,786|TRAJS|205|615
2019-07-29 18:08:23,997|TRAJS|206|625
2019-07-29 18:08:26,237|TRAJS|207|608
2019-07-29 18:08:28,520|TRAJS|208|636
2019-07-29 18:08:30,780|TRAJS|209|628
2019-07-29 18:08:32,973|TRAJS|210|555
2019-07-29 18:08:35,178|TRAJS|211|633
2019-07-29 18:08:37,432|TRAJS|212|620
2019-07-29 18:08:39,784|TRAJS|213|628
2019-07-29 18:08:41,964|TRAJS|214|638
2019-07-29 18:08:44,318|TRAJS|215|594
2019-07-29 18:08:46,619|TRAJS|216|624
2019-07-29 18:08:48,883|TRAJS|217|637
2019-07-29 18:08:51,109|TRAJS|218|634
2019-07-29 18:08:53,302|TRAJS|219|655
2019-07-29 18:08:55,401|TRAJS|220|658
2019-07-29 18:08:57,745|TRAJS|221|630
2019-07-29 18:09:00,130|TRAJS|222|660
2019-07-29 18:09:02,469|TRAJS|223|601
2019-07-29 18:09:04,843|TRAJS|224|608
2019-07-29 18:09:07,096|TRAJS|225|659
2019-07-29 18:09:09,334|TRAJS|226|642
2019-07-29 18:09:11,647|TRAJS|227|599
2019-07-29 18:09:13,862|TRAJS|228|606
2019-07-29 18:09:16,036|TRAJS|229|618
2019-07-29 18:09:18,345|TRAJS|230|630
2019-07-29 18:09:20,636|TRAJS|231|645
2019-07-29 18:09:22,812|TRAJS|232|637
2019-07-29 18:09:25,142|TRAJS|233|639
2019-07-29 18:09:27,413|TRAJS|234|601
2019-07-29 18:09:29,766|TRAJS|235|622
2019-07-29 18:09:32,042|TRAJS|236|647
2019-07-29 18:09:34,315|TRAJS|237|634
2019-07-29 18:09:36,550|TRAJS|238|655
2019-07-29 18:09:38,913|TRAJS|239|658
2019-07-29 18:09:41,230|TRAJS|240|643
2019-07-29 18:09:43,418|TRAJS|241|604
2019-07-29 18:09:45,521|TRAJS|242|627
2019-07-29 18:09:47,784|TRAJS|243|654
2019-07-29 18:09:50,100|TRAJS|244|651
2019-07-29 18:09:52,385|TRAJS|245|653
2019-07-29 18:09:54,633|TRAJS|246|614
2019-07-29 18:09:56,913|TRAJS|247|656
2019-07-29 18:09:59,185|TRAJS|248|637
2019-07-29 18:10:01,513|TRAJS|249|641
2019-07-29 18:10:03,805|TRAJS|250|664
2019-07-29 18:10:06,131|TRAJS|251|642
2019-07-29 18:10:08,442|TRAJS|252|651
2019-07-29 18:10:10,729|TRAJS|253|683
2019-07-29 18:10:12,994|TRAJS|254|670
2019-07-29 18:10:15,347|TRAJS|255|648
2019-07-29 18:10:17,660|TRAJS|256|604
2019-07-29 18:10:19,923|TRAJS|257|640
2019-07-29 18:10:22,183|TRAJS|258|696
2019-07-29 18:10:24,336|TRAJS|259|621
2019-07-29 18:10:26,584|TRAJS|260|671
2019-07-29 18:10:28,889|TRAJS|261|639
2019-07-29 18:10:31,205|TRAJS|262|649
2019-07-29 18:10:33,370|TRAJS|263|653
2019-07-29 18:10:35,732|TRAJS|264|648
2019-07-29 18:10:38,085|TRAJS|265|717
2019-07-29 18:10:40,382|TRAJS|266|649
2019-07-29 18:10:42,827|TRAJS|267|676
2019-07-29 18:10:45,191|TRAJS|268|613
2019-07-29 18:10:47,466|TRAJS|269|656
2019-07-29 18:10:49,757|TRAJS|270|624
2019-07-29 18:10:52,156|TRAJS|271|645
2019-07-29 18:10:54,345|TRAJS|272|685
2019-07-29 18:10:56,729|TRAJS|273|662
2019-07-29 18:10:59,074|TRAJS|274|667
2019-07-29 18:11:01,296|TRAJS|275|626
2019-07-29 18:11:03,466|TRAJS|276|635
2019-07-29 18:11:05,747|TRAJS|277|629
2019-07-29 18:11:07,960|TRAJS|278|635
2019-07-29 18:11:10,079|TRAJS|279|602
2019-07-29 18:11:12,250|TRAJS|280|664
2019-07-29 18:11:14,604|TRAJS|281|654
2019-07-29 18:11:16,888|TRAJS|282|630
2019-07-29 18:11:19,106|TRAJS|283|687
2019-07-29 18:11:21,388|TRAJS|284|662
2019-07-29 18:11:23,756|TRAJS|285|657
2019-07-29 18:11:25,975|TRAJS|286|655
2019-07-29 18:11:28,202|TRAJS|287|654
2019-07-29 18:11:30,451|TRAJS|288|659
2019-07-29 18:11:32,764|TRAJS|289|683
2019-07-29 18:11:35,083|TRAJS|290|610
2019-07-29 18:11:37,436|TRAJS|291|634
2019-07-29 18:11:39,706|TRAJS|292|681
2019-07-29 18:11:41,945|TRAJS|293|633
2019-07-29 18:11:44,237|TRAJS|294|629
2019-07-29 18:11:46,371|TRAJS|295|596
2019-07-29 18:11:48,712|TRAJS|296|651
2019-07-29 18:11:50,995|TRAJS|297|665
2019-07-29 18:11:53,246|TRAJS|298|657
2019-07-29 18:11:55,590|TRAJS|299|696
2019-07-29 18:11:57,945|TRAJS|300|654
2019-07-29 18:12:00,136|TRAJS|301|638
2019-07-29 18:12:02,440|TRAJS|302|655
2019-07-29 18:12:04,697|TRAJS|303|650
2019-07-29 18:12:07,039|TRAJS|304|636
2019-07-29 18:12:09,285|TRAJS|305|605
2019-07-29 18:12:11,624|TRAJS|306|649
2019-07-29 18:12:13,957|TRAJS|307|637
2019-07-29 18:12:16,237|TRAJS|308|638
2019-07-29 18:12:18,497|TRAJS|309|644
2019-07-29 18:12:20,794|TRAJS|310|675
2019-07-29 18:12:23,090|TRAJS|311|643
2019-07-29 18:12:25,383|TRAJS|312|647
2019-07-29 18:12:27,722|TRAJS|313|627
2019-07-29 18:12:29,985|TRAJS|314|642
2019-07-29 18:12:32,266|TRAJS|315|684
2019-07-29 18:12:34,514|TRAJS|316|625
2019-07-29 18:12:36,731|TRAJS|317|654
2019-07-29 18:12:38,957|TRAJS|318|658
2019-07-29 18:12:41,264|TRAJS|319|665
2019-07-29 18:12:43,530|TRAJS|320|682
2019-07-29 18:12:45,739|TRAJS|321|634
2019-07-29 18:12:48,026|TRAJS|322|647
2019-07-29 18:12:50,268|TRAJS|323|640
2019-07-29 18:12:52,598|TRAJS|324|654
2019-07-29 18:12:54,837|TRAJS|325|630
2019-07-29 18:12:57,061|TRAJS|326|639
2019-07-29 18:12:59,316|TRAJS|327|627
2019-07-29 18:13:01,513|TRAJS|328|658
2019-07-29 18:13:03,680|TRAJS|329|623
2019-07-29 18:13:05,817|TRAJS|330|632
2019-07-29 18:13:08,049|TRAJS|331|671
2019-07-29 18:13:10,393|TRAJS|332|631
2019-07-29 18:13:12,763|TRAJS|333|610
2019-07-29 18:13:14,955|TRAJS|334|666
2019-07-29 18:13:17,144|TRAJS|335|648
2019-07-29 18:13:19,388|TRAJS|336|664
2019-07-29 18:13:21,655|TRAJS|337|604
2019-07-29 18:13:23,945|TRAJS|338|669
2019-07-29 18:13:26,099|TRAJS|339|638
2019-07-29 18:13:28,303|TRAJS|340|632
2019-07-29 18:13:30,399|TRAJS|341|643
2019-07-29 18:13:32,645|TRAJS|342|691
2019-07-29 18:13:34,939|TRAJS|343|685
2019-07-29 18:13:37,263|TRAJS|344|634
2019-07-29 18:13:39,587|TRAJS|345|667
2019-07-29 18:13:41,862|TRAJS|346|638
2019-07-29 18:13:44,170|TRAJS|347|668
2019-07-29 18:13:46,425|TRAJS|348|623
2019-07-29 18:13:48,640|TRAJS|349|665
2019-07-29 18:13:50,939|TRAJS|350|621
2019-07-29 18:13:53,228|TRAJS|351|650
2019-07-29 18:13:55,539|TRAJS|352|631
2019-07-29 18:13:57,921|TRAJS|353|651
2019-07-29 18:14:00,218|TRAJS|354|682
2019-07-29 18:14:02,527|TRAJS|355|635
2019-07-29 18:14:04,661|TRAJS|356|575
2019-07-29 18:14:06,937|TRAJS|357|648
2019-07-29 18:14:09,137|TRAJS|358|622
2019-07-29 18:14:11,384|TRAJS|359|625
2019-07-29 18:14:13,588|TRAJS|360|673
2019-07-29 18:14:15,890|TRAJS|361|616
2019-07-29 18:14:18,194|TRAJS|362|665
2019-07-29 18:14:20,457|TRAJS|363|673
2019-07-29 18:14:22,663|TRAJS|364|636
2019-07-29 18:14:24,863|TRAJS|365|652
2019-07-29 18:14:27,064|TRAJS|366|670
2019-07-29 18:14:29,264|TRAJS|367|629
2019-07-29 18:14:31,529|TRAJS|368|664
2019-07-29 18:14:33,793|TRAJS|369|695
2019-07-29 18:14:36,089|TRAJS|370|624
2019-07-29 18:14:38,435|TRAJS|371|671
2019-07-29 18:14:40,713|TRAJS|372|632
2019-07-29 18:14:42,959|TRAJS|373|651
2019-07-29 18:14:45,243|TRAJS|374|640
2019-07-29 18:14:47,562|TRAJS|375|649
2019-07-29 18:14:49,843|TRAJS|376|672
2019-07-29 18:14:52,166|TRAJS|377|655
2019-07-29 18:14:54,456|TRAJS|378|620
2019-07-29 18:14:56,717|TRAJS|379|626
2019-07-29 18:14:58,972|TRAJS|380|626
2019-07-29 18:15:01,054|TRAJS|381|639
2019-07-29 18:15:03,262|TRAJS|382|608
2019-07-29 18:15:05,509|TRAJS|383|645
2019-07-29 18:15:07,813|TRAJS|384|658
2019-07-29 18:15:10,106|TRAJS|385|650
2019-07-29 18:15:12,358|TRAJS|386|663
2019-07-29 18:15:14,635|TRAJS|387|603
2019-07-29 18:15:16,965|TRAJS|388|645
2019-07-29 18:15:19,206|TRAJS|389|640
2019-07-29 18:15:21,532|TRAJS|390|666
2019-07-29 18:15:23,836|TRAJS|391|607
2019-07-29 18:15:26,102|TRAJS|392|685
2019-07-29 18:15:28,338|TRAJS|393|639
2019-07-29 18:15:30,672|TRAJS|394|677
2019-07-29 18:15:32,930|TRAJS|395|624
2019-07-29 18:15:35,290|TRAJS|396|649
2019-07-29 18:15:37,670|TRAJS|397|685
2019-07-29 18:15:40,030|TRAJS|398|667
2019-07-29 18:15:42,311|TRAJS|399|649
2019-07-29 18:15:44,422|TRAJS|400|616
2019-07-29 18:15:46,768|TRAJS|401|616
2019-07-29 18:15:48,980|TRAJS|402|667
2019-07-29 18:15:51,268|TRAJS|403|648
2019-07-29 18:15:53,575|TRAJS|404|656
2019-07-29 18:15:55,743|TRAJS|405|673
2019-07-29 18:15:58,041|TRAJS|406|633
2019-07-29 18:16:00,348|TRAJS|407|604
2019-07-29 18:16:02,611|TRAJS|408|620
2019-07-29 18:16:04,921|TRAJS|409|640
2019-07-29 18:16:07,094|TRAJS|410|637
2019-07-29 18:16:09,453|TRAJS|411|665
2019-07-29 18:16:11,707|TRAJS|412|654
2019-07-29 18:16:14,006|TRAJS|413|657
2019-07-29 18:16:16,254|TRAJS|414|648
2019-07-29 18:16:18,474|TRAJS|415|642
2019-07-29 18:16:20,639|TRAJS|416|589
2019-07-29 18:16:22,843|TRAJS|417|664
2019-07-29 18:16:25,016|TRAJS|418|656
2019-07-29 18:16:27,214|TRAJS|419|660
2019-07-29 18:16:29,508|TRAJS|420|658
2019-07-29 18:16:31,716|TRAJS|421|651
2019-07-29 18:16:33,904|TRAJS|422|631
2019-07-29 18:16:36,102|TRAJS|423|636
2019-07-29 18:16:38,357|TRAJS|424|605
2019-07-29 18:16:40,604|TRAJS|425|660
2019-07-29 18:16:42,803|TRAJS|426|638
2019-07-29 18:16:45,073|TRAJS|427|629
2019-07-29 18:16:47,343|TRAJS|428|707
2019-07-29 18:16:49,646|TRAJS|429|630
2019-07-29 18:16:51,968|TRAJS|430|645
2019-07-29 18:16:54,183|TRAJS|431|651
2019-07-29 18:16:56,526|TRAJS|432|599
2019-07-29 18:16:58,799|TRAJS|433|607
2019-07-29 18:17:01,007|TRAJS|434|658
2019-07-29 18:17:03,220|TRAJS|435|644
2019-07-29 18:17:05,519|TRAJS|436|637
2019-07-29 18:17:07,793|TRAJS|437|622
2019-07-29 18:17:09,928|TRAJS|438|618
2019-07-29 18:17:12,138|TRAJS|439|675
2019-07-29 18:17:14,365|TRAJS|440|635
2019-07-29 18:17:16,694|TRAJS|441|663
2019-07-29 18:17:18,899|TRAJS|442|680
2019-07-29 18:17:21,042|TRAJS|443|654
2019-07-29 18:17:23,347|TRAJS|444|682
2019-07-29 18:17:25,584|TRAJS|445|593
2019-07-29 18:17:27,821|TRAJS|446|634
2019-07-29 18:17:30,025|TRAJS|447|647
2019-07-29 18:17:32,283|TRAJS|448|636
2019-07-29 18:17:34,579|TRAJS|449|636
2019-07-29 18:17:36,836|TRAJS|450|621
2019-07-29 18:17:39,046|TRAJS|451|637
2019-07-29 18:17:41,267|TRAJS|452|613
2019-07-29 18:17:43,512|TRAJS|453|690
2019-07-29 18:17:45,770|TRAJS|454|604
2019-07-29 18:17:47,900|TRAJS|455|679
2019-07-29 18:17:50,036|TRAJS|456|315
