23094.987500000003	20283.9195	825 7338 7741 8105 11800 11838 17129	3	5
22656.011	22143.8525	2003 3020 3078 5613 5733 6766 7929 9054 13044 13231 17166 19895	3	5
22614.063499999997	22095.3565	387 1906 2003 2783 3020 3215 4441 4751 5434 5733 7415 8741 9081 9805 11068 12283 13044 14188 14650 15033 16240 16325 16641 16790 16849 19387 19895	3	5
22607.8835	22022.3315	387 2579 2783 3512 4159 6337 7783 8014 8741 9081 9805 11730 12427 12868 13759 14404 14650 15033 16044 16240 16641 16714 16849 19360 19387	3	5
33053.664000000004	22995.337	730 4013 6277 10597	3	5
22636.408	22068.525	387 1906 2003 2783 3020 3078 3215 5434 5733 7415 8741 9805 10475 13044 14188 14264 14650 15033 16325 16641 16790 16849 19387	3	5
22614.063499999997	22093.0375	2003 3020 3215 5434 5733 13044 14188 14264 16325 16790 19895	3	5
22614.1975	22068.525	387 2783 3215 7783 8741 9081 9805 13759 14650 15033 16044 16240 16641 16714 16849 19387 19880	3	5
23152.279000000002	22421.968500000003	4583 7282 13118 14310	3	5
23081.3525	20275.8575	10521 14772 16791 17129 17726 18995	3	5
35406.1855	25526.693	11734 12359 14615	3	5
18492.125500000002	27523.1935	2272 9707 10935 17622 18104 18343	3	5
34475.9755	20361.7045	291 6072 7092 12354	3	5
22611.826999999997	22094.308	621 1906 2003 3020 4441 7415 13044 16325 19895	3	5
27998.6905	13804.340499999998	3819 9914 10058 11158 14585	3	5
18464.2245	27354.465	4524 8763 9028 13053 14588 16219	3	5
22635.182999999997	22156.574999999997	621 2514 3020 6766 7929 8895 9054 9873 13814 14220 16340 17166 19895	3	5
22635.648	22125.3975	1906 2003 3020 3078 4441 5733 7415 9873 13044 16325 19895	3	5
23122.504	20284.667	329 825 1604 3640 3658 4202 7338 7355 7741 8105 9416 10153 10521 11764 11838 14168 17544 17624 18995 19277 19769	3	5
22607.945	22077.5665	387 2003 2783 3215 7415 8741 9805 14650 15033 16240 16641 16849 19387	3	5
31869.324500000002	18839.2715	4898 11558 16923	3	5
22614.1975	22062.838	7783 13759 16044 16714 19360	3	5
22614.1975	22070.3785	387 1906 2003 2783 3020 3078 3215 4751 5434 5733 7415 8741 9081 9805 10475 13044 14188 14650 15033 16240 16325 16641 16790 16849 19387	3	5
32939.778	20221.643	2894 15398 16880	3	5
22611.9925	22101.406	387 1906 2003 2783 3020 4441 5733 7415 9805 9873 11068 13044 15033 16325 16790 16849 19387 19895	3	5
20473.0345	27219.425499999998	5627 10922 18966	3	5
23094.987500000003	20283.9195	1604 3658 10153 14549 17434 17624	3	5
22635.648	22125.3975	387 1906 2003 3020 4441 5733 7415 9873 13044 16325 16790 19895	3	5
18414.220999999998	27587.339	5978 8369 8631 11062 19317	3	5
25957.7185	28581.148999999998	5774 6287 9036 13194 15075 17954	3	5
22614.063499999997	22093.0375	387 1906 2003 2783 3020 4441 4751 6904 7415 8741 9805 9873 11068 11730 14650 15033 16325 16849 18496 19387	3	5
22652.5375	22066.169	387 2003 2783 3020 3078 3215 5434 5733 8741 9805 13044 14188 15033 16325 16641 16790 16849 19387	3	5
22614.1975	22073.82	2783 7783 9081 9805 11730 14650 15033 16240 16714 19387 19880	3	5
22611.9925	22095.3565	387 2783 3215 4751 5434 8741 9805 14650 15033 16641 16849 19387	3	5
22635.648	22125.3975	387 621 1906 2003 3020 3078 4441 5733 6904 7415 9873 13044 13814 16325 16340 16790 19895	3	5
14630.2605	21045.586499999998	1901 5818 15746	3	5
18480.002	27555.822500000002	1809 8386 9769 9797 11706 13579 14934 16690 19548	3	5
23100.85	20227.45	1604 3658 10153 11764 14549 17624	3	5
23288.4125	22500.271500000003	10557 12136 15215	3	5
22637.3805	22137.527000000002	621 2003 3020 5733 6766 7929 9873 13044 13814 16325 16340 16790 18496 19895	3	5
