EXECUTORS|9|15|4|2757|2823|26.52s|1.71MB|172.31.11.124:46337|app-20190707221133-0054
EXECUTORS|8|15|4|3047|3365|30.27s|11.06MB|172.31.12.55:41957|app-20190707221133-0054
EXECUTORS|7|15|4|2903|3042|27.82s|3.92MB|172.31.13.231:38365|app-20190707221133-0054
EXECUTORS|6|15|4|2799|2894|27.01s|2.28MB|172.31.6.192:41925|app-20190707221133-0054
EXECUTORS|5|15|4|2789|2870|26.82s|2.12MB|172.31.11.83:41373|app-20190707221133-0054
EXECUTORS|4|15|4|4371|6064|43.75s|79.89MB|172.31.5.2:46019|app-20190707221133-0054
EXECUTORS|3|15|4|2738|2801|26.61s|1.53MB|172.31.2.20:32861|app-20190707221133-0054
EXECUTORS|2|15|4|2742|2804|26.82s|1.60MB|172.31.0.141:33399|app-20190707221133-0054
EXECUTORS|14|15|4|2784|2820|26.34s|0.78MB|172.31.8.10:33895|app-20190707221133-0054
EXECUTORS|13|15|4|3127|3463|33.81s|16.35MB|172.31.15.67:46147|app-20190707221133-0054
EXECUTORS|12|15|4|3085|3380|29.80s|9.55MB|172.31.4.16:40783|app-20190707221133-0054
EXECUTORS|11|15|4|4304|5767|56.14s|89.33MB|172.31.0.105:45049|app-20190707221133-0054
EXECUTORS|10|15|4|2721|2809|26.61s|2.28MB|172.31.11.178:42343|app-20190707221133-0054
EXECUTORS|1|15|4|3079|3432|30.38s|12.39MB|172.31.4.160:45439|app-20190707221133-0054
EXECUTORS|0|15|4|2714|2750|26.20s|0.78MB|172.31.5.79:41471|app-20190707221133-0054
STAGES|  39|count at MF.scala:177                |15|4|2019-07-07T22:12:12.269GMT|2019-07-07T22:12:56.889GMT|20898|181992|100015694791|18870936|30666|0|0|app-20190707221133-0054
STAGES|  32|count at MF.scala:135                |15|4|2019-07-07T22:11:59.619GMT|2019-07-07T22:12:12.139GMT|20898|128881|31714007866|0|0|1624921|30666|app-20190707221133-0054
STAGES|  31|flatMapToPair at SpatialRDD.java:347 |15|4|2019-07-07T22:11:56.791GMT|2019-07-07T22:11:57.372GMT| 180|3191|1835625179|7044672|19681|0|0|app-20190707221133-0054
STAGES|  25|aggregate at SpatialRDD.java:515     |15|4|2019-07-07T22:11:55.972GMT|2019-07-07T22:11:56.716GMT| 180|3561|2222693499|0|0|3555759|28611|app-20190707221133-0054
STAGES|  19|count at MF.scala:124                |15|4|2019-07-07T22:11:55.460GMT|2019-07-07T22:11:55.951GMT| 180|2099|1432743269|0|0|3555759|28611|app-20190707221133-0054
STAGES|  18|distinct at MF.scala:123             |15|4|2019-07-07T22:11:52.845GMT|2019-07-07T22:11:55.453GMT| 180|12840|8093097804|0|0|7205049|97006|app-20190707221133-0054
STAGES|  17|map at MF.scala:110                  |15|4|2019-07-07T22:11:50.880GMT|2019-07-07T22:11:52.832GMT| 966|10747|6228522752|33961080|864|2337942|131050|app-20190707221133-0054
STAGES|  16|flatMapToPair at SpatialRDD.java:347 |15|4|2019-07-07T22:11:49.089GMT|2019-07-07T22:11:50.867GMT|1932|5376|3868732128|6395136|50230|0|0|app-20190707221133-0054
STAGES|  13|aggregate at SpatialRDD.java:515     |15|4|2019-07-07T22:11:46.066GMT|2019-07-07T22:11:49.010GMT|1932|21318|6135929444|60053233|1932|2958078|74340|app-20190707221133-0054
STAGES|  10|count at MF.scala:98                 |15|4|2019-07-07T22:11:43.328GMT|2019-07-07T22:11:45.971GMT|1932|12194|4880956653|61047036|1932|2958078|74340|app-20190707221133-0054
STAGES|   7|count at MF.scala:84                 |15|4|2019-07-07T22:11:39.822GMT|2019-07-07T22:11:43.128GMT| 966|32230|8426789429|0|0|2514398|63236|app-20190707221133-0054
STAGES|   6|flatMapToPair at SpatialRDD.java:347 |15|4|2019-07-07T22:11:39.042GMT|2019-07-07T22:11:39.710GMT| 120|1974|900668835|6037568|26066|0|0|app-20190707221133-0054
STAGES|   5|flatMapToPair at SpatialRDD.java:347 |15|4|2019-07-07T22:11:39.009GMT|2019-07-07T22:11:39.585GMT| 120|6403|2011204558|6037568|26066|0|0|app-20190707221133-0054
STAGES|   4|count at MF.scala:68                 |15|4|2019-07-07T22:11:38.672GMT|2019-07-07T22:11:38.919GMT| 120|361|89819947|6037568|26066|0|0|app-20190707221133-0054
STAGES|   3|aggregate at SpatialRDD.java:515     |15|4|2019-07-07T22:11:38.400GMT|2019-07-07T22:11:38.640GMT| 120|375|139238869|6037568|26066|0|0|app-20190707221133-0054
STAGES|   2|collect at SpatialRDD.java:248       |15|4|2019-07-07T22:11:38.015GMT|2019-07-07T22:11:38.253GMT| 120|629|223005560|6037568|26066|0|0|app-20190707221133-0054
STAGES|   1|count at MF.scala:399                |15|4|2019-07-07T22:11:37.391GMT|2019-07-07T22:11:37.971GMT| 120|464|208120756|6037568|26066|0|0|app-20190707221133-0054
STAGES|   0|aggregate at SpatialRDD.java:515     |15|4|2019-07-07T22:11:36.008GMT|2019-07-07T22:11:37.360GMT| 120|30745|9127199420|23422037|269011|0|0|app-20190707221133-0054
TASKS|  39|count at MF.scala:177                | 42276|15|4|20898|37803|2019-07-07T22:12:19.086GMT|172.31.0.105|PROCESS_LOCAL |37786| 6555240|10771|app-20190707221133-0054
TASKS|  39|count at MF.scala:177                | 42232|15|4|20898|34326|2019-07-07T22:12:19.061GMT|172.31.0.105|PROCESS_LOCAL |34310| 5689992| 9119|app-20190707221133-0054
TASKS|  39|count at MF.scala:177                | 42483|15|4|20898| 9057|2019-07-07T22:12:19.194GMT|172.31.15.67|PROCESS_LOCAL | 9041| 3324920| 5515|app-20190707221133-0054
TASKS|  39|count at MF.scala:177                | 42487|15|4|20898| 6182|2019-07-07T22:12:19.197GMT|172.31.15.67|PROCESS_LOCAL | 6165| 2149736| 3604|app-20190707221133-0054
TASKS|  39|count at MF.scala:177                | 42206|15|4|20898|  119|2019-07-07T22:12:19.048GMT|172.31.5.2|PROCESS_LOCAL |   94|  310656|  695|app-20190707221133-0054
TASKS|  39|count at MF.scala:177                | 43159|15|4|20898|  109|2019-07-07T22:12:19.566GMT|172.31.15.67|PROCESS_LOCAL |   79|      16|    0|app-20190707221133-0054
TASKS|  39|count at MF.scala:177                | 47369|15|4|20898|   92|2019-07-07T22:12:21.907GMT|172.31.2.20|PROCESS_LOCAL |   74|      16|    0|app-20190707221133-0054
TASKS|  39|count at MF.scala:177                | 43194|15|4|20898|   93|2019-07-07T22:12:19.588GMT|172.31.4.16|PROCESS_LOCAL |   66|      16|    0|app-20190707221133-0054
TASKS|  39|count at MF.scala:177                | 43195|15|4|20898|   90|2019-07-07T22:12:19.588GMT|172.31.5.2|PROCESS_LOCAL |   65|      16|    0|app-20190707221133-0054
TASKS|  39|count at MF.scala:177                | 43193|15|4|20898|   98|2019-07-07T22:12:19.587GMT|172.31.11.178|PROCESS_LOCAL |   65|      16|    0|app-20190707221133-0054
TASKS|  39|count at MF.scala:177                | 43190|15|4|20898|   92|2019-07-07T22:12:19.586GMT|172.31.5.2|PROCESS_LOCAL |   65|      16|    0|app-20190707221133-0054
TASKS|  39|count at MF.scala:177                | 43196|15|4|20898|   95|2019-07-07T22:12:19.589GMT|172.31.11.178|PROCESS_LOCAL |   64|      16|    0|app-20190707221133-0054
TASKS|  39|count at MF.scala:177                | 47344|15|4|20898|   91|2019-07-07T22:12:21.891GMT|172.31.11.178|PROCESS_LOCAL |   63|      16|    0|app-20190707221133-0054
TASKS|  39|count at MF.scala:177                | 43188|15|4|20898|   90|2019-07-07T22:12:19.584GMT|172.31.8.10|PROCESS_LOCAL |   63|      16|    0|app-20190707221133-0054
TASKS|  39|count at MF.scala:177                | 43187|15|4|20898|   92|2019-07-07T22:12:19.584GMT|172.31.11.124|PROCESS_LOCAL |   63|      16|    0|app-20190707221133-0054
TASKS|  39|count at MF.scala:177                | 43186|15|4|20898|   90|2019-07-07T22:12:19.583GMT|172.31.6.192|PROCESS_LOCAL |   63|      16|    0|app-20190707221133-0054
TASKS|  39|count at MF.scala:177                | 43192|15|4|20898|   88|2019-07-07T22:12:19.587GMT|172.31.5.2|PROCESS_LOCAL |   62|      16|    0|app-20190707221133-0054
TASKS|  39|count at MF.scala:177                | 43189|15|4|20898|   89|2019-07-07T22:12:19.585GMT|172.31.8.10|PROCESS_LOCAL |   62|      16|    0|app-20190707221133-0054
TASKS|  39|count at MF.scala:177                | 47348|15|4|20898|   92|2019-07-07T22:12:21.894GMT|172.31.6.192|PROCESS_LOCAL |   61|      16|    0|app-20190707221133-0054
TASKS|  39|count at MF.scala:177                | 47346|15|4|20898|   92|2019-07-07T22:12:21.892GMT|172.31.11.178|PROCESS_LOCAL |   61|      16|    0|app-20190707221133-0054
TASKS|  39|count at MF.scala:177                | 43198|15|4|20898|   97|2019-07-07T22:12:19.590GMT|172.31.2.20|PROCESS_LOCAL |   61|      16|    0|app-20190707221133-0054
TASKS|  39|count at MF.scala:177                | 43191|15|4|20898|   88|2019-07-07T22:12:19.586GMT|172.31.8.10|PROCESS_LOCAL |   61|      16|    0|app-20190707221133-0054
TASKS|  39|count at MF.scala:177                | 47350|15|4|20898|   92|2019-07-07T22:12:21.895GMT|172.31.6.192|PROCESS_LOCAL |   60|      16|    0|app-20190707221133-0054
TASKS|  39|count at MF.scala:177                | 47341|15|4|20898|   85|2019-07-07T22:12:21.890GMT|172.31.4.160|PROCESS_LOCAL |   60|      16|    0|app-20190707221133-0054
TASKS|  39|count at MF.scala:177                | 43203|15|4|20898|   89|2019-07-07T22:12:19.593GMT|172.31.4.16|PROCESS_LOCAL |   60|      16|    0|app-20190707221133-0054
TASKS|  32|count at MF.scala:135                | 21065|15|4|20898|  154|2019-07-07T22:12:06.868GMT|172.31.0.105|PROCESS_LOCAL |  127|       0|    0|app-20190707221133-0054
TASKS|  32|count at MF.scala:135                | 21064|15|4|20898|  153|2019-07-07T22:12:06.867GMT|172.31.0.105|PROCESS_LOCAL |  125|       0|    0|app-20190707221133-0054
TASKS|  32|count at MF.scala:135                | 21226|15|4|20898|  148|2019-07-07T22:12:06.956GMT|172.31.15.67|PROCESS_LOCAL |  117|       0|    0|app-20190707221133-0054
TASKS|  32|count at MF.scala:135                | 21227|15|4|20898|  136|2019-07-07T22:12:06.957GMT|172.31.15.67|PROCESS_LOCAL |  111|       0|    0|app-20190707221133-0054
TASKS|  32|count at MF.scala:135                | 17662|15|4|20898|  117|2019-07-07T22:12:04.945GMT|172.31.11.83|PROCESS_LOCAL |   89|       0|    0|app-20190707221133-0054
TASKS|  32|count at MF.scala:135                | 29558|15|4|20898|   98|2019-07-07T22:12:11.723GMT|172.31.8.10|PROCESS_LOCAL |   76|       0|    0|app-20190707221133-0054
TASKS|  32|count at MF.scala:135                | 29552|15|4|20898|  101|2019-07-07T22:12:11.719GMT|172.31.8.10|PROCESS_LOCAL |   75|       0|    0|app-20190707221133-0054
TASKS|  32|count at MF.scala:135                | 29539|15|4|20898|  100|2019-07-07T22:12:11.712GMT|172.31.5.79|PROCESS_LOCAL |   75|       0|    0|app-20190707221133-0054
TASKS|  32|count at MF.scala:135                | 29559|15|4|20898|   97|2019-07-07T22:12:11.724GMT|172.31.8.10|PROCESS_LOCAL |   73|       0|    0|app-20190707221133-0054
TASKS|  32|count at MF.scala:135                | 29551|15|4|20898|  100|2019-07-07T22:12:11.719GMT|172.31.0.105|PROCESS_LOCAL |   73|       0|    0|app-20190707221133-0054
TASKS|  32|count at MF.scala:135                | 29550|15|4|20898|  102|2019-07-07T22:12:11.717GMT|172.31.0.105|PROCESS_LOCAL |   73|       0|    0|app-20190707221133-0054
TASKS|  32|count at MF.scala:135                | 29545|15|4|20898|  102|2019-07-07T22:12:11.715GMT|172.31.5.79|PROCESS_LOCAL |   73|       0|    0|app-20190707221133-0054
TASKS|  32|count at MF.scala:135                | 29544|15|4|20898|  102|2019-07-07T22:12:11.715GMT|172.31.5.79|PROCESS_LOCAL |   73|       0|    0|app-20190707221133-0054
TASKS|  32|count at MF.scala:135                | 23826|15|4|20898|   97|2019-07-07T22:12:08.432GMT|172.31.11.124|PROCESS_LOCAL |   73|       0|    0|app-20190707221133-0054
TASKS|  32|count at MF.scala:135                | 29549|15|4|20898|  100|2019-07-07T22:12:11.717GMT|172.31.13.231|PROCESS_LOCAL |   72|       0|    0|app-20190707221133-0054
