EXECUTORS|9|15|4|309|680|10.90s|16.18MB|172.31.11.124:33239|app-20190707212512-0048
EXECUTORS|8|15|4|314|679|10.72s|15.50MB|172.31.12.55:45963|app-20190707212512-0048
EXECUTORS|7|15|4|321|707|10.86s|15.09MB|172.31.13.231:40625|app-20190707212512-0048
EXECUTORS|6|15|4|300|657|10.69s|17.58MB|172.31.6.192:36023|app-20190707212512-0048
EXECUTORS|5|15|4|309|688|11.13s|18.90MB|172.31.11.83:32861|app-20190707212512-0048
EXECUTORS|4|15|4|305|679|10.93s|13.79MB|172.31.5.2:43927|app-20190707212512-0048
EXECUTORS|3|15|4|293|618|10.71s|13.17MB|172.31.2.20:37159|app-20190707212512-0048
EXECUTORS|2|15|4|254|537|9.80s|13.70MB|172.31.0.141:40087|app-20190707212512-0048
EXECUTORS|14|15|4|287|631|10.96s|22.75MB|172.31.8.10:46013|app-20190707212512-0048
EXECUTORS|13|15|4|305|648|10.69s|12.47MB|172.31.15.67:39457|app-20190707212512-0048
EXECUTORS|12|15|4|295|648|10.88s|26.22MB|172.31.4.16:44839|app-20190707212512-0048
EXECUTORS|11|15|4|288|635|80.64s|37.65MB|172.31.0.105:33865|app-20190707212512-0048
EXECUTORS|10|15|4|320|690|11.03s|17.33MB|172.31.11.178:40017|app-20190707212512-0048
EXECUTORS|1|15|4|286|632|10.53s|14.18MB|172.31.4.160:34403|app-20190707212512-0048
EXECUTORS|0|15|4|308|693|10.96s|18.04MB|172.31.5.79:37127|app-20190707212512-0048
STAGES|  39|count at MF.scala:177                |15|4|2019-07-07T21:25:28.338GMT|2019-07-07T21:30:08.137GMT|  63|280982|279657549900|15801896|25970|0|0|app-20190707212512-0048
STAGES|  32|count at MF.scala:135                |15|4|2019-07-07T21:25:28.071GMT|2019-07-07T21:25:28.319GMT|  63|1404|355410524|0|0|1500489|25970|app-20190707212512-0048
STAGES|  31|flatMapToPair at SpatialRDD.java:347 |15|4|2019-07-07T21:25:27.932GMT|2019-07-07T21:25:28.063GMT| 180|1298|743624087|9774936|25969|0|0|app-20190707212512-0048
STAGES|  25|aggregate at SpatialRDD.java:515     |15|4|2019-07-07T21:25:27.676GMT|2019-07-07T21:25:27.909GMT| 180|6658|2648199349|0|0|4798488|37291|app-20190707212512-0048
STAGES|  19|count at MF.scala:124                |15|4|2019-07-07T21:25:27.501GMT|2019-07-07T21:25:27.649GMT| 180|3425|1715214875|0|0|4798488|37291|app-20190707212512-0048
STAGES|  18|distinct at MF.scala:123             |15|4|2019-07-07T21:25:26.973GMT|2019-07-07T21:25:27.489GMT| 180|19903|9686953329|0|0|8630374|109724|app-20190707212512-0048
STAGES|  17|map at MF.scala:110                  |15|4|2019-07-07T21:25:26.143GMT|2019-07-07T21:25:26.971GMT|1017|20600|9994736958|37617528|947|2673216|150414|app-20190707212512-0048
STAGES|  16|flatMapToPair at SpatialRDD.java:347 |15|4|2019-07-07T21:25:24.793GMT|2019-07-07T21:25:26.131GMT|2034|9901|5630246054|7995376|63312|0|0|app-20190707212512-0048
STAGES|  13|aggregate at SpatialRDD.java:515     |15|4|2019-07-07T21:25:22.461GMT|2019-07-07T21:25:24.700GMT|2034|20680|7807606546|75235056|2034|3332478|83844|app-20190707212512-0048
STAGES|  10|count at MF.scala:98                 |15|4|2019-07-07T21:25:20.659GMT|2019-07-07T21:25:22.389GMT|2034|9840|6289905029|75235056|2034|3332478|83844|app-20190707212512-0048
STAGES|   7|count at MF.scala:84                 |15|4|2019-07-07T21:25:18.752GMT|2019-07-07T21:25:20.541GMT|1017|75493|12114236860|0|0|2826707|71199|app-20190707212512-0048
