spark-submit --class FF /home/acald013/Research/GeoSpark/target/scala-2.11/pflock_2.11-0.1.jar --input /home/acald013/Research/Datasets/Berlin/SideBySide/B1.tsv --epsilon 110 --mu 3 --delta 3 --distance 100 --master 169.235.27.138 --cores 4 --executors 1 --spatial CUSTOM --customymf 30 --customxmf 30 --customy 30 --customx 30 --fftimestamp 5
2019-05-09 18:58:38,206|FF|app-20190509184931-0108|1|4|  END|548.03|4b.Finding maximals                               | 39.47| 19747|4
2019-05-09 18:58:38,206|FF|app-20190509184931-0108|1|4|START|548.03|4c.Selecting and mapping                          |  0.00|     0|4
2019-05-09 18:58:41,841|FF|app-20190509184931-0108|1|4|  END|551.66|4c.Selecting and mapping                          |  3.64| 19747|4
2019-05-09 18:58:41,841|FF|app-20190509184931-0108|1|4|START|551.66|4d.Filtering and distinc                          |  0.00|     0|4
2019-05-09 18:58:42,173|FF|app-20190509184931-0108|1|4|  END|552.00|4d.Filtering and distinc                          |  0.33| 19747|4
2019-05-09 18:58:43,133|FF|app-20190509184931-0108|1|4|  END|552.96|4.Flocks prunned by expansion                     | 50.38| 13580|4
2019-05-09 18:58:43,133|FF|app-20190509184931-0108|1|4|START|552.96|5.Flocks reported                                 |  0.00|     0|4
2019-05-09 18:58:43,485|FF|app-20190509184931-0108|1|4|  END|553.31|5.Flocks reported                                 |  0.35| 13580|4
2019-05-09 18:58:43,485|FF|app-20190509184931-0108|1|4|START|553.31|6.Candidates indexed                              |  0.00|     0|4
2019-05-09 18:58:54,184|FF|app-20190509184931-0108|1|4|  END|564.01|6.Candidates indexed                              | 10.70| 31446|4
2019-05-09 18:58:55,835|Number of flocks: 40128
2019-05-09 18:58:56,215|PFLOCK|app-20190509184931-0108|4|1|110.0|3|3|553.24|40128
2019-05-09 18:58:56,702|EXECUTORS|1|0|29544|53415|452.26s|4646.56MB|169.235.27.135:39896|app-20190509184931-0108
2019-05-09 18:59:15,430|STAGES|1|4|4804|count at FF.scala:250                |2019-05-10T01:58:55.845GMT|2019-05-10T01:58:56.214GMT| 600|114|109493070|14901704|40128|0|0|app-20190509184931-0108
2019-05-09 18:59:15,430|STAGES|1|4|4711|count at FF.scala:247                |2019-05-10T01:58:54.220GMT|2019-05-10T01:58:55.833GMT| 600|5017|3837709107|14901704|40128|0|0|app-20190509184931-0108
2019-05-09 18:59:15,430|STAGES|1|4|4618|count at FF.scala:242                |2019-05-10T01:58:53.889GMT|2019-05-10T01:58:54.182GMT| 431|79|80570007|13215784|31446|0|0|app-20190509184931-0108
2019-05-09 18:59:15,431|STAGES|1|4|4523|collect at SpatialRDD.java:247       |2019-05-10T01:58:53.579GMT|2019-05-10T01:58:53.872GMT| 431|93|92156806|13215784|31446|0|0|app-20190509184931-0108
2019-05-09 18:59:15,431|STAGES|1|4|4428|aggregate at SpatialRDD.java:515     |2019-05-10T01:58:53.166GMT|2019-05-10T01:58:53.561GMT| 431|97|84536874|13215784|31446|0|0|app-20190509184931-0108
2019-05-09 18:59:15,431|STAGES|1|4|4333|aggregate at SpatialRDD.java:515     |2019-05-10T01:58:49.570GMT|2019-05-10T01:58:53.150GMT| 431|12892|10952725530|0|0|9790140|31446|app-20190509184931-0108
2019-05-09 18:59:15,431|STAGES|1|4|4332|distinct at FF.scala:231             |2019-05-10T01:58:45.149GMT|2019-05-10T01:58:49.533GMT| 431|15748|14516146685|0|0|11921257|44690|app-20190509184931-0108
2019-05-09 18:59:15,431|STAGES|1|4|4331|map at FF.scala:228                  |2019-05-10T01:58:43.523GMT|2019-05-10T01:58:45.108GMT| 431|4872|4715883705|21855480|44690|0|0|app-20190509184931-0108
2019-05-09 18:59:15,432|STAGES|1|4|4238|count at FF.scala:215                |2019-05-10T01:58:43.146GMT|2019-05-10T01:58:43.483GMT| 200|866|670078838|2232952|13580|0|0|app-20190509184931-0108
2019-05-09 18:59:15,432|STAGES|1|4|4145|count at FF.scala:198                |2019-05-10T01:58:42.617GMT|2019-05-10T01:58:43.132GMT| 200|1478|1073182649|0|0|1310610|13580|app-20190509184931-0108
2019-05-09 18:59:15,432|STAGES|1|4|4144|distinct at FF.scala:444             |2019-05-10T01:58:42.184GMT|2019-05-10T01:58:42.603GMT| 200|538|530668689|7558024|19747|0|0|app-20190509184931-0108
2019-05-09 18:59:15,432|STAGES|1|4|4052|count at FF.scala:445                |2019-05-10T01:58:41.857GMT|2019-05-10T01:58:42.172GMT| 200|46|39655284|7558024|19747|0|0|app-20190509184931-0108
2019-05-09 18:59:15,432|STAGES|1|4|3960|count at FF.scala:432                |2019-05-10T01:58:40.905GMT|2019-05-10T01:58:41.840GMT| 200|2617|2094009294|0|0|6901368|91371|app-20190509184931-0108
2019-05-09 18:59:15,433|STAGES|1|4|3959|rdd at FF.scala:431                  |2019-05-10T01:58:38.532GMT|2019-05-10T01:58:40.894GMT|  31|1524|1001451797|29943160|71624|0|0|app-20190509184931-0108
2019-05-09 18:59:15,433|STAGES|1|4|3958|rdd at FF.scala:431                  |2019-05-10T01:58:38.519GMT|2019-05-10T01:58:40.472GMT| 900|5199|4681385969|4896480|19747|0|0|app-20190509184931-0108
