0	5	3512 6337 7783 12427 16044 16714
0	5	11578 11774 12063 12271 17693 17731
1	6	3512 6337 7783 12427 16044 16714
1	6	11578 11774 12271 14290 17693 17731
1	6	11578 11774 12063 12271 17693 17731
1	6	11578 11774 12063 12271 14290 17693
2	7	3512 6337 7783 12427 16044 16714
2	7	11578 11774 12271 14290 17693 17731
2	7	11578 11774 12063 12271 17693 17731
2	7	11578 11774 12063 12271 14290 17693
2	7	11578 11774 12063 12271 17465 17731
2	7	11578 11774 12063 12271 17465 17693
3	8	3512 6337 7783 12427 16044 16714
3	8	11578 11774 12063 12271 14290 17693 17731
3	8	11578 11774 12063 12271 17465 17693 17731
4	9	3512 6337 7783 12427 16044 16714
4	9	11578 11774 12063 12271 14290 17693 17731
4	9	11578 11774 12063 12271 17465 17693 17731
4	9	11578 11774 12063 12271 14290 17465 17693
5	10	621 6904 9873 13814 16340 18496
5	10	3512 6337 7783 12427 16044 16714
5	10	11578 11774 12063 12271 17465 17731
5	10	11578 11774 12063 12271 14290 17693 17731
