0	2	387 2783 9805 15033 16849 19387
0	2	3512 6337 7783 12427 16044 16714
0	2	2003 3078 5733 13044 16325 16790
0	2	11578 11774 12063 12271 17693 17731
1	3	3512 6337 7783 12427 16044 16714
1	3	2003 3020 3078 5733 13044 16325
1	3	2003 3078 5733 13044 16325 16790
1	3	11578 11774 12271 14290 17693 17731
1	3	11578 11774 12063 12271 17693 17731
1	3	11578 11774 12063 12271 14290 17693
2	4	3512 6337 7783 12427 16044 16714
2	4	2003 3020 3078 5733 13044 16325
2	4	2003 3078 5733 13044 16325 16790
2	4	11578 11774 12271 14290 17693 17731
2	4	11578 11774 12063 12271 17693 17731
2	4	11578 11774 12063 12271 14290 17693
2	4	11578 11774 12063 12271 17465 17731
2	4	11578 11774 12063 12271 17465 17693
3	5	3512 6337 7783 12427 16044 16714
3	5	2003 3020 3078 5733 13044 19895
3	5	2003 3020 5733 13044 16325 19895
3	5	2003 3078 5733 13044 16325 19895
3	5	2003 5733 13044 16325 16790 19895
3	5	11578 11774 12063 12271 14290 17693 17731
3	5	11578 11774 12063 12271 17465 17693 17731
4	6	3512 6337 7783 12427 16044 16714
4	6	2003 3020 3078 5733 13044 19895
4	6	2003 3020 5733 13044 16325 19895
4	6	11578 11774 12063 12271 14290 17693 17731
4	6	11578 11774 12063 12271 17465 17693 17731
4	6	11578 11774 12063 12271 14290 17465 17693
5	7	621 6904 9873 13814 16340 18496
5	7	3512 6337 7783 12427 16044 16714
5	7	2003 3020 3078 5733 13044 19895
5	7	2003 3020 5733 13044 16325 19895
5	7	11578 11774 12063 12271 14290 17465 17693 17731
6	8	621 6904 9873 13814 16340 18496
6	8	621 6766 9873 13814 16340 18496
6	8	2783 8741 9805 15033 16849 19387
6	8	3512 6337 7783 12427 16044 16714
6	8	2003 13044 14264 16325 16790 19895
6	8	11578 11774 12063 12271 14290 17465 17693 17731
7	9	621 6904 9873 13814 16340 18496
7	9	621 6766 9873 13814 16340 18496
7	9	2783 8741 9805 15033 16849 19387
7	9	3512 6337 7783 12427 16044 16714
7	9	2003 13044 14264 16325 16790 19895
7	9	8941 9390 10130 12759 14286 18602
7	9	11578 11774 12063 12271 14290 17465 17693 17731
8	10	621 6766 6904 9873 13814 16340 18496
8	10	2783 8741 9805 15033 16849 19387
8	10	3512 6337 7783 12427 16044 16714
8	10	2003 13044 14264 16325 16790 19895
8	10	11578 11774 12063 12271 17465 17731
8	10	11578 11774 12063 12271 14290 17693 17731
