0	7	8896 13782 15282
0	7	4153 10421 16403
0	7	2783 15033 19387
0	7	6337 12427 16044
0	7	3512 6337 12427
0	7	578 3081 6681
1	8	8896 13782 15282
1	8	2895 8858 9801
1	8	4153 10421 16403
1	8	2783 15033 19387
1	8	6337 12427 16044
1	8	3512 6337 12427
1	8	578 3081 6681
1	8	578 3081 9624
2	9	8896 13782 15282
2	9	2895 8858 9801
2	9	4153 10421 16403
2	9	2783 15033 19387
2	9	6337 12427 16044
2	9	3512 6337 12427
2	9	578 3081 6681 9624
3	10	8896 13782 15282
3	10	2895 8858 9801
3	10	4153 10421 16403
3	10	2783 15033 19387
3	10	6337 12427 16044
3	10	3512 6337 12427
3	10	837 11361 12557
3	10	578 3081 6681 9624
