0	7	3512 6337 7783 12427 16044 16714
0	7	3158 4574 5032 6691 7530 12197
0	7	11578 11774 12063 12271 14290 17693 17731
0	7	11578 11774 12063 12271 17465 17693
1	8	3512 6337 7783 12427 16044 16714
1	8	3158 4574 5032 6691 7530 12197
1	8	11578 11774 12063 12271 14290 17693 17731
1	8	11578 11774 12063 12271 17465 17693 17731
2	9	3512 6337 7783 12427 16044 16714
2	9	3158 4574 5032 6691 7530 12197
2	9	11578 11774 12063 12271 14290 17693 17731
2	9	11578 11774 12063 12271 17465 17693 17731
2	9	11578 11774 12063 12271 14290 17465 17693
3	10	3512 6337 7783 12427 16044 16714
3	10	3158 4574 5032 6691 7530 12197
3	10	11578 11774 12063 12271 14290 17465 17693 17731
