0	6	2069 7288 10553 13112 13493
0	6	621 6904 9873 13814 18496
0	6	6337 7783 12427 16044 16714
0	6	3512 6337 12427 14404 16044
0	6	2127 3158 5032 6691 12197
0	6	4202 7338 11838 14168 17544
0	6	11578 11774 12063 12271 17731
0	6	11578 11774 12063 12271 17693
0	6	11578 12063 12271 17465 17693
1	7	621 6904 9873 13814 18496
1	7	2783 9805 15033 16849 19387
1	7	6337 7783 12427 16044 16714
1	7	3512 6337 12427 14404 16044
1	7	2003 3020 3078 5733 13044
1	7	2127 3158 5032 6691 12197
1	7	4202 7338 11838 14168 17544
1	7	11578 11774 12063 12271 17731
1	7	11578 11774 12063 12271 17465
1	7	11578 11774 12063 12271 17693
1	7	11578 12063 12271 17465 17693
2	8	621 6904 9873 13814 18496
2	8	2783 9805 15033 16849 19387
2	8	6337 7783 12427 16044 16714
2	8	3512 6337 12427 14404 16044
2	8	2127 3158 5032 6691 12197
2	8	4202 7338 8105 11838 14168
2	8	8941 14255 14286 16367 18602
2	8	11578 11774 12063 12271 17465 17731
2	8	11578 11774 12063 12271 17693
2	8	11578 12063 12271 17465 17693
3	9	621 6904 9873 13814 18496
3	9	621 9873 13814 16340 18496
3	9	2783 9805 15033 16849 19387
3	9	6337 7783 12427 16044 16714
3	9	3512 6337 12427 14404 16044
3	9	2003 3020 5733 13044 19895
3	9	2003 3020 13044 16325 19895
3	9	2127 3158 5032 6691 12197
3	9	8941 14255 14286 16367 18602
3	9	11578 11774 12063 12271 17465 17731
3	9	11578 11774 12063 12271 17693
4	10	621 6904 9873 13814 18496
4	10	621 9873 13814 16340 18496
4	10	2783 9805 15033 16849 19387
4	10	6337 7783 12427 16044 16714
4	10	3512 6337 12427 14404 16044
4	10	2003 3020 5733 13044 19895
4	10	2003 3020 13044 16325 19895
4	10	2003 13044 16325 16790 19895
4	10	2127 3158 5032 6691 12197
4	10	11578 11774 12063 12271 17465 17731
4	10	11578 11774 12063 12271 17693
