"BFE"
4	1018.45
6	1010.65
8	1023.51
10	1033.81
12	1070.68
14	1132.53
16	1103.23
18	1077.72
20	1064.97


"PSI"
4	477.339
6	502.041
8	498.337
10	489.681
12	491.624
14	477.88
16	488.696
18	486.454
20	485.991


