EXECUTORS|1|2|8|21412|44718|60.77s|1004.92MB|172.31.20.106:46731|app-20190528160404-0003
EXECUTORS|0|2|8|21632|45253|60.95s|971.01MB|172.31.31.122:36161|app-20190528160404-0003
STAGES|5480|count at FF.scala:515                |2|8|2019-05-28T16:05:15.966GMT|2019-05-28T16:05:16.125GMT| 600|139|122953677|4315032|13334|0|0|app-20190528160404-0003
STAGES|5383|count at FF.scala:274                |2|8|2019-05-28T16:05:15.806GMT|2019-05-28T16:05:15.960GMT| 600|148|123731668|4315032|13334|0|0|app-20190528160404-0003
STAGES|5286|count at FF.scala:271                |2|8|2019-05-28T16:05:15.538GMT|2019-05-28T16:05:15.801GMT| 600|2522|956419774|4315032|13334|0|0|app-20190528160404-0003
STAGES|5189|count at FF.scala:266                |2|8|2019-05-28T16:05:15.511GMT|2019-05-28T16:05:15.531GMT|  48|10|10646185|1308424|5846|0|0|app-20190528160404-0003
STAGES|5090|aggregate at SpatialRDD.java:515     |2|8|2019-05-28T16:05:15.377GMT|2019-05-28T16:05:15.506GMT|  48|1495|1249219000|0|0|361579|5846|app-20190528160404-0003
STAGES|5089|distinct at FF.scala:259             |2|8|2019-05-28T16:05:15.196GMT|2019-05-28T16:05:15.376GMT|  48|2261|1827729463|0|0|977892|10360|app-20190528160404-0003
STAGES|5088|map at FF.scala:256                  |2|8|2019-05-28T16:05:15.017GMT|2019-05-28T16:05:15.192GMT| 448|1109|977384676|2950664|10360|0|0|app-20190528160404-0003
STAGES|4991|count at FF.scala:243                |2|8|2019-05-28T16:05:14.917GMT|2019-05-28T16:05:14.998GMT| 200|554|202440073|674552|4522|0|0|app-20190528160404-0003
STAGES|4894|count at FF.scala:226                |2|8|2019-05-28T16:05:14.794GMT|2019-05-28T16:05:14.911GMT| 200|1144|603750304|0|0|421056|4522|app-20190528160404-0003
STAGES|4893|distinct at FF.scala:431             |2|8|2019-05-28T16:05:14.678GMT|2019-05-28T16:05:14.790GMT| 200|372|324871018|1856744|5248|0|0|app-20190528160404-0003
STAGES|4797|count at FF.scala:432                |2|8|2019-05-28T16:05:14.565GMT|2019-05-28T16:05:14.672GMT| 200|51|42966841|1856744|5248|0|0|app-20190528160404-0003
STAGES|4701|count at FF.scala:419                |2|8|2019-05-28T16:05:14.286GMT|2019-05-28T16:05:14.556GMT| 200|2817|1132474622|0|0|1188346|13167|app-20190528160404-0003
STAGES|4700|rdd at FF.scala:418                  |2|8|2019-05-28T16:05:13.278GMT|2019-05-28T16:05:14.282GMT|  48|1763|1050669829|1799696|7919|0|0|app-20190528160404-0003
STAGES|4699|rdd at FF.scala:418                  |2|8|2019-05-28T16:05:13.271GMT|2019-05-28T16:05:14.151GMT|2500|5391|4998238919|1109656|5248|0|0|app-20190528160404-0003
STAGES|4605|count at FF.scala:388                |2|8|2019-05-28T16:05:12.364GMT|2019-05-28T16:05:13.118GMT|2500|4484|1346750256|2525744|8918|0|0|app-20190528160404-0003
STAGES|4511|count at FF.scala:350                |2|8|2019-05-28T16:05:11.469GMT|2019-05-28T16:05:12.346GMT|2500|7723|3460389911|0|0|319852|8918|app-20190528160404-0003
STAGES|4510|filter at FF.scala:348               |2|8|2019-05-28T16:05:10.618GMT|2019-05-28T16:05:11.467GMT|2501|3912|3519068828|1954688|7919|0|0|app-20190528160404-0003
STAGES|4417|aggregate at SpatialRDD.java:515     |2|8|2019-05-28T16:05:10.578GMT|2019-05-28T16:05:10.600GMT|  48|17|10859760|1799696|7919|0|0|app-20190528160404-0003
STAGES|4325|aggregate at SpatialRDD.java:515     |2|8|2019-05-28T16:05:10.548GMT|2019-05-28T16:05:10.570GMT|  48|10|10652878|1799696|7919|0|0|app-20190528160404-0003
STAGES|4233|aggregate at SpatialRDD.java:515     |2|8|2019-05-28T16:05:10.517GMT|2019-05-28T16:05:10.539GMT|  48|18|10850377|1799696|7919|0|0|app-20190528160404-0003
STAGES|4141|count at FF.scala:171                |2|8|2019-05-28T16:05:09.502GMT|2019-05-28T16:05:10.508GMT|2501|7415|3195975362|0|0|563101|7919|app-20190528160404-0003
STAGES|4140|flatMapToPair at SpatialRDD.java:347 |2|8|2019-05-28T16:05:09.447GMT|2019-05-28T16:05:09.498GMT|  48|313|299638816|1799696|7919|0|0|app-20190528160404-0003
STAGES|4048|collect at SpatialRDD.java:247       |2|8|2019-05-28T16:05:09.416GMT|2019-05-28T16:05:09.437GMT|  48|16|12002549|1799696|7919|0|0|app-20190528160404-0003
