3	C equals M	0.015235042000000004
2	firstM	0.004193097
1	C equals M	0.030314706
0	C subset M	0.38530935699999996
2	C subset M	0.43924524799999987
1	C subset M	0.39073871699999996
0	C equals M	0.04868357699999997
4	C subset M	0.277231958
1	firstM	0.004102182
5	firstM	0.002131939
2	M subset C	1.43873803
4	firstM	0.004165123
2	C equals M	0.029502003999999984
3	Search	0.6614395429999999
3	C differ M	38.50681690200005
5	M subset C	0.9538723440000001
0	C differ M	34.13471584999998
4	Search	0.41829414900000006
5	Search	0.38018744899999996
1	C differ M	34.008346671999966
3	C subset M	0.3928258159999999
5	C differ M	19.282570996999972
4	C differ M	19.945682804000043
1	Search	0.594505552
4	C equals M	0.010107909
3	firstM	0.002995535
5	C equals M	0.01070978
1	M subset C	1.269670086
0	firstM	6.0088E-4
0	M subset C	1.3618079550000002
2	Search	0.728749338
2	C differ M	36.98430976199998
5	C subset M	0.294327866
0	Search	0.6297920979999999
4	M subset C	1.094413079
3	M subset C	1.313029297
