EXECUTORS|8|9|8|14054|29204|157.44s|1285.66MB|172.31.28.128:33549|app-20190528154824-0002
EXECUTORS|7|9|8|13448|27327|157.99s|1149.90MB|172.31.18.3:38459|app-20190528154824-0002
EXECUTORS|6|9|8|13885|28576|156.27s|1252.35MB|172.31.23.21:44735|app-20190528154824-0002
EXECUTORS|5|9|8|14056|29209|166.32s|1445.22MB|172.31.16.82:41421|app-20190528154824-0002
EXECUTORS|4|9|8|13867|28648|145.51s|1151.56MB|172.31.26.235:37023|app-20190528154824-0002
EXECUTORS|3|9|8|14113|29267|152.75s|1307.99MB|172.31.20.154:42477|app-20190528154824-0002
EXECUTORS|2|9|8|13858|28586|154.95s|1238.75MB|172.31.16.252:39827|app-20190528154824-0002
EXECUTORS|1|9|8|13993|29007|155.10s|1281.27MB|172.31.20.106:40739|app-20190528154824-0002
EXECUTORS|0|9|8|13870|28878|170.78s|1336.30MB|172.31.31.122:46637|app-20190528154824-0002
STAGES|5480|count at FF.scala:515                |9|8|2019-05-28T15:54:28.369GMT|2019-05-28T15:54:28.525GMT| 600|133|126384665|44446480|120360|0|0|app-20190528154824-0002
STAGES|5383|count at FF.scala:274                |9|8|2019-05-28T15:54:28.213GMT|2019-05-28T15:54:28.364GMT| 600|154|126097509|44446480|120360|0|0|app-20190528154824-0002
STAGES|5286|count at FF.scala:271                |9|8|2019-05-28T15:54:27.427GMT|2019-05-28T15:54:28.208GMT| 600|35894|34000882665|44446480|120360|0|0|app-20190528154824-0002
STAGES|5189|count at FF.scala:266                |9|8|2019-05-28T15:54:27.355GMT|2019-05-28T15:54:27.420GMT| 216|66|50263622|25006560|94330|0|0|app-20190528154824-0002
STAGES|5090|aggregate at SpatialRDD.java:515     |9|8|2019-05-28T15:54:26.567GMT|2019-05-28T15:54:27.350GMT| 216|45735|31751447499|0|0|8293061|94330|app-20190528154824-0002
STAGES|5089|distinct at FF.scala:259             |9|8|2019-05-28T15:54:25.963GMT|2019-05-28T15:54:26.558GMT| 216|35639|26928766875|0|0|13670913|134054|app-20190528154824-0002
STAGES|5088|map at FF.scala:256                  |9|8|2019-05-28T15:54:25.546GMT|2019-05-28T15:54:25.943GMT| 616|23653|22567564014|60066872|134054|0|0|app-20190528154824-0002
STAGES|4991|count at FF.scala:243                |9|8|2019-05-28T15:54:25.381GMT|2019-05-28T15:54:25.527GMT| 200|6255|5710473860|6833240|40732|0|0|app-20190528154824-0002
STAGES|4894|count at FF.scala:226                |9|8|2019-05-28T15:54:25.275GMT|2019-05-28T15:54:25.374GMT| 200|4735|2171971384|0|0|3616808|40732|app-20190528154824-0002
STAGES|4893|distinct at FF.scala:431             |9|8|2019-05-28T15:54:25.157GMT|2019-05-28T15:54:25.268GMT| 200|1785|1574907498|21047160|55664|0|0|app-20190528154824-0002
STAGES|4797|count at FF.scala:432                |9|8|2019-05-28T15:54:25.072GMT|2019-05-28T15:54:25.151GMT| 200|68|49875458|21047160|55664|0|0|app-20190528154824-0002
STAGES|4701|count at FF.scala:419                |9|8|2019-05-28T15:54:24.683GMT|2019-05-28T15:54:25.063GMT| 200|18225|6572425263|0|0|23732369|270528|app-20190528154824-0002
STAGES|4700|rdd at FF.scala:418                  |9|8|2019-05-28T15:54:22.555GMT|2019-05-28T15:54:24.672GMT| 216|12071|8331577616|61030664|214864|0|0|app-20190528154824-0002
STAGES|4699|rdd at FF.scala:418                  |9|8|2019-05-28T15:54:22.539GMT|2019-05-28T15:54:24.450GMT|7500|21913|21567378945|13941248|55664|0|0|app-20190528154824-0002
STAGES|4605|count at FF.scala:388                |9|8|2019-05-28T15:53:54.409GMT|2019-05-28T15:54:22.392GMT|7500|188335|179132307975|83553256|248913|0|0|app-20190528154824-0002
STAGES|4511|count at FF.scala:350                |9|8|2019-05-28T15:53:52.109GMT|2019-05-28T15:53:54.376GMT|7500|29360|17004073216|0|0|8251865|248913|app-20190528154824-0002
