2023-11-02 14:50:02,500|171|mr-hn|INFO|0|35341800469237568|1|T320_cell0|10.0|3|5|BFE|Pairs      |42
2023-11-02 14:50:03,859|191|mr-hn|INFO|0|35341801805509689|1|T320_cell0|12.0|3|5|BFE|Pairs      |65
2023-11-02 14:50:05,169|199|mr-hn|INFO|0|35341803111633804|1|T320_cell0|14.0|3|5|BFE|Pairs      |98
2023-11-02 14:50:06,481|204|mr-hn|INFO|0|35341804417907271|1|T320_cell0|16.0|3|5|BFE|Pairs      |116
2023-11-02 14:50:07,839|221|mr-hn|INFO|0|35341805761226249|1|T320_cell0|18.0|3|5|BFE|Pairs      |155
2023-11-02 14:50:09,249|233|mr-hn|INFO|0|35341807158435580|1|T320_cell0|20.0|3|5|BFE|Pairs      |183
2023-11-02 14:50:10,573|167|mr-hn|INFO|0|35341808549291073|1|T320_cell0|10.0|3|5|BFE|Pairs      |42
2023-11-02 14:50:11,904|180|mr-hn|INFO|0|35341809866567440|1|T320_cell0|12.0|3|5|BFE|Pairs      |65
2023-11-02 14:50:13,198|197|mr-hn|INFO|0|35341811141776685|1|T320_cell0|14.0|3|5|BFE|Pairs      |98
2023-11-02 14:50:14,563|200|mr-hn|INFO|0|35341812505331790|1|T320_cell0|16.0|3|5|BFE|Pairs      |116
2023-11-02 14:50:15,897|224|mr-hn|INFO|0|35341813811854429|1|T320_cell0|18.0|3|5|BFE|Pairs      |155
2023-11-02 14:50:17,283|230|mr-hn|INFO|0|35341815195674121|1|T320_cell0|20.0|3|5|BFE|Pairs      |183
2023-11-02 14:50:18,601|165|mr-hn|INFO|0|35341816577827745|1|T320_cell0|10.0|3|5|BFE|Pairs      |42
2023-11-02 14:50:19,923|180|mr-hn|INFO|0|35341817883254706|1|T320_cell0|12.0|3|5|BFE|Pairs      |65
2023-11-02 14:50:21,224|200|mr-hn|INFO|0|35341819164008079|1|T320_cell0|14.0|3|5|BFE|Pairs      |98
2023-11-02 14:50:22,619|206|mr-hn|INFO|0|35341820552993426|1|T320_cell0|16.0|3|5|BFE|Pairs      |116
2023-11-02 14:50:23,957|231|mr-hn|INFO|0|35341821868688364|1|T320_cell0|18.0|3|5|BFE|Pairs      |155
2023-11-02 14:50:25,362|232|mr-hn|INFO|0|35341823273216927|1|T320_cell0|20.0|3|5|BFE|Pairs      |183
2023-11-02 14:50:26,609|112|mr-hn|INFO|0|35341824642479779|1|T320_cell10|10.0|3|5|BFE|Pairs      |9
2023-11-02 14:50:28,254|114|mr-hn|INFO|0|35341826292076507|1|T320_cell10|12.0|3|5|BFE|Pairs      |13
2023-11-02 14:50:29,448|128|mr-hn|INFO|0|35341827473012746|1|T320_cell10|14.0|3|5|BFE|Pairs      |16
2023-11-02 14:50:30,691|128|mr-hn|INFO|0|35341828703725555|1|T320_cell10|16.0|3|5|BFE|Pairs      |25
2023-11-02 14:50:32,018|144|mr-hn|INFO|0|35341830025863759|1|T320_cell10|18.0|3|5|BFE|Pairs      |29
2023-11-02 14:50:33,224|140|mr-hn|INFO|0|35341831239986709|1|T320_cell10|20.0|3|5|BFE|Pairs      |32
2023-11-02 14:50:34,421|119|mr-hn|INFO|0|35341832449904477|1|T320_cell10|10.0|3|5|BFE|Pairs      |9
2023-11-02 14:50:35,678|119|mr-hn|INFO|0|35341833716095146|1|T320_cell10|12.0|3|5|BFE|Pairs      |13
2023-11-02 14:50:36,831|119|mr-hn|INFO|0|35341834869030068|1|T320_cell10|14.0|3|5|BFE|Pairs      |16
2023-11-02 14:50:38,125|146|mr-hn|INFO|0|35341836117221417|1|T320_cell10|16.0|3|5|BFE|Pairs      |25
2023-11-02 14:50:39,298|128|mr-hn|INFO|0|35341837326861641|1|T320_cell10|18.0|3|5|BFE|Pairs      |29
2023-11-02 14:50:40,503|135|mr-hn|INFO|0|35341838524145154|1|T320_cell10|20.0|3|5|BFE|Pairs      |32
2023-11-02 14:50:41,754|112|mr-hn|INFO|0|35341839798766499|1|T320_cell10|10.0|3|5|BFE|Pairs      |9
2023-11-02 14:50:42,938|112|mr-hn|INFO|0|35341840981943500|1|T320_cell10|12.0|3|5|BFE|Pairs      |13
2023-11-02 14:50:44,086|113|mr-hn|INFO|0|35341842128938769|1|T320_cell10|14.0|3|5|BFE|Pairs      |16
2023-11-02 14:50:45,396|143|mr-hn|INFO|0|35341843407397564|1|T320_cell10|16.0|3|5|BFE|Pairs      |25
