EXECUTORS|8|9|5|13394|27297|179.67s|983.96MB|172.31.28.128:36959|app-20190530214734-0078
EXECUTORS|7|9|5|13409|27411|152.40s|1034.14MB|172.31.18.3:38669|app-20190530214734-0078
EXECUTORS|6|9|5|13316|26985|162.37s|975.13MB|172.31.23.21:39813|app-20190530214734-0078
EXECUTORS|5|9|5|13417|27177|162.01s|934.00MB|172.31.16.82:39955|app-20190530214734-0078
EXECUTORS|4|9|5|13462|27491|176.23s|983.49MB|172.31.26.235:44291|app-20190530214734-0078
EXECUTORS|3|9|5|13354|27255|152.53s|970.98MB|172.31.20.154:42929|app-20190530214734-0078
EXECUTORS|2|9|5|13493|27544|159.63s|960.38MB|172.31.16.252:34887|app-20190530214734-0078
EXECUTORS|1|9|5|13610|27719|162.06s|992.67MB|172.31.20.106:44499|app-20190530214734-0078
EXECUTORS|0|9|5|13373|27221|163.75s|958.45MB|172.31.31.122:37325|app-20190530214734-0078
STAGES|3365|count at FF.scala:516                |9|5|2019-05-30T21:52:26.606GMT|2019-05-30T21:52:26.729GMT| 400|92|81025771|29419472|79631|0|0|app-20190530214734-0078
STAGES|3291|count at FF.scala:274                |9|5|2019-05-30T21:52:26.461GMT|2019-05-30T21:52:26.600GMT| 400|71|80819858|29419472|79631|0|0|app-20190530214734-0078
STAGES|3217|count at FF.scala:271                |9|5|2019-05-30T21:52:26.046GMT|2019-05-30T21:52:26.456GMT| 400|13968|13259794836|29419472|79631|0|0|app-20190530214734-0078
STAGES|3143|count at FF.scala:266                |9|5|2019-05-30T21:52:25.994GMT|2019-05-30T21:52:26.040GMT| 135|48|31991426|20304680|80911|0|0|app-20190530214734-0078
STAGES|3067|aggregate at SpatialRDD.java:515     |9|5|2019-05-30T21:52:25.253GMT|2019-05-30T21:52:25.990GMT| 135|26326|18651817416|0|0|5687890|80911|app-20190530214734-0078
STAGES|3066|distinct at FF.scala:259             |9|5|2019-05-30T21:52:24.789GMT|2019-05-30T21:52:25.245GMT| 135|16576|15529895480|0|0|10613206|119057|app-20190530214734-0078
STAGES|3065|map at FF.scala:256                  |9|5|2019-05-30T21:52:24.336GMT|2019-05-30T21:52:24.764GMT| 535|15765|15353054818|48255840|119057|0|0|app-20190530214734-0078
STAGES|2991|count at FF.scala:243                |9|5|2019-05-30T21:52:24.158GMT|2019-05-30T21:52:24.318GMT| 200|4903|4648479333|6717280|40021|0|0|app-20190530214734-0078
STAGES|2917|count at FF.scala:226                |9|5|2019-05-30T21:52:24.040GMT|2019-05-30T21:52:24.152GMT| 200|3681|2036389942|0|0|3561030|40021|app-20190530214734-0078
STAGES|2916|distinct at FF.scala:431             |9|5|2019-05-30T21:52:23.898GMT|2019-05-30T21:52:24.027GMT| 200|1745|1495261994|20398264|51260|0|0|app-20190530214734-0078
STAGES|2843|count at FF.scala:432                |9|5|2019-05-30T21:52:23.827GMT|2019-05-30T21:52:23.893GMT| 200|51|44349393|20398264|51260|0|0|app-20190530214734-0078
STAGES|2770|count at FF.scala:419                |9|5|2019-05-30T21:52:23.471GMT|2019-05-30T21:52:23.818GMT| 200|11830|5265797444|0|0|22983648|277458|app-20190530214734-0078
STAGES|2769|rdd at FF.scala:418                  |9|5|2019-05-30T21:52:22.333GMT|2019-05-30T21:52:23.458GMT| 135|6289|5319696043|66288424|226198|0|0|app-20190530214734-0078
STAGES|2768|rdd at FF.scala:418                  |9|5|2019-05-30T21:52:22.324GMT|2019-05-30T21:52:23.289GMT|3675|14007|13561606621|13423528|51260|0|0|app-20190530214734-0078
STAGES|2697|count at FF.scala:388                |9|5|2019-05-30T21:51:38.166GMT|2019-05-30T21:52:22.191GMT|3675|365864|360704834168|106782936|309014|0|0|app-20190530214734-0078
STAGES|2626|count at FF.scala:350                |9|5|2019-05-30T21:51:37.014GMT|2019-05-30T21:51:38.147GMT|3675|15808|9553807552|0|0|9911462|309014|app-20190530214734-0078
STAGES|2625|filter at FF.scala:348               |9|5|2019-05-30T21:51:36.096GMT|2019-05-30T21:51:37.010GMT|3676|5802|5670226476|68680000|226198|0|0|app-20190530214734-0078
STAGES|2555|aggregate at SpatialRDD.java:515     |9|5|2019-05-30T21:51:36.031GMT|2019-05-30T21:51:36.075GMT| 135|57|48349851|66288424|226198|0|0|app-20190530214734-0078
STAGES|2486|aggregate at SpatialRDD.java:515     |9|5|2019-05-30T21:51:35.978GMT|2019-05-30T21:51:36.021GMT| 135|59|47969151|66288424|226198|0|0|app-20190530214734-0078
STAGES|2417|aggregate at SpatialRDD.java:515     |9|5|2019-05-30T21:51:35.919GMT|2019-05-30T21:51:35.968GMT| 135|65|48241613|66288424|226198|0|0|app-20190530214734-0078
STAGES|2348|count at FF.scala:171                |9|5|2019-05-30T21:51:34.748GMT|2019-05-30T21:51:35.909GMT|3676|14916|8713076476|0|0|12573257|226198|app-20190530214734-0078
STAGES|2347|flatMapToPair at SpatialRDD.java:347 |9|5|2019-05-30T21:51:34.554GMT|2019-05-30T21:51:34.743GMT| 135|6844|6567018384|66288424|226198|0|0|app-20190530214734-0078
STAGES|2278|collect at SpatialRDD.java:247       |9|5|2019-05-30T21:51:34.495GMT|2019-05-30T21:51:34.542GMT| 135|51|45256301|66288424|226198|0|0|app-20190530214734-0078
STAGES|2209|aggregate at SpatialRDD.java:515     |9|5|2019-05-30T21:51:34.449GMT|2019-05-30T21:51:34.488GMT| 135|72|66300327|66288424|226198|0|0|app-20190530214734-0078
STAGES|2140|aggregate at SpatialRDD.java:515     |9|5|2019-05-30T21:51:34.405GMT|2019-05-30T21:51:34.443GMT| 135|73|68477222|66288424|226198|0|0|app-20190530214734-0078
STAGES|2071|aggregate at SpatialRDD.java:515     |9|5|2019-05-30T21:51:34.255GMT|2019-05-30T21:51:34.399GMT| 135|5249|4939479912|126740648|226198|0|0|app-20190530214734-0078
STAGES|2002|count at FF.scala:155                |9|5|2019-05-30T21:51:34.023GMT|2019-05-30T21:51:34.244GMT| 135|8211|8004554172|149764952|263266|0|0|app-20190530214734-0078
STAGES|1933|count at FF.scala:152                |9|5|2019-05-30T21:51:33.517GMT|2019-05-30T21:51:34.012GMT| 135|19173|18948456404|149764952|263266|0|0|app-20190530214734-0078
STAGES|1864|count at FF.scala:141                |9|5|2019-05-30T21:51:32.695GMT|2019-05-30T21:51:33.501GMT| 135|33239|32528269452|0|0|67081314|843173|app-20190530214734-0078
STAGES|1863|map at FF.scala:138                  |9|5|2019-05-30T21:51:28.936GMT|2019-05-30T21:51:32.687GMT| 135|135944|126037249663|0|0|159884701|411610|app-20190530214734-0078
STAGES|1862|mapToPair at JoinQuery.java:429      |9|5|2019-05-30T21:51:17.732GMT|2019-05-30T21:51:28.935GMT|4801|489501|480827504964|0|0|165476385|3803944|app-20190530214734-0078
STAGES|1861|distinct at JoinQuery.java:508       |9|5|2019-05-30T21:51:14.634GMT|2019-05-30T21:51:17.723GMT|4801|77068|45693027395|0|0|14523732|166858|app-20190530214734-0078
STAGES|1860|flatMapToPair at SpatialRDD.java:347 |9|5|2019-05-30T21:51:14.409GMT|2019-05-30T21:51:14.618GMT| 200|3131|2895437727|10043648|41968|0|0|app-20190530214734-0078
STAGES|1859|flatMapToPair at SpatialRDD.java:347 |9|5|2019-05-30T21:51:14.403GMT|2019-05-30T21:51:14.527GMT| 135|3733|3526842695|20433944|81040|0|0|app-20190530214734-0078
STAGES|1795|collect at SpatialRDD.java:247       |9|5|2019-05-30T21:51:14.325GMT|2019-05-30T21:51:14.363GMT| 135|42|36698254|20433944|81040|0|0|app-20190530214734-0078
STAGES|1742|aggregate at SpatialRDD.java:515     |9|5|2019-05-30T21:51:14.258GMT|2019-05-30T21:51:14.305GMT| 135|39|36522155|20433944|81040|0|0|app-20190530214734-0078
STAGES|1689|count at FF.scala:77                 |9|5|2019-05-30T21:51:14.204GMT|2019-05-30T21:51:14.252GMT| 200|48|42840862|10043648|41968|0|0|app-20190530214734-0078
STAGES|1677|aggregate at SpatialRDD.java:515     |9|5|2019-05-30T21:51:14.077GMT|2019-05-30T21:51:14.201GMT| 200|4108|3302727014|0|0|3573151|41968|app-20190530214734-0078
STAGES|1665|count at MF.scala:280                |9|5|2019-05-30T21:51:13.938GMT|2019-05-30T21:51:14.059GMT| 200|4082|1678399898|0|0|3573151|41968|app-20190530214734-0078
STAGES|1664|distinct at MF.scala:276             |9|5|2019-05-30T21:51:13.651GMT|2019-05-30T21:51:13.926GMT| 200|7519|5546980414|0|0|15720850|293072|app-20190530214734-0078
STAGES|1663|rdd at MF.scala:276                  |9|5|2019-05-30T21:51:12.295GMT|2019-05-30T21:51:13.634GMT| 200|56959|13642433318|0|0|13184680|410042|app-20190530214734-0078
