python /home/acald013/Research/Scripts/Python/NodesSetter.py -n 1
WARNING:root:Setting 1 nodes...
acald013@dblab-rack15: stopping org.apache.spark.deploy.worker.Worker
acald013@dblab-rack11: stopping org.apache.spark.deploy.worker.Worker
acald013@dblab-rack12: stopping org.apache.spark.deploy.worker.Worker
acald013@dblab-rack14: stopping org.apache.spark.deploy.worker.Worker
stopping org.apache.spark.deploy.master.Master
starting org.apache.spark.deploy.master.Master, logging to /home/acald013/Spark/spark-2.1.0-bin-hadoop2.7/logs/spark-acald013-org.apache.spark.deploy.master.Master-1-dblab-rack11.cs.ucr.edu.out
acald013@dblab-rack11: starting org.apache.spark.deploy.worker.Worker, logging to /home/acald013/Spark/spark-2.1.0-bin-hadoop2.7/logs/spark-acald013-org.apache.spark.deploy.worker.Worker-1-dblab-rack11.cs.ucr.edu.out
WARNING:root:1 nodes has been set...
spark-submit --class FF /home/acald013/Research/GeoSpark/target/scala-2.11/pflock_2.11-0.1.0.jar --input /home/acald013/Research/Datasets/Berlin/berlin_N20K_T0-5.tsv --epsilon 90 --mu 3 --delta 3 --distance 75 --tag 1
2019-02-09 20:37:56,852 -> Session started [1.827]
2019-02-09 20:38:02,526 -> Data read [5.673] [110376]
2019-02-09 20:38:02,841 -> A.Points indexed                                  |  0.29| 18093|1|0
2019-02-09 20:38:04,159 -> B.Pairs found                                     |  1.32| 28719|1|0
2019-02-09 20:38:04,544 -> C.Centers found                                   |  0.38| 57438|1|0
2019-02-09 20:38:08,623 -> D.Disks found                                     |  3.36| 22606|1|0
2019-02-09 20:38:09,237 -> E.Disks indexed                                   |  0.61| 22606|1|0
2019-02-09 20:38:11,320 -> F.Expansions gotten                               |  2.08| 43165|1|0
2019-02-09 20:38:14,909 -> G.Maximal disks found                             |  3.59|  7260|1|0
2019-02-09 20:38:22,446 -> H.Maximal disks prunned                           |  7.54|  4956|1|0
2019-02-09 20:38:23,463 -> 1.Maximal disks found                             | 20.92|  4956|1
2019-02-09 20:38:24,065 -> A.Points indexed                                  |  0.13| 18245|1|1
2019-02-09 20:38:24,905 -> B.Pairs found                                     |  0.84| 29108|1|1
2019-02-09 20:38:25,023 -> C.Centers found                                   |  0.12| 58216|1|1
2019-02-09 20:38:28,135 -> D.Disks found                                     |  2.71| 22991|1|1
2019-02-09 20:38:28,667 -> E.Disks indexed                                   |  0.53| 22991|1|1
2019-02-09 20:38:30,103 -> F.Expansions gotten                               |  1.44| 42647|1|1
2019-02-09 20:38:33,166 -> G.Maximal disks found                             |  3.06|  7177|1|1
2019-02-09 20:38:36,547 -> H.Maximal disks prunned                           |  3.38|  5014|1|1
2019-02-09 20:38:37,026 -> 1.Maximal disks found                             | 13.09|  5014|1
2019-02-09 20:38:40,148 -> 2.Join done                                       |  3.12| 12552|1
2019-02-09 20:38:40,938 -> 3.Flocks to report                                |  0.79
2019-02-09 20:38:40,942 -> a.Making expansions                               |  0.00
2019-02-09 20:38:40,947 -> b.Finding maximals                                |  0.01
2019-02-09 20:38:41,182 -> c.Filtering maximal in expansions                 |  0.24
2019-02-09 20:38:42,406 -> 4.Flocks prunned                                  |  1.47
2019-02-09 20:38:47,118 -> 5.Candidates indexed                              |  4.71| 12954|1
2019-02-09 20:38:47,199 -> A.Points indexed                                  |  0.08| 18394|1|2
2019-02-09 20:38:47,797 -> B.Pairs found                                     |  0.60| 29503|1|2
2019-02-09 20:38:47,906 -> C.Centers found                                   |  0.11| 59006|1|2
2019-02-09 20:38:50,447 -> D.Disks found                                     |  2.23| 23309|1|2
2019-02-09 20:38:50,806 -> E.Disks indexed                                   |  0.36| 23309|1|2
2019-02-09 20:38:52,207 -> F.Expansions gotten                               |  1.40| 52803|1|2
2019-02-09 20:38:56,057 -> G.Maximal disks found                             |  3.85|  8024|1|2
2019-02-09 20:38:59,406 -> H.Maximal disks prunned                           |  3.35|  5088|1|2
2019-02-09 20:38:59,945 -> 1.Maximal disks found                             | 12.83|  5088|1
2019-02-09 20:39:07,467 -> 2.Join done                                       |  7.52| 20114|1
2019-02-09 20:39:08,671 -> 3.Flocks to report                                |  1.20| 17452|1
2019-02-09 20:39:08,673 -> a.Making expansions                               |  0.00
2019-02-09 20:39:08,676 -> b.Finding maximals                                |  0.00
2019-02-09 20:39:08,833 -> c.Filtering maximal in expansions                 |  0.16
2019-02-09 20:39:17,129 -> 4.Flocks prunned                                  |  8.46|  4864|1
2019-02-09 20:39:20,611 -> 5.Candidates indexed                              |  3.48|  7910|1
2019-02-09 20:39:20,692 -> A.Points indexed                                  |  0.08| 18548|1|3
2019-02-09 20:39:21,280 -> B.Pairs found                                     |  0.59| 30000|1|3
2019-02-09 20:39:21,379 -> C.Centers found                                   |  0.10| 60000|1|3
2019-02-09 20:39:24,327 -> D.Disks found                                     |  2.60| 23709|1|3
2019-02-09 20:39:24,757 -> E.Disks indexed                                   |  0.43| 23709|1|3
2019-02-09 20:39:26,148 -> F.Expansions gotten                               |  1.39| 50721|1|3
2019-02-09 20:39:30,178 -> G.Maximal disks found                             |  4.03|  8053|1|3
2019-02-09 20:39:33,697 -> H.Maximal disks prunned                           |  3.52|  5212|1|3
2019-02-09 20:39:34,179 -> 1.Maximal disks found                             | 13.57|  5212|1
2019-02-09 20:39:39,520 -> 2.Join done                                       |  5.34| 18729|1
2019-02-09 20:39:40,874 -> 3.Flocks to report                                |  1.35| 15993|1
2019-02-09 20:39:40,875 -> a.Making expansions                               |  0.00
2019-02-09 20:39:40,878 -> b.Finding maximals                                |  0.00
2019-02-09 20:39:41,020 -> c.Filtering maximal in expansions                 |  0.14
2019-02-09 20:39:47,310 -> 4.Flocks prunned                                  |  6.44|  4949|1
2019-02-09 20:39:50,896 -> 5.Candidates indexed                              |  3.59|  8146|1
2019-02-09 20:39:50,974 -> A.Points indexed                                  |  0.08| 18548|1|4
2019-02-09 20:39:51,532 -> B.Pairs found                                     |  0.56| 29993|1|4
2019-02-09 20:39:51,627 -> C.Centers found                                   |  0.09| 59986|1|4
2019-02-09 20:39:54,493 -> D.Disks found                                     |  2.50| 23623|1|4
2019-02-09 20:39:54,921 -> E.Disks indexed                                   |  0.43| 23623|1|4
2019-02-09 20:39:56,193 -> F.Expansions gotten                               |  1.27| 44575|1|4
2019-02-09 20:39:59,172 -> G.Maximal disks found                             |  2.98|  7623|1|4
2019-02-09 20:40:02,873 -> H.Maximal disks prunned                           |  3.70|  5226|1|4
2019-02-09 20:40:03,284 -> 1.Maximal disks found                             | 12.39|  5226|1
2019-02-09 20:40:08,773 -> 2.Join done                                       |  5.49| 19823|1
2019-02-09 20:40:10,313 -> 3.Flocks to report                                |  1.54| 15998|1
2019-02-09 20:40:10,314 -> a.Making expansions                               |  0.00
2019-02-09 20:40:10,317 -> b.Finding maximals                                |  0.00
2019-02-09 20:40:10,420 -> c.Filtering maximal in expansions                 |  0.10
2019-02-09 20:40:16,008 -> 4.Flocks prunned                                  |  5.70|  5033|1
2019-02-09 20:40:19,777 -> 5.Candidates indexed                              |  3.77|  9118|1
2019-02-09 20:40:19,856 -> A.Points indexed                                  |  0.08| 18548|1|5
2019-02-09 20:40:20,411 -> B.Pairs found                                     |  0.56| 29933|1|5
2019-02-09 20:40:20,505 -> C.Centers found                                   |  0.09| 59866|1|5
2019-02-09 20:40:23,348 -> D.Disks found                                     |  2.53| 23586|1|5
2019-02-09 20:40:23,779 -> E.Disks indexed                                   |  0.43| 23586|1|5
2019-02-09 20:40:24,976 -> F.Expansions gotten                               |  1.20| 43243|1|5
2019-02-09 20:40:27,903 -> G.Maximal disks found                             |  2.93|  7398|1|5
2019-02-09 20:40:30,477 -> H.Maximal disks prunned                           |  2.57|  5200|1|5
2019-02-09 20:40:30,865 -> 1.Maximal disks found                             | 11.09|  5200|1
2019-02-09 20:40:36,933 -> 2.Join done                                       |  6.07| 20270|1
2019-02-09 20:40:38,331 -> 3.Flocks to report                                |  1.40| 17884|1
2019-02-09 20:40:38,333 -> a.Making expansions                               |  0.00
2019-02-09 20:40:38,335 -> b.Finding maximals                                |  0.00
2019-02-09 20:40:38,437 -> c.Filtering maximal in expansions                 |  0.10
2019-02-09 20:40:48,345 -> 4.Flocks prunned                                  | 10.01|  5107|1
2019-02-09 20:40:52,081 -> 5.Candidates indexed                              |  3.74|  7736|1
2019-02-09 20:40:52,654 -> Number of flocks: 19953
2019-02-09 20:40:53,198 -> PFLOCK;1;90.0;3;3;170.128;19953
2019-02-09 20:40:53,198 -> Flock finder run [170.672]
2019-02-09 20:40:53,262 -> Session closed [0.063]
spark-submit --class FF /home/acald013/Research/GeoSpark/target/scala-2.11/pflock_2.11-0.1.0.jar --input /home/acald013/Research/Datasets/Berlin/berlin_N20K_T0-5.tsv --epsilon 100 --mu 3 --delta 3 --distance 75 --tag 1
2019-02-09 20:40:57,228 -> Session started [1.62]
2019-02-09 20:41:02,861 -> Data read [5.633] [110376]
2019-02-09 20:41:03,240 -> A.Points indexed                                  |  0.36| 18093|1|0
2019-02-09 20:41:04,535 -> B.Pairs found                                     |  1.30| 33957|1|0
