partitionId	taskId	grid_id	wkt	jobId	jobGroup	stageId	index	launchTime	finishTime	duration	schedulerDelay	executorId	host	taskLocality	speculative	gettingResultTime	successful	executorRunTime	executorCpuTime	executorDeserializeTime	executorDeserializeCpuTime	resultSerializationTime	jvmGCTime	resultSize	numUpdatedBlockStatuses	diskBytesSpilled	memoryBytesSpilled	peakExecutionMemory	recordsRead	bytesRead	recordsWritten	bytesWritten	shuffleFetchWaitTime	shuffleTotalBytesRead	shuffleTotalBlocksFetched	shuffleLocalBlocksFetched	shuffleRemoteBlocksFetched	shuffleWriteTime	shuffleBytesWritten	shuffleRecordsWritten	appId	phaseName
3230	27096	3230	POLYGON ((1986916.8699 550056.1287, 1986916.8699 551322.1453, 1987919.6075 551322.1453, 1987919.6075 550056.1287, 1986916.8699 550056.1287))	12		41	27096	1594739970254	1594739970673	419	10	2	mr-11	0	false	0	true	394	13	15	14	0	207	1010	0	0	0	0	0	0	0	0	379	3788	42	6	36	0	0	0	0625	Disks phase
3543	27409	3543	POLYGON ((1992431.9265 546258.0789, 1992431.9265 546891.0872, 1992933.2953 546891.0872, 1992933.2953 546258.0789, 1992431.9265 546258.0789))	12		41	27409	1594739970733	1594739970807	74	3	5	mr-03	0	false	0	true	56	20	15	15	0	0	967	0	0	0	0	0	0	0	0	34	4944	54	4	50	0	0	0	0625	Disks phase
4147	28013	4147	POLYGON ((1995440.1392 538661.9794, 1995440.1392 539294.9877, 1995941.508 539294.9877, 1995941.508 538661.9794, 1995440.1392 538661.9794))	12		41	28013	1594739971443	1594739971682	239	3	9	mr-05	0	false	0	true	220	12	16	15	0	0	967	0	0	0	0	0	0	0	0	208	4142	46	8	38	0	0	0	0625	Disks phase
3275	27141	3275	POLYGON ((1982404.5509 544359.054, 1982404.5509 544992.0623, 1982905.9197 544992.0623, 1982905.9197 544359.054, 1982404.5509 544359.054))	12		41	27141	1594739970432	1594739970467	35	3	1	mr-02	0	false	0	true	17	15	15	13	0	0	967	0	0	0	0	0	0	0	0	0	904	10	0	10	0	0	0	0625	Disks phase
3087	26953	3087	POLYGON ((1972878.5441 533597.913, 1972878.5441 534863.9296, 1973881.2816 534863.9296, 1973881.2816 533597.913, 1972878.5441 533597.913))	12		41	26953	1594739969729	1594739970435	706	5	5	mr-03	0	false	0	true	684	21	17	16	0	204	1010	0	0	0	0	0	0	0	0	441	5216	58	2	56	0	0	0	0625	Disks phase
1640	25506	1640	POLYGON ((1982028.5243 561905.2528, 1982028.5243 561925.0343, 1982044.1921 561925.0343, 1982044.1921 561905.2528, 1982028.5243 561905.2528))	12		41	25506	1594739965242	1594739967155	1913	2	10	mr-07	0	false	0	true	1894	1411	17	15	0	470	1010	0	0	0	0	0	0	0	0	1	22632	246	18	228	0	0	0	0625	Disks phase
1427	25293	1427	POLYGON ((1992933.2953 571578.4108, 1992933.2953 572211.4191, 1993434.6641 572211.4191, 1993434.6641 571578.4108, 1992933.2953 571578.4108))	12		41	25293	1594739964799	1594739965024	225	3	8	mr-12	0	false	0	true	208	21	14	13	0	0	967	0	0	0	0	0	0	0	0	185	6658	74	4	70	0	0	0	0625	Disks phase
3002	26868	3002	POLYGON ((1971875.8065 539611.4918, 1971875.8065 539769.7439, 1972001.1487 539769.7439, 1972001.1487 539611.4918, 1971875.8065 539611.4918))	12		41	26868	1594739969546	1594739969583	37	3	11	mr-08	0	false	0	true	19	17	15	15	0	0	967	0	0	0	0	0	0	0	0	0	2520	28	2	26	0	0	0	0625	Disks phase
3528	27394	3528	POLYGON ((1991930.5577 547524.0955, 1991930.5577 548157.1038, 1992431.9265 548157.1038, 1992431.9265 547524.0955, 1991930.5577 547524.0955))	12		41	27394	1594739970727	1594739970764	37	4	1	mr-02	0	false	0	true	19	16	14	14	0	0	967	0	0	0	0	0	0	0	0	0	2892	32	0	32	0	0	0	0625	Disks phase
3542	27408	3542	POLYGON ((1991930.5577 546258.0789, 1991930.5577 546891.0872, 1992431.9265 546891.0872, 1992431.9265 546258.0789, 1991930.5577 546258.0789))	12		41	27408	1594739970733	1594739970806	73	2	12	mr-04	0	false	0	true	55	18	16	14	0	0	967	0	0	0	0	0	0	0	0	34	5770	64	0	64	0	0	0	0625	Disks phase
