id	wkt
1	POLYGON((1979897.70200000004842877 561446.52080000005662441, 1979897.70200000004842877 563977.30319999996572733, 1981901.92639999999664724 563977.30319999996572733, 1981901.92639999999664724 561446.52080000005662441, 1979897.70200000004842877 561446.52080000005662441))
