tinstance	cellId	method	epsilon	time	n
320	157	PSI	10	7.689918599999999e-4	0
320	157	PSI	12	7.725412799999999e-4	0
320	157	PSI	14	9.5745946e-4	0
320	157	PSI	16	7.9207228e-4	0
320	157	PSI	18	7.873405e-4	0
320	157	PSI	20	8.006921e-4	0
320	158	BFE	10	0.00387504054	0
320	158	BFE	12	0.00393945962	0
320	158	BFE	14	0.00390790308	0
320	158	BFE	16	0.00405522942	0
320	158	BFE	18	0.0039099989	0
320	158	BFE	20	0.00396036096	0
320	158	PSI	10	0.0010210945	0
320	158	PSI	12	0.00104298174	0
320	158	PSI	14	0.00102123742	0
320	158	PSI	16	0.00106694646	0
320	158	PSI	18	0.00103078424	0
320	158	PSI	20	0.0010499273599999998	0
320	159	BFE	10	0.0044487666	0
320	159	BFE	12	0.00424279474	0
320	159	BFE	14	0.00522409062	0
320	159	BFE	16	0.0068956188	3
320	159	BFE	18	0.006751499060000001	3
320	159	BFE	20	0.0073557161	3
320	159	PSI	10	0.00114430388	0
320	159	PSI	12	0.00132625904	0
320	159	PSI	14	0.00154767104	0
320	159	PSI	16	0.00172284862	3
320	159	PSI	18	0.0016825244999999999	3
320	159	PSI	20	0.0020055422	3
320	160	BFE	10	0.01148257466	45
320	160	BFE	12	0.01216730874	58
320	160	BFE	14	0.013400817419999999	64
320	160	BFE	16	0.01327998042	77
320	160	BFE	18	0.01488330512	89
320	160	BFE	20	0.01600833122	100
320	160	PSI	10	0.004828112599999999	45
320	160	PSI	12	0.0052245168000000005	58
320	160	PSI	14	0.0053702824599999996	64
320	160	PSI	16	0.00585341148	77
320	160	PSI	18	0.00625934628	89
320	160	PSI	20	0.00616922302	100
320	161	BFE	10	0.00605511256	3
320	161	BFE	12	0.006118862	3
320	161	BFE	14	0.00610470558	3
320	161	BFE	16	0.00613558276	3
320	161	BFE	18	0.0063474672999999995	4
320	161	BFE	20	0.0063565991599999995	4
320	161	PSI	10	0.00131123574	3
320	161	PSI	12	0.0012993469000000001	3
320	161	PSI	14	0.00134184236	3
320	161	PSI	16	0.0013669704399999999	3
320	161	PSI	18	0.00141429604	4
320	161	PSI	20	0.00142071686	4
320	162	BFE	10	0.0038293592	0
320	162	BFE	12	0.00383381218	0
320	162	BFE	14	0.0039362874	0
320	162	BFE	16	0.00392295766	0
320	162	BFE	18	0.00412295716	0
320	162	BFE	20	0.00407693602	0
320	162	PSI	10	9.68485e-4	0
320	162	PSI	12	9.537794400000001e-4	0
320	162	PSI	14	9.7870204e-4	0
320	162	PSI	16	9.813096e-4	0
320	162	PSI	18	0.0010721147799999998	0
320	162	PSI	20	0.00121544262	0
320	163	BFE	10	0.00345193964	0
320	163	BFE	12	0.0033892227800000002	0
320	163	BFE	14	0.00346879218	0
320	163	BFE	16	0.0036244617	0
320	163	BFE	18	0.0035477863	0
320	163	BFE	20	0.0036018059799999996	0
320	163	PSI	10	7.161282999999999e-4	0
320	163	PSI	12	7.0680094e-4	0
320	163	PSI	14	7.030760599999999e-4	0
320	163	PSI	16	7.268225599999999e-4	0
320	163	PSI	18	7.151939e-4	0
320	163	PSI	20	7.7263606e-4	0
320	164	BFE	10	0.00401093952	0
320	164	BFE	12	0.00360531018	0
320	164	BFE	14	0.00347380334	0
320	164	BFE	16	0.00371783326	0
320	164	BFE	18	0.0037988160200000004	0
320	164	BFE	20	0.00374429368	0
320	164	PSI	10	7.6409812e-4	0
320	164	PSI	12	7.8755672e-4	0
320	164	PSI	14	7.7984072e-4	0
320	164	PSI	16	0.00111288534	0
320	164	PSI	18	9.093882e-4	0
320	164	PSI	20	9.494877599999999e-4	0
320	165	BFE	10	0.00603521558	0
320	165	BFE	12	0.004053946040000001	0
320	165	BFE	14	0.0040446709	0
320	165	BFE	16	0.00493366948	0
320	165	BFE	18	0.0042355004	0
320	165	BFE	20	0.004194367900000001	0
320	165	PSI	10	0.0012342881	0
320	165	PSI	12	0.00125803484	0
320	165	PSI	14	0.0012726015000000001	0
320	165	PSI	16	0.00125246022	0
320	165	PSI	18	0.0012616150200000001	0
320	165	PSI	20	0.00127035562	0
320	166	BFE	10	0.005255444119999999	0
320	166	BFE	12	0.00709613596	3
320	166	BFE	14	0.00739527892	5
320	166	BFE	16	0.0074699664	5
320	166	BFE	18	0.0076827775599999995	9
320	166	BFE	20	0.00791313026	12
320	166	PSI	10	0.00161462424	0
320	166	PSI	12	0.0019203159599999998	3
320	166	PSI	14	0.0022699784399999997	5
320	166	PSI	16	0.0025567864599999996	5
320	166	PSI	18	0.00261687766	9
320	166	PSI	20	0.00275244454	12
320	167	BFE	10	0.00615706904	3
320	167	BFE	12	0.00623032554	3
320	167	BFE	14	0.0061809121600000004	3
320	167	BFE	16	0.00618536334	3
320	167	BFE	18	0.00632166098	3
320	167	BFE	20	0.00642566308	3
320	167	PSI	10	0.0013841283	3
320	167	PSI	12	0.00136271138	3
320	167	PSI	14	0.00138874062	3
320	167	PSI	16	0.00140890536	3
320	167	PSI	18	0.00142124278	3
320	167	PSI	20	0.00145895734	3
320	168	BFE	10	0.00301359164	0
320	168	BFE	12	0.00301071122	0
320	168	BFE	14	0.00308036796	0
320	168	BFE	16	0.0030289471	0
320	168	BFE	18	0.00294047842	0
320	168	BFE	20	0.0030580179	0
320	168	PSI	10	4.6451642000000005e-4	0
320	168	PSI	12	4.5454486e-4	0
320	168	PSI	14	4.6078022000000003e-4	0
320	168	PSI	16	4.7783738e-4	0
320	168	PSI	18	4.9752608e-4	0
320	168	PSI	20	4.5980226000000003e-4	0
320	169	BFE	10	0.00321541646	0
320	169	BFE	12	0.0031372010999999997	0
320	169	BFE	14	0.00314094164	0
320	169	BFE	16	0.00325529664	0
320	169	BFE	18	0.00342916204	0
320	169	BFE	20	0.00358028644	0
320	169	PSI	10	5.558774999999999e-4	0
320	169	PSI	12	5.5361944e-4	0
320	169	PSI	14	6.0432704e-4	0
320	169	PSI	16	6.3003672e-4	0
320	169	PSI	18	7.1848316e-4	0
320	169	PSI	20	7.921912399999999e-4	0
320	170	BFE	10	0.006721825759999999	3
320	170	BFE	12	0.007493010999999999	5
320	170	BFE	14	0.00817110744	14
320	170	BFE	16	0.008353761099999999	17
320	170	BFE	18	0.00872313334	18
320	170	BFE	20	0.00847916788	23
320	170	PSI	10	0.00156124426	3
320	170	PSI	12	0.00204457766	5
320	170	PSI	14	0.00247562684	14
320	170	PSI	16	0.00264181582	17
320	170	PSI	18	0.00300866996	18
320	170	PSI	20	0.0030646758600000002	23
320	171	BFE	10	0.0035637144600000003	0
320	171	BFE	12	0.00358698924	0
320	171	BFE	14	0.00369909036	0
320	171	BFE	16	0.00485642808	0
320	171	BFE	18	0.0038452508000000004	0
320	171	BFE	20	0.0038234782799999997	0
320	171	PSI	10	7.5782388e-4	0
320	171	PSI	12	7.7831128e-4	0
320	171	PSI	14	9.056255799999999e-4	0
320	171	PSI	16	0.00111564918	0
320	171	PSI	18	9.554711800000001e-4	0
320	171	PSI	20	0.0010142319	0
320	172	BFE	10	0.00410011924	0
320	172	BFE	12	0.00390410416	0
320	172	BFE	14	0.003860114	0
320	172	BFE	16	0.0038675795999999997	0
320	172	BFE	18	0.00404470396	0
320	172	BFE	20	0.00405120364	0
320	172	PSI	10	0.00108956808	0
320	172	PSI	12	0.00100243942	0
320	172	PSI	14	0.00103631092	0
320	172	PSI	16	0.0010757237399999999	0
320	172	PSI	18	0.0012125125399999998	0
320	172	PSI	20	0.00131017506	0
320	173	BFE	10	0.0036264131400000005	0
320	173	BFE	12	0.006018189	3
320	173	BFE	14	0.00603427526	3
320	173	BFE	16	0.00631055916	3
320	173	BFE	18	0.00631374314	6
320	173	BFE	20	0.00679429214	11
320	173	PSI	10	8.5051374e-4	0
320	173	PSI	12	0.0011506021	3
320	173	PSI	14	0.00120284364	3
320	173	PSI	16	0.00135044156	3
320	173	PSI	18	0.0017255899799999998	6
320	173	PSI	20	0.0020078197200000003	11
320	174	BFE	10	0.00812145586	6
320	174	BFE	12	0.008060509019999999	11
320	174	BFE	14	0.0090907504	17
320	174	BFE	16	0.01057514678	26
320	174	BFE	18	0.010356774959999999	33
320	174	BFE	20	0.01088683524	40
320	174	PSI	10	0.0024930017999999997	6
320	174	PSI	12	0.00285525892	11
320	174	PSI	14	0.0033984836999999997	17
320	174	PSI	16	0.0041039187399999994	26
320	174	PSI	18	0.0042280647	33
320	174	PSI	20	0.00449206312	40
320	175	BFE	10	0.00287496396	0
320	175	BFE	12	0.0029337651999999997	0
320	175	BFE	14	0.00289095236	0
320	175	BFE	16	0.0028910997	0
320	175	BFE	18	0.0028217251	0
320	175	BFE	20	0.00286016044	0
320	175	PSI	10	3.5544090000000003e-4	0
320	175	PSI	12	3.6158992e-4	0
320	175	PSI	14	3.4856254e-4	0
320	175	PSI	16	3.7426874e-4	0
320	175	PSI	18	3.4709044e-4	0
320	175	PSI	20	3.5615168e-4	0
320	176	BFE	10	0.00317195324	0
320	176	BFE	12	0.0030555452	0
320	176	BFE	14	0.00308969866	0
320	176	BFE	16	0.0030081616	0
320	176	BFE	18	0.0031261017599999996	0
320	176	BFE	20	0.00332842202	0
320	176	PSI	10	4.7300352e-4	0
320	176	PSI	12	4.604205e-4	0
320	176	PSI	14	4.7171844e-4	0
320	176	PSI	16	4.5372674e-4	0
320	176	PSI	18	4.7709223999999994e-4	0
320	176	PSI	20	6.9423604e-4	0
320	177	BFE	10	0.0034112216800000006	0
320	177	BFE	12	0.00411678782	0
320	177	BFE	14	0.00343178784	0
320	177	BFE	16	0.00361055444	0
320	177	BFE	18	0.0060619629000000005	3
320	177	BFE	20	0.0061611625	3
320	177	PSI	10	6.9550126e-4	0
320	177	PSI	12	7.1606956e-4	0
320	177	PSI	14	9.0187562e-4	0
320	177	PSI	16	9.2061006e-4	0
320	177	PSI	18	0.00127694522	3
320	177	PSI	20	0.0012592323799999999	3
320	178	BFE	10	0.0029246039000000003	0
320	178	BFE	12	0.00296861376	0
320	178	BFE	14	0.0031601029599999998	0
320	178	BFE	16	0.0029574387599999997	0
320	178	BFE	18	0.0029881612799999998	0
320	178	BFE	20	0.00292882202	0
320	178	PSI	10	3.995585e-4	0
320	178	PSI	12	4.2366284e-4	0
320	178	PSI	14	4.0978392e-4	0
320	178	PSI	16	3.9668745999999996e-4	0
320	178	PSI	18	4.0363734000000004e-4	0
320	178	PSI	20	4.0164796e-4	0
320	179	BFE	10	0.0029261535799999998	0
320	179	BFE	12	0.00293110354	0
320	179	BFE	14	0.00306729286	0
320	179	BFE	16	0.0029500939199999998	0
320	179	BFE	18	0.00292828386	0
320	179	BFE	20	0.00297185582	0
320	179	PSI	10	4.0361566000000004e-4	0
320	179	PSI	12	4.1138469999999996e-4	0
320	179	PSI	14	4.031598999999999e-4	0
320	179	PSI	16	4.1124871999999996e-4	0
320	179	PSI	18	3.8271298e-4	0
320	179	PSI	20	4.1227158000000004e-4	0
320	180	BFE	10	0.035759003819999996	654
320	180	BFE	12	0.04010349556	794
320	180	BFE	14	0.04565312932	915
320	180	BFE	16	0.05268582116	1013
320	180	BFE	18	0.06530186054	1176
320	180	BFE	20	0.07373550636000001	1313
320	180	PSI	10	0.015499793440000001	654
320	180	PSI	12	0.016939911319999997	794
320	180	PSI	14	0.0195314678	915
320	180	PSI	16	0.0215945021	1013
320	180	PSI	18	0.024861426840000006	1176
320	180	PSI	20	0.0265976965	1313
320	181	BFE	10	0.02369274978	251
320	181	BFE	12	0.02621427824	309
320	181	BFE	14	0.026279660180000004	373
320	181	BFE	16	0.02932434644	434
320	181	BFE	18	0.031888100180000004	475
320	181	BFE	20	0.03606316296	528
320	181	PSI	10	0.00958012144	251
320	181	PSI	12	0.01025004564	309
320	181	PSI	14	0.010978765199999999	373
320	181	PSI	16	0.01241828148	434
320	181	PSI	18	0.0122379237	475
320	181	PSI	20	0.0140421413	528
320	182	BFE	10	0.0028551591599999997	0
320	182	BFE	12	0.0029421744	0
320	182	BFE	14	0.00342524878	0
320	182	BFE	16	0.0028895914	0
320	182	BFE	18	0.0029049302	0
320	182	BFE	20	0.00298106576	0
320	182	PSI	10	3.8138076e-4	0
320	182	PSI	12	3.7984742e-4	0
320	182	PSI	14	5.479372e-4	0
320	182	PSI	16	3.806886e-4	0
320	182	PSI	18	3.9678646e-4	0
320	182	PSI	20	4.0587666e-4	0
320	183	BFE	10	0.006733733039999999	5
320	183	BFE	12	0.006485421	5
320	183	BFE	14	0.00815338992	28
320	183	BFE	16	0.01006566586	34
320	183	BFE	18	0.01083480832	48
320	183	BFE	20	0.0115045296	58
320	183	PSI	10	0.0014621725399999999	5
320	183	PSI	12	0.0017193652599999999	5
320	183	PSI	14	0.0029890274800000003	28
320	183	PSI	16	0.00373278694	34
320	183	PSI	18	0.00423700292	48
320	183	PSI	20	0.0049265263	58
320	184	BFE	10	0.002945851	0
320	184	BFE	12	0.00354430672	0
320	184	BFE	14	0.00295896068	0
320	184	BFE	16	0.00302950694	0
320	184	BFE	18	0.0033800718	0
320	184	BFE	20	0.0028980498600000002	0
320	184	PSI	10	4.1996172e-4	0
320	184	PSI	12	4.0535622000000004e-4	0
320	184	PSI	14	4.0755858e-4	0
320	184	PSI	16	4.1814416e-4	0
320	184	PSI	18	5.1750352e-4	0
320	184	PSI	20	4.1694468000000003e-4	0
320	185	BFE	10	0.00298712582	0
320	185	BFE	12	0.00305238176	0
320	185	BFE	14	0.0032675941200000004	0
320	185	BFE	16	0.0031784249	0
320	185	BFE	18	0.00299578258	0
320	185	BFE	20	0.00298194084	0
320	185	PSI	10	4.442168e-4	0
320	185	PSI	12	4.6645684e-4	0
320	185	PSI	14	4.4542261999999997e-4	0
320	185	PSI	16	4.6224468e-4	0
320	185	PSI	18	4.3546968e-4	0
320	185	PSI	20	4.4389783999999996e-4	0
320	186	BFE	10	0.008262723699999999	22
320	186	BFE	12	0.00940954084	22
320	186	BFE	14	0.00852316436	25
320	186	BFE	16	0.00986347772	34
320	186	BFE	18	0.010851319639999999	51
320	186	BFE	20	0.012198128499999999	63
320	186	PSI	10	0.0034278532	22
320	186	PSI	12	0.0035207839	22
320	186	PSI	14	0.0037934890799999994	25
320	186	PSI	16	0.00410272974	34
320	186	PSI	18	0.004834746	51
320	186	PSI	20	0.00553984008	63
320	187	BFE	10	0.00665010318	7
320	187	BFE	12	0.006920406799999999	9
320	187	BFE	14	0.00752911108	15
320	187	BFE	16	0.00780345564	24
320	187	BFE	18	0.009147216820000002	34
320	187	BFE	20	0.008905601539999999	34
320	187	PSI	10	0.00188514716	7
320	187	PSI	12	0.00196187292	9
320	187	PSI	14	0.00248866098	15
320	187	PSI	16	0.0031688147600000003	24
320	187	PSI	18	0.00421815256	34
320	187	PSI	20	0.00400363284	34
320	188	BFE	10	0.01338813002	74
320	188	BFE	12	0.01421162158	87
320	188	BFE	14	0.01456657754	96
320	188	BFE	16	0.01682117226	126
320	188	BFE	18	0.018161653280000002	152
320	188	BFE	20	0.019806472999999998	185
320	188	PSI	10	0.00595301466	74
320	188	PSI	12	0.006116252220000001	87
320	188	PSI	14	0.0065966995	96
320	188	PSI	16	0.006766803859999999	126
320	188	PSI	18	0.00748187776	152
320	188	PSI	20	0.007724140740000001	185
320	189	BFE	10	0.0057293855	3
320	189	BFE	12	0.00640402474	3
320	189	BFE	14	0.00589820096	3
320	189	BFE	16	0.00602614054	6
320	189	BFE	18	0.006660998900000001	10
320	189	BFE	20	0.00861485208	11
320	189	PSI	10	0.00111966026	3
320	189	PSI	12	0.00192006346	3
320	189	PSI	14	0.0011900880799999999	3
320	189	PSI	16	0.0015844387	6
320	189	PSI	18	0.0022135443800000002	10
320	189	PSI	20	0.00216131992	11
320	190	BFE	10	0.0033421805	0
320	190	BFE	12	0.006987692500000001	3
320	190	BFE	14	0.00579713116	3
320	190	BFE	16	0.00599350006	3
320	190	BFE	18	0.0064340045	3
320	190	BFE	20	0.00588518232	3
320	190	PSI	10	7.906095400000001e-4	0
320	190	PSI	12	0.0012672109399999999	3
320	190	PSI	14	0.00116840018	3
320	190	PSI	16	0.00113500024	3
320	190	PSI	18	0.0014409890199999999	3
320	190	PSI	20	0.0011569273200000001	3
320	191	BFE	10	0.01001384768	25
320	191	BFE	12	0.010459064379999999	34
320	191	BFE	14	0.0118338179	39
320	191	BFE	16	0.01117356374	40
320	191	BFE	18	0.01145955786	45
320	191	BFE	20	0.01261611466	55
320	191	PSI	10	0.00394138902	25
320	191	PSI	12	0.00397490652	34
320	191	PSI	14	0.0045934833	39
320	191	PSI	16	0.00460230134	40
320	191	PSI	18	0.00488378664	45
320	191	PSI	20	0.00542779358	55
320	192	BFE	10	0.0038061920799999996	0
320	192	BFE	12	0.00380364994	0
320	192	BFE	14	0.0039773387	0
320	192	BFE	16	0.00380978948	0
320	192	BFE	18	0.0040395438999999995	0
320	192	BFE	20	0.00392080416	0
320	192	PSI	10	9.490705800000001e-4	0
320	192	PSI	12	9.1255522e-4	0
320	192	PSI	14	9.371088199999998e-4	0
320	192	PSI	16	0.0011033888000000001	0
320	192	PSI	18	0.00122180176	0
320	192	PSI	20	0.00111049164	0
320	193	BFE	10	0.0031523979800000003	0
320	193	BFE	12	0.0035890345000000002	0
320	193	BFE	14	0.00564721422	3
320	193	BFE	16	0.00547861028	3
320	193	BFE	18	0.00565694016	3
320	193	BFE	20	0.00546944648	3
320	193	PSI	10	6.4992606e-4	0
320	193	PSI	12	6.9929086e-4	0
320	193	PSI	14	9.678931e-4	3
320	193	PSI	16	9.410956599999999e-4	3
320	193	PSI	18	9.600615599999999e-4	3
320	193	PSI	20	9.8450984e-4	3
320	194	BFE	10	0.00293383918	0
320	194	BFE	12	0.00289514614	0
320	194	BFE	14	0.0028926326	0
320	194	BFE	16	0.0028827352600000002	0
320	194	BFE	18	0.00287816658	0
320	194	BFE	20	0.00281302366	0
320	194	PSI	10	3.636994e-4	0
320	194	PSI	12	3.6967926000000003e-4	0
320	194	PSI	14	3.6385796e-4	0
320	194	PSI	16	3.9908644e-4	0
320	194	PSI	18	3.7072392e-4	0
320	194	PSI	20	3.516021e-4	0
320	195	BFE	10	0.00311793558	0
320	195	BFE	12	0.00303992558	0
320	195	BFE	14	0.0034948923800000005	0
320	195	BFE	16	0.0029750123600000003	0
320	195	BFE	18	0.0029951815999999997	0
320	195	BFE	20	0.00294467464	0
320	195	PSI	10	4.3472922e-4	0
320	195	PSI	12	4.3293146e-4	0
320	195	PSI	14	4.6975042e-4	0
320	195	PSI	16	4.3745441999999994e-4	0
320	195	PSI	18	4.3441158e-4	0
320	195	PSI	20	5.952341e-4	0
320	196	BFE	10	0.00301161336	0
320	196	BFE	12	0.00292900266	0
320	196	BFE	14	0.0028906062	0
320	196	BFE	16	0.00289706434	0
320	196	BFE	18	0.00290545238	0
320	196	BFE	20	0.0029546694999999998	0
320	196	PSI	10	4.044469e-4	0
320	196	PSI	12	3.8612996e-4	0
320	196	PSI	14	3.704585e-4	0
320	196	PSI	16	3.7981378e-4	0
320	196	PSI	18	3.7525226e-4	0
320	196	PSI	20	3.9038886e-4	0
320	197	BFE	10	0.00365608896	0
320	197	BFE	12	0.005758418499999999	3
320	197	BFE	14	0.00636858322	6
320	197	BFE	16	0.0071550821399999995	6
320	197	BFE	18	0.006317467560000001	6
320	197	BFE	20	0.00658572162	8
320	197	PSI	10	6.983257399999999e-4	0
320	197	PSI	12	0.00119261782	3
320	197	PSI	14	0.00169352802	6
320	197	PSI	16	0.00198673452	6
320	197	PSI	18	0.00166129778	6
320	197	PSI	20	0.0018729144	8
320	198	BFE	10	0.0154742003	105
320	198	BFE	12	0.0170708753	141
320	198	BFE	14	0.01825312074	161
320	198	BFE	16	0.02073181834	190
320	198	BFE	18	0.021547380720000002	214
320	198	BFE	20	0.0217599186	255
320	198	PSI	10	0.006752706380000001	105
320	198	PSI	12	0.007255101460000001	141
320	198	PSI	14	0.007940442879999999	161
320	198	PSI	16	0.0082582348	190
320	198	PSI	18	0.00930609336	214
320	198	PSI	20	0.00897753108	255
320	199	BFE	10	0.01687770818	119
320	199	BFE	12	0.01731652024	129
320	199	BFE	14	0.01730393392	138
320	199	BFE	16	0.01859135828	149
320	199	BFE	18	0.01770929644	160
320	199	BFE	20	0.01858208304	169
320	199	PSI	10	0.00638183232	119
320	199	PSI	12	0.00674060848	129
320	199	PSI	14	0.00678803734	138
320	199	PSI	16	0.007350654279999999	149
320	199	PSI	18	0.00694443294	160
320	199	PSI	20	0.00756325714	169
320	200	BFE	10	0.0030660722999999997	0
320	200	BFE	12	0.0040771398799999995	0
320	200	BFE	14	0.0031121500999999998	0
320	200	BFE	16	0.0030361866799999996	0
320	200	BFE	18	0.0066437397	3
320	200	BFE	20	0.00563127798	3
320	200	PSI	10	4.6802158e-4	0
320	200	PSI	12	5.9625376e-4	0
320	200	PSI	14	4.6834592e-4	0
320	200	PSI	16	4.926224e-4	0
320	200	PSI	18	9.671175400000001e-4	3
320	200	PSI	20	0.00108142218	3
320	201	BFE	10	0.007588227719999998	6
320	201	BFE	12	0.00887525762	23
320	201	BFE	14	0.01051994554	33
320	201	BFE	16	0.010863041680000001	43
320	201	BFE	18	0.01136066072	46
320	201	BFE	20	0.01188824722	54
320	201	PSI	10	0.00262328108	6
320	201	PSI	12	0.00375495084	23
320	201	PSI	14	0.00448995718	33
320	201	PSI	16	0.0044774676	43
320	201	PSI	18	0.004943694639999999	46
320	201	PSI	20	0.005284054380000001	54
320	202	BFE	10	0.00312338188	0
320	202	BFE	12	0.00308785474	0
320	202	BFE	14	0.00307979222	0
320	202	BFE	16	0.00316081368	0
320	202	BFE	18	0.0030382037	0
320	202	BFE	20	0.00377927134	0
320	202	PSI	10	5.0207492e-4	0
320	202	PSI	12	4.955884e-4	0
320	202	PSI	14	5.7917926e-4	0
320	202	PSI	16	5.775417e-4	0
320	202	PSI	18	5.06484e-4	0
320	202	PSI	20	5.2687142e-4	0
320	203	BFE	10	0.00821716402	17
320	203	BFE	12	0.00858673418	18
320	203	BFE	14	0.00782969744	21
320	203	BFE	16	0.00910936044	34
320	203	BFE	18	0.00996776022	38
320	203	BFE	20	0.00993269674	39
320	203	PSI	10	0.0026631992800000004	17
320	203	PSI	12	0.0029106526999999995	18
320	203	PSI	14	0.00309264052	21
320	203	PSI	16	0.00380783982	34
320	203	PSI	18	0.0039010199599999996	38
320	203	PSI	20	0.0038292790600000003	39
320	204	BFE	10	0.006398210560000001	5
320	204	BFE	12	0.00615909678	5
320	204	BFE	14	0.0061180798000000005	5
320	204	BFE	16	0.0077028235	9
320	204	BFE	18	0.0075792305800000005	11
320	204	BFE	20	0.00722856264	12
320	204	PSI	10	0.0016617068200000002	5
320	204	PSI	12	0.00175191274	5
320	204	PSI	14	0.0016908151	5
320	204	PSI	16	0.00192459918	9
320	204	PSI	18	0.00210844636	11
320	204	PSI	20	0.00217652316	12
320	205	BFE	10	0.00880420436	19
320	205	BFE	12	0.009339443040000001	22
320	205	BFE	14	0.0094002981	28
320	205	BFE	16	0.01125137714	47
320	205	BFE	18	0.012749201339999999	63
320	205	BFE	20	0.013743422699999999	74
320	205	PSI	10	0.0031031656200000003	19
320	205	PSI	12	0.00376121966	22
320	205	PSI	14	0.00372578292	28
320	205	PSI	16	0.0046848475	47
320	205	PSI	18	0.00529374784	63
320	205	PSI	20	0.00566754534	74
320	206	BFE	10	0.00826971136	11
320	206	BFE	12	0.00791325952	13
320	206	BFE	14	0.00882327576	20
320	206	BFE	16	0.00923325196	23
320	206	BFE	18	0.0101121431	36
320	206	BFE	20	0.01030884996	43
320	206	PSI	10	0.00257567552	11
320	206	PSI	12	0.00266960308	13
320	206	PSI	14	0.002984809	20
320	206	PSI	16	0.00319425132	23
320	206	PSI	18	0.0036846097999999996	36
320	206	PSI	20	0.0039642082	43
320	207	BFE	10	0.0078465285	12
320	207	BFE	12	0.00798899006	17
320	207	BFE	14	0.0083486377	21
320	207	BFE	16	0.0096105333	29
320	207	BFE	18	0.010684636859999999	32
320	207	BFE	20	0.01099759134	45
320	207	PSI	10	0.00258462502	12
320	207	PSI	12	0.00291737562	17
320	207	PSI	14	0.00311124572	21
320	207	PSI	16	0.00395906118	29
320	207	PSI	18	0.00405651848	32
320	207	PSI	20	0.0047303398	45
320	208	BFE	10	0.0057886773	3
320	208	BFE	12	0.0061735377	6
320	208	BFE	14	0.00615068282	6
320	208	BFE	16	0.006556727700000001	10
320	208	BFE	18	0.007188643140000001	10
320	208	BFE	20	0.006534254220000001	10
320	208	PSI	10	0.00119130616	3
320	208	PSI	12	0.00145546734	6
320	208	PSI	14	0.00154537706	6
320	208	PSI	16	0.0016638627199999998	10
320	208	PSI	18	0.00195651032	10
320	208	PSI	20	0.0017814889	10
320	209	BFE	10	0.00770015904	13
320	209	BFE	12	0.00755928354	13
320	209	BFE	14	0.00796953898	13
320	209	BFE	16	0.00740532592	13
320	209	BFE	18	0.00820424124	13
320	209	BFE	20	0.00783566494	15
320	209	PSI	10	0.0022910308400000004	13
320	209	PSI	12	0.00241988448	13
320	209	PSI	14	0.00243049626	13
320	209	PSI	16	0.0023871798	13
320	209	PSI	18	0.0023992619	13
320	209	PSI	20	0.00262487382	15
320	210	BFE	10	0.007817877720000001	12
320	210	BFE	12	0.00745150028	15
320	210	BFE	14	0.00745799202	15
320	210	BFE	16	0.00952084776	15
320	210	BFE	18	0.007939222579999999	17
320	210	BFE	20	0.008007039240000001	18
320	210	PSI	10	0.00205636194	12
320	210	PSI	12	0.00220375076	15
320	210	PSI	14	0.0022104737	15
320	210	PSI	16	0.0024554838	15
320	210	PSI	18	0.00240980232	17
320	210	PSI	20	0.00251210696	18
320	211	BFE	10	0.00404007588	0
320	211	BFE	12	0.00471627264	0
320	211	BFE	14	0.0066022443	3
320	211	BFE	16	0.007314759079999999	11
320	211	BFE	18	0.007421110640000001	15
320	211	BFE	20	0.00787643118	21
320	211	PSI	10	0.0010912812	0
320	211	PSI	12	0.0016383679200000002	0
320	211	PSI	14	0.00158304424	3
320	211	PSI	16	0.00222734778	11
320	211	PSI	18	0.0026030809199999996	15
320	211	PSI	20	0.0029118569	21
320	212	BFE	10	0.00765052002	9
320	212	BFE	12	0.0070870448	13
320	212	BFE	14	0.00803432802	13
320	212	BFE	16	0.00759199044	13
320	212	BFE	18	0.00726294104	13
320	212	BFE	20	0.008540558379999999	17
320	212	PSI	10	0.00241129106	9
320	212	PSI	12	0.0027781954399999998	13
320	212	PSI	14	0.00280112832	13
320	212	PSI	16	0.00298584706	13
320	212	PSI	18	0.00297787374	13
320	212	PSI	20	0.0031950961800000003	17
320	213	BFE	10	0.00692178586	6
320	213	BFE	12	0.0060298541800000004	6
320	213	BFE	14	0.00766258668	6
320	213	BFE	16	0.00656571282	9
320	213	BFE	18	0.006641566440000001	10
320	213	BFE	20	0.0088320019	14
320	213	PSI	10	0.0017830928400000001	6
320	213	PSI	12	0.00174470634	6
320	213	PSI	14	0.00179259006	6
320	213	PSI	16	0.00194553498	9
320	213	PSI	18	0.0020468021200000003	10
320	213	PSI	20	0.00301664154	14
320	214	BFE	10	0.00288630278	0
320	214	BFE	12	0.00302996094	0
320	214	BFE	14	0.00296857284	0
320	214	BFE	16	0.00295203078	0
320	214	BFE	18	0.00296152212	0
320	214	BFE	20	0.00362711082	0
320	214	PSI	10	3.8370056e-4	0
320	214	PSI	12	3.9306050000000004e-4	0
320	214	PSI	14	4.4291772e-4	0
320	214	PSI	16	3.8468676e-4	0
320	214	PSI	18	3.894237e-4	0
320	214	PSI	20	4.4105296e-4	0
320	215	BFE	10	0.00980205918	25
320	215	BFE	12	0.01019559276	35
320	215	BFE	14	0.0107796008	42
320	215	BFE	16	0.01231320698	63
320	215	BFE	18	0.01340237714	79
320	215	BFE	20	0.01414438154	94
320	215	PSI	10	0.0037350943600000007	25
