tinstance	cellId	method	epsilon	time	n
320	502	PSI	12	0.00282034944	15
320	502	PSI	14	0.0033429531399999995	22
320	502	PSI	16	0.00357486522	25
320	502	PSI	18	0.0041030231	34
320	502	PSI	20	0.00456780886	45
320	503	BFE	10	0.00788701008	17
320	503	BFE	12	0.00826455512	19
320	503	BFE	14	0.009309285320000001	27
320	503	BFE	16	0.01014534238	31
320	503	BFE	18	0.01062725266	35
320	503	BFE	20	0.01002494264	39
320	503	PSI	10	0.00267990902	17
320	503	PSI	12	0.0030873401199999996	19
320	503	PSI	14	0.0034899688	27
320	503	PSI	16	0.0042662338200000005	31
320	503	PSI	18	0.00404425594	35
320	503	PSI	20	0.0043273779	39
320	504	BFE	10	0.0049706512000000005	0
320	504	BFE	12	0.004711023060000001	0
320	504	BFE	14	0.0047944796	0
320	504	BFE	16	0.00485901438	0
320	504	BFE	18	0.00493438148	0
320	504	BFE	20	0.006531188240000001	0
320	504	PSI	10	0.0014020798600000001	0
320	504	PSI	12	0.00138588074	0
320	504	PSI	14	0.00138345098	0
320	504	PSI	16	0.00140366636	0
320	504	PSI	18	0.00170513384	0
320	504	PSI	20	0.00179088812	0
320	505	BFE	10	0.0034439521600000004	0
320	505	BFE	12	0.00355671632	0
320	505	BFE	14	0.00338482648	0
320	505	BFE	16	0.00357396632	0
320	505	BFE	18	0.0035219866199999996	0
320	505	BFE	20	0.00373393984	0
320	505	PSI	10	6.6838922e-4	0
320	505	PSI	12	7.530321399999999e-4	0
320	505	PSI	14	7.343567400000001e-4	0
320	505	PSI	16	6.995762999999999e-4	0
320	505	PSI	18	6.6523944e-4	0
320	505	PSI	20	8.6368926e-4	0
320	506	BFE	10	0.00364973148	0
320	506	BFE	12	0.0036733676600000003	0
320	506	BFE	14	0.006313521799999999	3
320	506	BFE	16	0.00609815052	3
320	506	BFE	18	0.005984384319999999	3
320	506	BFE	20	0.00617601298	3
320	506	PSI	10	7.110314999999999e-4	0
320	506	PSI	12	8.526766999999999e-4	0
320	506	PSI	14	0.00118520914	3
320	506	PSI	16	0.00118582656	3
320	506	PSI	18	0.00116382046	3
320	506	PSI	20	0.0011837024199999999	3
320	507	BFE	10	0.00646986516	3
320	507	BFE	12	0.00649993712	3
320	507	BFE	14	0.007133658480000001	3
320	507	BFE	16	0.006921531040000001	9
320	507	BFE	18	0.007464108979999999	15
320	507	BFE	20	0.008465282000000001	16
320	507	PSI	10	0.00150760614	3
320	507	PSI	12	0.0015810366999999999	3
320	507	PSI	14	0.0017852191	3
320	507	PSI	16	0.0022104480199999998	9
320	507	PSI	18	0.00262280188	15
320	507	PSI	20	0.00294444836	16
320	508	BFE	10	0.00711375998	9
320	508	BFE	12	0.0077531439199999995	14
320	508	BFE	14	0.0084415791	25
320	508	BFE	16	0.01014716752	40
320	508	BFE	18	0.012111116419999998	48
320	508	BFE	20	0.01240034384	58
320	508	PSI	10	0.002360286	9
320	508	PSI	12	0.0028061279800000003	14
320	508	PSI	14	0.00331494534	25
320	508	PSI	16	0.0045391104	40
320	508	PSI	18	0.004892569920000001	48
320	508	PSI	20	0.005104488579999999	58
320	509	BFE	10	0.0031490766599999997	0
320	509	BFE	12	0.0031478031199999998	0
320	509	BFE	14	0.00306897372	0
320	509	BFE	16	0.0031691905399999997	0
320	509	BFE	18	0.00302561754	0
320	509	BFE	20	0.00346772602	0
320	509	PSI	10	5.2605442e-4	0
320	509	PSI	12	5.3172722e-4	0
320	509	PSI	14	5.249076400000001e-4	0
320	509	PSI	16	5.259853e-4	0
320	509	PSI	18	5.1901892e-4	0
320	509	PSI	20	6.3372308e-4	0
320	510	BFE	10	0.00603820536	3
320	510	BFE	12	0.00613388856	3
320	510	BFE	14	0.006546150000000001	9
320	510	BFE	16	0.007314755300000001	11
320	510	BFE	18	0.007294959940000001	12
320	510	BFE	20	0.0071069042	12
320	510	PSI	10	0.0013406931	3
320	510	PSI	12	0.00136271524	3
320	510	PSI	14	0.00190953302	9
320	510	PSI	16	0.00212894364	11
320	510	PSI	18	0.00219930878	12
320	510	PSI	20	0.00228562944	12
320	511	BFE	10	0.0041524241199999996	0
320	511	BFE	12	0.0032647941800000003	0
320	511	BFE	14	0.00327723042	0
320	511	BFE	16	0.00377736468	0
320	511	BFE	18	0.0032781588600000002	0
320	511	BFE	20	0.0033354104599999995	0
320	511	PSI	10	6.4305364e-4	0
320	511	PSI	12	5.9259396e-4	0
320	511	PSI	14	5.734576600000001e-4	0
320	511	PSI	16	8.2017218e-4	0
320	511	PSI	18	5.9317282e-4	0
320	511	PSI	20	5.8502664e-4	0
320	512	BFE	10	0.00766971434	9
320	512	BFE	12	0.00762443834	9
320	512	BFE	14	0.009004673500000001	15
320	512	BFE	16	0.008197138420000001	15
320	512	BFE	18	0.008262121	19
320	512	BFE	20	0.01028617134	25
320	512	PSI	10	0.0024977317199999997	9
320	512	PSI	12	0.00259755066	9
320	512	PSI	14	0.00365376964	15
320	512	PSI	16	0.0029367889599999997	15
320	512	PSI	18	0.0033207935799999997	19
320	512	PSI	20	0.00375327098	25
320	513	BFE	10	0.0031801057600000003	0
320	513	BFE	12	0.00304288986	0
320	513	BFE	14	0.0033384361199999997	0
320	513	BFE	16	0.0030777518	0
320	513	BFE	18	0.002999909	0
320	513	BFE	20	0.00362696276	0
320	513	PSI	10	4.6620844000000005e-4	0
320	513	PSI	12	4.9024582e-4	0
320	513	PSI	14	4.7886164e-4	0
320	513	PSI	16	4.6503296e-4	0
320	513	PSI	18	4.6219078e-4	0
320	513	PSI	20	6.797489599999999e-4	0
320	514	BFE	10	0.00692224174	6
320	514	BFE	12	0.00708979396	6
320	514	BFE	14	0.00766087782	8
320	514	BFE	16	0.00750714058	14
320	514	BFE	18	0.00884406208	20
320	514	BFE	20	0.00807376326	21
320	514	PSI	10	0.0020659285	6
320	514	PSI	12	0.00206083564	6
320	514	PSI	14	0.00235476458	8
320	514	PSI	16	0.00256709754	14
320	514	PSI	18	0.00294951016	20
320	514	PSI	20	0.0031432262599999997	21
320	515	BFE	10	0.0089916303	28
320	515	BFE	12	0.01040559154	30
320	515	BFE	14	0.010668795480000002	47
320	515	BFE	16	0.01141533874	53
320	515	BFE	18	0.011917871659999999	59
320	515	BFE	20	0.01283013774	68
320	515	PSI	10	0.00366100028	28
320	515	PSI	12	0.00366738604	30
320	515	PSI	14	0.004687777339999999	47
320	515	PSI	16	0.005430017059999999	53
320	515	PSI	18	0.00514425358	59
320	515	PSI	20	0.0053559735599999995	68
320	516	BFE	10	0.0071585589000000005	6
320	516	BFE	12	0.0076903176399999995	11
320	516	BFE	14	0.00766554862	17
320	516	BFE	16	0.0084941431599999985	21
320	516	BFE	18	0.00850885504	24
320	516	BFE	20	0.00844859504	27
320	516	PSI	10	0.0022736538	6
320	516	PSI	12	0.0024506109	11
320	516	PSI	14	0.00284050074	17
320	516	PSI	16	0.00327084802	21
320	516	PSI	18	0.004068255599999999	24
320	516	PSI	20	0.0034333202800000003	27
320	517	BFE	10	0.0035362723400000004	0
320	517	BFE	12	0.0036622679800000003	0
320	517	BFE	14	0.00595981456	3
320	517	BFE	16	0.00603036822	3
320	517	BFE	18	0.006108024679999999	5
320	517	BFE	20	0.007316761799999999	9
320	517	PSI	10	8.7122934e-4	0
320	517	PSI	12	9.191947e-4	0
320	517	PSI	14	0.00118066394	3
320	517	PSI	16	0.0014693355199999999	3
320	517	PSI	18	0.0016037625400000001	5
320	517	PSI	20	0.0019459065399999999	9
320	518	BFE	10	0.00357695348	0
320	518	BFE	12	0.00305644164	0
320	518	BFE	14	0.00295837214	0
320	518	BFE	16	0.00313630276	0
320	518	BFE	18	0.00317075826	0
320	518	BFE	20	0.0031934351199999996	0
320	518	PSI	10	4.8684490000000004e-4	0
320	518	PSI	12	5.374322999999999e-4	0
320	518	PSI	14	5.0043742e-4	0
320	518	PSI	16	7.034092599999999e-4	0
320	518	PSI	18	7.1280218e-4	0
320	518	PSI	20	6.9671938e-4	0
320	519	BFE	10	0.00654667414	3
320	519	BFE	12	0.00603936784	3
320	519	BFE	14	0.00645353684	6
320	519	BFE	16	0.00770416094	6
320	519	BFE	18	0.006914841719999999	10
320	519	BFE	20	0.006974898879999999	13
320	519	PSI	10	0.00129701438	3
320	519	PSI	12	0.0013331790799999998	3
320	519	PSI	14	0.00174873372	6
320	519	PSI	16	0.00197025338	6
320	519	PSI	18	0.00210447258	10
320	519	PSI	20	0.00224035636	13
320	520	BFE	10	0.002785241	0
320	520	BFE	12	0.00277828354	0
320	520	BFE	14	0.0028572664399999998	0
320	520	BFE	16	0.0028089606399999997	0
320	520	BFE	18	0.00313086074	0
320	520	BFE	20	0.0029584323799999998	0
320	520	PSI	10	3.419637e-4	0
320	520	PSI	12	3.5299048e-4	0
320	520	PSI	14	3.4260632e-4	0
320	520	PSI	16	3.587385e-4	0
320	520	PSI	18	3.8447286e-4	0
320	520	PSI	20	3.5606252e-4	0
320	521	BFE	10	0.00738821076	6
320	521	BFE	12	0.008357922299999999	14
320	521	BFE	14	0.008545643	20
320	521	BFE	16	0.00930720456	35
320	521	BFE	18	0.0105825104	41
320	521	BFE	20	0.0107317132	51
320	521	PSI	10	0.0023966003999999997	6
320	521	PSI	12	0.0028824550799999996	14
320	521	PSI	14	0.0032642358	20
320	521	PSI	16	0.0040749566000000004	35
320	521	PSI	18	0.00420035356	41
320	521	PSI	20	0.00460292212	51
320	522	BFE	10	0.006916532120000001	10
320	522	BFE	12	0.0075658155599999995	22
320	522	BFE	14	0.00921833708	26
320	522	BFE	16	0.00874704068	30
320	522	BFE	18	0.0092974746	34
320	522	BFE	20	0.00973648472	38
320	522	PSI	10	0.0020466596	10
320	522	PSI	12	0.00267919522	22
320	522	PSI	14	0.0038014521599999997	26
320	522	PSI	16	0.00325570128	30
320	522	PSI	18	0.00414836424	34
320	522	PSI	20	0.00372471668	38
320	523	BFE	10	0.0028763878	0
320	523	BFE	12	0.0032890822200000005	0
320	523	BFE	14	0.00305611124	0
320	523	BFE	16	0.00293726402	0
320	523	BFE	18	0.0029798104	0
320	523	BFE	20	0.0028933483999999997	0
320	523	PSI	10	3.7730061999999997e-4	0
320	523	PSI	12	4.5176563999999996e-4	0
320	523	PSI	14	3.8720261999999997e-4	0
320	523	PSI	16	3.9128228000000003e-4	0
320	523	PSI	18	3.7826122e-4	0
320	523	PSI	20	3.8041400000000003e-4	0
320	524	BFE	10	0.00701083012	3
320	524	BFE	12	0.0069810444400000005	3
320	524	BFE	14	0.00746213476	5
320	524	BFE	16	0.00747366836	8
320	524	BFE	18	0.0079455709	13
320	524	BFE	20	0.009178519100000001	16
320	524	PSI	10	0.00174618796	3
320	524	PSI	12	0.0018229310200000002	3
320	524	PSI	14	0.00233543546	5
320	524	PSI	16	0.00235519002	8
320	524	PSI	18	0.00325805944	13
320	524	PSI	20	0.00318249216	16
320	525	BFE	10	0.00713054986	6
320	525	BFE	12	0.007257096219999999	6
320	525	BFE	14	0.0074512076400000005	6
320	525	BFE	16	0.007485536700000001	9
320	525	BFE	18	0.00842546252	18
320	525	BFE	20	0.00949544108	22
320	525	PSI	10	0.00209182192	6
320	525	PSI	12	0.00217745698	6
320	525	PSI	14	0.0024396997199999998	6
320	525	PSI	16	0.00245959044	9
320	525	PSI	18	0.00293189448	18
320	525	PSI	20	0.0032654192799999996	22
320	526	BFE	10	0.00469277948	0
320	526	BFE	12	0.00772550226	3
320	526	BFE	14	0.00710805712	3
320	526	BFE	16	0.00702888086	3
320	526	BFE	18	0.00801137472	9
320	526	BFE	20	0.00723016896	9
320	526	PSI	10	0.00151036596	0
320	526	PSI	12	0.00182319794	3
320	526	PSI	14	0.00181800256	3
320	526	PSI	16	0.0017857682600000001	3
320	526	PSI	18	0.0023760491200000003	9
320	526	PSI	20	0.00235054784	9
320	527	BFE	10	0.00595373548	3
320	527	BFE	12	0.00591461036	3
320	527	BFE	14	0.00577846084	3
320	527	BFE	16	0.0069884309	5
320	527	BFE	18	0.00603146516	6
320	527	BFE	20	0.00606892828	6
320	527	PSI	10	0.00117656172	3
320	527	PSI	12	0.00113434514	3
320	527	PSI	14	0.0011149602600000002	3
320	527	PSI	16	0.0016683663800000001	5
320	527	PSI	18	0.00165605212	6
320	527	PSI	20	0.00168301802	6
320	528	BFE	10	0.00400975978	0
320	528	BFE	12	0.0034667186000000003	0
320	528	BFE	14	0.0034243345	0
320	528	BFE	16	0.00351983458	0
320	528	BFE	18	0.00364063622	0
320	528	BFE	20	0.00357216882	0
320	528	PSI	10	7.891532e-4	0
320	528	PSI	12	6.5655946e-4	0
320	528	PSI	14	6.8899732e-4	0
320	528	PSI	16	9.7966764e-4	0
320	528	PSI	18	8.3426162e-4	0
320	528	PSI	20	8.5417516e-4	0
320	529	BFE	10	0.00396429764	0
320	529	BFE	12	0.003995656639999999	0
320	529	BFE	14	0.00419814136	0
320	529	BFE	16	0.004198886420000001	0
320	529	BFE	18	0.0065335138400000005	3
320	529	BFE	20	0.00649941416	3
320	529	PSI	10	0.0010549285999999999	0
320	529	PSI	12	0.00105136372	0
320	529	PSI	14	0.00123597452	0
320	529	PSI	16	0.00129329238	0
320	529	PSI	18	0.0016378531799999998	3
320	529	PSI	20	0.0015053072800000002	3
320	530	BFE	10	0.0066227837	3
320	530	BFE	12	0.007643796699999999	3
320	530	BFE	14	0.00748599972	6
320	530	BFE	16	0.00693067852	6
320	530	BFE	18	0.00737148782	11
320	530	BFE	20	0.008341119939999999	11
320	530	PSI	10	0.0015095197000000002	3
320	530	PSI	12	0.00147800542	3
320	530	PSI	14	0.0019419868	6
320	530	PSI	16	0.00193950736	6
320	530	PSI	18	0.00225825298	11
320	530	PSI	20	0.00244214436	11
320	531	BFE	10	0.0034893741200000003	0
320	531	BFE	12	0.00346310538	0
320	531	BFE	14	0.00340779428	0
320	531	BFE	16	0.0033284256999999997	0
320	531	BFE	18	0.0034892346400000004	0
320	531	BFE	20	0.00340051174	0
320	531	PSI	10	6.0340252e-4	0
320	531	PSI	12	6.1084968e-4	0
320	531	PSI	14	6.065093000000001e-4	0
320	531	PSI	16	6.3379438e-4	0
320	531	PSI	18	5.9413006e-4	0
320	531	PSI	20	6.2713564e-4	0
320	532	BFE	10	0.00357926484	0
320	532	BFE	12	0.00393142696	0
320	532	BFE	14	0.0073968029800000005	3
320	532	BFE	16	0.00661383668	6
320	532	BFE	18	0.006296055720000001	6
320	532	BFE	20	0.00658801178	6
320	532	PSI	10	7.765578799999999e-4	0
320	532	PSI	12	0.00104530638	0
320	532	PSI	14	0.00141948616	3
320	532	PSI	16	0.0018107035399999999	6
320	532	PSI	18	0.0017145765	6
320	532	PSI	20	0.00204256266	6
320	533	BFE	10	0.00939664384	22
320	533	BFE	12	0.01192002006	44
320	533	BFE	14	0.0121678085	51
320	533	BFE	16	0.012842382820000001	58
320	533	BFE	18	0.013984347420000001	81
320	533	BFE	20	0.01574586666	99
320	533	PSI	10	0.0035275686000000002	22
320	533	PSI	12	0.00458057342	44
320	533	PSI	14	0.00483313768	51
320	533	PSI	16	0.00534936736	58
320	533	PSI	18	0.00597370218	81
320	533	PSI	20	0.006381063080000001	99
320	534	BFE	10	0.00321684776	0
320	534	BFE	12	0.0034615196800000005	0
320	534	BFE	14	0.00343807156	0
320	534	BFE	16	0.0034023013399999994	0
320	534	BFE	18	0.00317518622	0
320	534	BFE	20	0.0032594552800000003	0
320	534	PSI	10	4.8256945999999997e-4	0
320	534	PSI	12	5.4183996e-4	0
320	534	PSI	14	5.2969054e-4	0
320	534	PSI	16	5.4718158e-4	0
320	534	PSI	18	5.020623e-4	0
320	534	PSI	20	6.612046599999999e-4	0
320	535	BFE	10	0.0033264540000000004	0
320	535	BFE	12	0.00281613136	0
320	535	BFE	14	0.00289605992	0
320	535	BFE	16	0.00288826226	0
320	535	BFE	18	0.0029306111	0
320	535	BFE	20	0.0035113333	0
320	535	PSI	10	3.59543e-4	0
320	535	PSI	12	3.67562e-4	0
320	535	PSI	14	3.8331304000000004e-4	0
320	535	PSI	16	3.816433e-4	0
320	535	PSI	18	3.8080186e-4	0
320	535	PSI	20	6.8469e-4	0
320	536	BFE	10	0.00596585966	3
320	536	BFE	12	0.00651087076	3
320	536	BFE	14	0.006361283720000001	3
320	536	BFE	16	0.00606352166	3
320	536	BFE	18	0.00629117954	3
320	536	BFE	20	0.00615617698	3
320	536	PSI	10	0.0010549865599999999	3
320	536	PSI	12	0.0011972078	3
320	536	PSI	14	0.00133594614	3
320	536	PSI	16	0.0012083603200000001	3
320	536	PSI	18	0.001226112	3
320	536	PSI	20	0.0012050888999999999	3
320	537	BFE	10	0.0030035495	0
320	537	BFE	12	0.00368252232	0
320	537	BFE	14	0.00305792932	0
320	537	BFE	16	0.00304657346	0
320	537	BFE	18	0.0035453298	0
320	537	BFE	20	0.00301872398	0
320	537	PSI	10	4.078577e-4	0
320	537	PSI	12	5.2320926e-4	0
320	537	PSI	14	4.1794162000000003e-4	0
320	537	PSI	16	4.1318916000000007e-4	0
320	537	PSI	18	4.1038354e-4	0
320	537	PSI	20	4.483156e-4	0
320	538	BFE	10	0.0070343162	3
320	538	BFE	12	0.00687011508	3
320	538	BFE	14	0.006812824	3
320	538	BFE	16	0.00805677558	3
320	538	BFE	18	0.007058253959999999	3
320	538	BFE	20	0.0069871353	3
320	538	PSI	10	0.00206840246	3
320	538	PSI	12	0.00166068708	3
320	538	PSI	14	0.0016885012799999998	3
320	538	PSI	16	0.0021236586	3
320	538	PSI	18	0.0017979428800000002	3
320	538	PSI	20	0.00173937912	3
320	539	BFE	10	0.00347201874	0
320	539	BFE	12	0.00369013146	0
320	539	BFE	14	0.00354994106	0
320	539	BFE	16	0.00365554686	0
320	539	BFE	18	0.0036785687	0
320	539	BFE	20	0.005884875959999999	3
320	539	PSI	10	7.426706e-4	0
320	539	PSI	12	7.3351024e-4	0
320	539	PSI	14	7.4320204e-4	0
320	539	PSI	16	8.8898048e-4	0
320	539	PSI	18	8.711231199999999e-4	0
320	539	PSI	20	0.00114679722	3
320	540	BFE	10	0.01225150542	59
320	540	BFE	12	0.013740014819999999	82
320	540	BFE	14	0.014522764160000002	97
320	540	BFE	16	0.01580336986	119
320	540	BFE	18	0.01808842166	154
320	540	BFE	20	0.01900133242	178
320	540	PSI	10	0.005200917340000001	59
320	540	PSI	12	0.006060353060000001	82
320	540	PSI	14	0.00651649254	97
320	540	PSI	16	0.00709815068	119
320	540	PSI	18	0.007828292	154
320	540	PSI	20	0.00813730636	178
320	541	BFE	10	0.0033161515000000004	0
320	541	BFE	12	0.0034694435199999997	0
320	541	BFE	14	0.00391891828	0
320	541	BFE	16	0.005810550879999999	3
320	541	BFE	18	0.00550068436	3
320	541	BFE	20	0.00591668176	3
320	541	PSI	10	6.9791374e-4	0
320	541	PSI	12	7.3713592e-4	0
320	541	PSI	14	8.887948600000001e-4	0
320	541	PSI	16	0.0010513995	3
320	541	PSI	18	9.6144564e-4	3
320	541	PSI	20	0.00112913852	3
320	542	BFE	10	0.0029011317	0
320	542	BFE	12	0.00295034336	0
320	542	BFE	14	0.00301528634	0
320	542	BFE	16	0.00294818	0
320	542	BFE	18	0.00322071714	0
320	542	BFE	20	0.0030647476	0
320	542	PSI	10	3.8639752000000006e-4	0
320	542	PSI	12	3.835013e-4	0
320	542	PSI	14	3.9192932e-4	0
320	542	PSI	16	3.9199634e-4	0
320	542	PSI	18	4.070404e-4	0
320	542	PSI	20	4.1040786e-4	0
320	543	BFE	10	0.00300778452	0
320	543	BFE	12	0.00296044396	0
320	543	BFE	14	0.00287258446	0
320	543	BFE	16	0.0031000729	0
320	543	BFE	18	0.00292695612	0
320	543	BFE	20	0.00300536738	0
320	543	PSI	10	4.0341812000000007e-4	0
320	543	PSI	12	4.3740656000000003e-4	0
320	543	PSI	14	3.4376934e-4	0
320	543	PSI	16	3.8707031999999996e-4	0
320	543	PSI	18	3.4504832e-4	0
320	543	PSI	20	3.639947e-4	0
320	544	BFE	10	0.00404748936	0
320	544	BFE	12	0.004053430679999999	0
320	544	BFE	14	0.0041927716	0
320	544	BFE	16	0.0042061673600000005	0
320	544	BFE	18	0.00414869166	0
320	544	BFE	20	0.0070371919599999996	3
320	544	PSI	10	0.00107013856	0
320	544	PSI	12	0.00103995646	0
320	544	PSI	14	0.00126110308	0
320	544	PSI	16	0.0012289999800000001	0
320	544	PSI	18	0.00124926664	0
320	544	PSI	20	0.00156722564	3
320	545	BFE	10	0.0049619371	0
320	545	BFE	12	0.00511348176	0
320	545	BFE	14	0.00554187072	0
320	545	BFE	16	0.007652372440000001	3
320	545	BFE	18	0.00782809292	3
320	545	BFE	20	0.007533147	3
320	545	PSI	10	0.0014776710400000001	0
320	545	PSI	12	0.00168011242	0
320	545	PSI	14	0.0016774853	0
320	545	PSI	16	0.00204565246	3
320	545	PSI	18	0.0020305781	3
320	545	PSI	20	0.0020148829799999995	3
320	546	BFE	10	0.00593752678	0
320	546	BFE	12	0.0048785728399999995	0
320	546	BFE	14	0.00475212202	0
320	546	BFE	16	0.00495681938	0
320	546	BFE	18	0.004978666959999999	0
320	546	BFE	20	0.00510504976	0
320	546	PSI	10	0.00154111462	0
320	546	PSI	12	0.0014086182	0
320	546	PSI	14	0.0013811677	0
320	546	PSI	16	0.00160119288	0
320	546	PSI	18	0.00159683388	0
320	546	PSI	20	0.0018325838	0
320	547	BFE	10	0.00484652526	0
320	547	BFE	12	0.005050421439999999	0
320	547	BFE	14	0.0053005047800000005	0
320	547	BFE	16	0.00504814866	0
320	547	BFE	18	0.0050443845000000005	0
320	547	BFE	20	0.00488429884	0
320	547	PSI	10	0.00143801772	0
320	547	PSI	12	0.00145430896	0
320	547	PSI	14	0.0016772536	0
320	547	PSI	16	0.00207808258	0
320	547	PSI	18	0.00177652038	0
320	547	PSI	20	0.00165772308	0
320	548	BFE	10	0.00534999804	0
320	548	BFE	12	0.00479780708	0
320	548	BFE	14	0.0046315259999999995	0
320	548	BFE	16	0.0058674458	0
320	548	BFE	18	0.00479105454	0
320	548	BFE	20	0.00485991884	0
320	548	PSI	10	0.00139529218	0
320	548	PSI	12	0.00139408738	0
320	548	PSI	14	0.00134940966	0
320	548	PSI	16	0.00140484578	0
320	548	PSI	18	0.00136558836	0
320	548	PSI	20	0.00138225902	0
320	549	BFE	10	0.00357309684	0
320	549	BFE	12	0.00357070012	0
320	549	BFE	14	0.00380914256	0
320	549	BFE	16	0.00355044118	0
320	549	BFE	18	0.00347962476	0
320	549	BFE	20	0.004275946920000001	0
320	549	PSI	10	7.1842752e-4	0
320	549	PSI	12	6.855345599999999e-4	0
320	549	PSI	14	0.0011105716599999998	0
320	549	PSI	16	6.847245799999999e-4	0
320	549	PSI	18	6.807129599999999e-4	0
320	549	PSI	20	8.688839800000001e-4	0
320	550	BFE	10	0.00365670134	0
320	550	BFE	12	0.00375246204	0
320	550	BFE	14	0.004062443739999999	0
320	550	BFE	16	0.0036920968400000003	0
320	550	BFE	18	0.0065360674	3
320	550	BFE	20	0.00615860734	3
320	550	PSI	10	7.6218896e-4	0
320	550	PSI	12	8.233008800000001e-4	0
320	550	PSI	14	8.176861399999999e-4	0
320	550	PSI	16	8.1550902e-4	0
320	550	PSI	18	0.00125918098	3
320	550	PSI	20	0.00126509932	3
320	551	BFE	10	0.00359758902	0
320	551	BFE	12	0.00448335874	0
320	551	BFE	14	0.0037798905	0
320	551	BFE	16	0.00404753478	0
320	551	BFE	18	0.00374122324	0
320	551	BFE	20	0.0036324553000000002	0
320	551	PSI	10	7.6784302e-4	0
320	551	PSI	12	9.094793e-4	0
320	551	PSI	14	8.2378004e-4	0
320	551	PSI	16	8.950909599999999e-4	0
320	551	PSI	18	8.0640768e-4	0
320	551	PSI	20	7.8007496e-4	0
320	552	BFE	10	0.00407912248	0
320	552	BFE	12	0.00492097738	0
320	552	BFE	14	0.00403896284	0
320	552	BFE	16	0.00380790746	0
320	552	BFE	18	0.004382567079999999	0
320	552	BFE	20	0.00391493256	0
320	552	PSI	10	9.7722358e-4	0
320	552	PSI	12	0.00109580236	0
320	552	PSI	14	0.00106363686	0
320	552	PSI	16	0.0010020147	0
320	552	PSI	18	0.00103511828	0
320	552	PSI	20	9.746495799999999e-4	0
320	553	BFE	10	0.0029033626399999997	0
320	553	BFE	12	0.0029403871	0
320	553	BFE	14	0.00284118934	0
320	553	BFE	16	0.00294661032	0
320	553	BFE	18	0.00299859764	0
320	553	BFE	20	0.00289969478	0
320	553	PSI	10	3.7654422e-4	0
320	553	PSI	12	3.8389068e-4	0
320	553	PSI	14	3.6977774e-4	0
320	553	PSI	16	3.7912498e-4	0
320	553	PSI	18	4.3844515999999994e-4	0
320	553	PSI	20	4.0143602e-4	0
320	554	BFE	10	0.00458613766	0
320	554	BFE	12	0.00490209386	0
320	554	BFE	14	0.00674178246	3
320	554	BFE	16	0.00670751724	3
320	554	BFE	18	0.0066531213	6
320	554	BFE	20	0.00638267232	6
320	554	PSI	10	0.0010584458	0
320	554	PSI	12	0.00140628524	0
320	554	PSI	14	0.00141773912	3
320	554	PSI	16	0.0015115656	3
320	554	PSI	18	0.0018585164	6
320	554	PSI	20	0.00178593878	6
320	555	BFE	10	0.0040325274	0
320	555	BFE	12	0.00431263276	0
320	555	BFE	14	0.004174494020000001	0
320	555	BFE	16	0.00437187128	0
320	555	BFE	18	0.00459860764	0
320	555	BFE	20	0.0047882972000000005	0
320	555	PSI	10	0.00113698354	0
320	555	PSI	12	0.00114023674	0
320	555	PSI	14	0.0010964922	0
320	555	PSI	16	0.0013513244800000001	0
320	555	PSI	18	0.0015612625799999997	0
320	555	PSI	20	0.00136255784	0
320	556	BFE	10	0.0036287207	0
320	556	BFE	12	0.00433492274	0
320	556	BFE	14	0.0036087184799999997	0
320	556	BFE	16	0.0038644409399999995	0
320	556	BFE	18	0.003948913	0
320	556	BFE	20	0.0059660354999999995	3
320	556	PSI	10	7.3223296e-4	0
320	556	PSI	12	7.625050600000001e-4	0
320	556	PSI	14	9.765520999999999e-4	0
320	556	PSI	16	9.9977798e-4	0
320	556	PSI	18	0.0011843001000000001	0
320	556	PSI	20	0.00124072244	3
320	557	BFE	10	0.00685911302	3
320	557	BFE	12	0.00686988266	6
320	557	BFE	14	0.0082642975	11
320	557	BFE	16	0.0076651605	13
320	557	BFE	18	0.00856510756	13
320	557	BFE	20	0.00901138678	18
320	557	PSI	10	0.0017233195599999998	3
320	557	PSI	12	0.00213453172	6
320	557	PSI	14	0.00311658896	11
320	557	PSI	16	0.00264332016	13
320	557	PSI	18	0.0027147049	13
320	557	PSI	20	0.00307363104	18
320	558	BFE	10	0.00415963282	0
320	558	BFE	12	0.00405255504	0
320	558	BFE	14	0.00386949272	0
320	558	BFE	16	0.00380222948	0
320	558	BFE	18	0.0038912034399999997	0
320	558	BFE	20	0.0040689596799999995	0
320	558	PSI	10	0.00105875724	0
320	558	PSI	12	0.00110585336	0
320	558	PSI	14	9.440208e-4	0
320	558	PSI	16	9.7163966e-4	0
320	558	PSI	18	0.0010499557999999998	0
320	558	PSI	20	9.7407098e-4	0
320	559	BFE	10	0.00764161908	6
320	559	BFE	12	0.007392845020000001	11
320	559	BFE	14	0.00809284106	11
320	559	BFE	16	0.0073694586999999995	13
320	559	BFE	18	0.0081235267	14
320	559	BFE	20	0.007761137279999999	16
320	559	PSI	10	0.00219566396	6
320	559	PSI	12	0.00245949976	11
320	559	PSI	14	0.00252752896	11
320	559	PSI	16	0.00260282204	13
320	559	PSI	18	0.0027728114800000003	14
320	559	PSI	20	0.0028876300400000002	16
320	560	BFE	10	0.0031486957199999997	0
320	560	BFE	12	0.0046123006600000006	0
320	560	BFE	14	0.00322805376	0
320	560	BFE	16	0.00298741522	0
320	560	BFE	18	0.0040326660799999995	0
320	560	BFE	20	0.00303439868	0
