9140030	1978059.967	550684.446	321
3073527	1978117.796	552435.574	321
3413412	1977255.044	549244.703	321
12217345	1978364.973	553213.68	321
8836040	1979483.589	550373.934	321
218312	1978032.479	549183.932	321
9540980	1979601.443	550456.757	321
14036611	1977848.443	549002.01	321
7614658	1976552.935	551125.943	321
1758134	1978392.603	552617.844	321
3123513	1977671.64	551870.814	321
1182948	1977389.44	550222.835	321
6494813	1977547.667	548910.665	321
10952767	1977765.781	552318.831	321
3452958	1976253.898	551150.995	321
2385143	1976290.618	551885.217	321
13884118	1978840.498	549720.371	321
1392829	1976298.542	553433.249	321
3725366	1976296.978	552530.445	321
10602376	1979698.299	550322.66	321
5188231	1978407.808	549178.727	321
13426369	1977975.42	551632.823	321
2300440	1979187.098	553611.792	321
8171276	1977477.603	548840.176	321
13577096	1978000.451	552640.506	321
14721165	1977332.778	553443.424	321
12089213	1976500.383	551763.001	321
13476645	1977678.974	552269.345	321
12855398	1979316.86	553831.02	321
12207915	1977115.688	553169.531	321
8185245	1978406.581	552508.552	321
16882347	1977752.032	551208.517	321
14614076	1977232.394	550527.261	321
11637916	1976422.98	550178.982	321
1940409	1976451.78	548849.707	321
2872869	1976839.548	550973.592	321
271869	1977466.773	549330.486	321
12174695	1977261.409	551882.901	321
13926761	1977432.202	549294.298	321
1677345	1977567.736	548837.296	321
13062510	1975888.845	548922.586	321
9484567	1978762.51	551473.7	321
11242951	1978759.824	552765.08	321
4604268	1976505.279	549458.988	321
12819372	1976833.146	550630.409	321
1272665	1977115.445	553258.381	321
14549792	1978743.667	552690.688	321
2791262	1976499.143	549006.988	321
11675067	1976200.692	550622.69	321
4374090	1977113.461	553540.798	321
3280712	1978442.231	552538.862	321
5569533	1979662.097	550337.603	321
12167566	1979713.701	553818.941	321
11672735	1977395.084	549237.041	321
15229349	1977233.741	549379.195	321
1977109	1978098.536	549086.718	321
5259051	1978422.807	552412.121	321
10566471	1977231.537	551422.197	321
5302125	1976182.659	550222.634	321
11833250	1976289.635	550232.343	321
2973845	1976982.615	550780.783	321
13885100	1978627.459	552631.277	321
2430593	1977560.46	552637.454	321
10181472	1977330.959	553379.869	321
4856635	1976997.055	551050.292	321
12618895	1978420.98	552739.683	321
6969305	1977409.015	551316.386	321
1753296	1978269.966	551075.514	321
1508345	1978407.868	552346.711	321
11391477	1978762.441	552818.318	321
8127199	1978218.154	553457.833	321
2700684	1976703.864	552449.439	321
5738265	1977399.195	550014.829	321
5912085	1977399.122	549985.102	321
3050083	1977583.576	550880.92	321
10359724	1976708.086	552769.777	321
6244752	1979077.97	553817.8	321
4677501	1976798.35	551946.275	321
5333345	1979055.997	552924.582	321
3878303	1977264.522	551077.809	321
9864885	1977783.309	551301.285	321
4651830	1976254.127	551385.266	321
6882332	1979490.072	548829.748	321
5388742	1979546.193	553659.135	321
2513308	1977276.605	553032.256	321
6505983	1976889.198	550310.698	321
3215720	1979676.089	550860.467	321
15424043	1979308.07	553659.995	321
12266242	1977123.471	551564.445	321
1395035	1978138.682	549135.874	321
8639035	1977644.396	552301.707	321
1574244	1978669.548	549750.6	321
327267	1977062.211	552507.115	321
11640771	1976527.925	549201.587	321
1998258	1976444.162	550184.475	321
14724020	1976658.489	551751.288	321
3325691	1976507.648	550469.278	321
582687	1975938.318	551675.479	321
11728006	1976350.247	550838.943	321
2467393	1977414.426	553503.456	321
9804386	1975948.665	550317.078	321
9758072	1976255.618	551317.709	321
17323622	1978271.124	552676.917	321
8348054	1977554.674	552155.172	321
6837662	1976136.968	552299.357	321
2985622	1977777.924	551329.695	321
2316214	1977703.074	552029.359	321
5818975	1979026.662	550613.995	321
7205646	1977390.218	549250.807	321
6211629	1978100.884	549965.563	321
4747976	1978218.478	552610.708	321
9737577	1976540.735	551126.196	321
13029953	1978439.501	552477.528	321
6401042	1976749.157	550643.819	321
3255061	1977739.818	550778.716	321
17705951	1978391.097	549267.837	321
12022191	1977444.038	549219.174	321
1302596	1978717.405	552199.356	321
440465	1976293.147	551898.633	321
12438507	1976103.144	552587.069	321
1832906	1976241.094	549794.318	321
1953278	1979545.248	553733.456	321
2339329	1977458.545	549330.506	321
1931220	1978470.317	549264.326	321
7059301	1976255.214	551376.389	321
10371994	1978338.643	551076.019	321
5454632	1976504.905	550773.327	321
3418806	1977413.924	549305.213	321
14423507	1976475.538	549469.712	321
9431952	1977901.99	548892.844	321
7310463	1979263.255	553660.317	321
9109561	1978164.942	551026.066	321
16250288	1978422.123	552276.685	321
10900319	1976873.909	550629.975	321
6714297	1977116.443	552988.613	321
3131483	1978945.379	553453.716	321
973126	1976609.678	551783.468	321
358524	1978475.086	550165.793	321
10442840	1978717.608	552772.054	321
12251388	1977773.347	551077.909	321
11929314	1977581.16	551948.013	321
17082962	1979186.011	552673.047	321
6708860	1976135.841	552400.189	321
12635433	1979440.285	552651.406	321
7129071	1978396.982	552235.48	321
3293879	1977226.871	549405.39	321
4090937	1979696.147	550225.828	321
8597616	1978492.611	549230.553	321
4774247	1978881.427	549343.691	321
6842437	1976468.592	550669.039	321
13587616	1976319.617	551949.59	321
15312803	1978515.428	552500.646	321
1956770	1979498.619	550357.263	321
2429027	1976703.683	552340.402	321
13984632	1976290.877	550067.063	321
15499382	1978796.048	552723.623	321
775368	1978404.127	552367.241	321
1490808	1976043.416	551322.026	321
10047159	1977067.184	549092.423	321
13052255	1977168.595	551083.701	321
501853	1976567.183	551021.417	321
13283834	1977256.723	551290.247	321
5219696	1977257.217	551152.146	321
13339181	1976298.187	552026.404	321
12693504	1978379.495	552504.954	321
2467063	1977429.991	549183.268	321
16904227	1978397.101	552405.97	321
10241685	1977409.468	550134.158	321
11150288	1976351.969	551915.121	321
2810817	1977446.231	552825.746	321
3087106	1977664.117	551894.126	321
7431474	1977285.508	550966.279	321
7665716	1978954.224	553849.804	321
1555707	1976677.169	550466.632	321
1931573	1976431.933	551121.147	321
9449330	1978104.608	551898.18	321
5721883	1979888.313	552611.158	321
10536372	1977998.907	552691.091	321
6467205	1978402.335	551039.931	321
17377105	1976296.16	551847.6	321
3230068	1978376.693	552532.248	321
10823719	1978442.456	552317.347	321
8134056	1978666.399	550714.203	321
15192350	1976481.883	551209.316	321
11655569	1978948.429	553453.709	321
13374614	1979254.67	553788.12	321
4480656	1979352.81	550257.643	321
406199	1979195.652	553470.345	321
14114219	1976395.675	550310.718	321
2276175	1978659.115	552894.87	321
10213950	1979674.687	552627.485	321
8534686	1976567.047	549098.218	321
4196662	1979465.326	550977.511	321
2692658	1978422.991	552730.139	321
15255718	1979494.961	551840.654	321
150338	1978764.825	552850.48	321
1420744	1978058.015	550993.152	321
8742810	1978036.193	552787.506	321
2125547	1975899.829	552016.004	321
11398122	1976293.42	551933.129	321
656346	1976354.642	552275.173	321
911393	1977531.666	551125.189	321
3782964	1977492.234	550300.454	321
7996770	1976101.124	551586.32	321
4502177	1978402.326	552387.877	321
14720703	1977479.917	549184.811	321
5716695	1976096.853	550285.415	321
425225	1976440.089	549380.175	321
3215345	1977155.892	551781.887	321
7206501	1976253.226	551249.497	321
13580444	1977560.963	552692.693	321
17023590	1976474.27	551378.383	321
6925712	1979427.111	553796.278	321
10004411	1978363.857	552695.114	321
4576540	1978159.13	549378.971	321
6809037	1977854.586	549174.482	321
1796761	1978367.277	552695.106	321
7704732	1979076.97	553661.067	321
6378743	1977738.775	552696.036	321
18290069	1979162.498	550965.873	321
4071477	1977389.636	550227.383	321
6916065	1978242.981	551077.462	321
5687156	1977816.568	551527.158	321
4110744	1976292.789	551106.416	321
9494214	1979642.473	550451.897	321
3435585	1978749.844	552765.325	321
5443597	1978418.624	552322.394	321
2497187	1979012.251	553481.295	321
47749	1976681.105	551887.446	321
1478030	1978807.147	552808.565	321
7472690	1977234.792	553504.561	321
16518427	1976907.147	551023.894	321
2274554	1976358.79	551798.745	321
649383	1977393.345	552701.086	321
3391196	1978520.122	552692.422	321
3011148	1977191.369	550759.637	321
2405774	1978764.098	550146.493	321
5254650	1977445.43	549183.342	321
38218	1977832.893	550311.948	321
10634244	1977051.048	552028.84	321
16517321	1978281.234	549133.875	321
1232784	1978831.547	549402.483	321
16419105	1976572.945	549200.586	321
6528268	1979614.231	550345.139	321
15951941	1978449.053	551894.158	321
2877706	1976715.227	551931.841	321
6973206	1977493.15	549342.624	321
3409199	1977936.295	551075.524	321
7022657	1976332.801	551066.159	321
790935	1976296.231	551006.132	321
272513	1978422.305	552434.751	321
11388680	1977562.687	548852.172	321
2675258	1979312.694	553661.87	321
9035071	1978147.971	549272.621	321
4395027	1976253.802	551800.344	321
11946574	1979314.973	553813.72	321
13140172	1976296.313	551002.138	321
9359505	1978436.843	549141.389	321
7781135	1979859.275	550001.185	321
801086	1977815.919	550713.2	321
6211822	1977299.188	551079.832	321
14689505	1978439.402	552554.065	321
3878572	1979064.126	552922.789	321
12861801	1977291.794	551079.85	321
6516702	1977291.603	551871.402	321
3362397	1978393.686	549267.831	321
8786157	1977102.939	551933.65	321
16679869	1978573.988	550763.999	321
3411486	1977655.661	551183.458	321
10991693	1978228.367	552374.639	321
12622511	1977561.708	552695.131	321
10857924	1978326.602	552927.475	321
2561900	1976456.243	551887.347	321
4628009	1977113.819	551473.289	321
8850022	1977118.828	553056.381	321
8728367	1978955.632	553329.347	321
11749156	1977366.292	551307.505	321
4626764	1978517.068	552690.322	321
14668998	1979852.631	550049.118	321
8351370	1976206.749	552049.155	321
14775129	1978398.561	552398.091	321
1817118	1977189.288	550702.627	321
3350404	1978526.018	548804.861	321
2759274	1978089.277	552647.506	321
7870512	1979563.127	550351.463	321
16439332	1979568.169	553189.547	321
9027706	1977378.943	553503.987	321
16228166	1977912.367	550302.552	321
9451796	1978435.168	552203.223	321
3307899	1977082.585	551700.317	321
11388749	1976296.232	552238.163	321
9103051	1977189.988	549670.256	321
7495621	1977061.578	552625.251	321
15927702	1978718.994	552530.127	321
16633698	1976499.219	549000.333	321
2260366	1976429.222	550198.156	321
233317	1976254.58	551200.798	321
7339966	1977421.287	551079.423	321
4726098	1979010.356	553705.698	321
3528539	1978398.847	552640.458	321
3736893	1977577.711	549062.891	321
1857012	1978503.252	552590.3	321
3229562	1979825.156	552550.841	321
4263711	1979577.262	550347.772	321
14795895	1977479.15	551881.262	321
17600484	1977256.799	551245.766	321
7450844	1979881.761	552828.693	321
1082718	1976282.844	550469.183	321
11758103	1979441.591	551696.239	321
10889000	1978762.656	552791.141	321
11750323	1978383.536	552692.628	321
5958218	1978398.373	552237.806	321
8941938	1978473.387	550709.213	321
14039480	1977898.984	550311.236	321
7925783	1977091.306	551076.792	321
7214979	1976353.318	551210.308	321
10573337	1976507.41	551581.512	321
1259083	1978314.954	552292.02	321
6918985	1979486.689	550857.001	321
4755940	1978456.765	553545.461	321
6872601	1976739.357	552451.569	321
3121737	1976289.473	550313.984	321
5758409	1977537.84	550085.041	321
3503994	1978737.364	552763.246	321
