0,714 2841 6964 7636 7661 14610 19936
 0,7185 9637 9658 10752 11154 12906 14569 15184 15921 16409 16455 17785 17805 18766
 0,282 6393 8179 8328 9373 19295
 0,1702 4897 5844 9637 11179 11845 12500 13148 13716 14981 15034 15184 16409 18766
 0,2934 3024 3295 4097 4111 8430
 0,5643 7633 9078 11913 13751
 0,5019 5844 9637 9658 10752 11154 11179 11845 12500 12906 13716 14569 15034 15184 15306 15921 16409 17785 18766
 0,4107 4288 11235 13699 14886
 0,1702 3499 5132 15184 15921 16409 17785 18766
 0,440 2934 6393 8179 8430 9373 19295
 0,1702 3499 9637 11179 11845 12500 13148 13716 14981 15034 15184 16409 18766
 0,5541 9217 11913 13751 14873
 0,3959 7500 7778 14770 16850
 0,5019 5844 9637 11154 11179 11845 12500 12906 13716 15034 15184 15921 16409 17785 18766
 0,1245 5389 9599 17130 18159
 0,1007 6968 7288 13493 14834
 0,7633 9078 9217 13751 16608
 0,5132 15921 16455 17785 17805 18766
 0,2085 4770 6002 11137 13165
 0,704 2934 4111 8179 8430 9373
 0,6642 10365 13869 17617 18837
 0,714 2841 6964 7636 7661 14610 19919 19936
 0,440 6393 7288 10553 13112
 0,2699 6775 7628 11148 15364
 0,282 9373 9810 10652 12018 18269
 0,2402 4733 4897 5844 6717 12500 13148 14981
 0,282 8179 8328 9810 18269 19295
 0,4733 4897 5844 11179 11845 12500 13148 13716 14981 15034
 0,440 2934 6393 6968 8179 8328 14834 19295
 0,1686 8958 9605 12465 12640
 0,440 2934 6393 6968 8179 14834 19295
 0,714 2841 6964 7636 12837 15471 15699 19936
 0,4107 4288 11235 11907 13699
 0,4733 4897 5019 5844 11179 11845 12500 13716 14981 15034
 0,704 3295 7448 9373 15193
 0,282 8179 8328 9373 9810 18269 19295
 0,4733 4897 5019 5844 11179 12500 13148 13716 14981
 0,4897 5019 5844 9637 11179 11845 12500 13148 13716 14981 15034 16409
 0,704 3024 3295 4097 7448 8430
 0,440 2934 6393 6968 14834
 0,1702 3499 11179 12500 13148 15184
 0,440 6393 6968 7288 8179 10553 13112 13493 14834
 0,440 6393 6968 7288 8179 14834 19295
 0,4733 4897 5019 5844 9637 11179 11845 12500 13148 13716 14981 15034
 0,3039 6360 7661 14610 19919
 0,1702 3499 9637 10752 11154 15034 15184 15921 16409 17785 18766
 0,9501 9657 10832 17149 19545
 0,1702 3499 5132 15184 15921 16409 16455 17785 17805 18766
 0,704 2934 4111 8179 8430 9373 19295
 0,638 3809 5447 8243 11525 13165
 0,1702 3499 11179 12500 13148 14981 15184 16409 18766
 0,12837 15686 15699 17549 19936
 0,5595 11235 13884 14886 16507
 0,9106 9449 14181 14911 16064
 0,638 2034 3809 5447 6358 12220
 0,282 9810 10652 12018 18269
 0,440 6393 6968 7288 14834
 0,2138 2841 6964 7636 7661 15471 15699
 0,440 2069 6968 7288 10553 13112 13493 14834
 0,2402 4733 6083 6717 13148
 0,6688 9318 13124 18923 19185
 0,0 638 3809 6773 11059 18531
 0,6574 8271 11898 13948 17804 18719
 0,897 2476 4964 9112 11630 12371
 0,15785 16587 17240 18531 18553
 0,0 638 2034 3809 5447 6358 6773 11059 12220 18531 18553
 0,5981 6841 7911 11869 19639
 0,704 2934 6393 8179 8328 9373 19295
 0,440 2934 6393 6968 8179 14834
 0,638 2034 3809 5447 6358 6773 11059 12220 18553
 0,2034 4668 5447 6358 12220 18553
 0,6393 8179 8328 9810 19295
 0,1702 3212 3499 6569 15184
 0,714 7636 15686 17549 19936
 0,3780 6044 6574 8271 11898
 0,897 2476 4964 10068 10619 11630 12371
 0,1041 5575 6022 10106 13437
 0,3201 5475 7515 12106 17700
 0,440 2934 4111 6393 8179 8430
 0,282 8328 9373 9810 12018 19295
 0,4897 5019 5844 9637 11154 11179 11845 12500 13148 13716 15034 15184 15921 16409 18766
 0,5132 7185 9658 10752 11154 14569 15184 15921 16409 16455 17785 17805 18766
 0,3024 3295 4097 4111 8430
 0,2841 6964 7636 12837 15471 15699 17549 19936
 0,2389 6000 7130 10971 16980
 0,7495 8271 11898 13948 17804 18719
 0,704 2934 3024 3295 4097 4111 8430
 0,1702 9637 10752 11154 12906 15184 15921 16409 17785 18766
 0,638 2034 3809 5447 6358 6773 12220 18531 18553
 0,5132 7185 9658 10752 11154 12906 14569 15184 15921 16409 16455 17785 17805 18766
 0,440 2934 6393 8179 8430 9373 14834 19295
 0,5475 7515 10812 12106 13277
 0,1702 3499 13148 15184 18766
 0,1702 3499 9637 11179 12500 15034 15184 15921 16409 17785 18766
 0,714 2841 6964 7636 12837 15471 15686 15699 17549 19936
 0,3780 6044 6574 8271 11898 18719
 0,1911 4107 4288 11743 11907
 0,5541 7633 9078 9217 11913 13751 15597
 0,1007 4061 6968 7288 13493
 0,3780 6044 7495 8271 17804
 0,714 2841 3039 7636 7661 14610 19936
 0,7633 9078 9217 11913 13751
 0,704 3295 4097 7448 15193
 0,5475 7515 10812 12106 13277 17700
 0,1702 3499 11179 12500 15184 15921 16409 17785 18766
 0,1702 3499 11179 12500 13148 13716 15034 15184 15921 16409 18766
 0,282 8328 9373 9810 10652 12018 18269 19295
 0,1152 4107 4288 11743 11907
 0,1702 3499 11179 12500 13148 13716 14981 15184 16409 18766
 0,3809 6358 6773 11059 18531 18553
 0,4897 5019 5844 9637 11154 11179 11845 12500 12906 13716 14981 15034 15921 16409
 0,1696 5381 6563 14541 16596 16706
 0,5541 7977 9078 9217 16608
 0,2402 4733 6717 13148 14981
 0,714 6964 7636 12837 14610 15686 17549 19936
 0,6574 8271 11898 13948 18719
 0,0 638 1399 3809 5447 5910 11525 13165
 0,4544 6772 9422 12177 16876
 0,1702 3499 11179 12500 13148 13716 15034 15184 16409 18766
 0,1702 3499 11179 15184 15921 16409 17785 18766
 0,1702 3499 9637 10752 11154 11179 11845 13716 15034 15184 15921 16409 17785 18766
 0,3024 3295 4097 10170 15193
 0,5541 7633 9078 9217 11913 13751
 0,4897 5019 5844 9637 11154 11179 11845 12500 12906 13716 15034 15184 15921 16409 17785 18766
 0,704 2934 3024 3295 4097 7448 8430 9373
 0,804 2644 3528 3886 3971 11326 14172
 0,704 2934 3295 8179 8430 9373
 0,4897 5019 5844 9637 11154 11179 11845 12500 12906 13716 14981 15034 15921 16409 18766
 0,5132 9658 10752 11154 14569 15184 15921 16409 16455 17785 17805 18766
 0,4897 11179 12500 13148 13716 14981 15034 15184
 0,1435 11261 15149 17174 18785
 0,704 2934 4111 8179 8430
 0,6688 7057 9246 9318 13321
 0,5019 9637 9658 10752 11154 11179 11845 12500 12906 13716 14569 15034 15184 15921 16409 17785 18766
 0,1702 3499 11179 13148 15184
 0,0 638 1399 3809 5910 11525
 0,8051 9581 12991 13475 14651
 0,4733 11179 12500 13148 14981
 0,1696 5381 6563 9168 16706
 0,704 6393 7448 8179 8328 8430 9373 19295
 0,897 2476 4964 9112 11630
 0,2138 2841 6964 15471 15699 19936
 0,1702 9637 10752 11154 11179 11845 12906 13716 15034 15184 15921 16409 17785 18766
 0,4733 4897 5019 5844 11179 12500 14981
 0,3201 5475 7515 12106 13277
 0,1702 3499 9637 11154 15034 15184 15921 16409 17785 18766
 0,3499 5132 15184 16409 16455 17785 18766
 0,1702 3499 11179 12500 15034 15184 15921 16409 17785 18766
 0,2402 4733 4897 11179 12500 13148 13716 14981 15034
 0,141 182 1982 4599 18833
 0,440 2934 6393 8430 14834
 0,4588 6251 8051 9581 10398
 0,440 2934 6393 8179 8328 9373 14834 19295
 0,1702 11179 12500 13148 13716 14981 15034 15184 16409 18766
 0,2644 3528 3971 11326 14172
 0,3780 6044 6574 7495 8271 11898 13948 18719
 0,638 2034 6358 6773 12220 18531 18553
 0,5132 16455 17785 17805 18766
 0,714 12837 15686 15699 17549 19936
 0,3024 3295 4097 7448 10170 15193
 0,1696 6563 14541 16596 16706
 0,714 7636 14610 15686 17549 19936
 0,704 3295 7448 8328 9373 19295
 0,2069 7288 10553 13112 13493 16035
 0,714 2841 6964 7636 7661 14610
 0,440 6393 7288 8179 10553
 0,2402 4733 4897 6717 14981
 0,1702 9637 11179 12500 13148 13716 14981 15034 15184 16409
 0,3780 6044 7495 8271 13948 17804
 0,714 2841 6964 7636 14610 17549 19936
 0,9637 9658 10752 11154 11845 12906 14569 15034 15184 15306 15921 16409 16455 17785 18766
 0,0 638 1399 2034 3809 5447 6773 12220
 0,4897 5844 9637 11179 12500 13148 13716 14981 15034 15184
 0,5019 5844 9637 11154 11179 11845 12500 12906 13148 13716 15034 15184 15921 16409 17785 18766
 0,3780 6044 6854 7495 16150 16769
 0,4107 11235 13294 13699 13884 14886
 0,714 6964 7636 12837 15686 15699 17549 19936
 0,1702 3212 3499 5132 15184 18766
 0,5132 7185 9658 10752 11154 14569 15921 16455 17785 17805 18766
 0,12837 15471 15699 17549 19936
 0,9637 9658 10752 11154 12906 14569 15184 15921 16409 16455 17785 18766
 0,4897 5019 5844 9637 11154 11179 11845 12500 12906 13716 14981 15034 16409
 0,1399 5338 5910 8560 16046
 0,704 3024 3295 4097 7448 8430 9373
 0,0 1399 3809 5910 16046
 0,7379 10367 10802 15620 17646
 0,6846 11121 11246 12647 17991
 0,1911 4107 4288 11235 13699
 0,4733 4897 5019 5844 14981
 0,2644 3528 3886 11326 14172
 0,5541 7633 9217 11913 13751
 0,440 2934 4111 6393 8430 14834
 0,2476 4964 9112 11630 12371
 0,714 2841 6964 7636 12837 14610 15471 15699 17549 19936
 0,638 2034 5447 8243 13165
 0,638 1399 3809 5338 5447 11525 13165
 0,3212 6203 12992 13948 17804
 0,3780 6044 6574 7495 8271 11898 17804 18719
 0,0 2034 3809 6358 6773 11059 18531
 0,5333 7170 11343 12562 16393
 0,5132 7185 14569 15921 16455 17785 17805
 0,638 2034 3809 5447 6358 6773 11059 12220 18531 18553
 0,704 3024 3295 7448 8430 9373
 0,897 2476 4964 10619 11630 12371
 0,714 7636 12837 15686 17549 19936
 0,704 2934 7448 8179 8328 8430 9373 19295
 0,440 2069 6393 6968 7288 8179 10553 13112 13493 14834
 0,2034 3809 6358 6773 11059 12220 18531 18553
 0,1222 6995 8377 12007 12473
 0,4588 8051 9581 10398 12991 13475
 0,1982 4599 6854 16150 18833
 0,1041 7284 10106 13437 13918 14832
 0,6393 8179 8328 9373 9810 19295
 0,2402 4733 6717 11179 13148 14981
 0,0 1399 5338 5910 11525 13165
 0,2069 4061 6968 7288 10553 13493
